,what,was,the,tribe,of,the,woman,temüjin,married,when,he,was,around,16,years,old,?
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.22602348029613495,1.0,0.733189046382904,0.23774354159832,0.378805011510849,0.1619977355003357,0.3757161796092987,0.38706058263778687,0.4069072902202606,0.3296394646167755,0.005479797255247831,0.2904134690761566,0.30522194504737854,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.280248761177063,0.733189046382904,1.0,0.2831476032733917,0.43713900446891785,0.10720405727624893,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.40085816383361816,0.0058518932200968266,0.2912273406982422,0.31849798560142517,0.22068053483963013
onggirat,0.23711220920085907,0.2942385971546173,0.34149208664894104,0.3152584135532379,0.3075009882450104,0.34149208664894104,0.29379650950431824,0.5051317811012268,0.2592063844203949,0.24203170835971832,0.31115370988845825,0.2942385971546173,0.2648981213569641,0.09933394938707352,0.2692103981971741,0.2791297733783722,0.3145880401134491
tribe,0.2215883582830429,0.18090631067752838,0.280248761177063,1.0000001192092896,0.22602348029613495,0.280248761177063,0.21231712400913239,0.40159136056900024,0.1223335713148117,0.14182987809181213,0.16535893082618713,0.18090631067752838,0.173038512468338,0.0748513713479042,0.06793268024921417,0.1507086157798767,0.11037874221801758
when,0.4700249433517456,0.37326499819755554,0.5091903209686279,0.14182987809181213,0.3757161796092987,0.5091903209686279,0.2201828956604004,0.38259974122047424,0.1918937712907791,0.9999999403953552,0.39115971326828003,0.37326499819755554,0.39192935824394226,0.035893313586711884,0.3409145474433899,0.36291906237602234,0.22841128706932068
he,0.3114890456199646,0.5410010814666748,0.4571082592010498,0.16535893082618713,0.38706058263778687,0.4571082592010498,0.3821417987346649,0.44463157653808594,0.3727172613143921,0.39115971326828003,1.0000001192092896,0.5410010814666748,0.23650753498077393,-0.01764599420130253,0.3526231348514557,0.29039672017097473,0.2089974731206894
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.18090631067752838,0.4069072902202606,0.48711544275283813,0.2959340214729309,0.38774195313453674,0.3079395592212677,0.37326499819755554,0.5410010814666748,1.0000001192092896,0.24039418995380402,-0.008355183526873589,0.35855233669281006,0.2867572605609894,0.18412111699581146
around,0.27475327253341675,0.24039418995380402,0.40085816383361816,0.173038512468338,0.3296394646167755,0.40085816383361816,0.1417238414287567,0.2838648855686188,0.13024283945560455,0.39192935824394226,0.23650753498077393,0.24039418995380402,1.0,-0.021007591858506203,0.2933637797832489,0.20514848828315735,0.14729668200016022
16,-0.009719534777104855,-0.008355183526873589,0.0058518932200968266,0.0748513713479042,0.005479797255247831,0.0058518932200968266,0.01717441901564598,0.006555494386702776,0.032532937824726105,0.035893313586711884,-0.01764599420130253,-0.008355183526873589,-0.021007591858506203,1.0,0.05339926853775978,-0.007652888540178537,0.08446579426527023
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.17848652601242065,0.5696388483047485,0.6662389636039734,0.2614135444164276,0.3433155417442322,0.21549314260482788,0.4431333839893341,0.41690486669540405,0.45514053106307983,0.41294145584106445,0.03388594090938568,0.33554986119270325,0.2865324318408966,0.20430970191955566
order,0.16634008288383484,0.16897162795066833,0.3284194767475128,0.16422605514526367,0.31287699937820435,0.3284194767475128,0.11372360587120056,0.24433533847332,0.07709039002656937,0.2338472604751587,0.18230944871902466,0.16897162795066833,0.1451004147529602,0.029457978904247284,0.07525435835123062,0.09080252796411514,0.13725648820400238
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2397671937942505,0.41548454761505127,0.535392165184021,0.2586885392665863,0.36858871579170227,0.15330412983894348,0.5423505902290344,0.385390967130661,0.3636345863342285,0.3591267168521881,0.055442724376916885,0.23891852796077728,0.2412436157464981,0.29463258385658264
cement,0.1259850561618805,0.19953478872776031,0.25157180428504944,0.07562305778265,0.27412471175193787,0.25157180428504944,0.1383155733346939,0.2173336297273636,0.13971827924251556,0.2940496802330017,0.17590920627117157,0.19953478872776031,0.15411801636219025,0.017571507021784782,0.1819874495267868,0.14889925718307495,0.08090442419052124
alliances,0.15345780551433563,0.20688338577747345,0.28790780901908875,0.2583284378051758,0.28948965668678284,0.28790780901908875,0.11279091238975525,0.3241508901119232,0.164018452167511,0.23888209462165833,0.20856159925460815,0.20688338577747345,0.2150554656982422,0.075081467628479,0.20825885236263275,0.13979282975196838,0.09782075881958008
between,0.2462156116962433,0.24048170447349548,0.39067012071609497,0.10568474233150482,0.3737983703613281,0.39067012071609497,0.11079847067594528,0.1956426054239273,0.15776735544204712,0.38258615136146545,0.20695680379867554,0.24048170447349548,0.39653053879737854,0.01934448443353176,0.2583497166633606,0.1844184845685959,0.12887074053287506
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.24688933789730072,0.4329940676689148,0.516537070274353,0.20427000522613525,0.34026217460632324,0.15097612142562866,0.3682888448238373,0.3267501890659332,0.2396296262741089,0.29172033071517944,0.06486149877309799,0.2008867710828781,0.1772722750902176,0.1898253709077835
respective,0.29216688871383667,0.2001398652791977,0.3637433648109436,0.15792891383171082,0.32108351588249207,0.3637433648109436,0.1875367909669876,0.2423907071352005,0.0711391493678093,0.31175747513771057,0.15419445931911469,0.2001398652791977,0.20947401225566864,0.04176786169409752,0.17809027433395386,0.14036014676094055,0.2512778639793396
tribes,0.1860227882862091,0.16813719272613525,0.26830655336380005,0.8192340731620789,0.21502000093460083,0.26830655336380005,0.16241255402565002,0.4125889539718628,0.12285108864307404,0.14379605650901794,0.13748790323734283,0.16813719272613525,0.20597364008426666,0.07125993072986603,0.14134742319583893,0.17966246604919434,0.08824794739484787
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.1587309092283249,0.5352458953857422,0.5934505462646484,0.23754961788654327,0.31788840889930725,0.2611352503299713,0.475719153881073,0.38061028718948364,0.40146201848983765,0.3712388277053833,0.08594998717308044,0.31919315457344055,0.32390445470809937,0.4130953550338745
