,which,country,is,a,traditional,ally,of,israel,?
government,0.27266770601272583,0.384080171585083,0.20343491435050964,0.25158295035362244,0.2621394097805023,0.2707086503505707,0.3475167155265808,0.21959365904331207,0.18851417303085327
supported,0.22740553319454193,0.23050835728645325,0.1375114768743515,0.21957339346408844,0.15111932158470154,0.26892679929733276,0.30414751172065735,0.13119377195835114,0.11593948304653168
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
israelis,0.2386850118637085,0.21940696239471436,0.2042916715145111,0.23487618565559387,0.12235022336244583,0.07788144797086716,0.1351458728313446,0.815509021282196,0.16974247992038727
during,0.3590145409107208,0.2046053558588028,0.2240111529827118,0.30341604351997375,0.18031670153141022,0.21254223585128784,0.3869180977344513,0.14085699617862701,0.1325719803571701
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
six-day,0.2234596163034439,0.20237857103347778,0.20327220857143402,0.25002118945121765,0.17602330446243286,0.26035401225090027,0.18793506920337677,0.19270464777946472,0.2636443078517914
war,0.2244700789451599,0.21829617023468018,0.18502555787563324,0.2368277609348297,0.1403684914112091,0.34045714139938354,0.31680163741111755,0.2416752725839615,0.15510529279708862
.,0.45942068099975586,0.26130348443984985,0.4569662809371948,0.50484299659729,0.1875026524066925,0.2257843166589737,0.5352458953857422,0.2039981484413147,0.4130953550338745
,which,country,is,a,traditional,ally,of,israel,?
of,0.5011631846427917,0.28866857290267944,0.4854315221309662,0.5052502155303955,0.32287317514419556,0.15578524768352509,1.0,0.18146966397762299,0.1826142966747284
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
nine,0.31342917680740356,0.18246804177761078,0.17531593143939972,0.2446976900100708,0.186762735247612,0.12189877033233643,0.29486238956451416,0.1707528680562973,0.13964155316352844
members,0.295350044965744,0.19553110003471375,0.1897467076778412,0.1873859316110611,0.14759252965450287,0.15914344787597656,0.28120753169059753,0.13808037340641022,0.10212311148643494
of,0.5011631846427917,0.28866857290267944,0.4854315221309662,0.5052502155303955,0.32287317514419556,0.15578524768352509,1.0,0.18146966397762299,0.1826142966747284
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
european,0.2234036773443222,0.2651806175708771,0.16083641350269318,0.2254103124141693,0.21542908251285553,0.09045273810625076,0.2507138252258301,0.17894253134727478,0.14560863375663757
economic,0.2570582926273346,0.28465786576271057,0.21102669835090637,0.2234611213207245,0.24509690701961517,0.16939453780651093,0.3030148148536682,0.197773277759552,0.1206481084227562
community,0.2314024716615677,0.19614599645137787,0.26023760437965393,0.2694961726665497,0.1841813176870346,0.1832035630941391,0.2367410808801651,0.20622023940086365,0.2380419820547104
(,0.2589828372001648,0.1820623129606247,0.35393038392066956,0.3206180930137634,0.14808541536331177,0.17474721372127533,0.35032153129577637,0.09258992969989777,0.40561532974243164
eec,0.269231379032135,0.25832676887512207,0.15372434258460999,0.19431506097316742,0.15263335406780243,0.05329345911741257,0.24132487177848816,0.21591316163539886,0.14561593532562256
),0.2758678197860718,0.18773311376571655,0.37732169032096863,0.3640355169773102,0.18310131132602692,0.1922496110200882,0.3680361211299896,0.09583352506160736,0.42300865054130554
",",0.3658004403114319,0.27878350019454956,0.4691906273365021,0.427140474319458,0.25490131974220276,0.2730591595172882,0.4946078956127167,0.22234781086444855,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
netherlands,0.20309802889823914,0.30645281076431274,0.12974417209625244,0.22332750260829926,0.09916234761476517,0.1566808670759201,0.24916832149028778,0.2986714839935303,0.09310898929834366
faced,0.16965745389461517,0.15700379014015198,0.181329607963562,0.22509683668613434,0.1349862813949585,0.23849080502986908,0.2725057005882263,0.14495281875133514,0.12312540411949158
a,0.56894451379776,0.20991116762161255,0.658733606338501,1.0,0.27521875500679016,0.20484980940818787,0.5052502155303955,0.17491912841796875,0.23916715383529663
complete,0.33639606833457947,0.14152422547340393,0.2201630026102066,0.29913821816444397,0.15089426934719086,0.16493739187717438,0.3009350895881653,0.054317403584718704,0.11962060630321503
embargo,0.19882206618785858,0.2854992151260376,0.13914591073989868,0.17945899069309235,0.12492284923791885,0.27017223834991455,0.15861348807811737,0.2163732498884201,0.21724076569080353
",",0.3658004403114319,0.27878350019454956,0.4691906273365021,0.427140474319458,0.25490131974220276,0.2730591595172882,0.4946078956127167,0.22234781086444855,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
uk,0.1906050443649292,0.19472895562648773,0.17650434374809265,0.19665123522281647,0.13384519517421722,0.11869380623102188,0.21513383090496063,0.23997779190540314,0.20222434401512146
and,0.506277859210968,0.30884742736816406,0.3859752118587494,0.3739250600337982,0.30483514070510864,0.27266940474510193,0.5116966962814331,0.24438269436359406,0.20544172823429108
france,0.1980295330286026,0.3233118951320648,0.22835302352905273,0.24802380800247192,0.1502859741449356,0.19790209829807281,0.3265724182128906,0.291323721408844,0.15069349110126495
received,0.15137042105197906,0.13991045951843262,0.17726187407970428,0.22444266080856323,0.15066878497600555,0.15952815115451813,0.2628524899482727,0.14837239682674408,0.11905962228775024
almost,0.4336007535457611,0.18629899621009827,0.29784226417541504,0.28146228194236755,0.15955336391925812,0.25929489731788635,0.3144364058971405,0.07980463653802872,0.1372147500514984
uninterrupted,0.3311700224876404,0.134773388504982,0.20059223473072052,0.3064209818840027,0.1633855104446411,0.2416529506444931,0.20183902978897095,0.12502293288707733,0.11821544170379639
supplies,0.2791375517845154,0.20346228778362274,0.19651466608047485,0.2058967798948288,0.18394728004932404,0.23879434168338776,0.24392101168632507,0.18633385002613068,0.08799431473016739
(,0.2589828372001648,0.1820623129606247,0.35393038392066956,0.3206180930137634,0.14808541536331177,0.17474721372127533,0.35032153129577637,0.09258992969989777,0.40561532974243164
having,0.4051061272621155,0.22370775043964386,0.29556408524513245,0.3929923176765442,0.22410084307193756,0.25250187516212463,0.38889452815055847,0.13543176651000977,0.22418256103992462
refused,0.18992963433265686,0.23007473349571228,0.12913469970226288,0.2156425416469574,0.21916773915290833,0.26098254323005676,0.21729640662670135,0.19887349009513855,0.14580921828746796
to,0.5345056653022766,0.31281599402427673,0.42745086550712585,0.45503583550453186,0.2509959638118744,0.2431260496377945,0.41548454761505127,0.182975634932518,0.29463258385658264
allow,0.3691171407699585,0.15257832407951355,0.18020232021808624,0.27607089281082153,0.23306626081466675,0.17988359928131104,0.28057926893234253,0.15890555083751678,0.2042745053768158
america,0.26265275478363037,0.29616448283195496,0.1998184472322464,0.22012436389923096,0.1096353530883789,0.1619117110967636,0.28803038597106934,0.21204958856105804,0.19333907961845398
to,0.5345056653022766,0.31281599402427673,0.42745086550712585,0.45503583550453186,0.2509959638118744,0.2431260496377945,0.41548454761505127,0.182975634932518,0.29463258385658264
use,0.39254313707351685,0.21032948791980743,0.3357410430908203,0.30793872475624084,0.2897225320339203,0.10235977172851562,0.2750902473926544,0.2003863900899887,0.32795652747154236
their,0.4582767188549042,0.2463577538728714,0.2101074606180191,0.29698723554611206,0.2994036078453064,0.15661738812923431,0.4329940676689148,0.19422240555286407,0.1898253709077835
airfields,0.20961512625217438,0.27864694595336914,0.13080422580242157,0.18569475412368774,0.058641090989112854,0.17294389009475708,0.2266712784767151,0.26548266410827637,0.12590987980365753
and,0.506277859210968,0.30884742736816406,0.3859752118587494,0.3739250600337982,0.30483514070510864,0.27266940474510193,0.5116966962814331,0.24438269436359406,0.20544172823429108
embargoed,0.2647445499897003,0.2728046178817749,0.182577982544899,0.2272072732448578,0.131005197763443,0.2772727608680725,0.1984250843524933,0.19042278826236725,0.2457103431224823
arms,0.2236589938402176,0.1840638369321823,0.14908017218112946,0.21351204812526703,0.12541082501411438,0.13318592309951782,0.30713436007499695,0.09210065752267838,0.1243237629532814
and,0.506277859210968,0.30884742736816406,0.3859752118587494,0.3739250600337982,0.30483514070510864,0.27266940474510193,0.5116966962814331,0.24438269436359406,0.20544172823429108
supplies,0.2791375517845154,0.20346228778362274,0.19651466608047485,0.2058967798948288,0.18394728004932404,0.23879434168338776,0.24392101168632507,0.18633385002613068,0.08799431473016739
to,0.5345056653022766,0.31281599402427673,0.42745086550712585,0.45503583550453186,0.2509959638118744,0.2431260496377945,0.41548454761505127,0.182975634932518,0.29463258385658264
both,0.5140923857688904,0.17232957482337952,0.31409940123558044,0.3171786069869995,0.22461873292922974,0.28807738423347473,0.3565710783004761,0.19363529980182648,0.19455738365650177
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
arabs,0.23261114954948425,0.2897948622703552,0.1665194034576416,0.1446380764245987,0.27284514904022217,0.2294841706752777,0.2234063297510147,0.4189453423023224,0.12848976254463196
and,0.506277859210968,0.30884742736816406,0.3859752118587494,0.3739250600337982,0.30483514070510864,0.27266940474510193,0.5116966962814331,0.24438269436359406,0.20544172823429108
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
israelis,0.2386850118637085,0.21940696239471436,0.2042916715145111,0.23487618565559387,0.12235022336244583,0.07788144797086716,0.1351458728313446,0.815509021282196,0.16974247992038727
),0.2758678197860718,0.18773311376571655,0.37732169032096863,0.3640355169773102,0.18310131132602692,0.1922496110200882,0.3680361211299896,0.09583352506160736,0.42300865054130554
",",0.3658004403114319,0.27878350019454956,0.4691906273365021,0.427140474319458,0.25490131974220276,0.2730591595172882,0.4946078956127167,0.22234781086444855,0.31091248989105225
while,0.38669952750205994,0.16214635968208313,0.2713196575641632,0.3733035624027252,0.22337408363819122,0.24116235971450806,0.3366928696632385,0.16852203011512756,0.21076419949531555
the,0.6521818041801453,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.25703898072242737,0.23644182085990906,0.733189046382904,0.21617624163627625,0.22068053483963013
other,0.50507652759552,0.28020480275154114,0.25895947217941284,0.2806335389614105,0.2870546281337738,0.13351288437843323,0.38583824038505554,0.2040402740240097,0.24682199954986572
six,0.35139694809913635,0.15242576599121094,0.20925110578536987,0.26189830899238586,0.12816521525382996,0.12420867383480072,0.3317931592464447,0.19622649252414703,0.15298804640769958
faced,0.16965745389461517,0.15700379014015198,0.181329607963562,0.22509683668613434,0.1349862813949585,0.23849080502986908,0.2725057005882263,0.14495281875133514,0.12312540411949158
partial,0.3238580822944641,0.060131192207336426,0.23120467364788055,0.3064410090446472,0.20436817407608032,0.025862960144877434,0.2845287024974823,0.06209089979529381,0.16151700913906097
cutbacks,0.3614586889743805,0.16391977667808533,0.23695877194404602,0.29339298605918884,0.2275734692811966,0.17063280940055847,0.27574101090431213,0.16974668204784393,0.18624737858772278
.,0.45942068099975586,0.26130348443984985,0.4569662809371948,0.50484299659729,0.1875026524066925,0.2257843166589737,0.5352458953857422,0.2039981484413147,0.4130953550338745
