,what,is,being,described,when,simplicity,of,geometrical,forms,are,teamed,with,inspiration,from,the,roman,period,?
teamed,0.1488385945558548,0.11157776415348053,0.15738362073898315,0.14806091785430908,0.21036666631698608,0.11321771889925003,0.11883367598056793,0.13368970155715942,0.021084731444716454,0.09281445294618607,1.0000001192092896,0.33327314257621765,0.22618138790130615,0.114888496696949,0.2001897543668747,0.09128868579864502,0.06472666561603546,0.16084833443164825
with,0.2464839518070221,0.3250955045223236,0.36860430240631104,0.24371938407421112,0.5075214505195618,0.2356012910604477,0.41827285289764404,0.26427212357521057,0.24043329060077667,0.38996943831443787,0.33327314257621765,0.9999999403953552,0.21798595786094666,0.26272761821746826,0.4223487675189972,0.16514341533184052,0.20673511922359467,0.2433311939239502
a,0.3320399522781372,0.658733606338501,0.3727131485939026,0.25473126769065857,0.44397395849227905,0.24476706981658936,0.5052502155303955,0.28163275122642517,0.31878992915153503,0.265255331993103,0.18962162733078003,0.3783375024795532,0.2789924442768097,0.322764128446579,0.5829201340675354,0.18130378425121307,0.25205814838409424,0.23916715383529663
great,0.2562883198261261,0.1345067322254181,0.18913331627845764,0.19858933985233307,0.2342798113822937,0.20535880327224731,0.3168134391307831,0.1609167605638504,0.17264656722545624,0.13090994954109192,0.14534816145896912,0.21752162277698517,0.22092171013355255,0.18041135370731354,0.2822027802467346,0.2139192521572113,0.2254979908466339,0.13135133683681488
inspiration,0.26775962114334106,0.21112991869449615,0.24582180380821228,0.25389936566352844,0.18805985152721405,0.35368624329566956,0.29410699009895325,0.24750176072120667,0.1632736772298813,0.11663565784692764,0.22618138790130615,0.21798595786094666,1.0,0.23436954617500305,0.3078494668006897,0.13944073021411896,0.14536705613136292,0.15815037488937378
from,0.2737620174884796,0.27355384826660156,0.32622846961021423,0.17046944797039032,0.405669629573822,0.13773754239082336,0.4249346852302551,0.18735569715499878,0.27224797010421753,0.2674213647842407,0.114888496696949,0.26272761821746826,0.23436954617500305,1.0,0.40150508284568787,0.2159160077571869,0.2558770775794983,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,0.419739305973053,0.2878154516220093,0.5091903209686279,0.2612189054489136,0.733189046382904,0.2403825968503952,0.2950737178325653,0.40399202704429626,0.2001897543668747,0.4223487675189972,0.3078494668006897,0.40150508284568787,1.0,0.2862859070301056,0.3125074505805969,0.22068053483963013
roman,0.17852471768856049,0.16690842807292938,0.1820700317621231,0.09863066673278809,0.1767279952764511,0.18056875467300415,0.31028008460998535,0.19318358600139618,0.14818069338798523,0.1207391545176506,0.09128868579864502,0.16514341533184052,0.13944073021411896,0.2159160077571869,0.2862859070301056,1.0,0.1922173798084259,0.1663191318511963
period,0.24507179856300354,0.1838376820087433,0.2303570806980133,0.1844424605369568,0.3356073200702667,0.1918468475341797,0.2698146104812622,0.2312318980693817,0.20565277338027954,0.18534421920776367,0.06472666561603546,0.20673511922359467,0.14536705613136292,0.2558770775794983,0.3125074505805969,0.1922173798084259,1.0,0.18706195056438446
.,0.3567904531955719,0.4569662809371948,0.35574623942375183,0.21733810007572174,0.475719153881073,0.20265595614910126,0.5352458953857422,0.19257305562496185,0.24305115640163422,0.3452940285205841,0.21696682274341583,0.4446153938770294,0.25217902660369873,0.41536515951156616,0.5934505462646484,0.27629324793815613,0.2575049102306366,0.4130953550338745
