,what,prohibition,agent,was,also,an,alumni,at,the,university,?
community,0.29032719135284424,0.31091248989105225,0.03979421406984329,0.2025771290063858,0.24745750427246094,0.24982967972755432,0.16208600997924805,0.19107957184314728,0.2601400911808014,0.20049108564853668,0.2380419820547104
organizing,0.25591719150543213,0.31428608298301697,0.22087408602237701,0.21937614679336548,0.25268712639808655,0.1704370230436325,0.22985877096652985,0.2657470405101776,0.31940990686416626,0.17503690719604492,0.14538010954856873
saul,0.2770378589630127,0.12003379315137863,0.17179614305496216,0.25737234950065613,0.23571406304836273,0.08197977393865585,0.18812140822410583,0.0704227089881897,0.2076161801815033,0.16122831404209137,0.19444164633750916
alinsky,0.14602021872997284,0.127491295337677,0.13665302097797394,0.23127354681491852,0.15200525522232056,0.15939347445964813,0.11553630977869034,0.11939126253128052,0.2103627771139145,0.14735187590122223,0.13827551901340485
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
obama,0.1679007112979889,0.2857355773448944,0.038255587220191956,0.2369607388973236,0.243915855884552,0.14871224761009216,0.17556826770305634,0.12675505876541138,0.21614792943000793,0.21503716707229614,0.2326410561800003
campaign,0.22158007323741913,0.28529152274131775,0.1079648956656456,0.2556212544441223,0.23032592236995697,0.14041902124881744,0.18223287165164948,0.16832605004310608,0.2755736708641052,0.22324565052986145,0.162482351064682
advisor,0.1469605714082718,0.1543317288160324,0.1633542776107788,0.3046267628669739,0.19909381866455078,0.14075537025928497,0.19027747213840485,0.17365282773971558,0.17215700447559357,0.25006142258644104,0.0939842164516449
and,0.31309178471565247,0.21018460392951965,0.18090473115444183,0.3740963041782379,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.3571503460407257,0.5171257257461548,0.2665814459323883,0.20544172823429108
top,0.21232028305530548,0.09901317209005356,0.15369582176208496,0.1381647288799286,0.2643655836582184,0.1313013881444931,0.17973142862319946,0.255888432264328,0.31754136085510254,0.14341232180595398,0.17265194654464722
political,0.21846716105937958,0.31946253776550293,0.18350699543952942,0.24282537400722504,0.2067996710538864,0.20845253765583038,0.15611149370670319,0.1745688021183014,0.20477235317230225,0.26807016134262085,0.17130474746227264
advisor,0.1469605714082718,0.1543317288160324,0.1633542776107788,0.3046267628669739,0.19909381866455078,0.14075537025928497,0.19027747213840485,0.17365282773971558,0.17215700447559357,0.25006142258644104,0.0939842164516449
to,0.455847829580307,0.2388266921043396,0.21088580787181854,0.3636345863342285,0.5348826050758362,0.3138085603713989,0.16467376053333282,0.36524343490600586,0.535392165184021,0.20192374289035797,0.29463258385658264
president,0.1870913952589035,0.20155614614486694,0.13751691579818726,0.2505730390548706,0.17705458402633667,0.16313809156417847,0.21447357535362244,0.1509951651096344,0.24330610036849976,0.2515452206134796,0.14148259162902832
bill,0.16425743699073792,0.24496664106845856,0.20638686418533325,0.18893268704414368,0.2585388422012329,0.12577931582927704,0.12100935727357864,0.12815363705158234,0.24155211448669434,0.15558969974517822,0.12855131924152374
clinton,0.1672235131263733,0.27021464705467224,0.06541841477155685,0.23761619627475739,0.21108940243721008,0.13808678090572357,0.2596804201602936,0.175018772482872,0.2572503685951233,0.20665377378463745,0.22146934270858765
david,0.1299152821302414,0.12942776083946228,0.0994085818529129,0.2655363976955414,0.1866082102060318,0.15602213144302368,0.19291892647743225,0.20003047585487366,0.2237231284379959,0.23181812465190887,0.04158485680818558
axelrod,0.20197981595993042,0.179734006524086,0.2125815749168396,0.3214149475097656,0.21830697357654572,0.24528343975543976,0.18476442992687225,0.24140243232250214,0.2941380441188812,0.16853533685207367,0.1963425576686859
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
attorney,0.19245201349258423,0.3417970538139343,0.2235613912343979,0.25042402744293213,0.15845683217048645,0.2214432954788208,0.1672843098640442,0.1505984514951706,0.21909913420677185,0.2300446480512619,0.14764122664928436
general,0.24928055703639984,0.21963918209075928,0.16419380903244019,0.2445744127035141,0.23267501592636108,0.16276395320892334,0.1670725792646408,0.2006627768278122,0.28634732961654663,0.16459521651268005,0.1972234547138214
and,0.31309178471565247,0.21018460392951965,0.18090473115444183,0.3740963041782379,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.3571503460407257,0.5171257257461548,0.2665814459323883,0.20544172823429108
federal,0.2415231615304947,0.34370511770248413,0.25292205810546875,0.23023395240306854,0.2217554748058319,0.14592841267585754,0.18023887276649475,0.18054115772247314,0.27537089586257935,0.25215286016464233,0.1812247931957245
judge,0.30616456270217896,0.21073482930660248,0.14960968494415283,0.25529512763023376,0.1537960022687912,0.23586603999137878,0.09713593125343323,0.13847893476486206,0.21985375881195068,0.12226541340351105,0.1870231032371521
robert,0.1948658525943756,0.15643492341041565,0.0785166323184967,0.24186499416828156,0.19656740128993988,0.162705197930336,0.17206764221191406,0.16207672655582428,0.2257954627275467,0.2057558000087738,0.11293095350265503
bork,0.2821780741214752,0.23728595674037933,0.17135277390480042,0.2639884948730469,0.23860329389572144,0.17776267230510712,0.14429712295532227,0.1752314567565918,0.22521577775478363,0.17104433476924896,0.2713235914707184
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
attorney,0.19245201349258423,0.3417970538139343,0.2235613912343979,0.25042402744293213,0.15845683217048645,0.2214432954788208,0.1672843098640442,0.1505984514951706,0.21909913420677185,0.2300446480512619,0.14764122664928436
general,0.24928055703639984,0.21963918209075928,0.16419380903244019,0.2445744127035141,0.23267501592636108,0.16276395320892334,0.1670725792646408,0.2006627768278122,0.28634732961654663,0.16459521651268005,0.1972234547138214
ramsey,0.20370206236839294,0.1125282496213913,0.1617177575826645,0.2552012801170349,0.20228855311870575,0.23849956691265106,0.22223050892353058,0.21610313653945923,0.2543048560619354,0.28105345368385315,0.16547457873821259
clark,0.17076857388019562,0.1585562527179718,0.19581399857997894,0.2348247915506363,0.14654533565044403,0.2135803997516632,0.19357962906360626,0.16013406217098236,0.2364250123500824,0.1942645162343979,0.10959257185459137
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
prohibition,0.20368692278862,1.0000001192092896,0.13762612640857697,0.20001532137393951,0.22429722547531128,0.18718735873699188,0.15772660076618195,0.13394467532634735,0.2334464192390442,0.18944354355335236,0.2088877558708191
agent,0.1053810864686966,0.13762612640857697,1.0000001192092896,0.19250954687595367,0.2692202031612396,0.21277913451194763,0.1285702884197235,0.1123804822564125,0.1308915615081787,0.17289003729820251,0.13699154555797577
eliot,0.20328496396541595,0.11732614785432816,0.13138426840305328,0.23139946162700653,0.18471795320510864,0.11087922751903534,0.14320801198482513,0.13236506283283234,0.15140269696712494,0.23596282303333282,0.2153647243976593
ness,0.2145434021949768,0.10561922192573547,0.07992909848690033,0.2052888721227646,0.2430831789970398,0.13424085080623627,0.160085067152977,0.10023543983697891,0.2199755758047104,0.15452313423156738,0.13972893357276917
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
supreme,0.25469252467155457,0.3712082803249359,0.07244251668453217,0.26731494069099426,0.2356587052345276,0.20413655042648315,0.15954650938510895,0.14445289969444275,0.2583438754081726,0.23430117964744568,0.20777292549610138
court,0.23440583050251007,0.38591334223747253,0.06301175802946091,0.2737988233566284,0.2450786530971527,0.20114386081695557,0.15066781640052795,0.22898134589195251,0.2812081575393677,0.24200360476970673,0.17100423574447632
justice,0.21462921798229218,0.2490341067314148,0.10772103816270828,0.24932703375816345,0.18318867683410645,0.1862974911928177,0.15240328013896942,0.12562339007854462,0.23470892012119293,0.2034326046705246,0.19269752502441406
john,0.18237407505512238,0.1643074005842209,0.0901281014084816,0.2875721752643585,0.2478664070367813,0.16678237915039062,0.16326703131198883,0.2018798142671585,0.2230520099401474,0.17917944490909576,0.13162356615066528
paul,0.11217030137777328,0.11162413656711578,0.1574893593788147,0.24299268424510956,0.19811207056045532,0.0946611762046814,0.1787998229265213,0.13789676129817963,0.19191958010196686,0.21659784018993378,0.16611461341381073
stevens,0.14559771120548248,0.13413095474243164,0.16925771534442902,0.24698898196220398,0.23604214191436768,0.1750691533088684,0.12879012525081635,0.2673792243003845,0.2338823676109314,0.20381376147270203,0.12149069458246231
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
prime,0.15586113929748535,0.14835339784622192,0.08949661254882812,0.21048103272914886,0.20427973568439484,0.08209051191806793,0.18138274550437927,0.15248191356658936,0.19960100948810577,0.1773100644350052,0.11276303976774216
minister,0.1705908179283142,0.20197826623916626,0.09748883545398712,0.26634681224823,0.19672662019729614,0.07818209379911423,0.18612247705459595,0.12735222280025482,0.19297581911087036,0.2553359866142273,0.10825661569833755
of,0.33290785551071167,0.22685714066028595,0.10356795787811279,0.4069072902202606,0.4924938678741455,0.32280945777893066,0.27771928906440735,0.42558613419532776,0.733189046382904,0.30646374821662903,0.1826142966747284
canada,0.19760756194591522,0.19330409169197083,0.0958012044429779,0.22200681269168854,0.2584643065929413,0.08382238447666168,0.15920548141002655,0.23651543259620667,0.2934837341308594,0.14661259949207306,0.15722735226154327
william,0.24990826845169067,0.14496788382530212,0.18703779578208923,0.28444796800613403,0.18133999407291412,0.13647820055484772,0.2015925943851471,0.16626758873462677,0.21537061035633087,0.21283619105815887,0.14462219178676605
lyon,0.11949300765991211,0.18654535710811615,0.2111455798149109,0.22917304933071136,0.10141607373952866,0.16312523186206818,0.16919760406017303,0.2330697625875473,0.1953364908695221,0.24484646320343018,0.1611335575580597
mackenzie,0.12543179094791412,0.14101964235305786,0.1091940701007843,0.18900829553604126,0.16026571393013,0.16334491968154907,0.15726864337921143,0.1394966095685959,0.24465717375278473,0.1921146661043167,0.08290573209524155
king,0.18449601531028748,0.18397410213947296,0.09566737711429596,0.27377256751060486,0.23403745889663696,0.16747213900089264,0.1732138991355896,0.17968851327896118,0.25887003540992737,0.1600503772497177,0.19130074977874756
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
11th,0.06251733750104904,0.06207716092467308,0.16200707852840424,0.26104241609573364,0.22406147420406342,0.17874227464199066,0.11853203922510147,0.07338640093803406,0.20795033872127533,0.12779483199119568,0.014542436227202415
prime,0.15586113929748535,0.14835339784622192,0.08949661254882812,0.21048103272914886,0.20427973568439484,0.08209051191806793,0.18138274550437927,0.15248191356658936,0.19960100948810577,0.1773100644350052,0.11276303976774216
minister,0.1705908179283142,0.20197826623916626,0.09748883545398712,0.26634681224823,0.19672662019729614,0.07818209379911423,0.18612247705459595,0.12735222280025482,0.19297581911087036,0.2553359866142273,0.10825661569833755
of,0.33290785551071167,0.22685714066028595,0.10356795787811279,0.4069072902202606,0.4924938678741455,0.32280945777893066,0.27771928906440735,0.42558613419532776,0.733189046382904,0.30646374821662903,0.1826142966747284
poland,0.16095873713493347,0.17165923118591309,0.06890431046485901,0.19694356620311737,0.18497401475906372,0.10337747633457184,0.12028350681066513,0.1648268848657608,0.24871079623699188,0.19247503578662872,0.14259830117225647
marek,0.07103101909160614,0.10570631176233292,0.19744336605072021,0.24537745118141174,0.143193319439888,0.14464712142944336,0.1780509203672409,0.13909660279750824,0.1876683086156845,0.24446424841880798,0.17564117908477783
belka,0.18802669644355774,0.21456271409988403,0.13154159486293793,0.30783918499946594,0.31404754519462585,0.19372491538524628,0.19027908146381378,0.30973634123802185,0.3130466639995575,0.316146582365036,0.20584531128406525
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
governor,0.21184112131595612,0.2599498927593231,0.1246357187628746,0.25802454352378845,0.11112888157367706,0.14023937284946442,0.14767803251743317,0.19360993802547455,0.19955585896968842,0.2833692133426666,0.135940283536911
of,0.33290785551071167,0.22685714066028595,0.10356795787811279,0.4069072902202606,0.4924938678741455,0.32280945777893066,0.27771928906440735,0.42558613419532776,0.733189046382904,0.30646374821662903,0.1826142966747284
the,0.42745697498321533,0.2334464192390442,0.1308915615081787,0.48711544275283813,0.6021018624305725,0.4207492768764496,0.22524002194404602,0.457212895154953,1.0,0.263973206281662,0.22068053483963013
bank,0.13934029638767242,0.2000846117734909,0.13058628141880035,0.19418294727802277,0.2054726779460907,0.13719014823436737,0.20763228833675385,0.21972540020942688,0.3216422498226166,0.21604140102863312,0.09656643867492676
of,0.33290785551071167,0.22685714066028595,0.10356795787811279,0.4069072902202606,0.4924938678741455,0.32280945777893066,0.27771928906440735,0.42558613419532776,0.733189046382904,0.30646374821662903,0.1826142966747284
japan,0.1865565925836563,0.18731220066547394,0.10114006698131561,0.24596759676933289,0.2463727742433548,0.12182512134313583,0.19506126642227173,0.18760128319263458,0.22735914587974548,0.18942376971244812,0.1312343180179596
masaaki,0.17001719772815704,0.09944013506174088,0.09923173487186432,0.26808786392211914,0.1993672400712967,0.11228969693183899,0.1880737543106079,0.10104484856128693,0.1783008724451065,0.23013277351856232,0.1539539247751236
shirakawa,0.19746607542037964,0.2368922382593155,0.07248274981975555,0.23726236820220947,0.1938682347536087,0.15469492971897125,0.1452665776014328,0.15767352283000946,0.25537458062171936,0.20718412101268768,0.17535240948200226
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
the,0.42745697498321533,0.2334464192390442,0.1308915615081787,0.48711544275283813,0.6021018624305725,0.4207492768764496,0.22524002194404602,0.457212895154953,1.0,0.263973206281662,0.22068053483963013
first,0.28086137771606445,0.21273714303970337,0.16412675380706787,0.5022147297859192,0.43768298625946045,0.29757723212242126,0.1461089849472046,0.3138778805732727,0.49448907375335693,0.2596641778945923,0.18701928853988647
female,0.14235767722129822,0.03765207156538963,0.056142471730709076,0.17758683860301971,0.23004703223705292,0.09478019922971725,0.1910683661699295,0.14559990167617798,0.2673940658569336,0.12970054149627686,0.17839525640010834
african-american,0.20474658906459808,0.22298257052898407,0.1301324963569641,0.30418485403060913,0.29347923398017883,0.27094125747680664,0.2538595199584961,0.1811584085226059,0.3077481985092163,0.23792916536331177,0.21985267102718353
senator,0.14464734494686127,0.2718959152698517,0.18532752990722656,0.25540414452552795,0.16225525736808777,0.18644003570079803,0.19555765390396118,0.1566121131181717,0.2008991688489914,0.260793536901474,0.1479560136795044
carol,0.1641474813222885,0.16195425391197205,0.22413942217826843,0.22895507514476776,0.22200387716293335,0.1024627611041069,0.15980744361877441,0.10474284738302231,0.1561352163553238,0.17490997910499573,0.15451480448246002
moseley,0.15921038389205933,0.1016116589307785,0.17237631976604462,0.249471053481102,0.1984572857618332,0.21352170407772064,0.18969294428825378,0.21403229236602783,0.21642321348190308,0.2708897292613983,0.13250361382961273
braun,0.14971667528152466,0.17224416136741638,0.09602905809879303,0.23304033279418945,0.20021472871303558,0.17698179185390472,0.15949629247188568,0.2640649974346161,0.18706366419792175,0.22669729590415955,0.2169470489025116
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
united,0.20036718249320984,0.3277292251586914,0.19918641448020935,0.31727492809295654,0.30441129207611084,0.15972375869750977,0.22576108574867249,0.2064037322998047,0.34367692470550537,0.2727796137332916,0.17266890406608582
states,0.21526020765304565,0.3309882581233978,0.20502224564552307,0.2847922146320343,0.2941293716430664,0.2041347622871399,0.18987558782100677,0.19903600215911865,0.3463578522205353,0.24941645562648773,0.16272737085819244
senator,0.14464734494686127,0.2718959152698517,0.18532752990722656,0.25540414452552795,0.16225525736808777,0.18644003570079803,0.19555765390396118,0.1566121131181717,0.2008991688489914,0.260793536901474,0.1479560136795044
from,0.2737620174884796,0.21875233948230743,0.18657967448234558,0.31171464920043945,0.33783096075057983,0.20876385271549225,0.22609472274780273,0.3447161316871643,0.40150508284568787,0.2771088182926178,0.19969791173934937
vermont,0.1509951502084732,0.19729509949684143,0.16982631385326385,0.22007180750370026,0.21644695103168488,0.17055410146713257,0.25391885638237,0.23857249319553375,0.23738040030002594,0.27265164256095886,0.13195045292377472
and,0.31309178471565247,0.21018460392951965,0.18090473115444183,0.3740963041782379,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.3571503460407257,0.5171257257461548,0.2665814459323883,0.20544172823429108
2016,0.10915659368038177,0.036394618451595306,-0.008577870205044746,-0.009529631584882736,0.15788306295871735,-0.015175946988165379,0.08534456044435501,0.04094830900430679,0.11571308970451355,0.1521492451429367,-0.12147852033376694
democratic,0.1858556717634201,0.28668978810310364,0.10353109985589981,0.24946795403957367,0.16647785902023315,0.17970909178256989,0.21041645109653473,0.1060587614774704,0.21570740640163422,0.2535732388496399,0.1668088138103485
presidential,0.14383156597614288,0.2730540335178375,0.11171282082796097,0.22171081602573395,0.18171624839305878,0.15893688797950745,0.25583815574645996,0.1647493690252304,0.2443588525056839,0.21950258314609528,0.1823401004076004
candidate,0.23493148386478424,0.1962064802646637,0.11402375996112823,0.20511235296726227,0.1940286010503769,0.18097643554210663,0.23591765761375427,0.19610081613063812,0.20382727682590485,0.18713991343975067,0.2826109528541565
bernie,0.08426413685083389,0.1832495480775833,0.16516780853271484,0.25783535838127136,0.15262705087661743,0.19068565964698792,0.15523576736450195,0.0619930624961853,0.22509382665157318,0.1292838156223297,0.18570417165756226
sanders,0.1722477227449417,0.23436731100082397,0.12360481917858124,0.2800391614437103,0.22574692964553833,0.17799396812915802,0.21234402060508728,0.16515253484249115,0.2733713686466217,0.24923713505268097,0.20881439745426178
",",0.3087472915649414,0.23448234796524048,0.20600952208042145,0.45456063747406006,0.4717654287815094,0.3581022024154663,0.2394251972436905,0.38314947485923767,0.4933079481124878,0.3017033040523529,0.31091248989105225
and,0.31309178471565247,0.21018460392951965,0.18090473115444183,0.3740963041782379,0.5755972862243652,0.2838519215583801,0.19591780006885529,0.3571503460407257,0.5171257257461548,0.2665814459323883,0.20544172823429108
former,0.13598288595676422,0.12047233432531357,0.14358735084533691,0.2544213533401489,0.24325285851955414,0.128716379404068,0.24333471059799194,0.14496824145317078,0.2251449078321457,0.20305003225803375,0.10570605844259262
world,0.21669597923755646,0.23254476487636566,0.11804331094026566,0.3097524344921112,0.30876004695892334,0.15716314315795898,0.2573029398918152,0.22825311124324799,0.33604270219802856,0.20149318873882294,0.17579582333564758
bank,0.13934029638767242,0.2000846117734909,0.13058628141880035,0.19418294727802277,0.2054726779460907,0.13719014823436737,0.20763228833675385,0.21972540020942688,0.3216422498226166,0.21604140102863312,0.09656643867492676
president,0.1870913952589035,0.20155614614486694,0.13751691579818726,0.2505730390548706,0.17705458402633667,0.16313809156417847,0.21447357535362244,0.1509951651096344,0.24330610036849976,0.2515452206134796,0.14148259162902832
paul,0.11217030137777328,0.11162413656711578,0.1574893593788147,0.24299268424510956,0.19811207056045532,0.0946611762046814,0.1787998229265213,0.13789676129817963,0.19191958010196686,0.21659784018993378,0.16611461341381073
wolfowitz,0.21823014318943024,0.06229548528790474,0.17195747792720795,0.32410943508148193,0.24775472283363342,0.21734260022640228,0.19294913113117218,0.234025239944458,0.2810051143169403,0.2631063461303711,0.22993943095207214
.,0.3567904531955719,0.18685078620910645,0.25213178992271423,0.40146201848983765,0.49166762828826904,0.3581749200820923,0.2471552938222885,0.4549728035926819,0.5934505462646484,0.290679007768631,0.4130953550338745
