,where,did,a,bloody,civil,war,break,out,?
and,0.43859338760375977,0.34479495882987976,0.3739250600337982,0.24533416330814362,0.25259146094322205,0.29695844650268555,0.2812328040599823,0.3881998062133789,0.20544172823429108
tourists,0.24849621951580048,0.13744720816612244,0.21936281025409698,0.19044268131256104,0.15668714046478271,0.1906663179397583,0.1518707573413849,0.2297752946615219,0.10706513375043869
in,0.5344807505607605,0.2593238651752472,0.539380669593811,0.19755832850933075,0.26466667652130127,0.29904094338417053,0.17133235931396484,0.3576207756996155,0.20430970191955566
egypt,0.20416465401649475,0.1887594312429428,0.14361631870269775,0.19985003769397736,0.17623712122440338,0.22322092950344086,0.13697035610675812,0.16412785649299622,0.17769601941108704
",",0.3149496018886566,0.3015086054801941,0.427140474319458,0.26039671897888184,0.24795588850975037,0.2671184241771698,0.25781646370887756,0.3161109685897827,0.31091248989105225
a,0.40997210144996643,0.2552328109741211,1.0,0.20332017540931702,0.21693918108940125,0.2368277609348297,0.26504021883010864,0.34264278411865234,0.23916715383529663
bloody,0.18971025943756104,0.1987753063440323,0.20332017540931702,1.0,0.2710556089878082,0.3545859158039093,0.2793923020362854,0.2848626971244812,0.19364359974861145
civil,0.13912323117256165,0.17288750410079956,0.21693918108940125,0.2710556089878082,1.0,0.5418448448181152,0.19740937650203705,0.12023882567882538,0.1494513899087906
war,0.2167234867811203,0.27422013878822327,0.2368277609348297,0.3545859158039093,0.5418448448181152,1.0000001192092896,0.2239818274974823,0.18922953307628632,0.15510529279708862
in,0.5344807505607605,0.2593238651752472,0.539380669593811,0.19755832850933075,0.26466667652130127,0.29904094338417053,0.17133235931396484,0.3576207756996155,0.20430970191955566
algeria,0.1941394954919815,0.035289864987134933,0.142367884516716,0.2140745371580124,0.19272135198116302,0.20939812064170837,0.0829298347234726,0.13498924672603607,0.192555770277977
and,0.43859338760375977,0.34479495882987976,0.3739250600337982,0.24533416330814362,0.25259146094322205,0.29695844650268555,0.2812328040599823,0.3881998062133789,0.20544172823429108
osama,0.13573895394802094,0.1628030687570572,0.2704211473464966,0.23037582635879517,0.21573147177696228,0.21829602122306824,0.15203526616096497,0.14605110883712769,0.2064143270254135
bin,0.11234872043132782,0.10957983136177063,0.21338048577308655,0.22165313363075256,0.14164598286151886,0.10000201314687729,0.17800837755203247,0.17511282861232758,0.18378846347332
laden,0.16005530953407288,0.14622172713279724,0.26571956276893616,0.197917178273201,0.18929404020309448,0.2413344383239746,0.23560577630996704,0.2215835303068161,0.17972345650196075
's,0.0007701900321990252,0.05069678649306297,0.04866964742541313,-0.030894922092556953,-0.06354409456253052,0.06856801360845566,0.0023355097509920597,0.0021837172098457813,-0.023395681753754616
terror,0.23651359975337982,0.129596546292305,0.28191542625427246,0.3452012538909912,0.19933195412158966,0.33299702405929565,0.11513088643550873,0.23505590856075287,0.14604267477989197
attacks,0.18896746635437012,0.13600324094295502,0.24573074281215668,0.24571062624454498,0.17566165328025818,0.2742409110069275,0.22823122143745422,0.18802431225776672,0.14532065391540527
climaxing,0.34053054451942444,0.21628667414188385,0.309299498796463,0.26328784227371216,0.2530272901058197,0.299690842628479,0.2434966266155243,0.21882878243923187,0.2378859966993332
in,0.5344807505607605,0.2593238651752472,0.539380669593811,0.19755832850933075,0.26466667652130127,0.29904094338417053,0.17133235931396484,0.3576207756996155,0.20430970191955566
the,0.5003893971443176,0.34736719727516174,0.5829201340675354,0.2574346363544464,0.2477465271949768,0.366199791431427,0.28229501843452454,0.39404502511024475,0.22068053483963013
9/11,-0.024468611925840378,-0.006570522673428059,0.04212398827075958,-0.032620158046483994,-0.022014493122696877,0.08666998147964478,-0.011554420925676823,-0.10865504294633865,0.06211625784635544
attack,0.19145746529102325,0.13678960502147675,0.2556389570236206,0.21177342534065247,0.17434965074062347,0.2698875367641449,0.27925124764442444,0.1587473303079605,0.126759335398674
.,0.41390106081962585,0.35288307070732117,0.50484299659729,0.1742141991853714,0.2541380822658539,0.3000848889350891,0.2548918128013611,0.34234723448753357,0.4130953550338745
