,the,v,&,a,library,'s,collection,of,illuminated,manuscripts,are,dated,to,which,centuries,?
marmion,0.33487069606781006,0.19828635454177856,0.19576215744018555,0.3619057536125183,0.13856318593025208,0.059580687433481216,0.20993772149085999,0.34053733944892883,0.2515966594219208,0.17786924540996552,0.29482951760292053,0.1646575629711151,0.2873927652835846,0.31401804089546204,0.16068746149539948,0.2746967673301697
book,0.2652374505996704,0.11204465478658676,0.20326612889766693,0.19186489284038544,0.30117443203926086,0.03493255004286766,0.33368751406669617,0.22602593898773193,0.2760777473449707,0.41239291429519653,0.18403245508670807,0.16270193457603455,0.20275522768497467,0.24807968735694885,0.17758075892925262,0.20572158694267273
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,-0.03817026689648628,0.2915455996990204,1.0,0.23423174023628235,0.2439827173948288,0.39081433415412903,0.210488960146904,0.41548454761505127,0.5011631846427917,0.2695758044719696,0.1826142966747284
hours,0.18919475376605988,0.15015637874603271,0.06077265366911888,0.22820048034191132,0.057453423738479614,0.057343196123838425,0.07299977540969849,0.1357264667749405,0.16476845741271973,0.10230907797813416,0.15928833186626434,0.07819677144289017,0.23638038337230682,0.2136012762784958,0.17373248934745789,0.21755769848823547
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.24278664588928223,0.19342364370822906,0.4062570035457611,0.2621086835861206,0.44245919585227966,0.3658004403114319,0.1864481121301651,0.31091248989105225
bruges,0.26057592034339905,0.15478108823299408,0.10532855242490768,0.2248537242412567,0.1258113533258438,0.0037066536024212837,0.0872710719704628,0.2408308982849121,0.3022007942199707,0.22796949744224548,0.12318039685487747,0.12998996675014496,0.2012210637331009,0.18027515709400177,0.20882849395275116,0.07012010365724564
;,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.006909397430717945,0.06335505098104477,0.054534342139959335,0.07383596897125244,0.05355080962181091,0.15315808355808258,0.03063596971333027,0.0979827418923378,-0.01244901679456234,0.13359902799129486,0.10349778085947037
1524,-0.09282234311103821,-0.022274482995271683,0.013044768944382668,-0.07650042325258255,-0.11647866666316986,-0.013639514334499836,-0.049130551517009735,-0.12981654703617096,-0.05507231131196022,-0.0692116841673851,-0.02700118161737919,0.002506652381271124,-0.017873845994472504,-0.11111880838871002,-0.09743885695934296,0.10532363504171371
charter,0.26436546444892883,0.25041452050209045,0.1150636225938797,0.20456433296203613,0.23898981511592865,-0.07704202830791473,0.11973030865192413,0.2438247799873352,0.0976007878780365,0.18769988417625427,0.1495765596628189,0.19120483100414276,0.2440456748008728,0.22885680198669434,0.21050089597702026,0.14220231771469116
illuminated,0.25755834579467773,0.1447104513645172,0.23285849392414093,0.17589955031871796,0.23275749385356903,-0.022152379155158997,0.33425748348236084,0.23423174023628235,1.0,0.4180247485637665,0.18785454332828522,0.2705100476741791,0.19845034182071686,0.2670675814151764,0.3075198829174042,0.14651840925216675
by,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.17569513618946075,-0.010884488001465797,0.2678082287311554,0.3646814823150635,0.2791660726070404,0.1918182373046875,0.37842893600463867,0.18139129877090454,0.33534231781959534,0.40543368458747864,0.24821820855140686,0.17966607213020325
lucas,0.22933711111545563,0.19974762201309204,0.15407010912895203,0.24317069351673126,0.06994170695543289,0.08627693355083466,0.1306971311569214,0.15237638354301453,0.20004242658615112,0.1491992175579071,0.08289477229118347,0.19771051406860352,0.1920711249113083,0.11749684065580368,0.10290972888469696,0.10544870048761368
horenbout,0.3181915283203125,0.18122358620166779,0.1695259064435959,0.33848050236701965,0.21837763488292694,0.009096432477235794,0.2515016794204712,0.2625775933265686,0.28486868739128113,0.21773502230644226,0.1695406138896942,0.18319423496723175,0.2968476712703705,0.2931100130081177,0.23430955410003662,0.25815027952194214
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.24278664588928223,0.19342364370822906,0.4062570035457611,0.2621086835861206,0.44245919585227966,0.3658004403114319,0.1864481121301651,0.31091248989105225
london,0.27034124732017517,0.11866631358861923,0.223523810505867,0.1934366375207901,0.15845856070518494,0.03185916692018509,0.21261358261108398,0.2159106284379959,0.1918749213218689,0.19971047341823578,0.12451720982789993,0.1497509628534317,0.2021344155073166,0.21942368149757385,0.1418604850769043,0.11278104782104492
;,0.09152708947658539,-0.03098202869296074,0.017928218469023705,-0.02122584730386734,0.03355063870549202,0.006909397430717945,0.06335505098104477,0.054534342139959335,0.07383596897125244,0.05355080962181091,0.15315808355808258,0.03063596971333027,0.0979827418923378,-0.01244901679456234,0.13359902799129486,0.10349778085947037
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.25755834579467773,0.2274177074432373,0.40399202704429626,0.2046709507703781,0.535392165184021,0.6521818041801453,0.32166481018066406,0.22068053483963013
armagnac,0.20475567877292633,0.1414339542388916,0.20169100165367126,0.20969194173812866,0.14676442742347717,-0.04429074749350548,0.17479448020458221,0.29117095470428467,0.343532532453537,0.23670178651809692,0.14769349992275238,0.1266801953315735,0.12142185866832733,0.17065860331058502,0.17212557792663574,0.16547927260398865
manuscript,0.2120380848646164,0.16150379180908203,0.06795918941497803,0.1410922259092331,0.4302135705947876,0.018831321969628334,0.470069944858551,0.22283752262592316,0.4025060534477234,0.9260348677635193,0.11104004085063934,0.33483806252479553,0.171523317694664,0.2043854147195816,0.33270207047462463,0.1704554408788681
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,-0.03817026689648628,0.2915455996990204,1.0,0.23423174023628235,0.2439827173948288,0.39081433415412903,0.210488960146904,0.41548454761505127,0.5011631846427917,0.2695758044719696,0.1826142966747284
the,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.19920319318771362,-0.01540423184633255,0.25281965732574463,0.733189046382904,0.25755834579467773,0.2274177074432373,0.40399202704429626,0.2046709507703781,0.535392165184021,0.6521818041801453,0.32166481018066406,0.22068053483963013
trial,0.20843634009361267,0.14345784485340118,0.13065661489963531,0.24950183928012848,0.09926822036504745,0.010942374356091022,0.13117969036102295,0.18292099237442017,0.054775696247816086,0.20655252039432526,0.10512949526309967,0.14279597997665405,0.24072450399398804,0.15354356169700623,0.08366969227790833,0.16902455687522888
and,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.18451033532619476,0.06895173341035843,0.2379438579082489,0.5116966962814331,0.22432473301887512,0.21015168726444244,0.48576638102531433,0.19221575558185577,0.48971283435821533,0.506277859210968,0.29204583168029785,0.20544172823429108
rehabilitation,0.21794141829013824,0.07583191245794296,0.1641193926334381,0.2603473663330078,0.25684744119644165,-0.05585243180394173,0.19039319455623627,0.29968592524528503,0.09034760296344757,0.19363537430763245,0.16506026685237885,0.11675198376178741,0.3142736554145813,0.2308403104543686,0.18540175259113312,0.19888725876808167
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,-0.03817026689648628,0.2915455996990204,1.0,0.23423174023628235,0.2439827173948288,0.39081433415412903,0.210488960146904,0.41548454761505127,0.5011631846427917,0.2695758044719696,0.1826142966747284
joan,0.12128341197967529,0.11791542172431946,0.12232580780982971,0.13431841135025024,0.07543225586414337,0.016368649899959564,0.16106608510017395,0.17439912259578705,0.17505359649658203,0.15595866739749908,0.12690375745296478,0.15005186200141907,0.13096833229064941,0.13435320556163788,0.13506977260112762,0.11817244440317154
of,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.21889357268810272,-0.03817026689648628,0.2915455996990204,1.0,0.23423174023628235,0.2439827173948288,0.39081433415412903,0.210488960146904,0.41548454761505127,0.5011631846427917,0.2695758044719696,0.1826142966747284
arc,0.26253756880760193,0.1534356027841568,0.10579022020101547,0.25114426016807556,0.08997397869825363,-0.022194042801856995,0.15582945942878723,0.25331899523735046,0.22552822530269623,0.20639224350452423,0.1250905990600586,0.15148784220218658,0.20810727775096893,0.2769361734390259,0.15991203486919403,0.10246327519416809
",",0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.16805633902549744,-0.0016132977325469255,0.2277175933122635,0.4946078956127167,0.24278664588928223,0.19342364370822906,0.4062570035457611,0.2621086835861206,0.44245919585227966,0.3658004403114319,0.1864481121301651,0.31091248989105225
rouen,0.26720601320266724,0.12123490124940872,0.07741578668355942,0.234470397233963,0.13088487088680267,-0.01034210342913866,0.1510358303785324,0.2352243959903717,0.2728707194328308,0.22271259129047394,0.12316543608903885,0.1325889378786087,0.22088196873664856,0.20658063888549805,0.2267451137304306,0.14388547837734222
.,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.23675528168678284,-0.003708066651597619,0.2516246736049652,0.5352458953857422,0.23266692459583282,0.22904138267040253,0.3452940285205841,0.2194228619337082,0.4645031690597534,0.45942068099975586,0.22407080233097076,0.4130953550338745
