,how,did,luther,express,the,destruction,?
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.18752449750900269,0.4571082592010498,0.20291772484779358,0.2089974731206894
gave,0.19802825152873993,0.4154756963253021,0.18163254857063293,0.10911941528320312,0.32555076479911804,0.08632787317037582,0.1910865753889084
his,0.24614305794239044,0.3546801507472992,0.27093374729156494,0.14769400656223297,0.4394008219242096,0.2330823391675949,0.18075084686279297
interpretation,0.3205856382846832,0.2418224960565567,0.21711017191410065,0.2640402317047119,0.2766321003437042,0.21602359414100647,0.2162649929523468
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.1764339953660965,0.733189046382904,0.30908554792404175,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.19177916646003723,1.0,0.3148382306098938,0.22068053483963013
gospel,0.1743006855249405,0.1511441469192505,0.3065164089202881,0.08567597717046738,0.16253972053527832,0.11533137410879135,0.1407461166381836
teaching,0.26766639947891235,0.27443423867225647,0.2627531886100769,0.21075573563575745,0.2182690054178238,0.2102063149213791,0.20424684882164001
on,0.32655060291290283,0.2670976221561432,0.19090485572814941,0.17581911385059357,0.5107308030128479,0.1961747258901596,0.2714994251728058
wealth,0.22943173348903656,0.18967029452323914,0.05789264291524887,0.16157568991184235,0.24999672174453735,0.2784148156642914,0.1624586433172226
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.22139392793178558,0.4933079481124878,0.2109706848859787,0.31091248989105225
condemned,0.14931631088256836,0.2631458640098572,0.19332356750965118,0.0994047001004219,0.2100345343351364,0.3594096899032593,0.18363839387893677
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.19177916646003723,1.0,0.3148382306098938,0.22068053483963013
violence,0.18521322309970856,0.22152221202850342,0.21486099064350128,0.22876696288585663,0.25465771555900574,0.37490203976631165,0.20634515583515167
as,0.33782753348350525,0.3596470057964325,0.20242992043495178,0.2115899920463562,0.48381632566452026,0.23080024123191833,0.27043893933296204
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.19177916646003723,1.0,0.3148382306098938,0.22068053483963013
devil,0.18167270720005035,0.20724423229694366,0.24422423541545868,0.07288818806409836,0.2513056993484497,0.22895611822605133,0.19553880393505096
's,-0.026164190843701363,0.05069678649306297,-0.009990512393414974,-0.03978273645043373,-0.01540423184633255,0.04952375963330269,-0.023395681753754616
work,0.38187548518180847,0.336654931306839,0.15580131113529205,0.1665622591972351,0.2704800069332123,0.2337477058172226,0.2621155381202698
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.22139392793178558,0.4933079481124878,0.2109706848859787,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.18311074376106262,0.5171257257461548,0.24269455671310425,0.20544172823429108
called,0.2869613468647003,0.277748167514801,0.09754475206136703,0.16026289761066437,0.489897221326828,0.19898384809494019,0.18963319063186646
for,0.3308170735836029,0.318512886762619,0.12958186864852905,0.2597910463809967,0.4739971458911896,0.1883140653371811,0.264628142118454
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.19177916646003723,1.0,0.3148382306098938,0.22068053483963013
nobles,0.20205186307430267,0.26412659883499146,0.1821220964193344,0.09026239812374115,0.2815840542316437,0.2461688220500946,0.13999377191066742
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.27052003145217896,0.535392165184021,0.22507941722869873,0.29463258385658264
put,0.32494065165519714,0.32128840684890747,0.11450035125017166,0.08794790506362915,0.34150463342666626,0.15480749309062958,0.2993032932281494
down,0.26204726099967957,0.2029697746038437,0.14699994027614594,0.12617787718772888,0.3325848877429962,0.2421526312828064,0.13836295902729034
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.19177916646003723,1.0,0.3148382306098938,0.22068053483963013
rebels,0.16831855475902557,0.21571314334869385,0.13136224448680878,0.09350374341011047,0.299993097782135,0.3057140111923218,0.11566741019487381
like,0.4663832485675812,0.40502431988716125,0.13322240114212036,0.11712292581796646,0.32912567257881165,0.15791615843772888,0.3268813192844391
mad,0.2504728436470032,0.1868353635072708,0.19918619096279144,0.16312190890312195,0.2028617411851883,0.22809743881225586,0.19706392288208008
dogs,0.20140686631202698,0.21929974853992462,0.10450684279203415,0.09443865716457367,0.21611228585243225,0.14460618793964386,0.20021939277648926
:,-0.11215605586767197,-0.05305134505033493,-0.0567622147500515,-0.09458350390195847,-0.03403344005346298,-0.14223310351371765,-0.07156077772378922
