,what,3,things,does,the,air,force,work,key,on
messages,0.31826624274253845,0.022783813998103142,0.37346354126930237,0.18577252328395844,0.2442925125360489,0.15031835436820984,0.20966854691505432,0.2688179910182953,0.31624680757522583,0.20914113521575928
into,0.2180619090795517,0.055391836911439896,0.2268720269203186,0.22312942147254944,0.39493247866630554,0.22211341559886932,0.1669553965330124,0.17923736572265625,0.1315554678440094,0.30585673451423645
message,0.35757336020469666,0.04270355403423309,0.2916831374168396,0.20386430621147156,0.2559654116630554,0.10513684153556824,0.18423035740852356,0.2583736777305603,0.30053916573524475,0.19239498674869537
blocks,0.26251235604286194,0.10126494616270065,0.3869164288043976,0.2628842890262604,0.20953036844730377,0.1827077716588974,0.1146032065153122,0.2544865906238556,0.23601357638835907,0.2751052975654602
",",0.3087472915649414,0.02255268208682537,0.3149048686027527,0.28617382049560547,0.4933079481124878,0.24731357395648956,0.22091743350028992,0.3283594250679016,0.20467913150787354,0.49057599902153015
later,0.2517229914665222,0.051079172641038895,0.21044176816940308,0.15885840356349945,0.4060266613960266,0.16353875398635864,0.19156481325626373,0.23920415341854095,0.12681682407855988,0.30872204899787903
called,0.3235960602760315,0.05315281078219414,0.317581444978714,0.3201718330383301,0.489897221326828,0.1542491763830185,0.21572981774806976,0.2140965610742569,0.18023015558719635,0.25462663173675537
packets,0.24571315944194794,0.032428037375211716,0.3680209517478943,0.272047758102417,0.21356946229934692,0.1597043126821518,0.1230776309967041,0.18039697408676147,0.21148090064525604,0.17274510860443115
",",0.3087472915649414,0.02255268208682537,0.3149048686027527,0.28617382049560547,0.4933079481124878,0.24731357395648956,0.22091743350028992,0.3283594250679016,0.20467913150787354,0.49057599902153015
and,0.31309178471565247,0.07610447704792023,0.378500759601593,0.3461615741252899,0.5171257257461548,0.2508046329021454,0.24372100830078125,0.37551814317703247,0.21098192036151886,0.4077630043029785
delivery,0.1710272878408432,0.008814993314445019,0.20112013816833496,0.19825080037117004,0.22270168364048004,0.2244805097579956,0.19349361956119537,0.29713770747184753,0.1690681278705597,0.18178154528141022
of,0.33290785551071167,0.046857766807079315,0.2970648407936096,0.3119818866252899,0.733189046382904,0.24196814000606537,0.27094775438308716,0.23473061621189117,0.24036972224712372,0.3966929316520691
these,0.4164220690727234,0.045942701399326324,0.5223763585090637,0.31633180379867554,0.49086877703666687,0.1972508281469345,0.13972117006778717,0.35535284876823425,0.19507640600204468,0.32800400257110596
messages,0.31826624274253845,0.022783813998103142,0.37346354126930237,0.18577252328395844,0.2442925125360489,0.15031835436820984,0.20966854691505432,0.2688179910182953,0.31624680757522583,0.20914113521575928
by,0.2455483376979828,0.07774321734905243,0.25216156244277954,0.143477201461792,0.4408751428127289,0.19110813736915588,0.24997374415397644,0.25005507469177246,0.14244253933429718,0.33887791633605957
store,0.18931551277637482,-0.08047141134738922,0.2763651907444,0.17093902826309204,0.2639283239841461,0.17781738936901093,0.14010246098041534,0.16601784527301788,0.13056547939777374,0.21804755926132202
and,0.31309178471565247,0.07610447704792023,0.378500759601593,0.3461615741252899,0.5171257257461548,0.2508046329021454,0.24372100830078125,0.37551814317703247,0.21098192036151886,0.4077630043029785
forward,0.201840341091156,-0.05425214767456055,0.1936597228050232,0.1702599823474884,0.2383665293455124,0.194006085395813,0.24237120151519775,0.1567668318748474,0.1642136573791504,0.21549037098884583
switching,0.24737738072872162,0.09262380003929138,0.3397507667541504,0.21673047542572021,0.2702193558216095,0.15708748996257782,0.1691371202468872,0.302992582321167,0.26715776324272156,0.288770467042923
.,0.3567904531955719,0.043593376874923706,0.345660001039505,0.3022993505001068,0.5934505462646484,0.2759295105934143,0.2783275842666626,0.33121398091316223,0.2404657006263733,0.49257001280784607
