,what,type,of,authority,are,ambulatory,care,pharmacists,given,in,the,u.s.,federal,health,care,system,?
va,0.09763038158416748,0.07419101148843765,0.12481993436813354,0.10537363588809967,0.10924066603183746,0.27621224522590637,0.10501354187726974,0.09956052154302597,0.09390808641910553,0.10074584931135178,0.10594375431537628,-0.008500958792865276,0.1557917594909668,0.14960873126983643,0.10501354187726974,0.08252764493227005,0.16557714343070984
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22133024036884308,0.4062570035457611,0.2522291839122772,0.25498491525650024,0.22197484970092773,0.2843315005302429,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.2547801733016968,0.2331448197364807,0.25498491525650024,0.18439900875091553,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2645063102245331,0.40399202704429626,0.29588788747787476,0.1663842648267746,0.24311043322086334,0.37508252263069153,0.6662389636039734,1.0,0.06592652946710587,0.27537089586257935,0.2340974360704422,0.1663842648267746,0.3233085572719574,0.22068053483963013
indian,0.18037962913513184,0.09164533019065857,0.24303589761257172,0.13176751136779785,0.11139321327209473,0.13595379889011383,0.06484533846378326,0.10997557640075684,0.12757232785224915,0.17715758085250854,0.23407642543315887,-0.028283532708883286,0.13784754276275635,0.12079336494207382,0.06484533846378326,0.08836256712675095,0.09909533709287643
health,0.21460163593292236,0.06886095553636551,0.28076469898223877,0.26134464144706726,0.19031372666358948,0.3423938751220703,0.5299020409584045,0.29165908694267273,0.24162420630455017,0.2500189542770386,0.2340974360704422,-0.03642319515347481,0.23561720550060272,1.0000001192092896,0.5299020409584045,0.22666271030902863,0.16094304621219635
service,0.16857224702835083,0.1756446659564972,0.18425606191158295,0.33268240094184875,0.14771409332752228,0.3950786292552948,0.2567039430141449,0.16783884167671204,0.23279127478599548,0.1740635335445404,0.22661015391349792,-0.014118170365691185,0.2700015902519226,0.31663504242897034,0.2567039430141449,0.2730730175971985,0.1676298975944519
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.22133024036884308,0.4062570035457611,0.2522291839122772,0.25498491525650024,0.22197484970092773,0.2843315005302429,0.5201468467712402,0.4933079481124878,0.030410487204790115,0.2547801733016968,0.2331448197364807,0.25498491525650024,0.18439900875091553,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.22905389964580536,0.48576638102531433,0.28256794810295105,0.32680341601371765,0.26810887455940247,0.30185943841934204,0.4954058527946472,0.5171257257461548,0.011246231384575367,0.23157308995723724,0.3215619623661041,0.32680341601371765,0.231138214468956,0.20544172823429108
nih,0.21828217804431915,0.18603910505771637,0.20143605768680573,0.2722073197364807,0.16962632536888123,0.32454872131347656,0.3240090608596802,0.30252763628959656,0.20712286233901978,0.13412949442863464,0.1676533967256546,-0.04815436154603958,0.2543841302394867,0.4804610013961792,0.3240090608596802,0.28088632225990295,0.2712858319282532
),0.26259949803352356,0.18612703680992126,0.3680361211299896,0.17258036136627197,0.2373749315738678,0.20322547852993011,0.19264952838420868,0.1354888379573822,0.25457310676574707,0.3326910734176636,0.3456730246543884,0.008739588782191277,0.1827496737241745,0.14603538811206818,0.19264952838420868,0.15207810699939728,0.42300865054130554
ambulatory,0.25357306003570557,0.23618091642856598,0.28195393085479736,0.3131049871444702,0.2672264873981476,1.0,0.32014933228492737,0.27281856536865234,0.21239392459392548,0.2798520624637604,0.29588788747787476,-0.06009099259972572,0.2430855631828308,0.3423938751220703,0.32014933228492737,0.341690331697464,0.11000050604343414
care,0.2973911762237549,0.10162777453660965,0.20533065497875214,0.2533383071422577,0.2662802040576935,0.32014933228492737,1.0000001192092896,0.28419914841651917,0.20294369757175446,0.14557574689388275,0.1663842648267746,0.0024497646372765303,0.17220577597618103,0.5299020409584045,1.0000001192092896,0.1863974779844284,0.24279968440532684
pharmacists,0.28274545073509216,0.13279232382774353,0.20506609976291656,0.15125933289527893,0.33935052156448364,0.27281856536865234,0.28419914841651917,1.0,0.2303237020969391,0.22358480095863342,0.24311043322086334,0.01581280305981636,0.18755516409873962,0.29165908694267273,0.28419914841651917,0.18685469031333923,0.1797308325767517
are,0.29724663496017456,0.24155041575431824,0.39081433415412903,0.15189868211746216,1.0,0.2672264873981476,0.2662802040576935,0.33935052156448364,0.20467253029346466,0.3841303884983063,0.40399202704429626,-0.06309524178504944,0.16786867380142212,0.19031372666358948,0.2662802040576935,0.21917270123958588,0.24591213464736938
given,0.21883496642112732,0.17595160007476807,0.39388060569763184,0.2586812376976013,0.20467253029346466,0.21239392459392548,0.20294369757175446,0.2303237020969391,1.0,0.2528568208217621,0.37508252263069153,0.06173748895525932,0.14138895273208618,0.24162420630455017,0.20294369757175446,0.20093633234500885,0.2570464313030243
full,0.20298334956169128,0.14904682338237762,0.3238043189048767,0.17973488569259644,0.16167086362838745,0.1374901533126831,0.1744721382856369,0.21388347446918488,0.2786965072154999,0.20023053884506226,0.2988807260990143,-0.017775405198335648,0.0746772363781929,0.22012895345687866,0.1744721382856369,0.15441012382507324,0.168479785323143
independent,0.28752967715263367,0.10408228635787964,0.30508819222450256,0.23244652152061462,0.1716575026512146,0.23199228942394257,0.10766714811325073,0.12837854027748108,0.16622458398342133,0.2794609069824219,0.2927691638469696,-0.019491681829094887,0.26773330569267273,0.15712730586528778,0.10766714811325073,0.1420293152332306,0.11902587860822678
prescribing,0.270467609167099,0.1949121654033661,0.20379936695098877,0.18213151395320892,0.2667143940925598,0.37750643491744995,0.29529106616973877,0.4358256757259369,0.3315596580505371,0.20819683372974396,0.1965688169002533,-0.08011303842067719,0.2098076045513153,0.385806143283844,0.29529106616973877,0.22455361485481262,0.19850890338420868
authority,0.23046736419200897,0.11715258657932281,0.28063252568244934,1.0000001192092896,0.15189868211746216,0.3131049871444702,0.2533383071422577,0.15125933289527893,0.2586812376976013,0.214982271194458,0.2645063102245331,-0.02807977981865406,0.3361295461654663,0.26134464144706726,0.2533383071422577,0.2823696434497833,0.18404170870780945
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.19641262292861938,0.3452940285205841,0.23750236630439758,0.22417111694812775,0.27446362376213074,0.3169408142566681,0.5591574311256409,0.5934505462646484,0.09558769315481186,0.26819559931755066,0.25832483172416687,0.22417111694812775,0.2277725487947464,0.4130953550338745
