,what,was,redesigned,to,allow,better,maneuverability,in,the,lrv,?
eight,0.15383057296276093,0.2945409417152405,0.15260212123394012,0.22227223217487335,0.20361220836639404,0.13243979215621948,0.18860271573066711,0.3002670109272003,0.34254369139671326,0.19464951753616333,0.11634626984596252
more,0.3484537899494171,0.21525104343891144,0.25910505652427673,0.47084665298461914,0.3118424117565155,0.4409532845020294,0.3631541430950165,0.32563260197639465,0.39758381247520447,0.17754065990447998,0.27894994616508484
planned,0.21141068637371063,0.3590250015258789,0.42829886078834534,0.309917151927948,0.2864433228969574,0.2135695070028305,0.19630274176597595,0.2658644914627075,0.3010992109775543,0.23771335184574127,0.16188396513462067
landing,0.17083740234375,0.21103228628635406,0.19846102595329285,0.27316537499427795,0.1966562718153,0.1216980516910553,0.35674721002578735,0.2088729292154312,0.24055521190166473,0.2616330683231354,0.11133739352226257
sites,0.23563508689403534,0.16607749462127686,0.18261456489562988,0.2365284264087677,0.23298516869544983,0.11737227439880371,0.16039547324180603,0.2618137300014496,0.2751152217388153,0.17464153468608856,0.20032718777656555
",",0.3087472915649414,0.45456063747406006,0.20020903646945953,0.44245919585227966,0.24557842314243317,0.331943541765213,0.1731511801481247,0.5201468467712402,0.4933079481124878,0.21051543951034546,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.19254076480865479,0.4239959120750427,0.3086503744125366,0.2527548372745514,0.24527715146541595,0.4080928862094879,0.4223487675189972,0.2004573941230774,0.2433311939239502
plans,0.2364979386329651,0.2542462646961212,0.4105677902698517,0.367337167263031,0.3145045340061188,0.19019530713558197,0.2907024025917053,0.24845264852046967,0.30240729451179504,0.23170801997184753,0.13513131439685822
to,0.455847829580307,0.3636345863342285,0.28666165471076965,1.0,0.4900954067707062,0.29406851530075073,0.3182828426361084,0.45010748505592346,0.535392165184021,0.19886943697929382,0.29463258385658264
increase,0.21153631806373596,0.13373249769210815,0.2561950981616974,0.3378143310546875,0.3670084476470947,0.3130261301994324,0.40805599093437195,0.25893163681030273,0.32049667835235596,0.2054326981306076,0.11119163036346436
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
mass,0.23905135691165924,0.16957920789718628,0.12640826404094696,0.20907121896743774,0.2268703579902649,0.13957928121089935,0.2720886468887329,0.1766357719898224,0.2284930944442749,0.23254363238811493,0.2076406031847
of,0.33290785551071167,0.4069072902202606,0.16462190449237823,0.41548454761505127,0.28057926893234253,0.18950162827968597,0.20713070034980774,0.5696388483047485,0.733189046382904,0.13326206803321838,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
csm,0.16508343815803528,0.15221786499023438,0.20493939518928528,0.11701257526874542,0.1198042780160904,0.13454046845436096,0.3233500123023987,0.15355633199214935,0.15609420835971832,0.4061638414859772,0.19925744831562042
and,0.31309178471565247,0.3740963041782379,0.18124745786190033,0.48971283435821533,0.3380379378795624,0.3038354516029358,0.2546578645706177,0.4954058527946472,0.5171257257461548,0.23594284057617188,0.20544172823429108
lm,0.22412168979644775,0.14216841757297516,0.18993715941905975,0.17625956237316132,0.1457754671573639,0.16449379920959473,0.30562400817871094,0.14918769896030426,0.25534775853157043,0.23193688690662384,0.2270602136850357
for,0.3017193675041199,0.3863949179649353,0.1990790069103241,0.4451248347759247,0.34999027848243713,0.3385646641254425,0.3159724175930023,0.4322226941585541,0.4739971458911896,0.28517964482307434,0.264628142118454
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
last,0.23175878822803497,0.32424551248550415,0.15677130222320557,0.30156898498535156,0.13640423119068146,0.26415789127349854,0.11077757924795151,0.30714505910873413,0.3698786795139313,0.1855425238609314,0.22371746599674225
five,0.18688078224658966,0.310379296541214,0.1862129271030426,0.29041585326194763,0.21405871212482452,0.14045605063438416,0.14925049245357513,0.3634254038333893,0.41977158188819885,0.16255582869052887,0.18342848122119904
missions,0.21898438036441803,0.1960911750793457,0.23686730861663818,0.29123765230178833,0.2429780811071396,0.20664082467556,0.29965656995773315,0.2733149528503418,0.26288601756095886,0.23200343549251556,0.21422071754932404
",",0.3087472915649414,0.45456063747406006,0.20020903646945953,0.44245919585227966,0.24557842314243317,0.331943541765213,0.1731511801481247,0.5201468467712402,0.4933079481124878,0.21051543951034546,0.31091248989105225
along,0.22421957552433014,0.24175575375556946,0.19662076234817505,0.2976071536540985,0.2770230770111084,0.17715905606746674,0.20628581941127777,0.3603311777114868,0.39495137333869934,0.21767579019069672,0.17134909331798553
with,0.2464839518070221,0.27411898970603943,0.19254076480865479,0.4239959120750427,0.3086503744125366,0.2527548372745514,0.24527715146541595,0.4080928862094879,0.4223487675189972,0.2004573941230774,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
payload,0.18250827491283417,0.13475386798381805,0.2972337603569031,0.20078565180301666,0.2711627185344696,0.22138984501361847,0.528473436832428,0.11804072558879852,0.16401338577270508,0.44058486819267273,0.2877492606639862
capacity,0.16428391635417938,0.13935771584510803,0.2623439431190491,0.24764131009578705,0.2566477060317993,0.2197912484407425,0.3775709271430969,0.18522892892360687,0.1849547177553177,0.27363523840904236,0.17383241653442383
of,0.33290785551071167,0.4069072902202606,0.16462190449237823,0.41548454761505127,0.28057926893234253,0.18950162827968597,0.20713070034980774,0.5696388483047485,0.733189046382904,0.13326206803321838,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
saturn,0.12153393030166626,0.24932558834552765,0.26551634073257446,0.18787172436714172,0.14992879331111908,0.16250653564929962,0.25545206665992737,0.16002382338047028,0.24189656972885132,0.16632016003131866,0.1619711071252823
v.,0.017213884741067886,0.00570128345862031,0.06038450077176094,0.0018978832522407174,0.0422651506960392,0.010308540426194668,0.02775260992348194,-0.03806581720709801,-0.028345759958028793,-0.007048125844448805,0.13179227709770203
these,0.4164220690727234,0.19784674048423767,0.21489819884300232,0.46852558851242065,0.39218464493751526,0.283233642578125,0.3033665120601654,0.3791837692260742,0.49086877703666687,0.22359716892242432,0.2571668326854706
final,0.20972409844398499,0.23547481000423431,0.24285341799259186,0.26099109649658203,0.1519109308719635,0.15802721679210663,0.14229881763458252,0.25512343645095825,0.3543182611465454,0.21530847251415253,0.17315025627613068
missions,0.21898438036441803,0.1960911750793457,0.23686730861663818,0.29123765230178833,0.2429780811071396,0.20664082467556,0.29965656995773315,0.2733149528503418,0.26288601756095886,0.23200343549251556,0.21422071754932404
would,0.45766422152519226,0.41663143038749695,0.32003405690193176,0.5965728163719177,0.5002552270889282,0.3996680676937103,0.3099971413612366,0.30461156368255615,0.4133751392364502,0.29721584916114807,0.37178951501846313
combine,0.27796897292137146,0.1575825810432434,0.14892439544200897,0.2847091257572174,0.25333914160728455,0.2345355898141861,0.2732614576816559,0.30072295665740967,0.2880306839942932,0.1865847259759903,0.23649157583713531
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
i,0.4411132335662842,0.23566235601902008,0.19891510903835297,0.3140375316143036,0.25737464427948,0.326132208108902,0.18677930533885956,0.22907796502113342,0.26687872409820557,0.334808886051178,0.4695145785808563
and,0.31309178471565247,0.3740963041782379,0.18124745786190033,0.48971283435821533,0.3380379378795624,0.3038354516029358,0.2546578645706177,0.4954058527946472,0.5171257257461548,0.23594284057617188,0.20544172823429108
j,0.15030516684055328,0.15314720571041107,0.1002151295542717,0.11675981432199478,0.13744395971298218,0.16183212399482727,0.1605367511510849,0.18840043246746063,0.15695494413375854,0.2241843044757843,0.14581649005413055
types,0.25706279277801514,0.0920981764793396,0.16634005308151245,0.20054484903812408,0.2531559467315674,0.169336199760437,0.23901934921741486,0.18516337871551514,0.23509301245212555,0.23800913989543915,0.1285012811422348
in,0.30808621644973755,0.45514053106307983,0.1676761955022812,0.45010748505592346,0.21222905814647675,0.20443932712078094,0.17299805581569672,1.0,0.6662389636039734,0.15343697369098663,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
1967,-0.0218155886977911,0.059212569147348404,-0.07919321209192276,-0.0018660398200154305,-0.1011478528380394,-0.11086542904376984,-0.08676548302173615,0.004017085302621126,-0.012038951739668846,-0.11952558159828186,0.017933469265699387
list,0.22366273403167725,0.17363671958446503,0.1467999368906021,0.17417719960212708,0.18007931113243103,0.16888666152954102,0.08045359700918198,0.2799903452396393,0.2863321602344513,0.22349701821804047,0.23630984127521515
",",0.3087472915649414,0.45456063747406006,0.20020903646945953,0.44245919585227966,0.24557842314243317,0.331943541765213,0.1731511801481247,0.5201468467712402,0.4933079481124878,0.21051543951034546,0.31091248989105225
allowing,0.21854478120803833,0.17487339675426483,0.255658894777298,0.47026363015174866,0.7338253259658813,0.2833959758281708,0.39549440145492554,0.22594089806079865,0.3440283536911011,0.22347313165664673,0.1434045135974884
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
cmp,0.2300279587507248,0.09058453887701035,0.20836171507835388,0.2117818146944046,0.3219805657863617,0.20613287389278412,0.31427431106567383,0.13946208357810974,0.2160838544368744,0.5100406408309937,0.31603097915649414
to,0.455847829580307,0.3636345863342285,0.28666165471076965,1.0,0.4900954067707062,0.29406851530075073,0.3182828426361084,0.45010748505592346,0.535392165184021,0.19886943697929382,0.29463258385658264
operate,0.23576132953166962,0.16008304059505463,0.20368169248104095,0.3261392116546631,0.42499884963035583,0.19797231256961823,0.29532328248023987,0.24484391510486603,0.23581141233444214,0.3621007800102234,0.16664595901966095
a,0.3320399522781372,0.4508470594882965,0.2493896633386612,0.45503583550453186,0.27607089281082153,0.2532222270965576,0.31171587109565735,0.539380669593811,0.5829201340675354,0.2035565972328186,0.23916715383529663
package,0.18274888396263123,0.2084856778383255,0.2181587964296341,0.26714250445365906,0.29679542779922485,0.2102043181657791,0.2943287491798401,0.18921826779842377,0.19628381729125977,0.3001992702484131,0.17711099982261658
of,0.33290785551071167,0.4069072902202606,0.16462190449237823,0.41548454761505127,0.28057926893234253,0.18950162827968597,0.20713070034980774,0.5696388483047485,0.733189046382904,0.13326206803321838,0.1826142966747284
lunar,0.18274477124214172,0.17547959089279175,0.19092649221420288,0.15437743067741394,0.11675851047039032,0.15219251811504364,0.26302745938301086,0.17049738764762878,0.23309995234012604,0.2041323482990265,0.1628302037715912
orbital,0.2394261658191681,0.137677863240242,0.16994138062000275,0.20699875056743622,0.1618458330631256,0.14646902680397034,0.3279537260532379,0.13474011421203613,0.16417881846427917,0.2603623867034912,0.22483505308628082
sensors,0.2509327530860901,0.09002617746591568,0.18380466103553772,0.23180149495601654,0.3185731768608093,0.22479289770126343,0.45340070128440857,0.13525216281414032,0.22193503379821777,0.27527278661727905,0.1501072198152542
and,0.31309178471565247,0.3740963041782379,0.18124745786190033,0.48971283435821533,0.3380379378795624,0.3038354516029358,0.2546578645706177,0.4954058527946472,0.5171257257461548,0.23594284057617188,0.20544172823429108
cameras,0.22978083789348602,0.1963709145784378,0.24642141163349152,0.28243497014045715,0.2989481985569,0.22327126562595367,0.32921481132507324,0.180817648768425,0.2402329444885254,0.32183194160461426,0.1492827832698822
while,0.35511791706085205,0.3253832161426544,0.21880784630775452,0.43899232149124146,0.3201269209384918,0.2341114729642868,0.3213624656200409,0.3399278521537781,0.39804592728614807,0.22211550176143646,0.21076419949531555
his,0.26976513862609863,0.4405253231525421,0.21466270089149475,0.3715193271636963,0.1637401282787323,0.2529103457927704,0.3210873305797577,0.3598145842552185,0.4394008219242096,0.10614902526140213,0.18075084686279297
companions,0.18120864033699036,0.17933380603790283,0.1541132777929306,0.3149268925189972,0.18624179065227509,0.1499118059873581,0.2931569516658783,0.16088806092739105,0.25117260217666626,0.1294504553079605,0.14333169162273407
were,0.22298263013362885,0.590133786201477,0.2351987659931183,0.31913647055625916,0.2939520478248596,0.1812901794910431,0.21012522280216217,0.3815755248069763,0.3906462490558624,0.12940043210983276,0.17890112102031708
on,0.34226128458976746,0.3909217119216919,0.2689509391784668,0.41031414270401,0.27814438939094543,0.24900631606578827,0.2599165141582489,0.46853652596473694,0.5107308030128479,0.24116744101047516,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
surface,0.23580394685268402,0.15540370345115662,0.14712831377983093,0.23727688193321228,0.29546886682510376,0.20356659591197968,0.37902358174324036,0.20246390998363495,0.2555135488510132,0.21181057393550873,0.14613434672355652
",",0.3087472915649414,0.45456063747406006,0.20020903646945953,0.44245919585227966,0.24557842314243317,0.331943541765213,0.1731511801481247,0.5201468467712402,0.4933079481124878,0.21051543951034546,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.18124745786190033,0.48971283435821533,0.3380379378795624,0.3038354516029358,0.2546578645706177,0.4954058527946472,0.5171257257461548,0.23594284057617188,0.20544172823429108
allowing,0.21854478120803833,0.17487339675426483,0.255658894777298,0.47026363015174866,0.7338253259658813,0.2833959758281708,0.39549440145492554,0.22594089806079865,0.3440283536911011,0.22347313165664673,0.1434045135974884
them,0.4994642734527588,0.23709723353385925,0.2194717675447464,0.5916602611541748,0.42461609840393066,0.39597368240356445,0.34449058771133423,0.29119014739990234,0.4788833558559418,0.18408963084220886,0.35435691475868225
to,0.455847829580307,0.3636345863342285,0.28666165471076965,1.0,0.4900954067707062,0.29406851530075073,0.3182828426361084,0.45010748505592346,0.535392165184021,0.19886943697929382,0.29463258385658264
stay,0.30565327405929565,0.21214576065540314,0.14773906767368317,0.39492106437683105,0.40400880575180054,0.2505190670490265,0.18013189733028412,0.23382514715194702,0.2869375944137573,0.21363742649555206,0.22141321003437042
on,0.34226128458976746,0.3909217119216919,0.2689509391784668,0.41031414270401,0.27814438939094543,0.24900631606578827,0.2599165141582489,0.46853652596473694,0.5107308030128479,0.24116744101047516,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.535392165184021,0.27822166681289673,0.2113795131444931,0.2905821204185486,0.6662389636039734,1.0,0.16824360191822052,0.22068053483963013
moon,0.15898863971233368,0.18183675408363342,0.1629963219165802,0.17707908153533936,0.13235877454280853,0.14948652684688568,0.2605108320713043,0.1284755915403366,0.23613092303276062,0.16672542691230774,0.1442703753709793
for,0.3017193675041199,0.3863949179649353,0.1990790069103241,0.4451248347759247,0.34999027848243713,0.3385646641254425,0.3159724175930023,0.4322226941585541,0.4739971458911896,0.28517964482307434,0.264628142118454
over,0.28007611632347107,0.24486446380615234,0.27506694197654724,0.38635820150375366,0.2857428789138794,0.24856255948543549,0.25530388951301575,0.3605569899082184,0.39856547117233276,0.23058560490608215,0.25742942094802856
three,0.24888746440410614,0.2748996615409851,0.1747397482395172,0.3043823838233948,0.19442732632160187,0.15874381363391876,0.16599427163600922,0.34828072786331177,0.43452659249305725,0.17199170589447021,0.20928427577018738
days,0.2191895991563797,0.2985812723636627,0.18379749357700348,0.2942236363887787,0.17788195610046387,0.22344781458377838,0.19336314499378204,0.24827800691127777,0.2574930489063263,0.17188803851604462,0.2198754847049713
.,0.3567904531955719,0.40146201848983765,0.2352994680404663,0.4645031690597534,0.28562283515930176,0.2761487066745758,0.20858809351921082,0.5591574311256409,0.5934505462646484,0.25824281573295593,0.4130953550338745
