,what,shape,of,space,did,tesla,consider,a,``,false,conception,'',?
a,0.3320399522781372,0.32737624645233154,0.5052502155303955,0.20296213030815125,0.2552328109741211,0.2211925983428955,0.308129221200943,1.0,0.07272057235240936,0.1682928204536438,0.3090919256210327,0.04890415817499161,0.23916715383529663
``,0.008517155423760414,0.10151942819356918,0.06780257821083069,0.004888324998319149,-0.029888948425650597,0.04274534806609154,0.12360268086194992,0.07272057235240936,1.0,0.13322186470031738,0.01326350774616003,-0.09173435717821121,0.0685480609536171
dynamic,0.23062948882579803,0.2859441637992859,0.24278119206428528,0.21993432939052582,0.09248243272304535,0.20170842111110687,0.29695701599121094,0.24894335865974426,0.0907236784696579,0.17445209622383118,0.27098172903060913,0.022978540509939194,0.32116639614105225
theory,0.297923743724823,0.21912632882595062,0.23506702482700348,0.19928504526615143,0.20347590744495392,0.25004854798316956,0.2379344254732132,0.2233850657939911,0.026165060698986053,0.22806505858898163,0.3997187316417694,0.07203595340251923,0.1387292891740799
of,0.33290785551071167,0.2597946226596832,1.0,0.21300287544727325,0.2513895630836487,0.18837453424930573,0.3074679970741272,0.5052502155303955,0.06780257821083069,0.16798274219036102,0.3158630430698395,0.13035868108272552,0.1826142966747284
gravity,0.259439080953598,0.29588082432746887,0.17525646090507507,0.33981946110725403,0.16321109235286713,0.2892897129058838,0.15618179738521576,0.18152470886707306,0.00021787894365843385,0.14081384241580963,0.30069971084594727,-0.009433098137378693,0.18354056775569916
'',0.08143015950918198,-0.050296735018491745,0.13035868108272552,-0.03227292746305466,0.01978493109345436,0.048713020980358124,0.08709754049777985,0.04890415817499161,-0.09173435717821121,-0.022944021970033646,0.07627555727958679,1.0,0.018684765323996544
that,0.6297725439071655,0.32968640327453613,0.41498205065727234,0.2368461638689041,0.47518548369407654,0.22102725505828857,0.41500717401504517,0.47537946701049805,0.05285148695111275,0.30976200103759766,0.334423303604126,0.007880004122853279,0.32716336846351624
``,0.008517155423760414,0.10151942819356918,0.06780257821083069,0.004888324998319149,-0.029888948425650597,0.04274534806609154,0.12360268086194992,0.07272057235240936,1.0,0.13322186470031738,0.01326350774616003,-0.09173435717821121,0.0685480609536171
[,0.010752761736512184,0.0047552636824548244,0.010817250236868858,0.21009300649166107,0.030549485236406326,0.1408626139163971,0.0406620129942894,0.03893941268324852,-0.24140146374702454,0.03970003128051758,0.0908508226275444,-0.0388912558555603,0.011015460826456547
would,0.45766422152519226,0.21277254819869995,0.3353942930698395,0.2089509218931198,0.6268245577812195,0.14290116727352142,0.4572678208351135,0.398599237203598,0.08063928782939911,0.21535082161426544,0.21964414417743683,0.02574172429740429,0.37178951501846313
],-0.03775298595428467,-0.0369211845099926,-0.035044461488723755,0.054085247218608856,0.024806415662169456,0.05621577054262161,0.046884942799806595,-0.049516137689352036,-0.003901625284925103,-0.024051222950220108,0.042497556656599045,0.09248820692300797,-0.0022520492784678936
put,0.3330543637275696,0.27088022232055664,0.3247257471084595,0.24476167559623718,0.32128840684890747,0.1382041871547699,0.29011568427085876,0.35192930698394775,-0.0100547531619668,0.2234722077846527,0.13134510815143585,0.07894747704267502,0.2993032932281494
an,0.2821882665157318,0.21149155497550964,0.32280945777893066,0.19467206299304962,0.22598257660865784,0.13714656233787537,0.319253146648407,0.44552403688430786,0.03770720958709717,0.06213628873229027,0.26323971152305603,0.09471100568771362,0.19793890416622162
end,0.29234179854393005,0.23690153658390045,0.2215006798505783,0.12036696821451187,0.18808481097221375,0.05453544855117798,0.19289767742156982,0.28924596309661865,0.09823527187108994,0.2284880131483078,0.2106659859418869,-0.02458004280924797,0.12543344497680664
to,0.455847829580307,0.2912862002849579,0.41548454761505127,0.22712917625904083,0.4452643394470215,0.17548894882202148,0.3287919759750366,0.45503583550453186,0.06720756739377975,0.17908896505832672,0.23933376371860504,-0.009905828163027763,0.29463258385658264
idle,0.2453974187374115,0.14697588980197906,0.24626760184764862,0.14582666754722595,0.15782558917999268,0.19347144663333893,0.19608047604560852,0.2528305649757385,-0.03267640247941017,0.03539624810218811,0.1479676514863968,0.09365946799516678,0.15573453903198242
speculations,0.29824212193489075,0.16318200528621674,0.21935608983039856,0.19409455358982086,0.32685136795043945,0.13594147562980652,0.33725374937057495,0.2426503449678421,-0.0002699761535041034,0.24190042912960052,0.3867674469947815,0.10759526491165161,0.25307953357696533
and,0.31309178471565247,0.2703090310096741,0.5116966962814331,0.22901733219623566,0.34479495882987976,0.19560420513153076,0.3083309531211853,0.3739250600337982,0.036644238978624344,0.17760016024112701,0.247016042470932,0.021612688899040222,0.20544172823429108
false,0.29977917671203613,0.17672985792160034,0.16798274219036102,0.08537163585424423,0.18280620872974396,0.1444968730211258,0.23742392659187317,0.1682928204536438,0.13322186470031738,0.9999999403953552,0.18531085550785065,-0.022944021970033646,0.2877490520477295
conceptions,0.27815672755241394,0.28979095816612244,0.27620941400527954,0.22769637405872345,0.24025888741016388,0.1708623170852661,0.3486291468143463,0.2637397050857544,0.03538193926215172,0.228002667427063,0.8581424951553345,0.08005290478467941,0.15790770947933197
",",0.3087472915649414,0.224068284034729,0.4946078956127167,0.2285580337047577,0.3015086054801941,0.20599327981472015,0.30831751227378845,0.427140474319458,0.09681109338998795,0.16869033873081207,0.26697906851768494,-0.037358131259679794,0.31091248989105225
as,0.31749409437179565,0.2119363695383072,0.3886612355709076,0.1954064816236496,0.3596470057964325,0.10285310447216034,0.3220363259315491,0.39550232887268066,0.03910288214683533,0.13599634170532227,0.2748660147190094,0.006628023460507393,0.27043893933296204
that,0.6297725439071655,0.32968640327453613,0.41498205065727234,0.2368461638689041,0.47518548369407654,0.22102725505828857,0.41500717401504517,0.47537946701049805,0.05285148695111275,0.30976200103759766,0.334423303604126,0.007880004122853279,0.32716336846351624
of,0.33290785551071167,0.2597946226596832,1.0,0.21300287544727325,0.2513895630836487,0.18837453424930573,0.3074679970741272,0.5052502155303955,0.06780257821083069,0.16798274219036102,0.3158630430698395,0.13035868108272552,0.1826142966747284
curved,0.18630921840667725,0.5092670321464539,0.22088298201560974,0.18549275398254395,0.22777360677719116,0.17041198909282684,0.08815531432628632,0.23927269876003265,0.13953277468681335,0.1988285779953003,0.205494686961174,0.05910089239478111,0.12876681983470917
space,0.20525942742824554,0.24354560673236847,0.21300287544727325,1.0000001192092896,0.1488010138273239,0.19314052164554596,0.16894684731960297,0.20296213030815125,0.004888324998319149,0.08537163585424423,0.2219545692205429,-0.03227292746305466,0.1885536164045334
.,0.3567904531955719,0.267643541097641,0.5352458953857422,0.2385488897562027,0.35288307070732117,0.17949827015399933,0.26817744970321655,0.50484299659729,0.05720457062125206,0.2257419377565384,0.2287956029176712,-0.07181349396705627,0.4130953550338745
'',0.08143015950918198,-0.050296735018491745,0.13035868108272552,-0.03227292746305466,0.01978493109345436,0.048713020980358124,0.08709754049777985,0.04890415817499161,-0.09173435717821121,-0.022944021970033646,0.07627555727958679,1.0,0.018684765323996544
