,which,australian,tv,station,has,run,doctor,who,since,1965,?
having,0.4051061272621155,0.17015109956264496,0.18210330605506897,0.13434717059135437,0.4643951952457428,0.21666324138641357,0.23677495121955872,0.4130314290523529,0.36430859565734863,0.13850633800029755,0.22418256103992462
been,0.36993977427482605,0.15808294713497162,0.15467695891857147,0.13928157091140747,0.6162750124931335,0.2275574505329132,0.12184444069862366,0.3295723795890808,0.6581953763961792,0.1526629626750946,0.24354910850524902
exclusively,0.3623494803905487,0.1578092724084854,0.18592815101146698,0.12709927558898926,0.2831673324108124,0.11312196403741837,0.10041172802448273,0.2185920774936676,0.21881520748138428,-0.028696613386273384,0.09723977744579315
first,0.3828166127204895,0.2825000286102295,0.21167080104351044,0.1849050670862198,0.28288596868515015,0.27061694860458374,0.27244147658348083,0.39065709710121155,0.42581459879875183,0.14223408699035645,0.18701928853988647
run,0.32898253202438354,0.13712692260742188,0.17438551783561707,0.24735938012599945,0.20399263501167297,1.0,0.1929945945739746,0.2372417002916336,0.2627144455909729,0.1568385511636734,0.17904110252857208
by,0.40543368458747864,0.20652422308921814,0.11470241099596024,0.16572362184524536,0.3254803419113159,0.1807866394519806,0.13681447505950928,0.39727845788002014,0.32704517245292664,0.05611347034573555,0.17966607213020325
the,0.6521818041801453,0.23527215421199799,0.20034731924533844,0.23609806597232819,0.4177538752555847,0.27883726358413696,0.2820442318916321,0.3733934462070465,0.4054957628250122,0.09033208340406418,0.22068053483963013
australian,0.21131077408790588,1.0000001192092896,0.1676723212003708,0.1335725337266922,0.15521201491355896,0.13712692260742188,0.14439469575881958,0.2542726695537567,0.19041109085083008,0.03722851723432541,0.10848008096218109
broadcasting,0.29356762766838074,0.2431606501340866,0.5460460186004639,0.40611958503723145,0.18879416584968567,0.24205011129379272,0.15531805157661438,0.16948257386684418,0.2615359425544739,-0.021932972595095634,0.10870421677827835
corporation,0.2652988135814667,0.2378971129655838,0.27221596240997314,0.31602755188941956,0.19997964799404144,0.20674769580364227,0.1068514734506607,0.15684109926223755,0.2634536623954773,-0.10836464911699295,0.13731837272644043
(,0.2589828372001648,0.19788014888763428,0.2973611354827881,0.15589678287506104,0.2498389035463333,0.1844223588705063,0.1570640504360199,0.2443375140428543,0.26309698820114136,0.20917187631130219,0.40561532974243164
abc,0.1991286277770996,0.25656649470329285,0.4720865786075592,0.21780119836330414,0.23067910969257355,0.1768566370010376,0.157832071185112,0.14673753082752228,0.20685888826847076,0.07437354326248169,0.19065172970294952
),0.2758678197860718,0.19791001081466675,0.30414170026779175,0.16818374395370483,0.26944878697395325,0.1813306212425232,0.1509941965341568,0.2457384318113327,0.2939128279685974,0.20642799139022827,0.42300865054130554
since,0.3523256182670593,0.19041109085083008,0.16888470947742462,0.21959927678108215,0.5216675996780396,0.2627144455909729,0.10913390666246414,0.27765995264053345,1.0000001192092896,0.2079562097787857,0.2876587212085724
january,0.1371559500694275,0.22280633449554443,0.1935775876045227,0.15389180183410645,0.19119103252887726,0.1579100787639618,0.18912185728549957,0.20979668200016022,0.27199235558509827,0.20805463194847107,0.28608936071395874
1965,0.06469011306762695,0.03722851723432541,-0.021340345963835716,0.03637497499585152,0.08701644837856293,0.1568385511636734,0.061028853058815,0.1256352663040161,0.2079562097787857,0.9999998807907104,0.26302391290664673
.,0.45942068099975586,0.2256850302219391,0.27196308970451355,0.20999185740947723,0.4105546176433563,0.2739698588848114,0.22361043095588684,0.3541337847709656,0.431787371635437,0.17741186916828156,0.4130953550338745
