,who,produced,the,comedy-drama,the,love,boat,?
of,0.2827862501144409,0.18961067497730255,0.733189046382904,0.19761788845062256,0.733189046382904,0.15893672406673431,0.15000644326210022,0.1826142966747284
roots,0.09409457445144653,0.11292863637208939,0.2583441734313965,0.1660078912973404,0.2583441734313965,0.1759352684020996,0.16861213743686676,0.09478887915611267
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.24939660727977753,0.4933079481124878,0.2663334012031555,0.21446914970874786,0.31091248989105225
a,0.36608949303627014,0.21993228793144226,0.5829201340675354,0.2775287330150604,0.5829201340675354,0.23674970865249634,0.26391369104385376,0.23916715383529663
miniseries,0.199748232960701,0.23765385150909424,0.2421441376209259,0.5643929839134216,0.2421441376209259,0.24715203046798706,0.22469477355480194,0.23264551162719727
based,0.20479141175746918,0.32537955045700073,0.29860720038414,0.27220380306243896,0.29860720038414,0.0931091383099556,0.10870062559843063,0.134929820895195
on,0.2340552806854248,0.18712371587753296,0.5107308030128479,0.2670636773109436,0.5107308030128479,0.16623444855213165,0.22551585733890533,0.2714994251728058
an,0.2848317325115204,0.16673175990581512,0.4207492768764496,0.1946239024400711,0.4207492768764496,0.10753485560417175,0.14891000092029572,0.19793890416622162
alex,0.25352978706359863,0.1820063441991806,0.17685191333293915,0.22297826409339905,0.17685191333293915,0.21257418394088745,0.09362093359231949,0.08971220999956131
haley,0.2533283233642578,0.1569124013185501,0.24109937250614166,0.3152443766593933,0.24109937250614166,0.20286789536476135,0.15976709127426147,0.20005309581756592
novel,0.1573154181241989,0.2148435264825821,0.2359684407711029,0.37653017044067383,0.2359684407711029,0.2858748733997345,0.09510143101215363,0.11398572474718094
that,0.45444270968437195,0.2527473568916321,0.5473989248275757,0.2103467881679535,0.5473989248275757,0.24653686583042145,0.2182936668395996,0.32716336846351624
was,0.3318818509578705,0.28463777899742126,0.48711544275283813,0.27078667283058167,0.48711544275283813,0.15218229591846466,0.19691011309623718,0.18412111699581146
published,0.16961833834648132,0.26539134979248047,0.22017472982406616,0.136991947889328,0.22017472982406616,0.15652979910373688,0.0751931369304657,0.16280238330364227
the,0.3733934462070465,0.22045251727104187,1.0,0.249520942568779,1.0,0.19631516933441162,0.2424127608537674,0.22068053483963013
previous,0.1923418641090393,0.21713903546333313,0.34706559777259827,0.18417784571647644,0.34706559777259827,0.11521296948194504,0.03705867752432823,0.16724538803100586
year,0.2851492762565613,0.16949312388896942,0.3609684407711029,0.18023055791854858,0.3609684407711029,0.18440750241279602,0.19934843480587006,0.18315006792545319
;,0.007937713526189327,-0.001334897126071155,0.09152708947658539,0.06818260997533798,0.09152708947658539,0.029954897239804268,-0.05260312929749489,0.10349778085947037
in,0.2792111933231354,0.2542861998081207,0.6662389636039734,0.2838008999824524,0.6662389636039734,0.2026566118001938,0.1934967190027237,0.20430970191955566
september,0.21365830302238464,0.15748760104179382,0.2516939043998718,0.2568933963775635,0.2516939043998718,0.19967122375965118,0.15296030044555664,0.2665146589279175
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.24939660727977753,0.4933079481124878,0.2663334012031555,0.21446914970874786,0.31091248989105225
the,0.3733934462070465,0.22045251727104187,1.0,0.249520942568779,1.0,0.19631516933441162,0.2424127608537674,0.22068053483963013
love,0.23465675115585327,0.1863280087709427,0.19631516933441162,0.32277756929397583,0.19631516933441162,0.9999998807907104,0.19715523719787598,0.24261747300624847
boat,0.22659839689731598,0.13486036658287048,0.2424127608537674,0.20624874532222748,0.2424127608537674,0.19715523719787598,0.9999999403953552,0.1711711287498474
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.24939660727977753,0.4933079481124878,0.2663334012031555,0.21446914970874786,0.31091248989105225
a,0.36608949303627014,0.21993228793144226,0.5829201340675354,0.2775287330150604,0.5829201340675354,0.23674970865249634,0.26391369104385376,0.23916715383529663
comedy-drama,0.23890002071857452,0.28895267844200134,0.249520942568779,1.0,0.249520942568779,0.32277756929397583,0.20624874532222748,0.23804862797260284
anthology,0.13243460655212402,0.23494240641593933,0.2812962234020233,0.33643707633018494,0.2812962234020233,0.37450674176216125,0.12851841747760773,0.18870647251605988
series,0.21484537422657013,0.2875058650970459,0.31376904249191284,0.507675051689148,0.31376904249191284,0.19286216795444489,0.15267643332481384,0.1709602326154709
produced,0.12907662987709045,1.0000001192092896,0.22045251727104187,0.28895267844200134,0.22045251727104187,0.1863280087709427,0.13486036658287048,0.1623450517654419
by,0.39727845788002014,0.4647648334503174,0.4408751428127289,0.24447275698184967,0.4408751428127289,0.12564945220947266,0.17808277904987335,0.17966607213020325
aaron,0.25763094425201416,0.12335710972547531,0.201257586479187,0.25105220079421997,0.201257586479187,0.13551588356494904,0.13453471660614014,0.13720838725566864
spelling,0.15806958079338074,0.04240422695875168,0.23768942058086395,0.2112935334444046,0.23768942058086395,0.12243130803108215,0.14231915771961212,0.23016591370105743
which,0.3688730001449585,0.36149924993515015,0.6521818041801453,0.23547011613845825,0.6521818041801453,0.21517449617385864,0.21313714981079102,0.25814583897590637
was,0.3318818509578705,0.28463777899742126,0.48711544275283813,0.27078667283058167,0.48711544275283813,0.15218229591846466,0.19691011309623718,0.18412111699581146
based,0.20479141175746918,0.32537955045700073,0.29860720038414,0.27220380306243896,0.29860720038414,0.0931091383099556,0.10870062559843063,0.134929820895195
around,0.2775672674179077,0.15313684940338135,0.40085816383361816,0.19320259988307953,0.40085816383361816,0.19505268335342407,0.16609226167201996,0.14729668200016022
the,0.3733934462070465,0.22045251727104187,1.0,0.249520942568779,1.0,0.19631516933441162,0.2424127608537674,0.22068053483963013
crew,0.28323259949684143,0.1358833760023117,0.25329816341400146,0.2022772580385208,0.25329816341400146,0.16592423617839813,0.4337260127067566,0.16586194932460785
of,0.2827862501144409,0.18961067497730255,0.733189046382904,0.19761788845062256,0.733189046382904,0.15893672406673431,0.15000644326210022,0.1826142966747284
a,0.36608949303627014,0.21993228793144226,0.5829201340675354,0.2775287330150604,0.5829201340675354,0.23674970865249634,0.26391369104385376,0.23916715383529663
cruise,0.18264006078243256,0.11732317507266998,0.2040858268737793,0.2534860372543335,0.2040858268737793,0.22587302327156067,0.44722411036491394,0.19677983224391937
ship,0.23495367169380188,0.09957640618085861,0.24414241313934326,0.1826552301645279,0.24414241313934326,0.1644476354122162,0.5277382731437683,0.14488010108470917
and,0.41279885172843933,0.24455034732818604,0.5171257257461548,0.31290343403816223,0.5171257257461548,0.2547922432422638,0.1962285041809082,0.20544172823429108
featured,0.25015440583229065,0.3326459228992462,0.28660184144973755,0.3072527348995209,0.28660184144973755,0.2970336079597473,0.123184934258461,0.2944096624851227
three,0.2491552233695984,0.1890154778957367,0.43452659249305725,0.20858506858348846,0.43452659249305725,0.18135356903076172,0.21468357741832733,0.20928427577018738
stories,0.3021683990955353,0.1525821089744568,0.2397296130657196,0.3742259740829468,0.2397296130657196,0.28500232100486755,0.1668015867471695,0.20536305010318756
centered,0.10143917798995972,0.25810107588768005,0.346942275762558,0.19403737783432007,0.346942275762558,0.08626633137464523,0.11577966809272766,0.17524833977222443
partly,0.15236333012580872,0.1489812284708023,0.30254924297332764,0.12298420071601868,0.30254924297332764,0.16923673450946808,0.08590404689311981,0.12213768810033798
on,0.2340552806854248,0.18712371587753296,0.5107308030128479,0.2670636773109436,0.5107308030128479,0.16623444855213165,0.22551585733890533,0.2714994251728058
the,0.3733934462070465,0.22045251727104187,1.0,0.249520942568779,1.0,0.19631516933441162,0.2424127608537674,0.22068053483963013
ship,0.23495367169380188,0.09957640618085861,0.24414241313934326,0.1826552301645279,0.24414241313934326,0.1644476354122162,0.5277382731437683,0.14488010108470917
's,0.05599616840481758,-0.03862787038087845,-0.01540423184633255,0.06854017078876495,-0.01540423184633255,0.007968809455633163,0.0742739886045456,-0.023395681753754616
various,0.21537287533283234,0.217331662774086,0.3235042691230774,0.18931710720062256,0.3235042691230774,0.16053786873817444,0.15362116694450378,0.12823495268821716
passengers,0.2147531360387802,0.12773458659648895,0.23639188706874847,0.15406619012355804,0.23639188706874847,0.17285579442977905,0.3649442195892334,0.15951235592365265
;,0.007937713526189327,-0.001334897126071155,0.09152708947658539,0.06818260997533798,0.09152708947658539,0.029954897239804268,-0.05260312929749489,0.10349778085947037
although,0.3003382384777069,0.17109598219394684,0.3265823423862457,0.1401209980249405,0.3265823423862457,0.12693296372890472,0.09140197187662125,0.15541206300258636
critically,0.2298755943775177,0.21264547109603882,0.27402061223983765,0.28658154606819153,0.27402061223983765,0.13516877591609955,0.08828561753034592,0.16329805552959442
lambasted,0.23681765794754028,0.24957609176635742,0.33515724539756775,0.31448793411254883,0.33515724539756775,0.2340647578239441,0.28927505016326904,0.20076559484004974
",",0.3365725874900818,0.22260788083076477,0.4933079481124878,0.24939660727977753,0.4933079481124878,0.2663334012031555,0.21446914970874786,0.31091248989105225
the,0.3733934462070465,0.22045251727104187,1.0,0.249520942568779,1.0,0.19631516933441162,0.2424127608537674,0.22068053483963013
series,0.21484537422657013,0.2875058650970459,0.31376904249191284,0.507675051689148,0.31376904249191284,0.19286216795444489,0.15267643332481384,0.1709602326154709
turned,0.29454195499420166,0.23976030945777893,0.3414173722267151,0.21345743536949158,0.3414173722267151,0.13807138800621033,0.20294123888015747,0.130948007106781
out,0.3129808306694031,0.12357108294963837,0.39404502511024475,0.1688428670167923,0.39404502511024475,0.19471624493598938,0.20654615759849548,0.22020699083805084
to,0.42656609416007996,0.16305041313171387,0.535392165184021,0.214463010430336,0.535392165184021,0.21338175237178802,0.23826055228710175,0.29463258385658264
be,0.3371641933917999,0.19579869508743286,0.4248143136501312,0.16152864694595337,0.4248143136501312,0.1614094078540802,0.18759402632713318,0.3324260413646698
a,0.36608949303627014,0.21993228793144226,0.5829201340675354,0.2775287330150604,0.5829201340675354,0.23674970865249634,0.26391369104385376,0.23916715383529663
ratings,0.1265973597764969,0.13664932548999786,0.23356813192367554,0.29363688826560974,0.23356813192367554,0.12832608819007874,0.12167254835367203,0.19248855113983154
success,0.174932062625885,0.23707209527492523,0.2764457166194916,0.2566702961921692,0.2764457166194916,0.26110973954200745,0.19340455532073975,0.1216118186712265
and,0.41279885172843933,0.24455034732818604,0.5171257257461548,0.31290343403816223,0.5171257257461548,0.2547922432422638,0.1962285041809082,0.20544172823429108
lasted,0.1503523588180542,0.20883575081825256,0.2910100221633911,0.2851995527744293,0.2910100221633911,0.12486808001995087,0.1803552806377411,0.13777512311935425
nine,0.20492319762706757,0.1446632742881775,0.33253175020217896,0.2148188054561615,0.33253175020217896,0.11935821175575256,0.17073042690753937,0.13964155316352844
seasons,0.1471238136291504,0.21695159375667572,0.24226845800876617,0.2605901062488556,0.24226845800876617,0.23423117399215698,0.16577240824699402,0.13766995072364807
.,0.3541337847709656,0.2634154260158539,0.5934505462646484,0.26332640647888184,0.5934505462646484,0.22712194919586182,0.2795538306236267,0.4130953550338745
