,which,committee,has,the,exclusive,power,to,set,pastors,',salaries,?
officers,0.17545631527900696,0.18570181727409363,0.12429225444793701,0.2831277847290039,0.2046707272529602,0.27634862065315247,0.3041703402996063,0.17607077956199646,0.335134357213974,0.09722436964511871,0.415892094373703,0.14072641730308533
of,0.5011631846427917,0.2920650243759155,0.3909035325050354,0.733189046382904,0.22420044243335724,0.25273123383522034,0.41548454761505127,0.20671486854553223,0.22573843598365784,0.39136970043182373,0.26177874207496643,0.1826142966747284
the,0.6521818041801453,0.24322165548801422,0.4177538752555847,1.0,0.2746652066707611,0.2647338807582855,0.535392165184021,0.2927955985069275,0.1971966028213501,0.474788099527359,0.29897719621658325,0.22068053483963013
church,0.20821009576320648,0.18113727867603302,0.19444791972637177,0.23846197128295898,0.06850147992372513,0.13720189034938812,0.24439501762390137,0.12075342983007431,0.4250534474849701,0.16788123548030853,0.2167164385318756,0.18081501126289368
and,0.506277859210968,0.22311176359653473,0.43716782331466675,0.5171257257461548,0.25256678462028503,0.27496716380119324,0.48971283435821533,0.27649927139282227,0.22662010788917542,0.3053182065486908,0.22138139605522156,0.20544172823429108
any,0.5186169743537903,0.18840260803699493,0.3449929356575012,0.4525727927684784,0.3017810881137848,0.22366827726364136,0.46410247683525085,0.2833866775035858,0.12875518202781677,0.32136401534080505,0.3106442093849182,0.4113408327102661
interested,0.23376627266407013,0.2201830893754959,0.16940085589885712,0.22813944518566132,0.16163022816181183,0.16536523401737213,0.2813410460948944,0.16581504046916962,0.20291036367416382,0.22062908113002777,0.24285316467285156,0.2901444137096405
members,0.295350044965744,0.2729865312576294,0.19174115359783173,0.3321719169616699,0.19416873157024384,0.19974319636821747,0.26617446541786194,0.1528092324733734,0.30610254406929016,0.18406955897808075,0.2986966073513031,0.10212311148643494
.,0.45942068099975586,0.18011361360549927,0.4105546176433563,0.5934505462646484,0.18232157826423645,0.2141435295343399,0.4645031690597534,0.2928885817527771,0.19854140281677246,0.4806240200996399,0.27470654249191284,0.4130953550338745
,which,committee,has,the,exclusive,power,to,set,pastors,',salaries,?
term,0.3138839900493622,0.16246771812438965,0.1874341368675232,0.2740369141101837,0.2925276756286621,0.1493539959192276,0.3310292959213257,0.14762160181999207,0.11778588593006134,0.24252156913280487,0.18294918537139893,0.1901002675294876
limits,0.34983038902282715,0.17020225524902344,0.3057970702648163,0.3678794801235199,0.335172563791275,0.31383171677589417,0.31964796781539917,0.28581181168556213,0.14403435587882996,0.18190370500087738,0.24270960688591003,0.14532171189785004
are,0.42922598123550415,0.14231987297534943,0.4313911199569702,0.40399202704429626,0.20951314270496368,0.1187305822968483,0.3504326641559601,0.2029329091310501,0.2906527817249298,0.24618251621723175,0.23819595575332642,0.24591213464736938
set,0.3371303975582123,0.22804071009159088,0.128098264336586,0.2927955985069275,0.18144580721855164,0.062340203672647476,0.320547491312027,1.0000001192092896,0.0876782238483429,0.19639943540096283,0.18292897939682007,0.1698019951581955
for,0.44095608592033386,0.29222947359085083,0.450642853975296,0.4739971458911896,0.2979920506477356,0.15072456002235413,0.4451248347759247,0.30194196105003357,0.21625728905200958,0.31184524297714233,0.33575230836868286,0.264628142118454
some,0.5407140851020813,0.19624078273773193,0.3587830364704132,0.4566698372364044,0.269526869058609,0.22406038641929626,0.4636894166469574,0.2600895166397095,0.30372530221939087,0.24786527454853058,0.31050705909729004,0.2562315762042999
committees,0.2709748148918152,0.8771678805351257,0.2203971892595291,0.2924276292324066,0.17793887853622437,0.1324470043182373,0.2806923985481262,0.24325835704803467,0.22789372503757477,0.16783086955547333,0.3809407651424408,0.1382787674665451
but,0.55336993932724,0.20324207842350006,0.41906601190567017,0.4859698414802551,0.20938055217266083,0.2529909312725067,0.5542377829551697,0.2716006338596344,0.21572861075401306,0.33652931451797485,0.294308602809906,0.27921953797340393
not,0.46766895055770874,0.20062534511089325,0.32239022850990295,0.4310511648654938,0.27080273628234863,0.20640338957309723,0.5149973034858704,0.2197837382555008,0.1992206871509552,0.3723772168159485,0.2853163182735443,0.41942933201789856
for,0.44095608592033386,0.29222947359085083,0.450642853975296,0.4739971458911896,0.2979920506477356,0.15072456002235413,0.4451248347759247,0.30194196105003357,0.21625728905200958,0.31184524297714233,0.33575230836868286,0.264628142118454
all,0.50777268409729,0.18823650479316711,0.3343993127346039,0.4860881567001343,0.3037481904029846,0.23566703498363495,0.42520734667778015,0.2930283844470978,0.22364184260368347,0.2416357547044754,0.29691025614738464,0.29575422406196594
.,0.45942068099975586,0.18011361360549927,0.4105546176433563,0.5934505462646484,0.18232157826423645,0.2141435295343399,0.4645031690597534,0.2928885817527771,0.19854140281677246,0.4806240200996399,0.27470654249191284,0.4130953550338745
