,what,sate,are,things,inside,of,a,moving,vehicle,as,seen,by,a,person,inside,the,vehicle,?
the,0.42745697498321533,0.2745683491230011,0.40399202704429626,0.30825191736221313,0.35313180088996887,0.733189046382904,0.5829201340675354,0.34510132670402527,0.20434843003749847,0.48381632566452026,0.3442007005214691,0.4408751428127289,0.5829201340675354,0.3487054407596588,0.35313180088996887,1.0,0.20434843003749847,0.22068053483963013
vehicle,0.20767386257648468,0.30179455876350403,0.14456869661808014,0.2529773414134979,0.18377269804477692,0.19269394874572754,0.2779759168624878,0.2954036295413971,1.0000001192092896,0.2114468663930893,0.18069356679916382,0.18302859365940094,0.2779759168624878,0.3213278353214264,0.18377269804477692,0.20434843003749847,1.0000001192092896,0.16397647559642792
and,0.31309178471565247,0.2532367706298828,0.48576638102531433,0.378500759601593,0.3229386806488037,0.5116966962814331,0.3739250600337982,0.30970147252082825,0.17821402847766876,0.49487000703811646,0.2522655725479126,0.4289871156215668,0.3739250600337982,0.27333492040634155,0.3229386806488037,0.5171257257461548,0.17821402847766876,0.20544172823429108
everything,0.5900073051452637,0.30937469005584717,0.20389612019062042,0.567828357219696,0.27300554513931274,0.2166808843612671,0.2695503234863281,0.3036904036998749,0.16493839025497437,0.28860920667648315,0.2671542465686798,0.244399756193161,0.2695503234863281,0.330028235912323,0.27300554513931274,0.33579888939857483,0.16493839025497437,0.37031570076942444
inside,0.2567365765571594,0.21347364783287048,0.3166534900665283,0.3128184378147125,1.0000001192092896,0.2544495463371277,0.35481444001197815,0.2568456530570984,0.18377269804477692,0.24748453497886658,0.2462395280599594,0.261824369430542,0.35481444001197815,0.21819806098937988,1.0000001192092896,0.35313180088996887,0.18377269804477692,0.14505037665367126
of,0.33290785551071167,0.22919920086860657,0.39081433415412903,0.2970648407936096,0.2544495463371277,1.0,0.5052502155303955,0.24795499444007874,0.19269394874572754,0.3886612355709076,0.28639769554138184,0.3646814823150635,0.5052502155303955,0.27674683928489685,0.2544495463371277,0.733189046382904,0.19269394874572754,0.1826142966747284
it,0.45803478360176086,0.309442937374115,0.3617996573448181,0.38758355379104614,0.29027554392814636,0.38761502504348755,0.5452592968940735,0.2819317877292633,0.2362637221813202,0.4461488723754883,0.2688419222831726,0.40926623344421387,0.5452592968940735,0.35048896074295044,0.29027554392814636,0.6251175999641418,0.2362637221813202,0.25732165575027466
is,0.28837618231773376,0.24245348572731018,0.5330929756164551,0.27847638726234436,0.2848464548587799,0.4854315221309662,0.658733606338501,0.19858770072460175,0.2195509374141693,0.43216490745544434,0.2670730948448181,0.3899846076965332,0.658733606338501,0.35233089327812195,0.2848464548587799,0.5823672413825989,0.2195509374141693,0.22961433231830597
at,0.2838611304759979,0.23366056382656097,0.2074895054101944,0.2090333104133606,0.23659279942512512,0.42558613419532776,0.3095070421695709,0.2812928557395935,0.15369246900081635,0.28092536330223083,0.20499971508979797,0.2368064820766449,0.3095070421695709,0.19480668008327484,0.23659279942512512,0.457212895154953,0.15369246900081635,0.21978627145290375
rest,0.35225364565849304,0.16221408545970917,0.2600870430469513,0.26978451013565063,0.336483359336853,0.33621829748153687,0.2692912518978119,0.3222215473651886,0.10025186836719513,0.22337119281291962,0.2381162941455841,0.20038633048534393,0.2692912518978119,0.22540730237960815,0.336483359336853,0.41330549120903015,0.10025186836719513,0.1725541204214096
:,-0.12022944539785385,-0.12512260675430298,-0.1189703419804573,-0.1235387772321701,-0.12849323451519012,-0.08807745575904846,-0.0007584693375974894,-0.08719895780086517,-0.03822127729654312,-0.11037297546863556,-0.1109846904873848,-0.11676844954490662,-0.0007584693375974894,0.002550317207351327,-0.12849323451519012,-0.03403344005346298,-0.03822127729654312,-0.07156077772378922
it,0.45803478360176086,0.309442937374115,0.3617996573448181,0.38758355379104614,0.29027554392814636,0.38761502504348755,0.5452592968940735,0.2819317877292633,0.2362637221813202,0.4461488723754883,0.2688419222831726,0.40926623344421387,0.5452592968940735,0.35048896074295044,0.29027554392814636,0.6251175999641418,0.2362637221813202,0.25732165575027466
is,0.28837618231773376,0.24245348572731018,0.5330929756164551,0.27847638726234436,0.2848464548587799,0.4854315221309662,0.658733606338501,0.19858770072460175,0.2195509374141693,0.43216490745544434,0.2670730948448181,0.3899846076965332,0.658733606338501,0.35233089327812195,0.2848464548587799,0.5823672413825989,0.2195509374141693,0.22961433231830597
the,0.42745697498321533,0.2745683491230011,0.40399202704429626,0.30825191736221313,0.35313180088996887,0.733189046382904,0.5829201340675354,0.34510132670402527,0.20434843003749847,0.48381632566452026,0.3442007005214691,0.4408751428127289,0.5829201340675354,0.3487054407596588,0.35313180088996887,1.0,0.20434843003749847,0.22068053483963013
outside,0.3224688768386841,0.23830364644527435,0.30540841817855835,0.2536526620388031,0.6500258445739746,0.2973117530345917,0.3113526403903961,0.26336073875427246,0.2851833701133728,0.28646576404571533,0.33690446615219116,0.28780537843704224,0.3113526403903961,0.27370506525039673,0.6500258445739746,0.3879719078540802,0.2851833701133728,0.14839068055152893
world,0.21669597923755646,0.1633228063583374,0.22463127970695496,0.25868985056877136,0.1476794332265854,0.2828933000564575,0.22239887714385986,0.19763138890266418,0.1678873896598816,0.22848254442214966,0.20581161975860596,0.22306372225284576,0.22239887714385986,0.23807911574840546,0.1476794332265854,0.33604270219802856,0.1678873896598816,0.17579582333564758
that,0.6297725439071655,0.33350110054016113,0.45265161991119385,0.5346440076828003,0.3693249523639679,0.41498205065727234,0.47537946701049805,0.3345010578632355,0.2193664014339447,0.4735107421875,0.3623615801334381,0.37496164441108704,0.47537946701049805,0.4460006356239319,0.3693249523639679,0.5473989248275757,0.2193664014339447,0.32716336846351624
is,0.28837618231773376,0.24245348572731018,0.5330929756164551,0.27847638726234436,0.2848464548587799,0.4854315221309662,0.658733606338501,0.19858770072460175,0.2195509374141693,0.43216490745544434,0.2670730948448181,0.3899846076965332,0.658733606338501,0.35233089327812195,0.2848464548587799,0.5823672413825989,0.2195509374141693,0.22961433231830597
moving,0.3154623508453369,0.3272766172885895,0.223535418510437,0.31839317083358765,0.2568456530570984,0.24795499444007874,0.2806239426136017,1.0,0.2954036295413971,0.2739008069038391,0.26472562551498413,0.19884225726127625,0.2806239426136017,0.2219359129667282,0.2568456530570984,0.34510132670402527,0.2954036295413971,0.21667467057704926
with,0.2464839518070221,0.24161390960216522,0.38996943831443787,0.27400049567222595,0.2732160985469818,0.41827285289764404,0.3783375024795532,0.24742330610752106,0.17135851085186005,0.40387406945228577,0.20747044682502747,0.39731505513191223,0.3783375024795532,0.22800223529338837,0.2732160985469818,0.4223487675189972,0.17135851085186005,0.2433311939239502
a,0.3320399522781372,0.21813280880451202,0.265255331993103,0.33201509714126587,0.35481444001197815,0.5052502155303955,1.0,0.2806239426136017,0.2779759168624878,0.39550232887268066,0.26090866327285767,0.32094135880470276,1.0,0.4078793525695801,0.35481444001197815,0.5829201340675354,0.2779759168624878,0.23916715383529663
constant,0.22559526562690735,0.20297200977802277,0.1531907021999359,0.21486787497997284,0.19458819925785065,0.25393494963645935,0.26609575748443604,0.23489969968795776,0.18874196708202362,0.22787931561470032,0.24743244051933289,0.18755823373794556,0.26609575748443604,0.18927088379859924,0.19458819925785065,0.2037150114774704,0.18874196708202362,0.14516431093215942
speed,0.23285695910453796,0.3444724380970001,0.17613103985786438,0.25249210000038147,0.14105795323848724,0.1947416365146637,0.2531464993953705,0.38836199045181274,0.36422866582870483,0.19339637458324432,0.18636737763881683,0.17585285007953644,0.2531464993953705,0.20590518414974213,0.14105795323848724,0.2310667634010315,0.36422866582870483,0.17392314970493317
in,0.30808621644973755,0.19736604392528534,0.3841303884983063,0.2694495618343353,0.3260733187198639,0.5696388483047485,0.539380669593811,0.2693832814693451,0.16945742070674896,0.3887844979763031,0.28402701020240784,0.370934396982193,0.539380669593811,0.23876774311065674,0.3260733187198639,0.6662389636039734,0.16945742070674896,0.20430970191955566
the,0.42745697498321533,0.2745683491230011,0.40399202704429626,0.30825191736221313,0.35313180088996887,0.733189046382904,0.5829201340675354,0.34510132670402527,0.20434843003749847,0.48381632566452026,0.3442007005214691,0.4408751428127289,0.5829201340675354,0.3487054407596588,0.35313180088996887,1.0,0.20434843003749847,0.22068053483963013
opposite,0.2760887145996094,0.21151834726333618,0.30710941553115845,0.2603074610233307,0.2564612627029419,0.2534274458885193,0.22833546996116638,0.2764623761177063,0.22457653284072876,0.274506539106369,0.3259219527244568,0.1759098321199417,0.22833546996116638,0.187720388174057,0.2564612627029419,0.2730693221092224,0.22457653284072876,0.0778411254286766
direction,0.25776705145835876,0.3763120174407959,0.16355663537979126,0.1745389997959137,0.19322426617145538,0.18922415375709534,0.22025705873966217,0.40720152854919434,0.25437691807746887,0.24169524013996124,0.2075049877166748,0.27348291873931885,0.22025705873966217,0.17925477027893066,0.19322426617145538,0.28851455450057983,0.25437691807746887,0.10739318281412125
.,0.3567904531955719,0.2580483853816986,0.3452940285205841,0.345660001039505,0.3128161132335663,0.5352458953857422,0.50484299659729,0.3260027766227722,0.19765201210975647,0.515582263469696,0.30320122838020325,0.3936232924461365,0.50484299659729,0.29091694951057434,0.3128161132335663,0.5934505462646484,0.19765201210975647,0.4130953550338745
