,why,might,the,temperature,affect,the,theory,of,plague,spreading,?
",",0.2827242314815521,0.2533247768878937,0.4933079481124878,0.2439086139202118,0.24902932345867157,0.4933079481124878,0.18095813691616058,0.4946078956127167,0.2630122900009155,0.259539395570755,0.31091248989105225
despite,0.22788569331169128,0.25331422686576843,0.3172689974308014,0.1196795105934143,0.26366451382637024,0.3172689974308014,0.16674144566059113,0.33505672216415405,0.1624823361635208,0.2343909740447998,0.14350546896457672
primitive,0.15558747947216034,0.28756627440452576,0.2213110327720642,0.1579195111989975,0.21548041701316833,0.2213110327720642,0.3129653334617615,0.2775842249393463,0.18947367370128632,0.2601091265678406,0.11466220766305923
transport,0.20538832247257233,0.13537365198135376,0.2433847039937973,0.20732633769512177,0.19989223778247833,0.2433847039937973,0.12846112251281738,0.2811439633369446,0.18836049735546112,0.19135814905166626,0.16607823967933655
systems,0.19513455033302307,0.26772892475128174,0.28089964389801025,0.2748340368270874,0.2973688542842865,0.28089964389801025,0.285675972700119,0.277031809091568,0.10399704426527023,0.22784997522830963,0.1575973927974701
",",0.2827242314815521,0.2533247768878937,0.4933079481124878,0.2439086139202118,0.24902932345867157,0.4933079481124878,0.18095813691616058,0.4946078956127167,0.2630122900009155,0.259539395570755,0.31091248989105225
the,0.30742117762565613,0.32504433393478394,1.0,0.27585095167160034,0.314972460269928,1.0,0.2277156263589859,0.733189046382904,0.2537761330604553,0.3464648723602295,0.22068053483963013
spread,0.22445589303970337,0.2455253154039383,0.28994160890579224,0.16802240908145905,0.3069935739040375,0.28994160890579224,0.21502067148685455,0.2895529866218567,0.3459134101867676,0.835309624671936,0.16482828557491302
of,0.28464117646217346,0.2900311052799225,0.733189046382904,0.21649840474128723,0.3070525825023651,0.733189046382904,0.23506702482700348,1.0,0.27455615997314453,0.3028612434864044,0.1826142966747284
the,0.30742117762565613,0.32504433393478394,1.0,0.27585095167160034,0.314972460269928,1.0,0.2277156263589859,0.733189046382904,0.2537761330604553,0.3464648723602295,0.22068053483963013
black,0.1917772740125656,0.13532547652721405,0.28466513752937317,0.15385212004184723,0.12187165021896362,0.28466513752937317,0.20110444724559784,0.23966942727565765,0.2843790054321289,0.21714948117733002,0.15159966051578522
death,0.1807563453912735,0.14490468800067902,0.21438048779964447,0.1864025741815567,0.14875373244285583,0.21438048779964447,0.0997479185461998,0.23778599500656128,0.2767121493816376,0.18952707946300507,0.21149799227714539
was,0.23341619968414307,0.25552675127983093,0.48711544275283813,0.18288718163967133,0.12406815588474274,0.48711544275283813,0.18278326094150543,0.4069072902202606,0.24312011897563934,0.16064481437206268,0.18412111699581146
much,0.4051775634288788,0.3874549865722656,0.35023224353790283,0.25265151262283325,0.3439655900001526,0.35023224353790283,0.24658197164535522,0.2671096920967102,0.18828725814819336,0.36562758684158325,0.23442231118679047
faster,0.30507951974868774,0.3188171982765198,0.25383174419403076,0.29439252614974976,0.3273581564426422,0.25383174419403076,0.2508297264575958,0.1398756504058838,0.13213521242141724,0.3267134428024292,0.2566389739513397
than,0.30495476722717285,0.3881576955318451,0.3227543234825134,0.22318358719348907,0.3047860562801361,0.3227543234825134,0.18195666372776031,0.33036211133003235,0.11852532625198364,0.27891048789024353,0.24917294085025787
that,0.5601457357406616,0.5377011895179749,0.5473989248275757,0.26260992884635925,0.3903253972530365,0.5473989248275757,0.36183905601501465,0.41498205065727234,0.23825600743293762,0.3587521016597748,0.32716336846351624
of,0.28464117646217346,0.2900311052799225,0.733189046382904,0.21649840474128723,0.3070525825023651,0.733189046382904,0.23506702482700348,1.0,0.27455615997314453,0.3028612434864044,0.1826142966747284
modern,0.12866966426372528,0.21613375842571259,0.3283970355987549,0.11528372764587402,0.14738090336322784,0.3283970355987549,0.24909061193466187,0.3482828736305237,0.14019879698753357,0.1734684258699417,0.12475407868623734
bubonic,0.2646867334842682,0.32425281405448914,0.3366847634315491,0.2654399871826172,0.3672882914543152,0.3366847634315491,0.20446613430976868,0.30323511362075806,0.6634843349456787,0.4157218933105469,0.21706949174404144
plague,0.2038693130016327,0.21895332634449005,0.2537761330604553,0.17417842149734497,0.2306089699268341,0.2537761330604553,0.1495029628276825,0.27455615997314453,0.9999999403953552,0.3390234410762787,0.11872942000627518
;,0.031007718294858932,0.01390612032264471,0.09152708947658539,0.05269727483391762,0.08882243186235428,0.09152708947658539,-0.03969723731279373,0.054534342139959335,-0.06239024177193642,0.020430827513337135,0.10349778085947037
that,0.5601457357406616,0.5377011895179749,0.5473989248275757,0.26260992884635925,0.3903253972530365,0.5473989248275757,0.36183905601501465,0.41498205065727234,0.23825600743293762,0.3587521016597748,0.32716336846351624
mortality,0.20752456784248352,0.2694471776485443,0.267873615026474,0.32636135816574097,0.3151340186595917,0.267873615026474,0.2418583333492279,0.2717146873474121,0.3367435932159424,0.2840985059738159,0.18695609271526337
rates,0.19132044911384583,0.3276554048061371,0.25867342948913574,0.3330117464065552,0.34205350279808044,0.25867342948913574,0.20743949711322784,0.2585311233997345,0.19638316333293915,0.28034013509750366,0.13808594644069672
of,0.28464117646217346,0.2900311052799225,0.733189046382904,0.21649840474128723,0.3070525825023651,0.733189046382904,0.23506702482700348,1.0,0.27455615997314453,0.3028612434864044,0.1826142966747284
the,0.30742117762565613,0.32504433393478394,1.0,0.27585095167160034,0.314972460269928,1.0,0.2277156263589859,0.733189046382904,0.2537761330604553,0.3464648723602295,0.22068053483963013
black,0.1917772740125656,0.13532547652721405,0.28466513752937317,0.15385212004184723,0.12187165021896362,0.28466513752937317,0.20110444724559784,0.23966942727565765,0.2843790054321289,0.21714948117733002,0.15159966051578522
death,0.1807563453912735,0.14490468800067902,0.21438048779964447,0.1864025741815567,0.14875373244285583,0.21438048779964447,0.0997479185461998,0.23778599500656128,0.2767121493816376,0.18952707946300507,0.21149799227714539
appear,0.2941259443759918,0.33688345551490784,0.3581200838088989,0.19697080552577972,0.3261011838912964,0.3581200838088989,0.12547388672828674,0.2246912121772766,0.20642799139022827,0.1766766756772995,0.22635367512702942
to,0.4100138247013092,0.5153919458389282,0.535392165184021,0.26598888635635376,0.2910311818122864,0.535392165184021,0.21947365999221802,0.41548454761505127,0.21845681965351105,0.3075626790523529,0.29463258385658264
be,0.4042811989784241,0.5260229706764221,0.4248143136501312,0.27885526418685913,0.34538543224334717,0.4248143136501312,0.2076098620891571,0.33904364705085754,0.15983276069164276,0.2573886811733246,0.3324260413646698
very,0.42126598954200745,0.40421855449676514,0.34171217679977417,0.23638767004013062,0.2787942588329315,0.34171217679977417,0.23015332221984863,0.34437474608421326,0.21692465245723724,0.32197436690330505,0.20864155888557434
high,0.1454300731420517,0.21981556713581085,0.28034812211990356,0.28133922815322876,0.1788695752620697,0.28034812211990356,0.1364048570394516,0.2803038954734802,0.15712063014507294,0.2516212463378906,0.11137914657592773
;,0.031007718294858932,0.01390612032264471,0.09152708947658539,0.05269727483391762,0.08882243186235428,0.09152708947658539,-0.03969723731279373,0.054534342139959335,-0.06239024177193642,0.020430827513337135,0.10349778085947037
that,0.5601457357406616,0.5377011895179749,0.5473989248275757,0.26260992884635925,0.3903253972530365,0.5473989248275757,0.36183905601501465,0.41498205065727234,0.23825600743293762,0.3587521016597748,0.32716336846351624
",",0.2827242314815521,0.2533247768878937,0.4933079481124878,0.2439086139202118,0.24902932345867157,0.4933079481124878,0.18095813691616058,0.4946078956127167,0.2630122900009155,0.259539395570755,0.31091248989105225
while,0.3304853141307831,0.34748756885528564,0.39804592728614807,0.13355524837970734,0.25109538435935974,0.39804592728614807,0.11231737583875656,0.3366928696632385,0.19562406837940216,0.3085707426071167,0.21076419949531555
modern,0.12866966426372528,0.21613375842571259,0.3283970355987549,0.11528372764587402,0.14738090336322784,0.3283970355987549,0.24909061193466187,0.3482828736305237,0.14019879698753357,0.1734684258699417,0.12475407868623734
bubonic,0.2646867334842682,0.32425281405448914,0.3366847634315491,0.2654399871826172,0.3672882914543152,0.3366847634315491,0.20446613430976868,0.30323511362075806,0.6634843349456787,0.4157218933105469,0.21706949174404144
plague,0.2038693130016327,0.21895332634449005,0.2537761330604553,0.17417842149734497,0.2306089699268341,0.2537761330604553,0.1495029628276825,0.27455615997314453,0.9999999403953552,0.3390234410762787,0.11872942000627518
is,0.26410171389579773,0.37027186155319214,0.5823672413825989,0.2979726195335388,0.23026642203330994,0.5823672413825989,0.19279582798480988,0.4854315221309662,0.15890252590179443,0.23088431358337402,0.22961433231830597
largely,0.2337387651205063,0.2519836723804474,0.34641584753990173,0.11217550933361053,0.19656991958618164,0.34641584753990173,0.21789243817329407,0.3087159991264343,0.1991717517375946,0.2600490152835846,0.08185246586799622
endemic,0.13403362035751343,0.1950397789478302,0.21873489022254944,0.20448146760463715,0.26625901460647583,0.21873489022254944,0.16356734931468964,0.26174184679985046,0.38072454929351807,0.29424917697906494,0.12765537202358246
as,0.3103298544883728,0.3630484640598297,0.48381632566452026,0.16889309883117676,0.22316762804985046,0.48381632566452026,0.18675357103347778,0.3886612355709076,0.1501513570547104,0.22481825947761536,0.27043893933296204
a,0.2667238116264343,0.4210625886917114,0.5829201340675354,0.2321433275938034,0.20271271467208862,0.5829201340675354,0.2233850657939911,0.5052502155303955,0.22077761590480804,0.278085857629776,0.23916715383529663
rural,0.07378485053777695,0.12359949946403503,0.18905460834503174,0.14701958000659943,0.20383620262145996,0.18905460834503174,0.11553828418254852,0.23932546377182007,0.11694152653217316,0.12284953147172928,0.11320571601390839
disease,0.189935103058815,0.21169717609882355,0.22720423340797424,0.24449554085731506,0.3091975748538971,0.22720423340797424,0.20631541311740875,0.22984620928764343,0.43937912583351135,0.36716070771217346,0.16159942746162415
",",0.2827242314815521,0.2533247768878937,0.4933079481124878,0.2439086139202118,0.24902932345867157,0.4933079481124878,0.18095813691616058,0.4946078956127167,0.2630122900009155,0.259539395570755,0.31091248989105225
the,0.30742117762565613,0.32504433393478394,1.0,0.27585095167160034,0.314972460269928,1.0,0.2277156263589859,0.733189046382904,0.2537761330604553,0.3464648723602295,0.22068053483963013
black,0.1917772740125656,0.13532547652721405,0.28466513752937317,0.15385212004184723,0.12187165021896362,0.28466513752937317,0.20110444724559784,0.23966942727565765,0.2843790054321289,0.21714948117733002,0.15159966051578522
death,0.1807563453912735,0.14490468800067902,0.21438048779964447,0.1864025741815567,0.14875373244285583,0.21438048779964447,0.0997479185461998,0.23778599500656128,0.2767121493816376,0.18952707946300507,0.21149799227714539
indiscriminately,0.3082168400287628,0.34451282024383545,0.22187381982803345,0.13857746124267578,0.25806164741516113,0.22187381982803345,0.22586560249328613,0.2035638839006424,0.24522936344146729,0.2824448347091675,0.25143080949783325
struck,0.21088388562202454,0.24205325543880463,0.2575269043445587,0.16342441737651825,0.267762690782547,0.2575269043445587,0.057850662618875504,0.19604799151420593,0.23939618468284607,0.25979915261268616,0.16401498019695282
urban,0.12956994771957397,0.1393193006515503,0.1482323557138443,0.09406933933496475,0.10856620967388153,0.1482323557138443,0.10551687330007553,0.26017457246780396,0.13913162052631378,0.13560980558395386,0.13119809329509735
and,0.27806392312049866,0.31685465574264526,0.5171257257461548,0.2216416299343109,0.3258028030395508,0.5171257257461548,0.1765792816877365,0.5116966962814331,0.2229994833469391,0.328510582447052,0.20544172823429108
rural,0.07378485053777695,0.12359949946403503,0.18905460834503174,0.14701958000659943,0.20383620262145996,0.18905460834503174,0.11553828418254852,0.23932546377182007,0.11694152653217316,0.12284953147172928,0.11320571601390839
areas,0.2656618356704712,0.2716331481933594,0.3311663568019867,0.263071745634079,0.28787603974342346,0.3311663568019867,0.1744486689567566,0.2803763747215271,0.20923379063606262,0.31420406699180603,0.1273590475320816
;,0.031007718294858932,0.01390612032264471,0.09152708947658539,0.05269727483391762,0.08882243186235428,0.09152708947658539,-0.03969723731279373,0.054534342139959335,-0.06239024177193642,0.020430827513337135,0.10349778085947037
and,0.27806392312049866,0.31685465574264526,0.5171257257461548,0.2216416299343109,0.3258028030395508,0.5171257257461548,0.1765792816877365,0.5116966962814331,0.2229994833469391,0.328510582447052,0.20544172823429108
that,0.5601457357406616,0.5377011895179749,0.5473989248275757,0.26260992884635925,0.3903253972530365,0.5473989248275757,0.36183905601501465,0.41498205065727234,0.23825600743293762,0.3587521016597748,0.32716336846351624
the,0.30742117762565613,0.32504433393478394,1.0,0.27585095167160034,0.314972460269928,1.0,0.2277156263589859,0.733189046382904,0.2537761330604553,0.3464648723602295,0.22068053483963013
pattern,0.183705136179924,0.2316647171974182,0.2485450804233551,0.1720852106809616,0.26528698205947876,0.2485450804233551,0.21831122040748596,0.16445347666740417,0.1625511199235916,0.24224498867988586,0.20064511895179749
of,0.28464117646217346,0.2900311052799225,0.733189046382904,0.21649840474128723,0.3070525825023651,0.733189046382904,0.23506702482700348,1.0,0.27455615997314453,0.3028612434864044,0.1826142966747284
the,0.30742117762565613,0.32504433393478394,1.0,0.27585095167160034,0.314972460269928,1.0,0.2277156263589859,0.733189046382904,0.2537761330604553,0.3464648723602295,0.22068053483963013
black,0.1917772740125656,0.13532547652721405,0.28466513752937317,0.15385212004184723,0.12187165021896362,0.28466513752937317,0.20110444724559784,0.23966942727565765,0.2843790054321289,0.21714948117733002,0.15159966051578522
death,0.1807563453912735,0.14490468800067902,0.21438048779964447,0.1864025741815567,0.14875373244285583,0.21438048779964447,0.0997479185461998,0.23778599500656128,0.2767121493816376,0.18952707946300507,0.21149799227714539
",",0.2827242314815521,0.2533247768878937,0.4933079481124878,0.2439086139202118,0.24902932345867157,0.4933079481124878,0.18095813691616058,0.4946078956127167,0.2630122900009155,0.259539395570755,0.31091248989105225
with,0.24107445776462555,0.28227806091308594,0.4223487675189972,0.19271746277809143,0.3020642399787903,0.4223487675189972,0.21627245843410492,0.41827285289764404,0.1677253097295761,0.25914886593818665,0.2433311939239502
major,0.17431777715682983,0.21691466867923737,0.31775903701782227,0.114250548183918,0.22639350593090057,0.31775903701782227,0.18956860899925232,0.2641255557537079,0.1585586667060852,0.18931978940963745,0.19788557291030884
outbreaks,0.1862606555223465,0.24316684901714325,0.294321209192276,0.2337614744901657,0.2583652138710022,0.294321209192276,0.1496763676404953,0.23829330503940582,0.5223511457443237,0.4314669072628021,0.18502937257289886
in,0.23227278888225555,0.26443570852279663,0.6662389636039734,0.269207626581192,0.31448644399642944,0.6662389636039734,0.16955126821994781,0.5696388483047485,0.2488756626844406,0.2809927463531494,0.20430970191955566
the,0.30742117762565613,0.32504433393478394,1.0,0.27585095167160034,0.314972460269928,1.0,0.2277156263589859,0.733189046382904,0.2537761330604553,0.3464648723602295,0.22068053483963013
same,0.2699325680732727,0.3573884069919586,0.4583131968975067,0.23330576717853546,0.33802473545074463,0.4583131968975067,0.1838415265083313,0.3808329105377197,0.14767569303512573,0.17349794507026672,0.22649677097797394
areas,0.2656618356704712,0.2716331481933594,0.3311663568019867,0.263071745634079,0.28787603974342346,0.3311663568019867,0.1744486689567566,0.2803763747215271,0.20923379063606262,0.31420406699180603,0.1273590475320816
separated,0.23455171287059784,0.13074129819869995,0.27899038791656494,0.20004044473171234,0.21930618584156036,0.27899038791656494,0.08422648161649704,0.27533861994743347,0.016667494550347328,0.14994457364082336,0.0923643484711647
by,0.19170543551445007,0.20839068293571472,0.4408751428127289,0.15203699469566345,0.1960909515619278,0.4408751428127289,0.17579947412014008,0.3646814823150635,0.22066086530685425,0.20913609862327576,0.17966607213020325
5,0.0901717022061348,0.057142749428749084,0.09255307912826538,0.12738364934921265,0.056640900671482086,0.09255307912826538,-0.0034942959900945425,0.1043979674577713,0.07602640986442566,0.022114891558885574,0.06222071498632431
to,0.4100138247013092,0.5153919458389282,0.535392165184021,0.26598888635635376,0.2910311818122864,0.535392165184021,0.21947365999221802,0.41548454761505127,0.21845681965351105,0.3075626790523529,0.29463258385658264
15,-0.06445270031690598,-0.050355445593595505,-0.011810222640633583,-0.010814093053340912,-0.04535910114645958,-0.011810222640633583,-0.07389412075281143,-0.02319195494055748,0.01571371592581272,-0.07016726583242416,-0.010706285014748573
years,0.2000180333852768,0.18977779150009155,0.2912273406982422,0.1418490707874298,0.14890018105506897,0.2912273406982422,0.1890709400177002,0.2904134690761566,0.22512836754322052,0.1635332852602005,0.1914375126361847
",",0.2827242314815521,0.2533247768878937,0.4933079481124878,0.2439086139202118,0.24902932345867157,0.4933079481124878,0.18095813691616058,0.4946078956127167,0.2630122900009155,0.259539395570755,0.31091248989105225
differs,0.14420096576213837,0.2703115940093994,0.34397226572036743,0.2464192807674408,0.3074744641780853,0.34397226572036743,0.20995834469795227,0.35657602548599243,0.05220485106110573,0.20654092729091644,0.1135924756526947
from,0.2592364251613617,0.23411066830158234,0.40150508284568787,0.17677412927150726,0.2122911810874939,0.40150508284568787,0.11020279675722122,0.4249346852302551,0.22369004786014557,0.24486413598060608,0.19969791173934937
modern,0.12866966426372528,0.21613375842571259,0.3283970355987549,0.11528372764587402,0.14738090336322784,0.3283970355987549,0.24909061193466187,0.3482828736305237,0.14019879698753357,0.1734684258699417,0.12475407868623734
bubonic,0.2646867334842682,0.32425281405448914,0.3366847634315491,0.2654399871826172,0.3672882914543152,0.3366847634315491,0.20446613430976868,0.30323511362075806,0.6634843349456787,0.4157218933105469,0.21706949174404144
plague—which,0.2533619701862335,0.2747504413127899,0.4096061885356903,0.26208436489105225,0.2863437831401825,0.4096061885356903,0.23707184195518494,0.382996529340744,0.8781654238700867,0.3808652460575104,0.19593451917171478
often,0.37303441762924194,0.46990349888801575,0.38004449009895325,0.24248656630516052,0.3164271116256714,0.38004449009895325,0.22939306497573853,0.3351972997188568,0.2215750515460968,0.35245102643966675,0.23748154938220978
becomes,0.17859601974487305,0.18019846081733704,0.2601490020751953,0.15400199592113495,0.1090216338634491,0.2601490020751953,0.05288796126842499,0.29713478684425354,0.06400258094072342,0.1483829766511917,0.1751440465450287
endemic,0.13403362035751343,0.1950397789478302,0.21873489022254944,0.20448146760463715,0.26625901460647583,0.21873489022254944,0.16356734931468964,0.26174184679985046,0.38072454929351807,0.29424917697906494,0.12765537202358246
for,0.3869043290615082,0.3858846127986908,0.4739971458911896,0.1894524246454239,0.311452180147171,0.4739971458911896,0.20500218868255615,0.4185989499092102,0.1471073478460312,0.24025823175907135,0.264628142118454
decades,0.09214606881141663,0.17712512612342834,0.3027496635913849,0.152359738945961,0.1726619005203247,0.3027496635913849,0.22602295875549316,0.22400543093681335,0.24628759920597076,0.32313433289527893,0.06808225065469742
with,0.24107445776462555,0.28227806091308594,0.4223487675189972,0.19271746277809143,0.3020642399787903,0.4223487675189972,0.21627245843410492,0.41827285289764404,0.1677253097295761,0.25914886593818665,0.2433311939239502
annual,0.11703411489725113,0.16561052203178406,0.2958983778953552,0.30294883251190186,0.20982685685157776,0.2958983778953552,0.10200867801904678,0.29535046219825745,0.1329178363084793,0.13554319739341736,0.1083487942814827
flare-ups,0.278664767742157,0.38710591197013855,0.24282707273960114,0.320207804441452,0.28929567337036133,0.24282707273960114,0.22066739201545715,0.18983329832553864,0.26906856894493103,0.368758887052536,0.1954091638326645
.,0.32909876108169556,0.27493223547935486,0.5934505462646484,0.2795942425727844,0.2787342071533203,0.5934505462646484,0.18047811090946198,0.5352458953857422,0.2547653317451477,0.2843473553657532,0.4130953550338745
