,which,theorem,states,that,all,large,odd,integers,can,be,expressed,as,a,sum,of,three,primes,?
vinogradov,0.21022024750709534,0.23104381561279297,0.24529848992824554,0.17953899502754211,0.19321632385253906,0.14112231135368347,0.09966305643320084,0.20371581614017487,0.1336650252342224,0.11863990873098373,0.1583254635334015,0.15899406373500824,0.23779530823230743,0.1443440318107605,0.23825882375240326,0.1532210260629654,0.21522627770900726,0.12464097887277603
's,0.03856118768453598,0.006648248061537743,-0.004298824816942215,0.04397977516055107,0.03181743621826172,0.06319566071033478,0.007479466497898102,0.03050779365003109,-0.02075597457587719,0.025217169895768166,-0.04779237508773804,-0.05775856226682663,0.04866964742541313,-0.011954233050346375,-0.03817026689648628,0.03946888819336891,0.011744771152734756,-0.023395681753754616
theorem,0.2076059877872467,1.0,0.21552643179893494,0.28924983739852905,0.13777028024196625,0.07598812878131866,0.21562500298023224,0.5183406472206116,0.19914768636226654,0.18646985292434692,0.23181341588497162,0.16078700125217438,0.2234962433576584,0.3648405373096466,0.18068012595176697,0.2395733892917633,0.5341587662696838,0.18729111552238464
says,0.297697514295578,0.30154505372047424,0.23936699330806732,0.4701751470565796,0.248556450009346,0.10355675965547562,0.12626993656158447,0.22420281171798706,0.23579293489456177,0.2873125374317169,0.20120464265346527,0.2768203914165497,0.31951332092285156,0.2559434771537781,0.29148387908935547,0.20132236182689667,0.262948602437973,0.2869862914085388
that,0.6894589066505432,0.28924983739852905,0.291576623916626,1.0,0.53305584192276,0.34200385212898254,0.249081552028656,0.32585978507995605,0.4522190988063812,0.6036020517349243,0.3005213737487793,0.4735107421875,0.47537946701049805,0.3294830620288849,0.41498205065727234,0.3407050371170044,0.30276167392730713,0.32716336846351624
every,0.4810190498828888,0.19043195247650146,0.21151071786880493,0.4773697257041931,0.4792110025882721,0.25082358717918396,0.300471693277359,0.29434463381767273,0.3617136478424072,0.3856845796108246,0.22071175277233124,0.2483101338148117,0.43930745124816895,0.2917729914188385,0.3414052724838257,0.3107015788555145,0.21308013796806335,0.24066033959388733
sufficiently,0.4164387583732605,0.282543808221817,0.19007357954978943,0.5372400879859924,0.37668201327323914,0.29453587532043457,0.24287477135658264,0.34506821632385254,0.4292161166667938,0.4787493944168091,0.3081399202346802,0.3424529433250427,0.316750168800354,0.26530447602272034,0.21049217879772186,0.22871984541416168,0.2504473030567169,0.30030086636543274
large,0.46308431029319763,0.07598812878131866,0.16094711422920227,0.34200385212898254,0.3291279077529907,1.0000001192092896,0.22454029321670532,0.22171597182750702,0.30512937903404236,0.2907196581363678,0.12567351758480072,0.24282054603099823,0.3740714490413666,0.23401908576488495,0.3569655418395996,0.21556000411510468,0.17346440255641937,0.1355665624141693
odd,0.20116104185581207,0.21562500298023224,0.18596895039081573,0.249081552028656,0.21483267843723297,0.22454029321670532,1.0000001192092896,0.42865726351737976,0.23914188146591187,0.22340990602970123,0.1536109298467636,0.1677120476961136,0.23868322372436523,0.26471227407455444,0.20188677310943604,0.25602924823760986,0.35255518555641174,0.21656003594398499
integer,0.24863886833190918,0.4884721338748932,0.07378174364566803,0.26981496810913086,0.24418266117572784,0.2056591957807541,0.3948904871940613,0.9381136894226074,0.29095104336738586,0.2557193338871002,0.23962680995464325,0.18676306307315826,0.22195649147033691,0.47473201155662537,0.158325657248497,0.19732682406902313,0.5403520464897156,0.2503974437713623
can,0.41132649779319763,0.19914768636226654,0.18360939621925354,0.4522190988063812,0.3574998378753662,0.30512937903404236,0.23914188146591187,0.33596161007881165,1.0,0.5791122913360596,0.2116832584142685,0.3245031237602234,0.3915780484676361,0.24193312227725983,0.2603091299533844,0.21489545702934265,0.2540391981601715,0.3226337134838104
be,0.476310670375824,0.18646985292434692,0.24637973308563232,0.6036020517349243,0.42151448130607605,0.2907196581363678,0.22340990602970123,0.28398826718330383,0.5791122913360596,1.0,0.25860801339149475,0.5230465531349182,0.39883795380592346,0.2493368238210678,0.33904364705085754,0.25663426518440247,0.24869440495967865,0.3324260413646698
written,0.30502957105636597,0.2601550221443176,0.16071173548698425,0.31561627984046936,0.21620284020900726,0.13935668766498566,0.18442614376544952,0.2690519690513611,0.16795562207698822,0.22968649864196777,0.3117639720439911,0.27031588554382324,0.22976966202259064,0.26332372426986694,0.20874574780464172,0.23624485731124878,0.357473760843277,0.21451954543590546
as,0.41006597876548767,0.16078700125217438,0.26192235946655273,0.4735107421875,0.33195313811302185,0.24282054603099823,0.1677120476961136,0.20550194382667542,0.3245031237602234,0.5230465531349182,0.2749443054199219,1.0,0.39550232887268066,0.13355539739131927,0.3886612355709076,0.23234014213085175,0.23833559453487396,0.27043893933296204
a,0.56894451379776,0.2234962433576584,0.24708621203899384,0.47537946701049805,0.2696802616119385,0.3740714490413666,0.23868322372436523,0.23136194050312042,0.3915780484676361,0.39883795380592346,0.220966175198555,0.39550232887268066,1.0,0.21291501820087433,0.5052502155303955,0.3025658130645752,0.21026647090911865,0.23916715383529663
sum,0.29702430963516235,0.3648405373096466,0.08627410978078842,0.3294830620288849,0.31301987171173096,0.23401908576488495,0.26471227407455444,0.5046970844268799,0.24193312227725983,0.2493368238210678,0.3113557696342468,0.13355539739131927,0.21291501820087433,1.0,0.22365950047969818,0.17708313465118408,0.3634170889854431,0.1473705917596817
of,0.5011631846427917,0.18068012595176697,0.30884552001953125,0.41498205065727234,0.42798417806625366,0.3569655418395996,0.20188677310943604,0.20153668522834778,0.2603091299533844,0.33904364705085754,0.2687252461910248,0.3886612355709076,0.5052502155303955,0.22365950047969818,1.0,0.3844621181488037,0.22199293971061707,0.1826142966747284
three,0.40919098258018494,0.2395733892917633,0.24490311741828918,0.3407050371170044,0.3989922106266022,0.21556000411510468,0.25602924823760986,0.24907289445400238,0.21489545702934265,0.25663426518440247,0.1296350657939911,0.23234014213085175,0.3025658130645752,0.17708313465118408,0.3844621181488037,1.0,0.22235886752605438,0.20928427577018738
primes,0.2975362241268158,0.5341587662696838,0.1690816879272461,0.30276167392730713,0.21498370170593262,0.17346440255641937,0.35255518555641174,0.5982050895690918,0.2540391981601715,0.24869440495967865,0.2393392026424408,0.23833559453487396,0.21026647090911865,0.3634170889854431,0.22199293971061707,0.22235886752605438,1.0,0.18851876258850098
.,0.45942068099975586,0.19165870547294617,0.33941102027893066,0.4460422694683075,0.43406882882118225,0.2304532378911972,0.24511313438415527,0.2307858020067215,0.35783761739730835,0.4383580684661865,0.24293068051338196,0.515582263469696,0.50484299659729,0.1653650403022766,0.5352458953857422,0.34968629479408264,0.2564551830291748,0.4130953550338745
