,what,position,does,brandon,marshall,currently,play,?
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.1588345170021057,0.22928133606910706,0.2945235073566437,0.24793598055839539,0.22068053483963013
ninth,0.11706084758043289,0.16575607657432556,0.14029201865196228,0.1591147482395172,0.2534172832965851,0.18423371016979218,0.1380290687084198,0.05752093717455864
time,0.36319252848625183,0.2923165261745453,0.2519678771495819,0.17589327692985535,0.10175134241580963,0.3216816484928131,0.2342018038034439,0.27391523122787476
in,0.30808621644973755,0.20453733205795288,0.214483380317688,0.2295675128698349,0.2483098953962326,0.30261120200157166,0.24321173131465912,0.20430970191955566
his,0.26976513862609863,0.2973788380622864,0.20403875410556793,0.2461460530757904,0.21420353651046753,0.19432422518730164,0.26032835245132446,0.18075084686279297
career,0.0917418897151947,0.26253893971443176,0.12606532871723175,0.2542347013950348,0.10712429881095886,0.2018398642539978,0.27714797854423523,0.1300809234380722
",",0.3087472915649414,0.1771278828382492,0.28617382049560547,0.3757055997848511,0.28719857335090637,0.33041635155677795,0.2231253683567047,0.31091248989105225
ranking,0.16402585804462433,0.32433944940567017,0.212086021900177,0.08072648197412491,0.1243990957736969,0.23810428380966187,0.19826191663742065,0.18589437007904053
second,0.19948028028011322,0.19420212507247925,0.18026727437973022,0.17530639469623566,0.13296402990818024,0.24718120694160461,0.22584517300128937,0.17239587008953094
on,0.34226128458976746,0.22749492526054382,0.2568802833557129,0.15651966631412506,0.15066194534301758,0.2809738218784332,0.22181138396263123,0.2714994251728058
the,0.42745697498321533,0.3183514177799225,0.35928019881248474,0.1588345170021057,0.22928133606910706,0.2945235073566437,0.24793598055839539,0.22068053483963013
team,0.17632107436656952,0.14903536438941956,0.1199060007929802,0.14998823404312134,0.17010095715522766,0.2737255096435547,0.3103903532028198,0.11243411153554916
with,0.2464839518070221,0.16771268844604492,0.26186925172805786,0.22552789747714996,0.17698487639427185,0.2596642076969147,0.2415807843208313,0.2433311939239502
7½,-0.04267220199108124,-8.733501454116777e-05,0.014668406918644905,0.06301002204418182,-0.028236135840415955,0.03879744932055473,-0.033656686544418335,-0.06016818434000015
sacks,0.0888017937541008,0.16444434225559235,0.09027056396007538,0.2339865118265152,0.18144960701465607,0.06365681439638138,0.17728741466999054,0.0761517658829689
.,0.3567904531955719,0.24342353641986847,0.3022993505001068,0.2766076326370239,0.25722721219062805,0.29744869470596313,0.25552695989608765,0.4130953550338745
