,what,percentage,of,primary,schools,used,welsh,primarily,or,exclusively,?
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.21150650084018707,0.2632134258747101,0.3090210556983948,0.1399436891078949,0.32119396328926086,0.3586423695087433,0.23381662368774414,0.20430970191955566
maintained,0.20107032358646393,0.19147834181785583,0.2985607385635376,0.20992758870124817,0.22304022312164307,0.2587733864784241,0.0973188728094101,0.2912871837615967,0.17426462471485138,0.26767823100090027,0.17174425721168518
primary,0.2113915979862213,0.1697329729795456,0.23414276540279388,1.0,0.38384848833084106,0.2554009258747101,0.1282118558883667,0.4815407991409302,0.24037444591522217,0.20425499975681305,0.16286636888980865
schools,0.1820785105228424,0.1464802473783493,0.265506386756897,0.38384848833084106,1.0,0.2245682328939438,0.12493382394313812,0.219577357172966,0.23524631559848785,0.1601361483335495,0.18349280953407288
used,0.27546408772468567,0.19381791353225708,0.3075267970561981,0.2554009258747101,0.2245682328939438,0.9999998807907104,0.22143852710723877,0.3614431917667389,0.4951852560043335,0.272957444190979,0.22430120408535004
welsh,0.11973178386688232,0.11588603258132935,0.11676425486803055,0.1282118558883667,0.12493382394313812,0.22143852710723877,1.0,0.12376915663480759,0.2167864441871643,0.0903862863779068,0.0826316848397255
as,0.31749409437179565,0.19401364028453827,0.3886612355709076,0.2169201374053955,0.21233005821704865,0.35160550475120544,0.2384587973356247,0.27375903725624084,0.4400654137134552,0.3014242947101593,0.27043893933296204
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.25688621401786804,0.22905772924423218,0.3718377649784088,0.181475430727005,0.34785038232803345,0.4174870550632477,0.3155750334262848,0.22068053483963013
sole,0.14980672299861908,0.15834446251392365,0.26031824946403503,0.23924165964126587,0.10078348219394684,0.19096936285495758,0.0604180246591568,0.2186768501996994,0.26884725689888,0.27832692861557007,0.16971178352832794
or,0.33867141604423523,0.29796382784843445,0.3792596757411957,0.24037444591522217,0.23524631559848785,0.4951852560043335,0.2167864441871643,0.27948999404907227,1.0000001192092896,0.2708505392074585,0.32389625906944275
main,0.2344268560409546,0.15041472017765045,0.3177044689655304,0.42449983954429626,0.17252077162265778,0.2582900822162628,0.0665348470211029,0.27491360902786255,0.22035714983940125,0.1764090657234192,0.1665669083595276
medium,0.09298098087310791,0.2518869936466217,0.17851373553276062,0.18874704837799072,0.19195465743541718,0.28818070888519287,0.17377980053424835,0.25062862038612366,0.2899248003959656,0.1814899891614914,0.09342553466558456
of,0.33290785551071167,0.24724560976028442,1.0,0.23414276540279388,0.265506386756897,0.3075267970561981,0.11676425486803055,0.2761906683444977,0.3792596757411957,0.21564675867557526,0.1826142966747284
instruction,0.3581218719482422,0.18448536098003387,0.24772194027900696,0.20682017505168915,0.2822161018848419,0.2520888149738312,0.19364385306835175,0.21769291162490845,0.3079230785369873,0.1760735958814621,0.2353983372449875
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.22422198951244354,0.2752705216407776,0.33111312985420227,0.1999685913324356,0.22026880085468292,0.36683785915374756,0.19385579228401184,0.4130953550338745
