,on,what,theorem,is,the,formula,that,frequently,generates,the,number,2,and,all,other,primes,precisely,once,based,on,?
the,0.5107308030128479,0.42745697498321533,0.18430666625499725,0.5823672413825989,1.0,0.19533312320709229,0.5473989248275757,0.2643548250198364,0.302420973777771,1.0,0.35145696997642517,-0.019434669986367226,0.5171257257461548,0.4860881567001343,0.44152235984802246,0.22359657287597656,0.3390568196773529,0.4227895736694336,0.29860720038414,0.5107308030128479,0.22068053483963013
number,0.2978411018848419,0.23046229779720306,0.2737624943256378,0.22390379011631012,0.35145696997642517,0.24893635511398315,0.32951247692108154,0.25304338335990906,0.27113887667655945,0.35145696997642517,1.0,0.04057243838906288,0.28545793890953064,0.3830430209636688,0.3754757344722748,0.42379385232925415,0.2867783010005951,0.19823184609413147,0.19376133382320404,0.2978411018848419,0.19256845116615295
2,-0.0046874904073774815,-0.049862053245306015,-0.008989349938929081,-0.07940074801445007,-0.019434669986367226,-0.0025225391145795584,-0.04901214689016342,0.05197097361087799,-0.13058097660541534,-0.019434669986367226,0.04057243838906288,0.9999998807907104,-0.0926629975438118,-0.06557616591453552,-0.06383107602596283,0.014338861219584942,-0.0032459069043397903,0.0018738651415333152,0.017230883240699768,-0.0046874904073774815,0.001977203879505396
many,0.32520127296447754,0.36131182312965393,0.1852584332227707,0.2649032473564148,0.4335206151008606,0.17132624983787537,0.5391656160354614,0.38650545477867126,0.22610218822956085,0.4335206151008606,0.41408368945121765,-0.06294522434473038,0.5296266674995422,0.5443700551986694,0.6324484348297119,0.2377949059009552,0.2390897423028946,0.34916409850120544,0.29395660758018494,0.32520127296447754,0.2124512493610382
times,0.21426425874233246,0.21414996683597565,0.1143360510468483,0.21773184835910797,0.29093852639198303,0.15971899032592773,0.2866678833961487,0.32720109820365906,0.17664949595928192,0.29093852639198303,0.2729065418243408,-0.036504704505205154,0.2611900568008423,0.251670241355896,0.28404101729393005,0.29194003343582153,0.14826197922229767,0.4679142236709595,0.13431303203105927,0.21426425874233246,0.18880689144134521
and,0.4077630043029785,0.31309178471565247,0.10136619955301285,0.3859752118587494,0.5171257257461548,0.18467900156974792,0.4731321930885315,0.3251250684261322,0.23343290388584137,0.5171257257461548,0.28545793890953064,-0.0926629975438118,1.0,0.4542157053947449,0.5504306554794312,0.24551862478256226,0.25873884558677673,0.31971874833106995,0.2660958170890808,0.4077630043029785,0.20544172823429108
all,0.3832052946090698,0.41981086134910583,0.13777028024196625,0.2553904056549072,0.4860881567001343,0.17335465550422668,0.53305584192276,0.27334344387054443,0.25873488187789917,0.4860881567001343,0.3830430209636688,-0.06557616591453552,0.4542157053947449,1.0000001192092896,0.5273400545120239,0.21498370170593262,0.27356627583503723,0.3892970681190491,0.2313152402639389,0.3832052946090698,0.29575422406196594
other,0.3410046398639679,0.341873437166214,0.08003514260053635,0.25895947217941284,0.44152235984802246,0.14690928161144257,0.5570666193962097,0.3283103108406067,0.28225091099739075,0.44152235984802246,0.3754757344722748,-0.06383107602596283,0.5504306554794312,0.5273400545120239,0.9999999403953552,0.2139948457479477,0.26289844512939453,0.3014834225177765,0.2762986719608307,0.3410046398639679,0.24682199954986572
primes,0.16345685720443726,0.2505246102809906,0.5341587662696838,0.2382466346025467,0.22359657287597656,0.24355360865592957,0.30276167392730713,0.2262384295463562,0.24138472974300385,0.22359657287597656,0.42379385232925415,0.014338861219584942,0.24551862478256226,0.21498370170593262,0.2139948457479477,1.0,0.22672967612743378,0.20242075622081757,0.11321622878313065,0.16345685720443726,0.18851876258850098
exactly,0.27424904704093933,0.5801165103912354,0.28522467613220215,0.26177722215652466,0.30447691679000854,0.18446660041809082,0.5056049823760986,0.22422920167446136,0.25964975357055664,0.30447691679000854,0.24885956943035126,-0.06446114927530289,0.19439062476158142,0.3484826683998108,0.2919299602508545,0.2918030023574829,0.5453992486000061,0.3331752419471741,0.20398692786693573,0.27424904704093933,0.35508325695991516
once,0.3051988482475281,0.38428619503974915,0.12211030721664429,0.3481405973434448,0.4227895736694336,0.08369607478380203,0.4772558808326721,0.3869656026363373,0.19207368791103363,0.4227895736694336,0.19823184609413147,0.0018738651415333152,0.31971874833106995,0.3892970681190491,0.3014834225177765,0.20242075622081757,0.26551228761672974,1.0,0.2101258933544159,0.3051988482475281,0.17750471830368042
.,0.49257001280784607,0.3567904531955719,0.19165870547294617,0.4569662809371948,0.5934505462646484,0.22689808905124664,0.4460422694683075,0.21373344957828522,0.26904383301734924,0.5934505462646484,0.3256329298019409,-0.037111926823854446,0.588965117931366,0.43406882882118225,0.41511186957359314,0.2564551830291748,0.21873106062412262,0.32454150915145874,0.29699069261550903,0.49257001280784607,0.4130953550338745
