,when,did,the,syrian,civil,war,begin,?
the,0.5091903209686279,0.34736719727516174,1.0,0.24834218621253967,0.2477465271949768,0.366199791431427,0.34293439984321594,0.22068053483963013
iraqi,0.1515178382396698,0.15640580654144287,0.1663299798965454,0.6057289242744446,0.21135665476322174,0.2671641409397125,0.17490442097187042,0.16671344637870789
insurgency,0.2203974425792694,0.19741657376289368,0.24925687909126282,0.34568503499031067,0.34954676032066345,0.43214455246925354,0.13137733936309814,0.11632584035396576
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.22133511304855347,0.16867391765117645,0.22443464398384094,0.27644142508506775,0.32716336846351624
followed,0.2927686870098114,0.2675115466117859,0.3567860722541809,0.09106296300888062,0.1588338166475296,0.15909534692764282,0.31644585728645325,0.20567169785499573
the,0.5091903209686279,0.34736719727516174,1.0,0.24834218621253967,0.2477465271949768,0.366199791431427,0.34293439984321594,0.22068053483963013
march,0.22895319759845734,0.27992504835128784,0.2680487632751465,0.1762159913778305,0.26464784145355225,0.24420683085918427,0.17549718916416168,0.2802562415599823
2003,-0.2741066515445709,-0.1555103063583374,-0.14761915802955627,-0.14759723842144012,-0.0984472781419754,-0.13734640181064606,-0.07637031376361847,-0.17560148239135742
invasion,0.22931015491485596,0.1800924837589264,0.32296645641326904,0.1533234417438507,0.2713945209980011,0.43677109479904175,0.2925814688205719,0.18923960626125336
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1932663768529892,0.24698495864868164,0.31680163741111755,0.24830074608325958,0.1826142966747284
iraq,0.18425685167312622,0.17306172847747803,0.2386751025915146,0.48105737566947937,0.2977738678455353,0.3899574875831604,0.2041589766740799,0.13788843154907227
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.16905637085437775,0.15479567646980286,0.18974854052066803,0.16351081430912018,0.17966607213020325
western,0.2197389006614685,0.15773870050907135,0.37920868396759033,0.24259348213672638,0.1681133359670639,0.23575052618980408,0.11704857647418976,0.17439141869544983
forces,0.2460811883211136,0.13164828717708588,0.3134811818599701,0.2148035615682602,0.3279988169670105,0.4495985805988312,0.2824028730392456,0.16984491050243378
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20895400643348694,0.24795588850975037,0.2671184241771698,0.27304404973983765,0.31091248989105225
joined,0.2696928381919861,0.2579648792743683,0.2943263649940491,0.11857590824365616,0.2188899964094162,0.2233894318342209,0.24210163950920105,0.06566751003265381
the,0.5091903209686279,0.34736719727516174,1.0,0.24834218621253967,0.2477465271949768,0.366199791431427,0.34293439984321594,0.22068053483963013
fight,0.3128635585308075,0.32103484869003296,0.28874441981315613,0.11749999225139618,0.24232299625873566,0.4098190665245056,0.24771952629089355,0.16463038325309753
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.21776847541332245,0.26466667652130127,0.29904094338417053,0.2903634011745453,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.24834218621253967,0.2477465271949768,0.366199791431427,0.34293439984321594,0.22068053483963013
syrian,0.19783326983451843,0.13533952832221985,0.24834218621253967,1.0,0.21987700462341309,0.21694713830947876,0.1417374461889267,0.11978482455015182
civil,0.14899945259094238,0.17288750410079956,0.2477465271949768,0.21987700462341309,1.0,0.5418448448181152,0.20352737605571747,0.1494513899087906
war,0.26339730620384216,0.27422013878822327,0.366199791431427,0.21694713830947876,0.5418448448181152,1.0000001192092896,0.19106189906597137,0.15510529279708862
beginning,0.41447868943214417,0.28616875410079956,0.49622642993927,0.15623940527439117,0.23373743891716003,0.363357275724411,0.5141252875328064,0.19413669407367706
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.21776847541332245,0.26466667652130127,0.29904094338417053,0.2903634011745453,0.20430970191955566
march,0.22895319759845734,0.27992504835128784,0.2680487632751465,0.1762159913778305,0.26464784145355225,0.24420683085918427,0.17549718916416168,0.2802562415599823
2011,0.07140792906284332,-0.03760814294219017,0.07811610400676727,0.04933955892920494,-0.03963577747344971,0.01702199876308441,-0.019491158425807953,0.005212190095335245
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20895400643348694,0.24795588850975037,0.2671184241771698,0.27304404973983765,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.23192812502384186,0.25259146094322205,0.29695844650268555,0.2599445581436157,0.20544172823429108
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.18755006790161133,0.24303317070007324,0.3560331463813782,0.17294162511825562,0.18412111699581146
expelled,0.3589226305484772,0.22422687709331512,0.2865907847881317,0.2922542691230774,0.2153511792421341,0.2702774703502655,0.26005351543426514,0.04119007661938667
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.21531331539154053,0.11420916765928268,0.1811102032661438,0.2698803246021271,0.19969791173934937
al-qaeda,0.16748076677322388,0.18361106514930725,0.24044957756996155,0.3175733685493469,0.1956653743982315,0.26992109417915344,0.13661527633666992,0.1877317875623703
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.21776847541332245,0.26466667652130127,0.29904094338417053,0.2903634011745453,0.20430970191955566
early,0.32107013463974,0.32047218084335327,0.34442198276519775,0.23776757717132568,0.18394789099693298,0.2270742505788803,0.3178265690803528,0.15272949635982513
2014,0.1509266346693039,-0.002547524170950055,0.059490643441677094,0.04710663855075836,0.053085800260305405,-0.03443955257534981,0.010990053415298462,0.058127544820308685
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.20895400643348694,0.24795588850975037,0.2671184241771698,0.27304404973983765,0.31091248989105225
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.14785662293434143,0.16291406750679016,0.17743611335754395,0.12756820023059845,0.40561532974243164
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.16993142664432526,0.13459211587905884,0.2244700789451599,0.22235408425331116,0.25814583897590637
complained,0.30355098843574524,0.4460773169994354,0.26708030700683594,0.11407490074634552,0.26399916410446167,0.23863808810710907,0.28744009137153625,0.2260366827249527
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.1932663768529892,0.24698495864868164,0.31680163741111755,0.24830074608325958,0.1826142966747284
its,0.34032323956489563,0.19922670722007751,0.559237003326416,0.18593163788318634,0.15427452325820923,0.23775866627693176,0.20967066287994385,0.15103481709957123
failure,0.16057926416397095,0.20153479278087616,0.24083465337753296,0.147612527012825,0.19398577511310577,0.1950053870677948,0.1654917448759079,0.12142058461904526
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.143992617726326,0.2019355595111847,0.2610234022140503,0.33302420377731323,0.29463258385658264
consult,0.184132918715477,0.2501526474952698,0.18182523548603058,0.2040809690952301,0.20129713416099548,0.12255226075649261,0.1783384382724762,0.290117084980011
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.23192812502384186,0.25259146094322205,0.29695844650268555,0.2599445581436157,0.20544172823429108
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.146023228764534,0.06784805655479431,0.02770489826798439,0.06058061867952347,0.0685480609536171
notorious,0.17934803664684296,0.15179063379764557,0.23117510974407196,0.14177076518535614,0.18686264753341675,0.2502295672893524,0.10058000683784485,0.21345876157283783
intransigence,0.25198230147361755,0.16403138637542725,0.3721162676811218,0.25182390213012695,0.262497216463089,0.2879205346107483,0.1990022361278534,0.25471341609954834
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,-0.053261879831552505,-0.062313709408044815,-0.04993505775928497,-0.007931173779070377,0.018684765323996544
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.15815837681293488,0.168956458568573,0.183685764670372,0.13078060746192932,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.22780047357082367,0.2541380822658539,0.3000848889350891,0.24827922880649567,0.4130953550338745
