,how,many,passing,yards,did,cam,newton,get,for,his,4,of,4,passes,?
",",0.22659391164779663,0.40610817074775696,0.2306000292301178,0.16944201290607452,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.2926318049430847,0.4464869201183319,0.3378419280052185,0.15652385354042053,0.4946078956127167,0.15652385354042053,0.28486189246177673,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.2964493930339813,0.2172633707523346,0.3330625295639038,0.16950686275959015,0.1801067441701889,0.3326869010925293,0.4232339859008789,0.39785656332969666,0.09314367175102234,0.3366928696632385,0.09314367175102234,0.21371236443519592,0.21076419949531555
jonathan,0.207630917429924,0.1268540769815445,0.10447006672620773,0.09878552705049515,0.1912205070257187,0.18756383657455444,0.07647241652011871,0.09989124536514282,0.19300298392772675,0.23336242139339447,0.08586671948432922,0.13101203739643097,0.08586671948432922,0.09049034118652344,0.15653139352798462
stewart,0.1742994338274002,0.14387744665145874,0.10161083191633224,0.17841756343841553,0.21499890089035034,0.24248157441616058,0.3106647729873657,0.2127733677625656,0.18704523146152496,0.2502935528755188,0.12183703482151031,0.19252897799015045,0.12183703482151031,0.052904579788446426,0.11473192274570465
finished,0.18142320215702057,0.15678347647190094,0.22728267312049866,0.2438107579946518,0.34182655811309814,0.07769463211297989,0.1938295215368271,0.18080508708953857,0.261849045753479,0.30028635263442993,0.1527322381734848,0.19935797154903412,0.1527322381734848,0.16216731071472168,0.14789283275604248
the,0.33890387415885925,0.4335206151008606,0.3088957965373993,0.16070343554019928,0.34736719727516174,0.18275147676467896,0.1876603662967682,0.29667025804519653,0.4739971458911896,0.4394008219242096,0.15499350428581238,0.733189046382904,0.15499350428581238,0.3752402365207672,0.22068053483963013
drive,0.1935412734746933,0.18613727390766144,0.18448032438755035,0.2445821315050125,0.1745801717042923,0.2872565686702728,0.14229874312877655,0.2886830270290375,0.2716398239135742,0.14205576479434967,-0.026536107063293457,0.17806991934776306,-0.026536107063293457,0.2119106948375702,0.11447915434837341
with,0.3525622487068176,0.35744401812553406,0.22740818560123444,0.14512313902378082,0.25472134351730347,0.13429154455661774,0.1584642082452774,0.3307689428329468,0.39140474796295166,0.33836179971694946,0.06829915195703506,0.41827285289764404,0.06829915195703506,0.20560717582702637,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.26634570956230164,0.19167225062847137,0.2552328109741211,0.18400311470031738,0.1884482353925705,0.27948489785194397,0.44038116931915283,0.3497250974178314,0.08102071285247803,0.5052502155303955,0.08102071285247803,0.31111034750938416,0.23916715383529663
1-yard,0.24030393362045288,0.2006685435771942,0.27060839533805847,0.5383393168449402,0.18140347301959991,0.17241793870925903,0.2831776738166809,0.23795515298843384,0.252498596906662,0.3072388172149658,0.10688656568527222,0.19138266146183014,0.10688656568527222,0.21985845267772675,0.1193876713514328
touchdown,0.1383858025074005,0.0646008551120758,0.47269338369369507,0.6753588914871216,0.1660659909248352,0.26505252718925476,0.29466405510902405,0.2010618895292282,0.26143357157707214,0.26744627952575684,-0.0011191320372745395,0.15340197086334229,-0.0011191320372745395,0.431114137172699,0.12741123139858246
run,0.2245650738477707,0.24698178470134735,0.2440497726202011,0.2157886028289795,0.2303875833749771,0.1483599692583084,0.1615385115146637,0.3689092695713043,0.27206581830978394,0.18389900028705597,0.021807292476296425,0.2272813767194748,0.021807292476296425,0.24332430958747864,0.17904110252857208
",",0.22659391164779663,0.40610817074775696,0.2306000292301178,0.16944201290607452,0.3015086054801941,0.22727563977241516,0.2648763358592987,0.2926318049430847,0.4464869201183319,0.3378419280052185,0.15652385354042053,0.4946078956127167,0.15652385354042053,0.28486189246177673,0.31091248989105225
cutting,0.2312716394662857,0.25936827063560486,0.3283383846282959,0.23584473133087158,0.10810140520334244,0.1544187068939209,0.13974222540855408,0.24045901000499725,0.3118418753147125,0.1953585147857666,-0.03709322214126587,0.26013487577438354,-0.03709322214126587,0.20701825618743896,0.07885761559009552
the,0.33890387415885925,0.4335206151008606,0.3088957965373993,0.16070343554019928,0.34736719727516174,0.18275147676467896,0.1876603662967682,0.29667025804519653,0.4739971458911896,0.4394008219242096,0.15499350428581238,0.733189046382904,0.15499350428581238,0.3752402365207672,0.22068053483963013
score,0.21145649254322052,0.06875400245189667,0.17059163749217987,0.2295611947774887,0.1936793327331543,0.11817726492881775,0.12628361582756042,0.23645836114883423,0.19645971059799194,0.17714694142341614,0.06030788645148277,0.1790168732404709,0.06030788645148277,0.10257738083600998,0.199510395526886
to,0.44169697165489197,0.40243685245513916,0.30583032965660095,0.1612969934940338,0.4452643394470215,0.13727928698062897,0.2176830768585205,0.4388369917869568,0.4451248347759247,0.3715193271636963,0.059323787689208984,0.41548454761505127,0.059323787689208984,0.2602662146091461,0.29463258385658264
10–7,0.22147424519062042,0.11533179134130478,0.14243534207344055,0.059250976890325546,0.019936665892601013,0.0924428179860115,-0.004227795172482729,0.23961804807186127,0.11727024614810944,-0.059046510607004166,-0.06022384390234947,0.12741169333457947,-0.06022384390234947,0.17522495985031128,0.29080602526664734
with,0.3525622487068176,0.35744401812553406,0.22740818560123444,0.14512313902378082,0.25472134351730347,0.13429154455661774,0.1584642082452774,0.3307689428329468,0.39140474796295166,0.33836179971694946,0.06829915195703506,0.41827285289764404,0.06829915195703506,0.20560717582702637,0.2433311939239502
11:28,-0.03338530659675598,0.09785725921392441,-0.0360076017677784,0.033696770668029785,0.027782781049609184,-0.01732635870575905,-0.02888774685561657,0.0017309349495917559,-0.035777460783720016,0.01728374883532524,-0.0033112692181020975,0.026019509881734848,-0.0033112692181020975,-0.015315092168748379,-0.040974948555231094
left,0.186065211892128,0.15492984652519226,0.1495230346918106,0.20534203946590424,0.27335280179977417,0.08666917681694031,0.03717528656125069,0.19844694435596466,0.19966527819633484,0.25896263122558594,0.08582615852355957,0.2218635529279709,0.08582615852355957,0.11864467710256577,0.13251960277557373
in,0.2601168751716614,0.41474202275276184,0.1942625194787979,0.14206624031066895,0.2593238651752472,0.17906330525875092,0.23639483749866486,0.24899829924106598,0.4322226941585541,0.3598145842552185,0.08310048282146454,0.5696388483047485,0.08310048282146454,0.2780042290687561,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.3088957965373993,0.16070343554019928,0.34736719727516174,0.18275147676467896,0.1876603662967682,0.29667025804519653,0.4739971458911896,0.4394008219242096,0.15499350428581238,0.733189046382904,0.15499350428581238,0.3752402365207672,0.22068053483963013
second,0.16459402441978455,0.1634775847196579,0.18130402266979218,0.210638165473938,0.20727969706058502,0.07309261709451675,0.22137822210788727,0.21905669569969177,0.25438159704208374,0.29419460892677307,0.16558870673179626,0.353416383266449,0.16558870673179626,0.21513143181800842,0.17239587008953094
quarter,0.16386651992797852,0.17006465792655945,0.1461353302001953,0.32110607624053955,0.13370782136917114,0.15939465165138245,0.18165357410907745,0.19132426381111145,0.23415552079677582,0.23591378331184387,0.04650497063994408,0.30494412779808044,0.04650497063994408,0.2123313695192337,0.1356993168592453
.,0.3287222981452942,0.3974229395389557,0.18248231709003448,0.17664551734924316,0.35288307070732117,0.15243393182754517,0.20699870586395264,0.39392393827438354,0.4726039469242096,0.3119256794452667,0.0835196003317833,0.5352458953857422,0.0835196003317833,0.22859860956668854,0.4130953550338745
