,in,what,year,did,the,apollo,1,cabin,fire,occur,?
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.19808128476142883,-0.15742997825145721,0.18909597396850586,0.24915234744548798,0.28566715121269226,0.31091248989105225
despite,0.27473363280296326,0.1825345903635025,0.18577145040035248,0.38115930557250977,0.3172689974308014,0.14132487773895264,-0.23004625737667084,0.17018571496009827,0.2038673460483551,0.20551206171512604,0.14350546896457672
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2169172167778015,-0.1554475575685501,0.23489025235176086,0.2911929488182068,0.26611819863319397,0.22068053483963013
major,0.3249945342540741,0.21026742458343506,0.17671433091163635,0.20997437834739685,0.31775903701782227,0.11867133527994156,-0.10469058901071548,0.12047483772039413,0.17583602666854858,0.18492946028709412,0.19788557291030884
setback,0.28636541962623596,0.3320176899433136,0.16106967628002167,0.2703627347946167,0.3215973973274231,0.18648019433021545,-0.21707233786582947,0.25492414832115173,0.21803060173988342,0.2836834788322449,0.20897552371025085
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.1786269098520279,-0.09473495930433273,0.2067061811685562,0.20259131491184235,0.24223870038986206,0.1826142966747284
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.19996169209480286,-0.20817746222019196,0.2335718870162964,0.2617572844028473,0.18892104923725128,0.23916715383529663
1967,0.004017085302621126,-0.0218155886977911,0.027806339785456657,-0.049660373479127884,-0.012038951739668846,-0.13542231917381287,-0.002509352285414934,-0.14052526652812958,-0.14132250845432281,-0.1662473976612091,0.017933469265699387
apollo,0.1461767554283142,0.13561789691448212,0.18754246830940247,0.1976410299539566,0.2169172167778015,0.9999999403953552,-0.17533797025680542,0.363837867975235,0.24718856811523438,0.06707432121038437,0.191528782248497
1,-0.10660158097743988,-0.21266892552375793,-0.17201529443264008,-0.2815930247306824,-0.1554475575685501,-0.17533797025680542,1.0,-0.15557871758937836,-0.04729834198951721,-0.05737084522843361,-0.249979168176651
cabin,0.19721314311027527,0.17852115631103516,0.11588551849126816,0.19507652521133423,0.23489025235176086,0.363837867975235,-0.15557871758937836,1.0000001192092896,0.22614069283008575,0.07541962713003159,0.15796571969985962
fire,0.2514701783657074,0.19359004497528076,0.08601561188697815,0.19300588965415955,0.2911929488182068,0.24718856811523438,-0.04729834198951721,0.22614069283008575,0.9999999403953552,0.16329966485500336,0.14396874606609344
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.5473989248275757,0.2014923095703125,-0.3131840229034424,0.2141328901052475,0.22560954093933105,0.24763844907283783,0.32716336846351624
killed,0.1957504004240036,0.1862335354089737,0.21095770597457886,0.24296797811985016,0.23115427792072296,0.2064969837665558,-0.11083222925662994,0.2257874757051468,0.29567381739616394,0.202641099691391,0.17928971350193024
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2169172167778015,-0.1554475575685501,0.23489025235176086,0.2911929488182068,0.26611819863319397,0.22068053483963013
entire,0.3347092568874359,0.37562522292137146,0.17510603368282318,0.22471237182617188,0.4870373010635376,0.16216827929019928,-0.09593211114406586,0.16199557483196259,0.2004348486661911,0.14589248597621918,0.17068447172641754
crew,0.18897703289985657,0.17533187568187714,0.14569489657878876,0.16688382625579834,0.25329816341400146,0.36530131101608276,-0.07515875995159149,0.3638637661933899,0.32482561469078064,0.06818315386772156,0.16586194932460785
during,0.4627237319946289,0.24137552082538605,0.3447895348072052,0.30679523944854736,0.4838213622570038,0.22065234184265137,-0.128046452999115,0.22419993579387665,0.21057194471359253,0.29609251022338867,0.1325719803571701
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.19996169209480286,-0.20817746222019196,0.2335718870162964,0.2617572844028473,0.18892104923725128,0.23916715383529663
prelaunch,0.210052028298378,0.23773238062858582,0.2498299777507782,0.1912418156862259,0.2537612020969391,0.3589981198310852,-0.2004726678133011,0.20084358751773834,0.10261386632919312,0.07863889634609222,0.2925069332122803
test,0.1630522608757019,0.2596650719642639,0.14514319598674774,0.1707909107208252,0.19235259294509888,0.3095526397228241,-0.16706395149230957,0.12819355726242065,0.10254383832216263,0.12350452691316605,0.19832737743854523
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.22384987771511078,-0.15870751440525055,0.20977994799613953,0.2511917054653168,0.21290622651576996,0.4130953550338745
