,for,a,field,f,containing,0,and,1,",",what,would,be,the,prime,field,?
f,0.20350509881973267,0.2362123429775238,0.1549261063337326,1.0,0.09372232109308243,-0.004367758985608816,0.23285622894763947,-0.12177052348852158,0.2089088261127472,0.12896136939525604,0.16525419056415558,0.16828881204128265,0.20223011076450348,0.17866604030132294,0.1549261063337326,0.1749851107597351
containing,0.30464085936546326,0.2822553813457489,0.11974441260099411,0.09372232109308243,1.0000001192092896,-0.02801463194191456,0.2863690257072449,-0.10849343985319138,0.24371451139450073,0.10250329971313477,0.163497194647789,0.3224400281906128,0.268460214138031,0.11684849858283997,0.11974441260099411,0.1655367761850357
both,0.3887220323085785,0.3171786069869995,0.1950375735759735,0.21018022298812866,0.23574289679527283,0.03089991770684719,0.5503310561180115,-0.28022778034210205,0.38080528378486633,0.3361809551715851,0.3794318735599518,0.37506237626075745,0.4931981563568115,0.18605577945709229,0.1950375735759735,0.19455738365650177
0,0.0355537012219429,-0.01516808569431305,0.08253461867570877,-0.004367758985608816,-0.02801463194191456,1.0,0.13390682637691498,0.0500660315155983,0.06669995188713074,0.05378047749400139,0.023930909112095833,0.059845130890607834,0.06647186726331711,0.05590185150504112,0.08253461867570877,0.0436553880572319
and,0.5064792633056641,0.3739250600337982,0.26487240195274353,0.23285622894763947,0.2863690257072449,0.13390682637691498,1.0,-0.20516018569469452,0.6633074283599854,0.31309178471565247,0.34921059012413025,0.41766801476478577,0.5171257257461548,0.21528048813343048,0.26487240195274353,0.20544172823429108
1,-0.31088897585868835,-0.20817746222019196,-0.09937694668769836,-0.12177052348852158,-0.10849343985319138,0.0500660315155983,-0.20516018569469452,1.0,-0.15742997825145721,-0.21266892552375793,-0.33511853218078613,-0.2923636734485626,-0.1554475575685501,-0.17159132659435272,-0.09937694668769836,-0.249979168176651
.,0.4726039469242096,0.50484299659729,0.23224417865276337,0.3137485980987549,0.23683732748031616,0.09205207228660583,0.588965117931366,-0.15870751440525055,0.6812511086463928,0.3567904531955719,0.35067233443260193,0.4383580684661865,0.5934505462646484,0.17658381164073944,0.23224417865276337,0.4130953550338745
,for,a,field,f,containing,0,and,1,",",what,would,be,the,prime,field,?
it,0.32171204686164856,0.5452592968940735,0.1835959255695343,0.17442089319229126,0.24364428222179413,0.0029115905053913593,0.40957894921302795,-0.14533983170986176,0.48329564929008484,0.45803478360176086,0.36398744583129883,0.5203388929367065,0.6251175999641418,0.16581475734710693,0.1835959255695343,0.25732165575027466
is,0.43268078565597534,0.658733606338501,0.17269009351730347,0.20386354625225067,0.31318455934524536,-0.013776509091258049,0.3859752118587494,-0.12491171807050705,0.4691906273365021,0.28837618231773376,0.33626067638397217,0.4819129705429077,0.5823672413825989,0.16680827736854553,0.17269009351730347,0.22961433231830597
either,0.3058042526245117,0.40784984827041626,0.19985869526863098,0.08814874291419983,0.3030916750431061,-0.01341493334621191,0.2910216748714447,-0.2703090310096741,0.28548023104667664,0.3851809501647949,0.4276939034461975,0.513343870639801,0.3795609474182129,0.14808383584022522,0.19985869526863098,0.31498292088508606
q,0.18233174085617065,0.17719541490077972,0.19085818529129028,0.26904577016830444,0.1056368499994278,0.011322954669594765,0.22011294960975647,-0.14872030913829803,0.23311607539653778,0.2383371889591217,0.19689399003982544,0.1806275099515915,0.17467540502548218,0.11112084984779358,0.19085818529129028,0.31306079030036926
or,0.4111599624156952,0.48853766918182373,0.23558464646339417,0.11678987741470337,0.38184985518455505,0.04436071962118149,0.4713204801082611,-0.21893133223056793,0.3769497275352478,0.33867141604423523,0.39548179507255554,0.5260903835296631,0.4174870550632477,0.12635108828544617,0.23558464646339417,0.32389625906944275
the,0.4739971458911896,0.5829201340675354,0.2105809599161148,0.20223011076450348,0.268460214138031,0.06647186726331711,0.5171257257461548,-0.1554475575685501,0.4933079481124878,0.42745697498321533,0.4133751392364502,0.4248143136501312,1.0,0.19960100948810577,0.2105809599161148,0.22068053483963013
finite,0.24490396678447723,0.32740581035614014,0.25265923142433167,0.18324072659015656,0.32124942541122437,-0.005360976792871952,0.19670739769935608,-0.21552421152591705,0.24448928236961365,0.24087895452976227,0.30002859234809875,0.30501997470855713,0.25951775908470154,0.25096097588539124,0.25265923142433167,0.19618844985961914
field,0.24342265725135803,0.2030690312385559,1.0,0.1549261063337326,0.11974441260099411,0.08253461867570877,0.26487240195274353,-0.09937694668769836,0.27645614743232727,0.1825202852487564,0.18384042382240295,0.21388062834739685,0.2105809599161148,0.08071085810661316,1.0,0.11279727518558502
with,0.39140474796295166,0.3783375024795532,0.15400348603725433,0.12817251682281494,0.33379486203193665,-0.06535724550485611,0.5477725267410278,-0.2545506954193115,0.4120737314224243,0.2464839518070221,0.38372042775154114,0.36101722717285156,0.4223487675189972,0.09384632855653763,0.15400348603725433,0.2433311939239502
p,0.13376198709011078,0.15866722166538239,0.11959856748580933,0.289474219083786,0.16000576317310333,0.044230490922927856,0.198231041431427,-0.08734627813100815,0.291064590215683,0.18586504459381104,0.1375492513179779,0.12313798069953918,0.16481639444828033,0.17530764639377594,0.11959856748580933,0.20840544998645782
elements,0.21664150059223175,0.2716076672077179,0.1802036613225937,0.14952316880226135,0.40437376499176025,-0.07502590864896774,0.2731180787086487,-0.2007310390472412,0.2555456757545471,0.2152351289987564,0.2245403677225113,0.27496111392974854,0.22297804057598114,0.10836401581764221,0.1802036613225937,0.15222592651844025
",",0.4464869201183319,0.427140474319458,0.27645614743232727,0.2089088261127472,0.24371451139450073,0.06669995188713074,0.6633074283599854,-0.15742997825145721,1.0000001192092896,0.3087472915649414,0.32586824893951416,0.39254459738731384,0.4933079481124878,0.2565026581287384,0.27645614743232727,0.31091248989105225
whence,0.33753183484077454,0.3702872097492218,0.17113441228866577,0.08931908756494522,0.15419329702854156,0.018966350704431534,0.36068812012672424,-0.24177351593971252,0.2885471284389496,0.4466974139213562,0.372746080160141,0.40689173340797424,0.4640847444534302,0.17406822741031647,0.17113441228866577,0.24055899679660797
the,0.4739971458911896,0.5829201340675354,0.2105809599161148,0.20223011076450348,0.268460214138031,0.06647186726331711,0.5171257257461548,-0.1554475575685501,0.4933079481124878,0.42745697498321533,0.4133751392364502,0.4248143136501312,1.0,0.19960100948810577,0.2105809599161148,0.22068053483963013
name,0.25737348198890686,0.26421117782592773,0.15073443949222565,0.1486160308122635,0.1302008181810379,0.06347288936376572,0.21235932409763336,-0.18995489180088043,0.28145334124565125,0.18623162806034088,0.196122407913208,0.19639723002910614,0.3171212375164032,0.15097270905971527,0.15073443949222565,0.15381577610969543
.,0.4726039469242096,0.50484299659729,0.23224417865276337,0.3137485980987549,0.23683732748031616,0.09205207228660583,0.588965117931366,-0.15870751440525055,0.6812511086463928,0.3567904531955719,0.35067233443260193,0.4383580684661865,0.5934505462646484,0.17658381164073944,0.23224417865276337,0.4130953550338745
