,who,designed,the,wrought,iron,gates,that,was,used,to,embellish,the,east,side,of,the,building,?
used,0.20756356418132782,0.4257775843143463,0.3718377649784088,0.3741592764854431,0.26322469115257263,0.1770506650209427,0.37621384859085083,0.23679393529891968,0.9999998807907104,0.40058770775794983,0.3481372594833374,0.3718377649784088,0.17829805612564087,0.21920287609100342,0.3075267970561981,0.3718377649784088,0.2246105819940567,0.22430120408535004
to,0.42656609416007996,0.3077097535133362,0.535392165184021,0.29435598850250244,0.18131506443023682,0.21614286303520203,0.5436353087425232,0.3636345863342285,0.40058770775794983,1.0,0.24444763362407684,0.535392165184021,0.24717837572097778,0.2686329185962677,0.41548454761505127,0.535392165184021,0.2658686637878418,0.29463258385658264
decorate,0.16685155034065247,0.30947574973106384,0.22611936926841736,0.33977335691452026,0.2006293088197708,0.19975313544273376,0.17862163484096527,0.12911678850650787,0.24310898780822754,0.2207259088754654,0.40347298979759216,0.22611936926841736,0.07902023196220398,0.23193424940109253,0.20821157097816467,0.22611936926841736,0.33164405822753906,0.16424882411956787
the,0.3733934462070465,0.2559613883495331,1.0,0.3227902352809906,0.27578672766685486,0.2443714737892151,0.5473989248275757,0.48711544275283813,0.3718377649784088,0.535392165184021,0.19737698137760162,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
east,0.20229652523994446,0.1278136819601059,0.3383176326751709,0.23581212759017944,0.17978574335575104,0.17869317531585693,0.1802649050951004,0.2747166156768799,0.17829805612564087,0.24717837572097778,0.10266227275133133,0.3383176326751709,1.0000001192092896,0.3285675644874573,0.314786434173584,0.3383176326751709,0.18789555132389069,0.10070597380399704
side,0.18683703243732452,0.22101104259490967,0.37146830558776855,0.2532467544078827,0.12350811064243317,0.21300216019153595,0.27619752287864685,0.16857531666755676,0.21920287609100342,0.2686329185962677,0.13726599514484406,0.37146830558776855,0.3285675644874573,1.0,0.2452700436115265,0.37146830558776855,0.1769082099199295,0.07831130921840668
of,0.2827862501144409,0.2000347077846527,0.733189046382904,0.298917680978775,0.263920396566391,0.15723752975463867,0.41498205065727234,0.4069072902202606,0.3075267970561981,0.41548454761505127,0.20791323482990265,0.733189046382904,0.314786434173584,0.2452700436115265,1.0,0.733189046382904,0.26200541853904724,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,1.0,0.3227902352809906,0.27578672766685486,0.2443714737892151,0.5473989248275757,0.48711544275283813,0.3718377649784088,0.535392165184021,0.19737698137760162,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
building,0.19264253973960876,0.43736663460731506,0.3159640431404114,0.36956512928009033,0.22960558533668518,0.22198335826396942,0.2585349678993225,0.237406387925148,0.2246105819940567,0.2658686637878418,0.17330852150917053,0.3159640431404114,0.18789555132389069,0.1769082099199295,0.26200541853904724,0.3159640431404114,0.9999998807907104,0.13549931347370148
designed,0.21097040176391602,1.0,0.2559613883495331,0.4078328311443329,0.2061590850353241,0.2588893473148346,0.270294189453125,0.28384989500045776,0.4257775843143463,0.3077097535133362,0.25116047263145447,0.2559613883495331,0.1278136819601059,0.22101104259490967,0.2000347077846527,0.2559613883495331,0.43736663460731506,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.24780477583408356,0.20939971506595612,0.19467440247535706,0.37496164441108704,0.4752357602119446,0.27705541253089905,0.33534231781959534,0.23952046036720276,0.4408751428127289,0.2120126187801361,0.19597385823726654,0.3646814823150635,0.4408751428127289,0.20441755652427673,0.17966607213020325
f.,0.16394910216331482,0.02695692703127861,0.18440215289592743,0.024304533377289772,0.052662670612335205,0.07542359083890915,0.12489675730466843,0.17113131284713745,0.06693857163190842,0.1367449164390564,0.12913811206817627,0.18440215289592743,0.10189486294984818,0.07887589931488037,0.21892845630645752,0.18440215289592743,0.023559516295790672,0.11007396876811981
w.,-0.006161131896078587,-0.07194983214139938,0.007494001649320126,-0.07349888980388641,-0.09236394613981247,0.018678240478038788,0.01930645853281021,-0.022806311026215553,-0.048720210790634155,0.010246237739920616,-0.08976559340953827,0.007494001649320126,-0.03986106440424919,-0.06904618442058563,-0.0285952165722847,0.007494001649320126,-0.08009076118469238,-0.07353907823562622
moody,0.27210596203804016,0.11881987005472183,0.2233004868030548,0.13122199475765228,0.13770003616809845,0.2231293022632599,0.24111966788768768,0.25026223063468933,0.09221788495779037,0.24850177764892578,0.1586107462644577,0.2233004868030548,0.1925024837255478,0.17318589985370636,0.19959983229637146,0.2233004868030548,0.1457110345363617,0.15883690118789673
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2199701964855194,0.23416942358016968,0.2782841622829437,0.4137537479400635,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.24713389575481415,0.4933079481124878,0.319791704416275,0.24522119760513306,0.4946078956127167,0.4933079481124878,0.2374238669872284,0.31091248989105225
a,0.36608949303627014,0.28430381417274475,0.5829201340675354,0.29170963168144226,0.25579822063446045,0.1728413850069046,0.47537946701049805,0.4508470594882965,0.3864384889602661,0.45503583550453186,0.24670584499835968,0.5829201340675354,0.18767057359218597,0.29873180389404297,0.5052502155303955,0.5829201340675354,0.2576078176498413,0.23916715383529663
final,0.16870783269405365,0.14394760131835938,0.3543182611465454,0.21338604390621185,0.15467794239521027,0.21188995242118835,0.2579914331436157,0.23547481000423431,0.12590911984443665,0.26099109649658203,0.09250450879335403,0.3543182611465454,0.14135447144508362,0.19138652086257935,0.24563951790332794,0.3543182611465454,0.14786718785762787,0.17315025627613068
embellishment,0.15248817205429077,0.21583092212677002,0.2772134244441986,0.3629874289035797,0.2553460896015167,0.21857039630413055,0.30823251605033875,0.26057150959968567,0.30497312545776367,0.158550426363945,0.6280283331871033,0.2772134244441986,0.15342511236667633,0.12313338369131088,0.2714916169643402,0.2772134244441986,0.27707672119140625,0.18362782895565033
were,0.3188014328479767,0.21924695372581482,0.3906462490558624,0.32702940702438354,0.18622921407222748,0.190333291888237,0.35517072677612305,0.590133786201477,0.27636459469795227,0.31913647055625916,0.23491019010543823,0.3906462490558624,0.22886523604393005,0.19292019307613373,0.34038281440734863,0.3906462490558624,0.18601834774017334,0.17890112102031708
the,0.3733934462070465,0.2559613883495331,1.0,0.3227902352809906,0.27578672766685486,0.2443714737892151,0.5473989248275757,0.48711544275283813,0.3718377649784088,0.535392165184021,0.19737698137760162,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
wrought,0.18461963534355164,0.4078328311443329,0.3227902352809906,1.0,0.5467728972434998,0.34450677037239075,0.30445095896720886,0.3491613268852234,0.3741592764854431,0.29435598850250244,0.32972294092178345,0.3227902352809906,0.23581212759017944,0.2532467544078827,0.298917680978775,0.3227902352809906,0.36956512928009033,0.1967979222536087
iron,0.16392813622951508,0.2061590850353241,0.27578672766685486,0.5467728972434998,1.0,0.19574590027332306,0.20105910301208496,0.21926720440387726,0.26322469115257263,0.18131506443023682,0.19658015668392181,0.27578672766685486,0.17978574335575104,0.12350811064243317,0.263920396566391,0.27578672766685486,0.22960558533668518,0.1309053897857666
gates,0.20236416161060333,0.2588893473148346,0.2443714737892151,0.34450677037239075,0.19574590027332306,0.9999999403953552,0.18657542765140533,0.20647941529750824,0.1770506650209427,0.21614286303520203,0.18397003412246704,0.2443714737892151,0.17869317531585693,0.21300216019153595,0.15723752975463867,0.2443714737892151,0.22198335826396942,0.1212976723909378
made,0.2576322853565216,0.3100772500038147,0.3885267674922943,0.38170599937438965,0.22955113649368286,0.14699259400367737,0.3437977731227875,0.3433256447315216,0.3574022352695465,0.3377571105957031,0.23140592873096466,0.3885267674922943,0.15529567003250122,0.15373528003692627,0.33167365193367004,0.3885267674922943,0.2092626392841339,0.17218779027462006
as,0.3923053741455078,0.23383614420890808,0.48381632566452026,0.21698126196861267,0.2332594394683838,0.18380136787891388,0.4735107421875,0.3677520453929901,0.35160550475120544,0.42092081904411316,0.2330235242843628,0.48381632566452026,0.19617025554180145,0.22120459377765656,0.3886612355709076,0.48381632566452026,0.23924584686756134,0.27043893933296204
late,0.19296042621135712,0.15258526802062988,0.31481194496154785,0.2691223621368408,0.1790403425693512,0.09699746966362,0.2700948715209961,0.4393066465854645,0.16762472689151764,0.25809016823768616,0.1325562298297882,0.31481194496154785,0.22143349051475525,0.10566456615924835,0.21690747141838074,0.31481194496154785,0.20268011093139648,0.11339222639799118
as,0.3923053741455078,0.23383614420890808,0.48381632566452026,0.21698126196861267,0.2332594394683838,0.18380136787891388,0.4735107421875,0.3677520453929901,0.35160550475120544,0.42092081904411316,0.2330235242843628,0.48381632566452026,0.19617025554180145,0.22120459377765656,0.3886612355709076,0.48381632566452026,0.23924584686756134,0.27043893933296204
1885,-0.08978213369846344,-0.047085803002119064,0.07030917704105377,0.029839424416422844,-0.01807480864226818,-0.003052273765206337,-0.07331010699272156,-0.07451175153255463,-0.049192678183317184,0.007543088868260384,-0.10219082236289978,0.07030917704105377,0.3239803910255432,0.1461179256439209,0.07085762917995453,0.07030917704105377,0.07211679220199585,-0.20159123837947845
designed,0.21097040176391602,1.0,0.2559613883495331,0.4078328311443329,0.2061590850353241,0.2588893473148346,0.270294189453125,0.28384989500045776,0.4257775843143463,0.3077097535133362,0.25116047263145447,0.2559613883495331,0.1278136819601059,0.22101104259490967,0.2000347077846527,0.2559613883495331,0.43736663460731506,0.11213942617177963
by,0.39727845788002014,0.29250532388687134,0.4408751428127289,0.24780477583408356,0.20939971506595612,0.19467440247535706,0.37496164441108704,0.4752357602119446,0.27705541253089905,0.33534231781959534,0.23952046036720276,0.4408751428127289,0.2120126187801361,0.19597385823726654,0.3646814823150635,0.4408751428127289,0.20441755652427673,0.17966607213020325
starkie,0.2562377452850342,0.1149604395031929,0.22022418677806854,0.15921823680400848,0.24250173568725586,0.24128293991088867,0.1565341353416443,0.2505788505077362,0.10771714895963669,0.1537279486656189,0.15093669295310974,0.22022418677806854,0.14646762609481812,0.12460984289646149,0.18101240694522858,0.22022418677806854,0.11296699941158295,0.1266142725944519
gardner,0.23868606984615326,0.1544131487607956,0.22581541538238525,0.23052752017974854,0.15966789424419403,0.2888244390487671,0.17705781757831573,0.23697501420974731,0.13717474043369293,0.23372803628444672,0.21154631674289703,0.22581541538238525,0.17256562411785126,0.12128401547670364,0.20483049750328064,0.22581541538238525,0.1217491403222084,0.15861523151397705
",",0.3365725874900818,0.201692596077919,0.4933079481124878,0.2199701964855194,0.23416942358016968,0.2782841622829437,0.4137537479400635,0.45456063747406006,0.3120402991771698,0.44245919585227966,0.24713389575481415,0.4933079481124878,0.319791704416275,0.24522119760513306,0.4946078956127167,0.4933079481124878,0.2374238669872284,0.31091248989105225
these,0.34544891119003296,0.24450145661830902,0.49086877703666687,0.30751070380210876,0.18578118085861206,0.14852601289749146,0.5512621402740479,0.19784674048423767,0.43212080001831055,0.46852558851242065,0.26519742608070374,0.49086877703666687,0.17225787043571472,0.26531505584716797,0.42684608697891235,0.49086877703666687,0.23228397965431213,0.2571668326854706
lead,0.19455209374427795,0.038074981421232224,0.21995973587036133,0.22465337812900543,0.23588967323303223,0.15556085109710693,0.21979129314422607,0.1970783770084381,0.1456587314605713,0.23490607738494873,0.21413442492485046,0.21995973587036133,0.13870565593242645,0.10974066704511642,0.19835850596427917,0.21995973587036133,0.07839430123567581,0.14552436769008636
to,0.42656609416007996,0.3077097535133362,0.535392165184021,0.29435598850250244,0.18131506443023682,0.21614286303520203,0.5436353087425232,0.3636345863342285,0.40058770775794983,1.0,0.24444763362407684,0.535392165184021,0.24717837572097778,0.2686329185962677,0.41548454761505127,0.535392165184021,0.2658686637878418,0.29463258385658264
a,0.36608949303627014,0.28430381417274475,0.5829201340675354,0.29170963168144226,0.25579822063446045,0.1728413850069046,0.47537946701049805,0.4508470594882965,0.3864384889602661,0.45503583550453186,0.24670584499835968,0.5829201340675354,0.18767057359218597,0.29873180389404297,0.5052502155303955,0.5829201340675354,0.2576078176498413,0.23916715383529663
passage,0.17103494703769684,0.14324882626533508,0.3817729353904724,0.2866777777671814,0.11751876026391983,0.272859662771225,0.2814699709415436,0.1789361983537674,0.23194675147533417,0.3151622712612152,0.18704810738563538,0.3817729353904724,0.2594168484210968,0.23902732133865356,0.2346392720937729,0.3817729353904724,0.21345913410186768,0.11149881780147552
through,0.17793183028697968,0.12771466374397278,0.44071322679519653,0.3128177225589752,0.22393278777599335,0.2308456152677536,0.3152649402618408,0.21752823889255524,0.20277023315429688,0.4062686562538147,0.13014061748981476,0.44071322679519653,0.2294437140226364,0.22126100957393646,0.3647414743900299,0.44071322679519653,0.170434832572937,0.16913433372974396
the,0.3733934462070465,0.2559613883495331,1.0,0.3227902352809906,0.27578672766685486,0.2443714737892151,0.5473989248275757,0.48711544275283813,0.3718377649784088,0.535392165184021,0.19737698137760162,1.0,0.3383176326751709,0.37146830558776855,0.733189046382904,1.0,0.3159640431404114,0.22068053483963013
building,0.19264253973960876,0.43736663460731506,0.3159640431404114,0.36956512928009033,0.22960558533668518,0.22198335826396942,0.2585349678993225,0.237406387925148,0.2246105819940567,0.2658686637878418,0.17330852150917053,0.3159640431404114,0.18789555132389069,0.1769082099199295,0.26200541853904724,0.3159640431404114,0.9999998807907104,0.13549931347370148
.,0.3541337847709656,0.24422594904899597,0.5934505462646484,0.2679640054702759,0.23086592555046082,0.2428911328315735,0.4460422694683075,0.40146201848983765,0.33111312985420227,0.4645031690597534,0.23662909865379333,0.5934505462646484,0.28351864218711853,0.3030071258544922,0.5352458953857422,0.5934505462646484,0.275610089302063,0.4130953550338745
