,what,apollo,mission,was,the,sixth,moon,landing,?
17,0.1129629984498024,0.05491294339299202,0.1275894045829773,0.06704052537679672,0.10537172853946686,0.1284438669681549,0.08783721923828125,0.02224734053015709,0.17603135108947754
mission,0.2317502647638321,0.4094500243663788,1.0,0.20951420068740845,0.22673439979553223,0.1646188348531723,0.34793826937675476,0.3639855980873108,0.19506393373012543
marked,0.20913204550743103,0.09111066162586212,0.12853547930717468,0.2595137357711792,0.36085957288742065,0.1703702211380005,0.09877760708332062,0.17285038530826569,0.1466940939426422
the,0.42745697498321533,0.2169172167778015,0.22673439979553223,0.48711544275283813,1.0,0.36289259791374207,0.23613092303276062,0.24055521190166473,0.22068053483963013
sixth,0.13433639705181122,0.13986727595329285,0.1646188348531723,0.36271199584007263,0.36289259791374207,0.9999998807907104,0.15526141226291656,0.07215305417776108,0.11620894819498062
moon,0.15898863971233368,0.512973427772522,0.34793826937675476,0.18183675408363342,0.23613092303276062,0.15526141226291656,1.0,0.3334655165672302,0.1442703753709793
landing,0.17083740234375,0.3499414920806885,0.3639855980873108,0.21103228628635406,0.24055521190166473,0.07215305417776108,0.3334655165672302,1.0000001192092896,0.11133739352226257
and,0.31309178471565247,0.15251155197620392,0.16932862997055054,0.3740963041782379,0.5171257257461548,0.26247137784957886,0.2018347829580307,0.1899331510066986,0.20544172823429108
the,0.42745697498321533,0.2169172167778015,0.22673439979553223,0.48711544275283813,1.0,0.36289259791374207,0.23613092303276062,0.24055521190166473,0.22068053483963013
ninth,0.11706084758043289,0.21558894217014313,0.1938781440258026,0.34046924114227295,0.3694124221801758,0.6522046327590942,0.2631709575653076,0.20284445583820343,0.05752093717455864
manned,0.16094419360160828,0.5195745825767517,0.496903657913208,0.24339483678340912,0.2392944097518921,0.2042393535375595,0.3893072307109833,0.4160100221633911,0.17514055967330933
mission,0.2317502647638321,0.4094500243663788,1.0,0.20951420068740845,0.22673439979553223,0.1646188348531723,0.34793826937675476,0.3639855980873108,0.19506393373012543
beyond,0.3297902047634125,0.17310906946659088,0.1784723550081253,0.13478726148605347,0.2982341945171356,0.22003673017024994,0.1983717978000641,0.14021560549736023,0.1875571459531784
low,0.20743566751480103,0.06859767436981201,0.16302089393138885,0.18105973303318024,0.2544175982475281,0.13209792971611023,0.1609213501214981,0.23365914821624756,0.10658930987119675
earth,0.25883176922798157,0.3316074311733246,0.25668099522590637,0.18661361932754517,0.2801888585090637,0.2415132373571396,0.5198023319244385,0.25839850306510925,0.17717236280441284
orbit,0.19471463561058044,0.4154411554336548,0.3702660799026489,0.1862146407365799,0.1565481424331665,0.1296958178281784,0.5782127380371094,0.34824275970458984,0.16621392965316772
.,0.3567904531955719,0.22384987771511078,0.2227463275194168,0.40146201848983765,0.5934505462646484,0.2905156910419464,0.2040150910615921,0.2410571426153183,0.4130953550338745
