,in,which,century,were,the,four,devonshire,hunting,tapestries,woven,?
just,0.3910168707370758,0.46308982372283936,0.20073366165161133,0.2839916944503784,0.40061673521995544,0.22034983336925507,0.20440514385700226,0.15856504440307617,0.20647497475147247,0.17875710129737854,0.4144178032875061
their,0.34976133704185486,0.4582767188549042,0.2337905913591385,0.43277356028556824,0.516537070274353,0.3255431652069092,0.14500080049037933,0.3161989748477936,0.3536095917224884,0.2897719740867615,0.1898253709077835
age,0.30576348304748535,0.1620659977197647,0.2346789538860321,0.20031394064426422,0.24711290001869202,0.16220204532146454,0.21727782487869263,0.21099768579006195,0.1346752792596817,0.10561944544315338,0.16859300434589386
but,0.48674455285072327,0.55336993932724,0.2647073268890381,0.38291117548942566,0.4859698414802551,0.2630307376384735,0.22149352729320526,0.2544337511062622,0.27878692746162415,0.21875505149364471,0.27921953797340393
their,0.34976133704185486,0.4582767188549042,0.2337905913591385,0.43277356028556824,0.516537070274353,0.3255431652069092,0.14500080049037933,0.3161989748477936,0.3536095917224884,0.2897719740867615,0.1898253709077835
size,0.21714140474796295,0.3073295056819916,0.16425210237503052,0.14647510647773743,0.2946445941925049,0.1569480299949646,0.20890343189239502,0.22807037830352783,0.18524911999702454,0.24241438508033752,0.13693112134933472
make,0.268858402967453,0.4280063211917877,0.14165781438350677,0.2902480363845825,0.3146495521068573,0.19503113627433777,0.08025295287370682,0.22742313146591187,0.3224842846393585,0.27505961060523987,0.28314751386642456
these,0.3791837692260742,0.5959210991859436,0.2942356765270233,0.587685227394104,0.49086877703666687,0.4093616008758545,0.12856298685073853,0.2506411373615265,0.31406909227371216,0.2634327709674835,0.2571668326854706
unique,0.2287175953388214,0.46497946977615356,0.08367867767810822,0.17511925101280212,0.26165643334388733,0.18865211308002472,0.14483261108398438,0.16504088044166565,0.3001187741756439,0.23840250074863434,0.17680858075618744
.,0.5591574311256409,0.45942068099975586,0.27413639426231384,0.3378238379955292,0.5934505462646484,0.3278861939907074,0.2164583057165146,0.24856072664260864,0.27647626399993896,0.1887725293636322,0.4130953550338745
