,what,can,sympathetic,jurors,in,cases,with,civil,disobedients,?
defendants,0.2779662609100342,0.211857870221138,0.3004065752029419,0.6160820126533508,0.2303522229194641,0.43213194608688354,0.1837177723646164,0.30029261112213135,0.5120607614517212,0.2534805238246918
to,0.455847829580307,0.4979398250579834,0.3362877666950226,0.3074536621570587,0.45010748505592346,0.2987212836742401,0.4239959120750427,0.2019355595111847,0.34340938925743103,0.29463258385658264
openly,0.24464668333530426,0.15836721658706665,0.26399466395378113,0.19409465789794922,0.23383252322673798,0.10069297254085541,0.208077073097229,0.19546376168727875,0.2430127114057541,0.16308623552322388
seek,0.23056937754154205,0.2392556369304657,0.2812061607837677,0.2780875265598297,0.1813114583492279,0.21908490359783173,0.1875794231891632,0.05696311220526695,0.28150099515914917,0.18530094623565674
jury,0.25320306420326233,0.16289228200912476,0.2301279604434967,0.655254602432251,0.2507478892803192,0.3446584939956665,0.1177636906504631,0.2222909778356552,0.35996267199516296,0.2145031988620758
nullification,0.3933142125606537,0.2768336534500122,0.3753413259983063,0.48330071568489075,0.23725338280200958,0.4148496389389038,0.21450378000736237,0.2823740243911743,0.4774605631828308,0.3247537910938263
.,0.3567904531955719,0.35783761739730835,0.22187522053718567,0.19905909895896912,0.5591574311256409,0.29929009079933167,0.4446153938770294,0.2541380822658539,0.2842986583709717,0.4130953550338745
,what,can,sympathetic,jurors,in,cases,with,civil,disobedients,?
in,0.30808621644973755,0.26527702808380127,0.15270207822322845,0.22284673154354095,1.0,0.24487079679965973,0.4080928862094879,0.26466667652130127,0.30752769112586975,0.20430970191955566
countries,0.22319257259368896,0.2783487141132355,0.18718433380126953,0.3029789924621582,0.3027990758419037,0.3506662845611572,0.33792537450790405,0.21527278423309326,0.36259812116622925,0.15128466486930847
such,0.23989605903625488,0.396209716796875,0.2169729620218277,0.153647780418396,0.2704046070575714,0.3680051267147064,0.3346101939678192,0.09689128398895264,0.29000118374824524,0.17851735651493073
as,0.31749409437179565,0.3245031237602234,0.2159912884235382,0.1675926148891449,0.3887844979763031,0.2877117991447449,0.40387406945228577,0.18100082874298096,0.2719380557537079,0.27043893933296204
the,0.42745697498321533,0.312528520822525,0.2595970630645752,0.32346734404563904,0.6662389636039734,0.33415094017982483,0.4223487675189972,0.2477465271949768,0.34096023440361023,0.22068053483963013
united,0.20036718249320984,0.1659262627363205,0.11340994387865067,0.25610944628715515,0.3938477039337158,0.23023490607738495,0.19869105517864227,0.27796563506126404,0.23834025859832764,0.17266890406608582
states,0.21526020765304565,0.18360939621925354,0.15530887246131897,0.313475102186203,0.3977442979812622,0.2828807532787323,0.21424104273319244,0.31344661116600037,0.285790354013443,0.16272737085819244
whose,0.22831642627716064,0.18723824620246887,0.21422111988067627,0.18526239693164825,0.23496666550636292,0.28891721367836,0.3480498492717743,0.1343698650598526,0.24825042486190796,0.16990536451339722
laws,0.29636016488075256,0.21583211421966553,0.2793291211128235,0.3989742398262024,0.2591988444328308,0.3156070411205292,0.1318022757768631,0.2589532434940338,0.4614293575286865,0.17911791801452637
guarantee,0.3311726450920105,0.31003496050834656,0.2878020107746124,0.3529442548751831,0.20125223696231842,0.3294810950756073,0.2242411971092224,0.25869250297546387,0.37922996282577515,0.28807559609413147
the,0.42745697498321533,0.312528520822525,0.2595970630645752,0.32346734404563904,0.6662389636039734,0.33415094017982483,0.4223487675189972,0.2477465271949768,0.34096023440361023,0.22068053483963013
right,0.38502591848373413,0.2777777910232544,0.2575058341026306,0.2688244879245758,0.16096803545951843,0.2262226939201355,0.19092322885990143,0.17654471099376678,0.23919297754764557,0.27135515213012695
to,0.455847829580307,0.4979398250579834,0.3362877666950226,0.3074536621570587,0.45010748505592346,0.2987212836742401,0.4239959120750427,0.2019355595111847,0.34340938925743103,0.29463258385658264
a,0.3320399522781372,0.3915780484676361,0.2279207557439804,0.2633202075958252,0.539380669593811,0.3244450092315674,0.3783375024795532,0.21693918108940125,0.26969417929649353,0.23916715383529663
jury,0.25320306420326233,0.16289228200912476,0.2301279604434967,0.655254602432251,0.2507478892803192,0.3446584939956665,0.1177636906504631,0.2222909778356552,0.35996267199516296,0.2145031988620758
trial,0.2327587604522705,0.15018628537654877,0.16482266783714294,0.4312969446182251,0.22061339020729065,0.29784369468688965,0.163191020488739,0.24390928447246552,0.38015273213386536,0.16902455687522888
but,0.5029441118240356,0.4161612093448639,0.3211078941822052,0.28264859318733215,0.48674455285072327,0.39025813341140747,0.4495173394680023,0.22084347903728485,0.32499343156814575,0.27921953797340393
do,0.4609605669975281,0.45775556564331055,0.2665667235851288,0.23256053030490875,0.23402775824069977,0.26828375458717346,0.23744353652000427,0.12413616478443146,0.30426225066185,0.4093979299068451
not,0.5449194312095642,0.49270012974739075,0.35368749499320984,0.32410719990730286,0.3403114080429077,0.3814825117588043,0.3409014642238617,0.18740713596343994,0.4254472851753235,0.41942933201789856
excuse,0.40102261304855347,0.24317871034145355,0.4102066457271576,0.3588888347148895,0.18862396478652954,0.23169536888599396,0.22287757694721222,0.19087190926074982,0.38486233353614807,0.3171733617782593
lawbreaking,0.3439813554286957,0.27899056673049927,0.2708423137664795,0.34772542119026184,0.3201650083065033,0.3160674273967743,0.3030649423599243,0.25102919340133667,0.40523871779441833,0.24185067415237427
for,0.3017193675041199,0.35690054297447205,0.20298193395137787,0.24307388067245483,0.4322226941585541,0.3302192687988281,0.39140474796295166,0.1685788929462433,0.25390735268592834,0.264628142118454
political,0.21846716105937958,0.12598390877246857,0.3470485508441925,0.27318882942199707,0.22136160731315613,0.15875373780727386,0.19677042961120605,0.33490484952926636,0.32181796431541443,0.17130474746227264
purposes,0.2370537966489792,0.33877307176589966,0.20346957445144653,0.23575431108474731,0.25919109582901,0.3444119691848755,0.18704469501972198,0.19041547179222107,0.3110390901565552,0.15262550115585327
",",0.3087472915649414,0.3139454126358032,0.1723209172487259,0.21968841552734375,0.5201468467712402,0.25102201104164124,0.4120737314224243,0.24795588850975037,0.2989228069782257,0.31091248989105225
some,0.4491020441055298,0.5319128632545471,0.31662747263908386,0.27256593108177185,0.4010399878025055,0.4670267701148987,0.3924338221549988,0.1851816177368164,0.369945228099823,0.2562315762042999
civil,0.15091551840305328,0.12476041913032532,0.1431989222764969,0.2632251977920532,0.26466667652130127,0.2025141716003418,0.13053880631923676,1.0,0.5063242316246033,0.1494513899087906
disobedients,0.3241478204727173,0.2738227844238281,0.3488207161426544,0.46600526571273804,0.30752769112586975,0.37572380900382996,0.2729675769805908,0.5063242316246033,0.9999998807907104,0.18925230205059052
seek,0.23056937754154205,0.2392556369304657,0.2812061607837677,0.2780875265598297,0.1813114583492279,0.21908490359783173,0.1875794231891632,0.05696311220526695,0.28150099515914917,0.18530094623565674
jury,0.25320306420326233,0.16289228200912476,0.2301279604434967,0.655254602432251,0.2507478892803192,0.3446584939956665,0.1177636906504631,0.2222909778356552,0.35996267199516296,0.2145031988620758
nullification,0.3933142125606537,0.2768336534500122,0.3753413259983063,0.48330071568489075,0.23725338280200958,0.4148496389389038,0.21450378000736237,0.2823740243911743,0.4774605631828308,0.3247537910938263
.,0.3567904531955719,0.35783761739730835,0.22187522053718567,0.19905909895896912,0.5591574311256409,0.29929009079933167,0.4446153938770294,0.2541380822658539,0.2842986583709717,0.4130953550338745
