,by,sunlight,",",what,compound,did,priestley,concentrate,on,to,make,the,gas,he,called,``,dephlogisticated,air,'',?
",",0.3680937886238098,0.22116537392139435,1.0000001192092896,0.3087472915649414,0.19082562625408173,0.3015086054801941,0.31705740094184875,0.30280089378356934,0.49057599902153015,0.44245919585227966,0.324553906917572,0.4933079481124878,0.22298859059810638,0.40251094102859497,0.26549121737480164,0.09681109338998795,0.30671218037605286,0.24731357395648956,-0.037358131259679794,0.31091248989105225
which,0.40543368458747864,0.30345839262008667,0.3658004403114319,0.5261979103088379,0.2801499664783478,0.2750149369239807,0.1921611726284027,0.2922055125236511,0.4245251417160034,0.5345056653022766,0.4280063211917877,0.6521818041801453,0.268431156873703,0.3415409028530121,0.5573342442512512,0.05178012326359749,0.4202541708946228,0.23809513449668884,-0.03332270681858063,0.25814583897590637
liberated,0.25119972229003906,0.18024934828281403,0.2841561734676361,0.18041864037513733,0.14909182488918304,0.19784554839134216,0.13186605274677277,0.3179437220096588,0.20995688438415527,0.2402469366788864,0.12314602732658386,0.2949730455875397,0.1970139443874359,0.23390670120716095,0.19697116315364838,0.07235974073410034,0.24030087888240814,0.2498379945755005,-0.0625511109828949,0.1415107548236847
a,0.32094135880470276,0.20111016929149628,0.427140474319458,0.3320399522781372,0.2321223020553589,0.2552328109741211,0.22067803144454956,0.2562330961227417,0.3848365545272827,0.45503583550453186,0.34303420782089233,0.5829201340675354,0.26485589146614075,0.4393508732318878,0.4868806302547455,0.07272057235240936,0.3081231415271759,0.23199330270290375,0.04890415817499161,0.23916715383529663
gas,0.1669413298368454,0.3218323588371277,0.22298859059810638,0.20887799561023712,0.3448377847671509,0.14743757247924805,0.26362451910972595,0.32021307945251465,0.14262238144874573,0.25276535749435425,0.271226704120636,0.2339978665113449,0.9999999403953552,0.1832944005727768,0.12714940309524536,0.033798154443502426,0.2501709759235382,0.3478984236717224,0.05630357563495636,0.1582372784614563
he,0.2485479861497879,0.15215806663036346,0.40251094102859497,0.3114890456199646,0.1587119847536087,0.3292143940925598,0.266123503446579,0.29351043701171875,0.32403138279914856,0.385390967130661,0.24703912436962128,0.4571082592010498,0.1832944005727768,1.0000001192092896,0.23139433562755585,0.05585138872265816,0.2133299559354782,0.1551557034254074,0.039060186594724655,0.2089974731206894
named,0.30212631821632385,0.04936424270272255,0.2530003488063812,0.1525408923625946,0.1197216585278511,0.1507878601551056,0.16053922474384308,0.02454807236790657,0.19771578907966614,0.23689822852611542,0.1694658249616623,0.3521348536014557,0.07071336358785629,0.22493088245391846,0.45048224925994873,-0.019022341817617416,0.24026869237422943,0.05336063727736473,-0.021026458591222763,0.1297498345375061
``,-0.030704375356435776,-0.03928320109844208,0.09681109338998795,0.008517155423760414,0.13338474929332733,-0.029888948425650597,0.047525160014629364,0.018676873296499252,-0.03274054825305939,0.06720756739377975,-0.00563934538513422,0.029072100296616554,0.033798154443502426,0.05585138872265816,0.00907047651708126,1.0,0.09002187848091125,0.062091611325740814,-0.09173435717821121,0.0685480609536171
dephlogisticated,0.28373852372169495,0.3297722339630127,0.30671218037605286,0.3631604015827179,0.2603474259376526,0.27858707308769226,0.2309311181306839,0.28580889105796814,0.20430897176265717,0.29291823506355286,0.28335046768188477,0.332061231136322,0.2501709759235382,0.2133299559354782,0.3580944240093231,0.09002187848091125,1.0,0.24532848596572876,-0.018741577863693237,0.26290395855903625
air,0.19110813736915588,0.2790217697620392,0.24731357395648956,0.10361403971910477,0.18487416207790375,0.12297173589468002,0.1520727127790451,0.2080235332250595,0.20020021498203278,0.24103909730911255,0.19375136494636536,0.2877824306488037,0.3478984236717224,0.1551557034254074,0.1542491763830185,0.062091611325740814,0.24532848596572876,1.0000001192092896,-0.08612018078565598,0.1491677612066269
'',-0.010275691747665405,0.019806625321507454,-0.037358131259679794,0.08143015950918198,0.09590860456228256,0.01978493109345436,-0.0494694858789444,0.013141543604433537,0.04238596186041832,-0.009905828163027763,-0.02632441557943821,0.041273195296525955,0.05630357563495636,0.039060186594724655,0.021102847531437874,-0.09173435717821121,-0.018741577863693237,-0.08612018078565598,1.0,0.018684765323996544
.,0.3936232924461365,0.21901977062225342,0.6812511086463928,0.3567904531955719,0.20561864972114563,0.35288307070732117,0.24535804986953735,0.2625633776187897,0.49257001280784607,0.4645031690597534,0.3547073304653168,0.5934505462646484,0.24812045693397522,0.38061028718948364,0.300344854593277,0.05720457062125206,0.29973268508911133,0.2759295105934143,-0.07181349396705627,0.4130953550338745
