,how,much,oxygen,is,found,is,a,liter,of,fresh,water,under,normal,conditions,?
ml,0.2585444152355194,0.2439214140176773,0.23387938737869263,0.21370689570903778,0.19003267586231232,0.21370689570903778,0.17610545456409454,0.33395707607269287,0.12154551595449448,0.17510078847408295,0.29117146134376526,0.11498092859983444,0.22678564488887787,0.12804940342903137,0.2658554017543793
),0.17939934134483337,0.22256317734718323,0.19541971385478973,0.37732169032096863,0.16750772297382355,0.37732169032096863,0.3640355169773102,0.26110589504241943,0.3680361211299896,0.15163302421569824,0.18243473768234253,0.2076013684272766,0.2275071144104004,0.11595944315195084,0.42300865054130554
of,0.2480744868516922,0.2671096920967102,0.16848602890968323,0.4854315221309662,0.2982911467552185,0.4854315221309662,0.5052502155303955,0.16679181158542633,1.0,0.2500631511211395,0.2741255462169647,0.32766106724739075,0.2300747036933899,0.2074868083000183,0.1826142966747284
oxygen,0.21928748488426208,0.2913925051689148,0.9999999403953552,0.21825239062309265,0.1673429310321808,0.21825239062309265,0.21662019193172455,0.32957392930984497,0.16848602890968323,0.2725500762462616,0.4692627191543579,0.07146206498146057,0.28902506828308105,0.2995007038116455,0.16786395013332367
per,0.2243444174528122,0.264721542596817,0.17509418725967407,0.22395510971546173,0.14238056540489197,0.22395510971546173,0.21615441143512726,0.30726051330566406,0.17468707263469696,0.13334310054779053,0.16320933401584625,0.14393176138401031,0.22328339517116547,0.1716257780790329,0.22323818504810333
liter,0.18468166887760162,0.32205477356910706,0.32957392930984497,0.24755896627902985,0.15656819939613342,0.24755896627902985,0.30845385789871216,1.0000001192092896,0.16679181158542633,0.2416251003742218,0.3927222788333893,0.179570734500885,0.31079819798469543,0.22830341756343842,0.20543551445007324
",",0.22659391164779663,0.36182254552841187,0.21812842786312103,0.4691906273365021,0.27385151386260986,0.4691906273365021,0.427140474319458,0.2502938508987427,0.4946078956127167,0.27130547165870667,0.26706066727638245,0.24875585734844208,0.25911128520965576,0.17239321768283844,0.31091248989105225
whereas,0.37210509181022644,0.3841303586959839,0.23201458156108856,0.2756590247154236,0.23199842870235443,0.2756590247154236,0.27881526947021484,0.2631711959838867,0.34012725949287415,0.26070672273635864,0.2618599534034729,0.19410867989063263,0.29986512660980225,0.27915507555007935,0.1950923502445221
seawater,0.1909206211566925,0.3518696129322052,0.47563767433166504,0.2564377188682556,0.2328626811504364,0.2564377188682556,0.25208809971809387,0.368777871131897,0.25066855549812317,0.46982625126838684,0.7707866430282593,0.15505869686603546,0.2429555505514145,0.3653636872768402,0.1952858418226242
contains,0.2188502848148346,0.2195214182138443,0.24797163903713226,0.4272567629814148,0.28510087728500366,0.4272567629814148,0.3092464506626129,0.19046644866466522,0.34575599431991577,0.13531221449375153,0.2662709057331085,0.1602296531200409,0.21175874769687653,0.18143092095851898,0.15215006470680237
about,0.44264400005340576,0.42681634426116943,0.1566355675458908,0.3532065451145172,0.2971428334712982,0.3532065451145172,0.34171196818351746,0.15715676546096802,0.40939709544181824,0.1739809215068817,0.24728088080883026,0.1724463254213333,0.2433772087097168,0.21020443737506866,0.302409827709198
4.95,0.04498075321316719,0.006711288820952177,0.020184511318802834,-0.03830435499548912,-0.05329934135079384,-0.03830435499548912,0.047625478357076645,-0.023269353434443474,0.11886082589626312,0.019243212416768074,-0.029057633131742477,0.1443474292755127,0.02275373600423336,-0.01174843404442072,0.021842971444129944
ml,0.2585444152355194,0.2439214140176773,0.23387938737869263,0.21370689570903778,0.19003267586231232,0.21370689570903778,0.17610545456409454,0.33395707607269287,0.12154551595449448,0.17510078847408295,0.29117146134376526,0.11498092859983444,0.22678564488887787,0.12804940342903137,0.2658554017543793
per,0.2243444174528122,0.264721542596817,0.17509418725967407,0.22395510971546173,0.14238056540489197,0.22395510971546173,0.21615441143512726,0.30726051330566406,0.17468707263469696,0.13334310054779053,0.16320933401584625,0.14393176138401031,0.22328339517116547,0.1716257780790329,0.22323818504810333
liter,0.18468166887760162,0.32205477356910706,0.32957392930984497,0.24755896627902985,0.15656819939613342,0.24755896627902985,0.30845385789871216,1.0000001192092896,0.16679181158542633,0.2416251003742218,0.3927222788333893,0.179570734500885,0.31079819798469543,0.22830341756343842,0.20543551445007324
.,0.3287222981452942,0.3374604284763336,0.2554275095462799,0.4569662809371948,0.3618174195289612,0.4569662809371948,0.50484299659729,0.24465568363666534,0.5352458953857422,0.22399160265922546,0.26634910702705383,0.2901604175567627,0.2961207330226898,0.17719176411628723,0.4130953550338745
