,when,was,there,a,armed,protest,at,ballarat,about,mining,taxes,?
victoria,0.18752387166023254,0.2550773620605469,0.16892722249031067,0.15216270089149475,0.25542768836021423,0.12397946417331696,0.19641181826591492,0.5956158638000488,0.13209839165210724,0.2495705932378769,0.1362057775259018,0.12246892601251602
by,0.4376842677593231,0.4752357602119446,0.20383623242378235,0.32094135880470276,0.22038479149341583,0.20389297604560852,0.2368064820766449,0.19086384773254395,0.30091190338134766,0.1320151388645172,0.19325858354568481,0.17966607213020325
miners,0.22123506665229797,0.2296247035264969,0.29203134775161743,0.21421194076538086,0.28361567854881287,0.26674726605415344,0.19255401194095612,0.4831421971321106,0.17895914614200592,0.6026129722595215,0.3181952238082886,0.13432356715202332
protesting,0.28598475456237793,0.2995646893978119,0.29494616389274597,0.2591511309146881,0.34781938791275024,0.8452185988426208,0.2439677119255066,0.29080697894096375,0.303200900554657,0.23894831538200378,0.3259370028972626,0.19058556854724884
against,0.32684949040412903,0.22972732782363892,0.21675412356853485,0.2227657586336136,0.3085244596004486,0.41560912132263184,0.183924600481987,0.17579515278339386,0.1949513703584671,0.16490226984024048,0.2823469042778015,0.18095137178897858
mining,0.19867198169231415,0.2141381800174713,0.27433088421821594,0.26583316922187805,0.19762715697288513,0.1853109747171402,0.17403572797775269,0.40166085958480835,0.22923924028873444,1.0000001192092896,0.3189554810523987,0.11012917757034302
taxes,0.23374195396900177,0.20412179827690125,0.244624525308609,0.19554322957992554,0.22465889155864716,0.29204875230789185,0.13974453508853912,0.2849757969379425,0.1787765473127365,0.3189554810523987,1.0000001192092896,0.18323048949241638
(,0.2459595799446106,0.2980341613292694,0.22351126372814178,0.3206180930137634,0.18023273348808289,0.08990594744682312,0.23315078020095825,0.15090259909629822,0.27495184540748596,0.11903396993875504,0.14587093889713287,0.40561532974243164
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.2418309897184372,0.25126034021377563,0.457212895154953,0.2850953936576843,0.37995871901512146,0.24748016893863678,0.23899468779563904,0.22068053483963013
``,0.07174111902713776,-0.012679691426455975,0.0756821483373642,0.07272057235240936,0.17535024881362915,-0.009539873339235783,-0.07642947137355804,-0.06816667318344116,0.008102871477603912,-0.08660029619932175,0.0388767346739769,0.0685480609536171
eureka,0.19073233008384705,0.3012140691280365,0.2076365351676941,0.24865353107452393,0.20772559940814972,0.32518279552459717,0.2636922001838684,0.4557652175426483,0.16120284795761108,0.34272122383117676,0.1826377511024475,0.114618219435215
stockade,0.2288798838853836,0.3323078155517578,0.18875126540660858,0.2551848590373993,0.46394476294517517,0.3820476531982422,0.22255626320838928,0.469547301530838,0.12814170122146606,0.351009339094162,0.2766018211841583,0.07669948041439056
'',-0.07688097655773163,0.04456103965640068,0.03646579384803772,0.04890415817499161,-0.12290173768997192,-0.03051380254328251,0.04379578307271004,0.05889838561415672,0.007750829216092825,-0.010724361054599285,0.04990512877702713,0.018684765323996544
),0.2538422644138336,0.3267642855644226,0.24042794108390808,0.3640355169773102,0.2042088508605957,0.11737851798534393,0.23338089883327484,0.1558670550584793,0.2775460183620453,0.13741807639598846,0.12638984620571136,0.42300865054130554
.,0.475719153881073,0.40146201848983765,0.43897318840026855,0.50484299659729,0.2014826536178589,0.2598128020763397,0.4549728035926819,0.23607748746871948,0.42038556933403015,0.20743419229984283,0.21144090592861176,0.4130953550338745
