,what,was,robert,watson,'s,role,in,the,ipcc,?
appear,0.2962318956851959,0.17049376666545868,0.12264420837163925,0.09254086762666702,-0.031298309564590454,0.20533700287342072,0.2517908811569214,0.3581200838088989,0.21220381557941437,0.22635367512702942
to,0.455847829580307,0.3636345863342285,0.16130879521369934,0.20192040503025055,0.03782717138528824,0.17841029167175293,0.45010748505592346,0.535392165184021,0.25466105341911316,0.29463258385658264
have,0.39808809757232666,0.2863433063030243,0.10177771747112274,0.24501833319664001,-0.02807004563510418,0.15813656151294708,0.36843645572662354,0.40389683842658997,0.28303688764572144,0.32991164922714233
gone,0.34073033928871155,0.2578422427177429,0.12244508415460587,0.15194478631019592,0.04633834585547447,0.17754100263118744,0.15523068606853485,0.295327752828598,0.22171533107757568,0.2220623642206192
in,0.30808621644973755,0.45514053106307983,0.22155319154262543,0.17975008487701416,-0.037580832839012146,0.243671715259552,1.0,0.6662389636039734,0.1257958561182022,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.2257954627275467,0.18680743873119354,-0.01540423184633255,0.26607486605644226,0.6662389636039734,1.0,0.24925659596920013,0.22068053483963013
direction,0.25776705145835876,0.1429082751274109,0.10950005799531937,0.12338253855705261,-0.01961333118379116,0.17965514957904816,0.17485231161117554,0.28851455450057983,0.2188357412815094,0.10739318281412125
of,0.33290785551071167,0.4069072902202606,0.2398476004600525,0.14687611162662506,-0.03817026689648628,0.1797693818807602,0.5696388483047485,0.733189046382904,0.20174051821231842,0.1826142966747284
making,0.30777570605278015,0.28285154700279236,0.16775259375572205,0.14885728061199188,0.043641600757837296,0.22800813615322113,0.280230849981308,0.35185980796813965,0.24455879628658295,0.2539324164390564
it,0.45803478360176086,0.4577186405658722,0.1786579191684723,0.14474932849407196,0.06608816236257553,0.17076654732227325,0.5130809545516968,0.6251175999641418,0.21679024398326874,0.25732165575027466
seem,0.4162353277206421,0.21120111644268036,0.06063395366072655,0.1397683322429657,0.02797994390130043,0.142625629901886,0.23116767406463623,0.2749357521533966,0.2637676000595093,0.42079484462738037
like,0.4320242702960968,0.19745829701423645,0.10537029802799225,0.1872902661561966,0.06462705135345459,0.18205086886882782,0.31010183691978455,0.32912567257881165,0.1563970148563385,0.3268813192844391
climate,0.2854173183441162,0.14714933931827545,0.1355682909488678,0.10307792574167252,0.04239832982420921,0.1692620813846588,0.24209141731262207,0.2693597674369812,0.5031722187995911,0.19998492300510406
change,0.3690716028213501,0.18487286567687988,0.109368234872818,0.10127932578325272,-0.030620932579040527,0.23314359784126282,0.2510564923286438,0.3641999065876007,0.34827950596809387,0.24115969240665436
is,0.28837618231773376,0.5810302495956421,0.16191203892230988,0.15546134114265442,0.02396530658006668,0.20847192406654358,0.5394441485404968,0.5823672413825989,0.15563958883285522,0.22961433231830597
more,0.3484537899494171,0.21525104343891144,0.0781528502702713,0.1754588931798935,0.032942235469818115,0.1629766970872879,0.32563260197639465,0.39758381247520447,0.21444688737392426,0.27894994616508484
serious,0.3481818735599518,0.21833908557891846,0.11639809608459473,0.18675987422466278,-0.04300256073474884,0.14760182797908783,0.23241659998893738,0.2602829933166504,0.2287437617778778,0.23093265295028687
by,0.2455483376979828,0.4752357602119446,0.24091920256614685,0.16863176226615906,-0.010884488001465797,0.20783835649490356,0.370934396982193,0.4408751428127289,0.18031758069992065,0.17966607213020325
overstating,0.4277994632720947,0.22472034394741058,0.18417052924633026,0.22363217175006866,-0.05025613680481911,0.2345813661813736,0.22697392106056213,0.2868812680244446,0.28123190999031067,0.3123154044151306
the,0.42745697498321533,0.48711544275283813,0.2257954627275467,0.18680743873119354,-0.01540423184633255,0.26607486605644226,0.6662389636039734,1.0,0.24925659596920013,0.22068053483963013
impact,0.25162962079048157,0.23431995511054993,0.11799871176481247,0.15416862070560455,-0.004318447783589363,0.21174010634422302,0.18933768570423126,0.22336715459823608,0.2595415413379669,0.18429921567440033
.,0.3567904531955719,0.40146201848983765,0.25747326016426086,0.22910767793655396,-0.003708066651597619,0.22067026793956757,0.5591574311256409,0.5934505462646484,0.20098818838596344,0.4130953550338745
