,what,month,",",every,four,years,",",are,the,ordinary,general,elections,held,on,?
.,0.3567904531955719,0.25738951563835144,0.6812511086463928,0.3150964379310608,0.3278861939907074,0.31919315457344055,0.6812511086463928,0.3452940285205841,0.5934505462646484,0.2864464521408081,0.2929490804672241,0.27339601516723633,0.2628571093082428,0.49257001280784607,0.4130953550338745
,what,month,",",every,four,years,",",are,the,ordinary,general,elections,held,on,?
the,0.42745697498321533,0.2821349799633026,0.4933079481124878,0.4023689329624176,0.40344667434692383,0.2912273406982422,0.4933079481124878,0.40399202704429626,1.0,0.2741096615791321,0.28634732961654663,0.23646192252635956,0.32185450196266174,0.5107308030128479,0.22068053483963013
following,0.2506418824195862,0.23481586575508118,0.27101513743400574,0.22203290462493896,0.27280381321907043,0.16303607821464539,0.27101513743400574,0.20437854528427124,0.39779382944107056,0.16622987389564514,0.27483072876930237,0.231255441904068,0.18532830476760864,0.2962210774421692,0.1555173695087433
ordinary,0.29406803846359253,0.11340644210577011,0.2568533420562744,0.3101406991481781,0.19421692192554474,0.1791904866695404,0.2568533420562744,0.2885158956050873,0.2741096615791321,1.0000001192092896,0.23571187257766724,0.12023915350437164,0.12651172280311584,0.2334901988506317,0.22565332055091858
election,0.2325795590877533,0.18403655290603638,0.22834618389606476,0.23193112015724182,0.1636994183063507,0.23702581226825714,0.22834618389606476,0.12703801691532135,0.22873377799987793,0.12621992826461792,0.34865012764930725,0.9175549745559692,0.31269127130508423,0.2223266214132309,0.23105260729789734
reverts,0.3076920509338379,0.2718797028064728,0.21172916889190674,0.28094783425331116,0.14231611788272858,0.18370318412780762,0.21172916889190674,0.22757886350154877,0.22713439166545868,0.21520158648490906,0.05458567291498184,0.188073068857193,0.1034936010837555,0.18728198111057281,0.3614759147167206
to,0.455847829580307,0.24505755305290222,0.44245919585227966,0.3643300235271454,0.2803118824958801,0.23891852796077728,0.44245919585227966,0.3504326641559601,0.535392165184021,0.2614358067512512,0.24755197763442993,0.23835663497447968,0.22177374362945557,0.41031414270401,0.29463258385658264
the,0.42745697498321533,0.2821349799633026,0.4933079481124878,0.4023689329624176,0.40344667434692383,0.2912273406982422,0.4933079481124878,0.40399202704429626,1.0,0.2741096615791321,0.28634732961654663,0.23646192252635956,0.32185450196266174,0.5107308030128479,0.22068053483963013
first,0.28086137771606445,0.20689323544502258,0.34503069519996643,0.41254907846450806,0.3285832405090332,0.2958037853240967,0.34503069519996643,0.20306691527366638,0.49448907375335693,0.2362527698278427,0.23021191358566284,0.2656244933605194,0.2648550271987915,0.3120559751987457,0.18701928853988647
thursday,0.1903308480978012,0.25804847478866577,0.2625715136528015,0.30648425221443176,0.1845039278268814,0.1678304374217987,0.2625715136528015,0.1427752524614334,0.2160235196352005,0.08619437366724014,0.0782262310385704,0.27748560905456543,0.3023136854171753,0.40117037296295166,0.2132832556962967
in,0.30808621644973755,0.2385365217924118,0.5201468467712402,0.31953179836273193,0.3085027039051056,0.33554986119270325,0.5201468467712402,0.3841303884983063,0.6662389636039734,0.2512589395046234,0.259066641330719,0.2604275643825531,0.3127288818359375,0.46853652596473694,0.20430970191955566
may,0.25739946961402893,0.24754159152507782,0.5007920861244202,0.1774040013551712,0.16860944032669067,0.258325457572937,0.5007920861244202,0.3162533640861511,0.2694292366504669,0.22271782159805298,0.22961640357971191,0.22840633988380432,0.16321872174739838,0.3428080081939697,0.2768254578113556
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.25988471508026123,0.31238991022109985,0.2589467465877533,1.0000001192092896,0.4062570035457611,0.4933079481124878,0.2568533420562744,0.3022127151489258,0.2606843113899231,0.2880980372428894,0.49057599902153015,0.31091248989105225
a,0.3320399522781372,0.2331215739250183,0.427140474319458,0.43930745124816895,0.28236961364746094,0.23773819208145142,0.427140474319458,0.265255331993103,0.5829201340675354,0.2957803010940552,0.2157215178012848,0.21575452387332916,0.22326228022575378,0.3848365545272827,0.23916715383529663
multiple,0.19839626550674438,0.18820907175540924,0.2533658742904663,0.25190675258636475,0.2770564556121826,0.09619490057229996,0.2533658742904663,0.2621883153915405,0.20022359490394592,0.1975700408220291,0.11425230652093887,0.188288152217865,0.10910771042108536,0.2717284858226776,0.1591399908065796
of,0.33290785551071167,0.23822399973869324,0.4946078956127167,0.3414052724838257,0.36293646693229675,0.2904134690761566,0.4946078956127167,0.39081433415412903,0.733189046382904,0.3156825006008148,0.28352999687194824,0.25554418563842773,0.28960686922073364,0.3966929316520691,0.1826142966747284
four,0.18057085573673248,0.15835078060626984,0.31238991022109985,0.3073490560054779,1.0,0.3219561278820038,0.31238991022109985,0.3568944036960602,0.40344667434692383,0.19421692192554474,0.16116668283939362,0.1744595170021057,0.24638524651527405,0.27816104888916016,0.14532537758350372
years,0.1981470286846161,0.2997092604637146,0.2589467465877533,0.28271207213401794,0.3219561278820038,1.0,0.2589467465877533,0.17491404712200165,0.2912273406982422,0.1791904866695404,0.17239786684513092,0.2703917622566223,0.21447817981243134,0.2152649462223053,0.1914375126361847
after,0.21973377466201782,0.2723853290081024,0.38860568404197693,0.2450585514307022,0.2891320586204529,0.38036108016967773,0.38860568404197693,0.19438853859901428,0.4565047025680542,0.13838788866996765,0.1764041930437088,0.2715298533439636,0.22166801989078522,0.39330315589904785,0.16608688235282898
1999,0.09112130105495453,0.10256282240152359,0.04005637392401695,0.02892136201262474,0.02846693806350231,0.09446202963590622,0.04005637392401695,-0.1512039303779602,0.06755080074071884,0.06057640165090561,0.20054306089878082,0.20175917446613312,0.13943584263324738,0.03319690749049187,0.05416720360517502
(,0.2411840260028839,0.257026344537735,0.6363511681556702,0.17220409214496613,0.18616169691085815,0.21505801379680634,0.6363511681556702,0.23263892531394958,0.33289089798927307,0.15404224395751953,0.23743551969528198,0.1655852049589157,0.18327336013317108,0.28656116127967834,0.40561532974243164
i.e.,0.012638997286558151,-0.03911028802394867,0.01921485923230648,-0.08236204087734222,-0.05738949403166771,0.025719672441482544,0.01921485923230648,-0.08130159974098206,0.0029698489233851433,0.08230651170015335,0.1917654275894165,0.09832105785608292,0.023027736693620682,-0.023451920598745346,-0.022609230130910873
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.25988471508026123,0.31238991022109985,0.2589467465877533,1.0000001192092896,0.4062570035457611,0.4933079481124878,0.2568533420562744,0.3022127151489258,0.2606843113899231,0.2880980372428894,0.49057599902153015,0.31091248989105225
5,0.09269922226667404,0.03195495530962944,0.10738879442214966,-0.016381891444325447,-0.0069976854138076305,-0.035731349140405655,0.10738879442214966,-0.004890664014965296,0.09255307912826538,0.044370684772729874,0.05188722163438797,-0.00042790378211066127,-0.022029858082532883,0.1658337414264679,0.06222071498632431
may,0.25739946961402893,0.24754159152507782,0.5007920861244202,0.1774040013551712,0.16860944032669067,0.258325457572937,0.5007920861244202,0.3162533640861511,0.2694292366504669,0.22271782159805298,0.22961640357971191,0.22840633988380432,0.16321872174739838,0.3428080081939697,0.2768254578113556
2011,0.04286744073033333,-0.04187371954321861,0.08851227909326553,0.07254959642887115,0.09303492307662964,-0.07223974168300629,0.08851227909326553,0.1549077033996582,0.07811610400676727,0.08289312571287155,0.023395387455821037,-0.017299726605415344,0.0700150579214096,0.08962488919496536,0.005212190095335245
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.25988471508026123,0.31238991022109985,0.2589467465877533,1.0000001192092896,0.4062570035457611,0.4933079481124878,0.2568533420562744,0.3022127151489258,0.2606843113899231,0.2880980372428894,0.49057599902153015,0.31091248989105225
7,-0.1699475795030594,-0.07387001067399979,0.07715427130460739,-0.16062551736831665,-0.05925549194216728,-0.10015291720628738,0.07715427130460739,-0.16357414424419403,-0.1142377033829689,-0.18177248537540436,0.07892429828643799,-0.09331723302602768,-0.09410477429628372,-0.10819486528635025,-0.15092156827449799
may,0.25739946961402893,0.24754159152507782,0.5007920861244202,0.1774040013551712,0.16860944032669067,0.258325457572937,0.5007920861244202,0.3162533640861511,0.2694292366504669,0.22271782159805298,0.22961640357971191,0.22840633988380432,0.16321872174739838,0.3428080081939697,0.2768254578113556
2015,-0.07269049435853958,0.1205628290772438,0.06568983197212219,-0.022102173417806625,0.04878242686390877,0.09503579884767532,0.06568983197212219,-0.08777643740177155,0.1466771513223648,-0.040562137961387634,0.12492956966161728,0.09299522638320923,0.17899009585380554,-0.02457386814057827,-0.029954981058835983
",",0.3087472915649414,0.24291303753852844,1.0000001192092896,0.25988471508026123,0.31238991022109985,0.2589467465877533,1.0000001192092896,0.4062570035457611,0.4933079481124878,0.2568533420562744,0.3022127151489258,0.2606843113899231,0.2880980372428894,0.49057599902153015,0.31091248989105225
etc,0.2803364396095276,0.18672941625118256,0.39198511838912964,0.23086869716644287,0.1874333918094635,0.10679765045642853,0.39198511838912964,0.38972148299217224,0.25901228189468384,0.20855771005153656,0.2452741265296936,0.13712118566036224,0.1280275583267212,0.21454255282878876,0.38010111451148987
.,0.3567904531955719,0.25738951563835144,0.6812511086463928,0.3150964379310608,0.3278861939907074,0.31919315457344055,0.6812511086463928,0.3452940285205841,0.5934505462646484,0.2864464521408081,0.2929490804672241,0.27339601516723633,0.2628571093082428,0.49257001280784607,0.4130953550338745
