,what,were,the,three,parts,of,kublai,'s,government,?
military,0.18809624016284943,0.21322216093540192,0.2290858030319214,0.17074155807495117,0.08460717648267746,0.27347031235694885,0.278876394033432,0.0309983491897583,0.5005595684051514,0.1890317052602768
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.3347506821155548,0.2964099943637848,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.3826501965522766,0.3901200294494629,0.5116966962814331,0.25078991055488586,0.06895173341035843,0.2859337627887726,0.20544172823429108
censorial,0.39070773124694824,0.2807021737098694,0.32279857993125916,0.1773907095193863,0.17605388164520264,0.28632766008377075,0.1791749745607376,0.012715437449514866,0.34507420659065247,0.3440381586551666
offices,0.1431061029434204,0.25236913561820984,0.2803647518157959,0.25747957825660706,0.2365638166666031,0.24565665423870087,0.18649393320083618,-0.05045764520764351,0.4370737075805664,0.10076487064361572
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.3347506821155548,0.2964099943637848,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.31091248989105225
including,0.18328791856765747,0.41511550545692444,0.3738902807235718,0.37216708064079285,0.3344513177871704,0.44195112586021423,0.16595308482646942,0.0074059427715837955,0.22751404345035553,0.1633303165435791
the,0.42745697498321533,0.3906462490558624,1.0,0.43452659249305725,0.4042440354824066,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.22068053483963013
central,0.17723965644836426,0.16558948159217834,0.3417201042175293,0.15975472331047058,0.3695721924304962,0.3415789008140564,0.18112976849079132,-0.03171226754784584,0.2444726973772049,0.14787602424621582
secretariat,0.1463027000427246,0.13789771497249603,0.29265260696411133,0.17187784612178802,0.1651211529970169,0.2976089119911194,0.17932145297527313,0.006662019062787294,0.4423556923866272,0.11597823351621628
(,0.2411840260028839,0.14743882417678833,0.33289089798927307,0.2272176295518875,0.16619320213794708,0.35032153129577637,0.18629640340805054,0.0012731997994706035,0.14655277132987976,0.40561532974243164
zhongshu,0.1632460355758667,0.22981014847755432,0.30974340438842773,0.19364984333515167,0.2539227604866028,0.26814746856689453,0.5387433171272278,0.07041187584400177,0.2637036144733429,0.15122734010219574
sheng,0.14850930869579315,0.16929911077022552,0.1920003890991211,0.13120315968990326,0.09877530485391617,0.20805701613426208,0.47580474615097046,0.044180840253829956,0.1723424345254898,0.20650209486484528
),0.26259949803352356,0.1566188633441925,0.3456730246543884,0.2493964433670044,0.19230034947395325,0.3680361211299896,0.21268317103385925,0.021107977256178856,0.15263929963111877,0.42300865054130554
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.3043823838233948,0.24449384212493896,0.41548454761505127,0.2918815314769745,0.03782717138528824,0.28343796730041504,0.29463258385658264
manage,0.265919029712677,0.22859056293964386,0.25681272149086,0.21480880677700043,0.19420750439167023,0.20368057489395142,0.15422043204307556,-0.025158734992146492,0.2752450704574585,0.2014334350824356
civil,0.15091551840305328,0.2641898989677429,0.2477465271949768,0.13412731885910034,0.0957026481628418,0.24698495864868164,0.13813167810440063,-0.06354409456253052,0.30626749992370605,0.1494513899087906
affairs,0.15737071633338928,0.15680387616157532,0.22447159886360168,0.07754958420991898,0.098539799451828,0.24955187737941742,0.18436095118522644,0.000396561372326687,0.46800556778907776,0.11928717792034149
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.3347506821155548,0.2964099943637848,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.31091248989105225
the,0.42745697498321533,0.3906462490558624,1.0,0.43452659249305725,0.4042440354824066,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.22068053483963013
privy,0.15927384793758392,0.20190520584583282,0.2568592131137848,0.15629145503044128,0.12603524327278137,0.3073970675468445,0.26889505982398987,0.03645538166165352,0.417224258184433,0.14170938730239868
council,0.16933071613311768,0.15889057517051697,0.2829204201698303,0.13547994196414948,0.1734350323677063,0.2972237169742584,0.2023865431547165,-0.007623340003192425,0.43121352791786194,0.1160062924027443
(,0.2411840260028839,0.14743882417678833,0.33289089798927307,0.2272176295518875,0.16619320213794708,0.35032153129577637,0.18629640340805054,0.0012731997994706035,0.14655277132987976,0.40561532974243164
chinese,0.11643128097057343,0.22925853729248047,0.2785343527793884,0.12633487582206726,0.09690360724925995,0.24275560677051544,0.38022753596305847,0.01673142798244953,0.28498339653015137,0.20843194425106049
:,-0.12022944539785385,-0.04773278534412384,-0.03403344005346298,0.07388566434383392,-0.10714492946863174,-0.08807745575904846,-0.004658519756048918,0.07621461898088455,-0.01739445887506008,-0.07156077772378922
樞密院,0.006780661176890135,0.01385277509689331,-0.05052221193909645,0.02056857757270336,0.03890204802155495,-0.009085695259273052,-0.04209217429161072,0.09616144001483917,-0.07118639349937439,-0.07273822277784348
),0.26259949803352356,0.1566188633441925,0.3456730246543884,0.2493964433670044,0.19230034947395325,0.3680361211299896,0.21268317103385925,0.021107977256178856,0.15263929963111877,0.42300865054130554
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.3043823838233948,0.24449384212493896,0.41548454761505127,0.2918815314769745,0.03782717138528824,0.28343796730041504,0.29463258385658264
manage,0.265919029712677,0.22859056293964386,0.25681272149086,0.21480880677700043,0.19420750439167023,0.20368057489395142,0.15422043204307556,-0.025158734992146492,0.2752450704574585,0.2014334350824356
military,0.18809624016284943,0.21322216093540192,0.2290858030319214,0.17074155807495117,0.08460717648267746,0.27347031235694885,0.278876394033432,0.0309983491897583,0.5005595684051514,0.1890317052602768
affairs,0.15737071633338928,0.15680387616157532,0.22447159886360168,0.07754958420991898,0.098539799451828,0.24955187737941742,0.18436095118522644,0.000396561372326687,0.46800556778907776,0.11928717792034149
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.3347506821155548,0.2964099943637848,0.4946078956127167,0.2569756805896759,-0.0016132977325469255,0.27344048023223877,0.31091248989105225
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.3826501965522766,0.3901200294494629,0.5116966962814331,0.25078991055488586,0.06895173341035843,0.2859337627887726,0.20544172823429108
the,0.42745697498321533,0.3906462490558624,1.0,0.43452659249305725,0.4042440354824066,0.733189046382904,0.32886171340942383,-0.01540423184633255,0.31798112392425537,0.22068053483963013
censorate,0.4606380760669708,0.2801162004470825,0.2806243598461151,0.1965636909008026,0.2520357668399811,0.24947552382946014,0.271852046251297,0.0681525245308876,0.3458501696586609,0.3607752025127411
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.3043823838233948,0.24449384212493896,0.41548454761505127,0.2918815314769745,0.03782717138528824,0.28343796730041504,0.29463258385658264
conduct,0.2088276445865631,0.19965185225009918,0.24627962708473206,0.14651934802532196,0.10832565277814865,0.22399970889091492,0.17182928323745728,-0.06026783585548401,0.18713000416755676,0.10856030136346817
internal,0.2065390944480896,0.18172943592071533,0.24764955043792725,0.12219138443470001,0.21588358283042908,0.273920476436615,0.1429070234298706,-0.05071868747472763,0.2519935667514801,0.1665428727865219
surveillance,0.18649286031723022,0.25029873847961426,0.2528899610042572,0.11872314661741257,0.177446186542511,0.23067420721054077,0.0830235555768013,0.06113580986857414,0.33413055539131165,0.11972539126873016
and,0.31309178471565247,0.42175528407096863,0.5171257257461548,0.3826501965522766,0.3901200294494629,0.5116966962814331,0.25078991055488586,0.06895173341035843,0.2859337627887726,0.20544172823429108
inspection,0.2216479778289795,0.23220090568065643,0.3175734877586365,0.256023108959198,0.11651600152254105,0.2833259105682373,0.12878745794296265,0.00778199965134263,0.2845551073551178,0.19536669552326202
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.34968629479408264,0.30755549669265747,0.5352458953857422,0.2311694622039795,-0.003708066651597619,0.2521961033344269,0.4130953550338745
