,in,the,wake,of,the,abc,and,capital,cities,merger,",",who,was,the,president,of,abc,news,and,abc,sports,?
s.,-0.11448613554239273,-0.04539619758725166,-0.042330559343099594,-0.10292956233024597,-0.04539619758725166,0.050216104835271835,-0.06866887956857681,-0.04052940383553505,-0.04457048326730728,0.0861949473619461,-0.04399429261684418,0.05014374107122421,-0.0905630961060524,-0.04539619758725166,-0.11523573100566864,-0.10292956233024597,0.050216104835271835,-0.00986680667847395,-0.06866887956857681,0.050216104835271835,0.03532535210251808,0.07581593841314316
pierce,0.23887629806995392,0.2549101412296295,0.1460435837507248,0.2293238788843155,0.2549101412296295,0.17887553572654724,0.28316932916641235,0.07820892333984375,0.0770404264330864,0.09963706880807877,0.2930167019367218,0.18739789724349976,0.24250786006450653,0.2549101412296295,0.27869096398353577,0.2293238788843155,0.17887553572654724,0.14332178235054016,0.28316932916641235,0.17887553572654724,0.10072896629571915,0.16230438649654388
was,0.45514053106307983,0.48711544275283813,0.13166239857673645,0.4069072902202606,0.48711544275283813,0.21565799415111542,0.3740963041782379,0.21907466650009155,0.17598430812358856,0.23289446532726288,0.45456063747406006,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.2505730390548706,0.4069072902202606,0.21565799415111542,0.1809975951910019,0.3740963041782379,0.21565799415111542,0.19941140711307526,0.18412111699581146
named,0.28130269050598145,0.3521348536014557,0.14019905030727386,0.2820465862751007,0.3521348536014557,0.2247007191181183,0.23097854852676392,0.1837283968925476,0.12247356027364731,0.1600663661956787,0.2530003488063812,0.38541290163993835,0.37528327107429504,0.3521348536014557,0.15809892117977142,0.2820465862751007,0.2247007191181183,0.13983704149723053,0.23097854852676392,0.2247007191181183,0.10165973007678986,0.1297498345375061
president,0.18811661005020142,0.24330610036849976,0.09679723531007767,0.21610750257968903,0.24330610036849976,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.208293154835701,0.26552814245224,0.22565458714962006,0.2505730390548706,0.24330610036849976,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.1919996291399002,0.23286236822605133,0.20593604445457458,0.19719795882701874,0.14148259162902832
of,0.5696388483047485,0.733189046382904,0.1904895007610321,1.0,0.733189046382904,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.18576329946517944,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.21610750257968903,1.0,0.14607268571853638,0.1894020140171051,0.5116966962814331,0.14607268571853638,0.24392472207546234,0.1826142966747284
abc,0.1697147786617279,0.2068762183189392,0.1099478006362915,0.14607268571853638,0.2068762183189392,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.07602907717227936,0.2097204476594925,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.40620431303977966,0.16453155875205994,1.0000001192092896,0.20410163700580597,0.19065172970294952
's,-0.037580832839012146,-0.01540423184633255,-0.01787751168012619,-0.03817026689648628,-0.01540423184633255,0.06670809537172318,0.06895173341035843,0.01144334115087986,0.006531212944537401,-0.03215087205171585,-0.0016132977325469255,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.08566092699766159,-0.03817026689648628,0.06670809537172318,0.037588585168123245,0.06895173341035843,0.06670809537172318,0.038657430559396744,-0.023395681753754616
broadcasting,0.27609771490097046,0.29916465282440186,0.19608941674232483,0.25924646854400635,0.29916465282440186,0.45669859647750854,0.2752234637737274,0.2508510947227478,0.2035239338874817,0.28820887207984924,0.2411014288663864,0.16948257386684418,0.25895166397094727,0.29916465282440186,0.24680669605731964,0.25924646854400635,0.45669859647750854,0.46115806698799133,0.2752234637737274,0.45669859647750854,0.3725184202194214,0.10870421677827835
division,0.2658538520336151,0.26203617453575134,0.12561899423599243,0.23579144477844238,0.26203617453575134,0.24142871797084808,0.23460866510868073,0.24500219523906708,0.13940803706645966,0.2633689343929291,0.24344468116760254,0.14196254312992096,0.2174251824617386,0.26203617453575134,0.1618221253156662,0.23579144477844238,0.24142871797084808,0.15417103469371796,0.23460866510868073,0.24142871797084808,0.18151158094406128,0.08900629729032516
;,0.092739537358284,0.09152708947658539,-0.024235693737864494,0.054534342139959335,0.09152708947658539,-0.0012340332614257932,0.08403264731168747,0.07159299403429031,0.06981710344552994,0.04463953524827957,0.04938793554902077,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.05959305167198181,0.054534342139959335,-0.0012340332614257932,-0.058081988245248795,0.08403264731168747,-0.0012340332614257932,0.025964662432670593,0.10349778085947037
michael,0.2203132063150406,0.21768254041671753,0.1349739283323288,0.18215155601501465,0.21768254041671753,0.18892745673656464,0.15943403542041779,0.09726586192846298,0.15689709782600403,0.10139031708240509,0.23383702337741852,0.24782328307628632,0.2856155037879944,0.21768254041671753,0.14731059968471527,0.18215155601501465,0.18892745673656464,0.151170551776886,0.15943403542041779,0.18892745673656464,0.17362190783023834,0.0667748749256134
p.,0.10117035359144211,0.00706930598244071,0.06271020323038101,0.008003096096217632,0.00706930598244071,0.1198115274310112,0.1284850388765335,0.002046974143013358,0.05498950928449631,0.12049127370119095,0.08701876550912857,0.11096447706222534,0.09330039471387863,0.00706930598244071,0.09689101576805115,0.008003096096217632,0.1198115274310112,0.09324243664741516,0.1284850388765335,0.1198115274310112,0.09140970557928085,0.11662347614765167
millardi,0.22364585101604462,0.2649892568588257,0.021660195663571358,0.2072700411081314,0.2649892568588257,0.16844889521598816,0.2608664035797119,0.09732319414615631,0.08949016034603119,0.1366310566663742,0.3300749659538269,0.1950034201145172,0.257099449634552,0.2649892568588257,0.3049885034561157,0.2072700411081314,0.16844889521598816,0.13911759853363037,0.2608664035797119,0.16844889521598816,0.15877263247966766,0.1605181097984314
became,0.31047213077545166,0.36325156688690186,0.12509751319885254,0.3638904094696045,0.36325156688690186,0.14350707828998566,0.31226563453674316,0.22269992530345917,0.20418477058410645,0.2220185399055481,0.2798398435115814,0.2624726891517639,0.6575068235397339,0.36325156688690186,0.2389896661043167,0.3638904094696045,0.14350707828998566,0.19235973060131073,0.31226563453674316,0.14350707828998566,0.1471911072731018,0.11374033987522125
vice,0.14977192878723145,0.2412198781967163,0.11604941636323929,0.21141734719276428,0.2412198781967163,0.21546274423599243,0.24808862805366516,0.19552390277385712,0.1582321971654892,0.18750183284282684,0.2756725251674652,0.22284634411334991,0.22215546667575836,0.2412198781967163,0.7407976388931274,0.21141734719276428,0.21546274423599243,0.21482904255390167,0.24808862805366516,0.21546274423599243,0.17928719520568848,0.1369185745716095
president,0.18811661005020142,0.24330610036849976,0.09679723531007767,0.21610750257968903,0.24330610036849976,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.208293154835701,0.26552814245224,0.22565458714962006,0.2505730390548706,0.24330610036849976,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.1919996291399002,0.23286236822605133,0.20593604445457458,0.19719795882701874,0.14148259162902832
of,0.5696388483047485,0.733189046382904,0.1904895007610321,1.0,0.733189046382904,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.18576329946517944,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.21610750257968903,1.0,0.14607268571853638,0.1894020140171051,0.5116966962814331,0.14607268571853638,0.24392472207546234,0.1826142966747284
abc,0.1697147786617279,0.2068762183189392,0.1099478006362915,0.14607268571853638,0.2068762183189392,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.07602907717227936,0.2097204476594925,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.40620431303977966,0.16453155875205994,1.0000001192092896,0.20410163700580597,0.19065172970294952
broadcasting,0.27609771490097046,0.29916465282440186,0.19608941674232483,0.25924646854400635,0.29916465282440186,0.45669859647750854,0.2752234637737274,0.2508510947227478,0.2035239338874817,0.28820887207984924,0.2411014288663864,0.16948257386684418,0.25895166397094727,0.29916465282440186,0.24680669605731964,0.25924646854400635,0.45669859647750854,0.46115806698799133,0.2752234637737274,0.45669859647750854,0.3725184202194214,0.10870421677827835
",",0.5201468467712402,0.4933079481124878,0.18140769004821777,0.4946078956127167,0.4933079481124878,0.2097204476594925,0.6633074283599854,0.28033894300460815,0.31927579641342163,0.25569602847099304,1.0000001192092896,0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26552814245224,0.4946078956127167,0.2097204476594925,0.25081464648246765,0.6633074283599854,0.2097204476594925,0.2693314254283905,0.31091248989105225
and,0.4954058527946472,0.5171257257461548,0.23732002079486847,0.5116966962814331,0.5171257257461548,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.16802267730236053,0.6633074283599854,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.23286236822605133,0.5116966962814331,0.16453155875205994,0.21898822486400604,1.0,0.16453155875205994,0.2629663348197937,0.20544172823429108
president,0.18811661005020142,0.24330610036849976,0.09679723531007767,0.21610750257968903,0.24330610036849976,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.208293154835701,0.26552814245224,0.22565458714962006,0.2505730390548706,0.24330610036849976,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.1919996291399002,0.23286236822605133,0.20593604445457458,0.19719795882701874,0.14148259162902832
of,0.5696388483047485,0.733189046382904,0.1904895007610321,1.0,0.733189046382904,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.18576329946517944,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.21610750257968903,1.0,0.14607268571853638,0.1894020140171051,0.5116966962814331,0.14607268571853638,0.24392472207546234,0.1826142966747284
abc,0.1697147786617279,0.2068762183189392,0.1099478006362915,0.14607268571853638,0.2068762183189392,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.07602907717227936,0.2097204476594925,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.40620431303977966,0.16453155875205994,1.0000001192092896,0.20410163700580597,0.19065172970294952
owned,0.22438469529151917,0.1999378502368927,0.13790081441402435,0.17190153896808624,0.1999378502368927,0.2405787706375122,0.2205965667963028,0.17527583241462708,0.1601199358701706,0.299104243516922,0.21168820559978485,0.3097143769264221,0.28269392251968384,0.1999378502368927,0.17972196638584137,0.17190153896808624,0.2405787706375122,0.1875474601984024,0.2205965667963028,0.2405787706375122,0.26599693298339844,0.1288648396730423
stations,0.25864288210868835,0.24762700498104095,0.1220923587679863,0.20414425432682037,0.24762700498104095,0.23858611285686493,0.2687023878097534,0.18798157572746277,0.3223423659801483,0.24771249294281006,0.26337406039237976,0.18933221697807312,0.15012863278388977,0.24762700498104095,0.11916346102952957,0.20414425432682037,0.23858611285686493,0.29475247859954834,0.2687023878097534,0.23858611285686493,0.24273444712162018,0.13192185759544373
and,0.4954058527946472,0.5171257257461548,0.23732002079486847,0.5116966962814331,0.5171257257461548,0.16453155875205994,1.0,0.218168243765831,0.292957067489624,0.16802267730236053,0.6633074283599854,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.23286236822605133,0.5116966962814331,0.16453155875205994,0.21898822486400604,1.0,0.16453155875205994,0.2629663348197937,0.20544172823429108
abc,0.1697147786617279,0.2068762183189392,0.1099478006362915,0.14607268571853638,0.2068762183189392,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.07602907717227936,0.2097204476594925,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.40620431303977966,0.16453155875205994,1.0000001192092896,0.20410163700580597,0.19065172970294952
video,0.20259293913841248,0.2506899833679199,0.17858819663524628,0.20452004671096802,0.2506899833679199,0.23562908172607422,0.22093096375465393,0.035662613809108734,0.08229811489582062,0.10998263210058212,0.19700543582439423,0.24429279565811157,0.2250826209783554,0.2506899833679199,0.18135839700698853,0.20452004671096802,0.23562908172607422,0.24138544499874115,0.22093096375465393,0.23562908172607422,0.22153547406196594,0.22771678864955902
enterprises,0.2199290692806244,0.24683015048503876,0.22416220605373383,0.19872236251831055,0.24683015048503876,0.256512314081192,0.28385281562805176,0.17709532380104065,0.10104971379041672,0.2834780216217041,0.20471826195716858,0.17647255957126617,0.23657700419425964,0.24683015048503876,0.22373245656490326,0.19872236251831055,0.256512314081192,0.2719598710536957,0.28385281562805176,0.256512314081192,0.20743313431739807,0.0898420661687851
;,0.092739537358284,0.09152708947658539,-0.024235693737864494,0.054534342139959335,0.09152708947658539,-0.0012340332614257932,0.08403264731168747,0.07159299403429031,0.06981710344552994,0.04463953524827957,0.04938793554902077,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.05959305167198181,0.054534342139959335,-0.0012340332614257932,-0.058081988245248795,0.08403264731168747,-0.0012340332614257932,0.025964662432670593,0.10349778085947037
john,0.22177861630916595,0.2230520099401474,0.09756429493427277,0.2407056987285614,0.2230520099401474,0.11342168599367142,0.21634717285633087,0.11814949661493301,0.08854924887418747,0.11574287712574005,0.23961079120635986,0.30388808250427246,0.2875721752643585,0.2230520099401474,0.21517303586006165,0.2407056987285614,0.11342168599367142,0.129806786775589,0.21634717285633087,0.11342168599367142,0.134656623005867,0.13162356615066528
b.,-0.03819156438112259,-0.008502916432917118,0.0668194442987442,-0.0008460881654173136,-0.008502916432917118,-0.03166768327355385,-0.07499837130308151,-0.010551565326750278,0.05761116370558739,0.03882541134953499,0.0028943277429789305,-0.04261862486600876,0.025299180299043655,-0.008502916432917118,-0.08066215366125107,-0.0008460881654173136,-0.03166768327355385,-0.09232804924249649,-0.07499837130308151,-0.03166768327355385,-0.03944094851613045,-0.032647255808115005
sias,0.17170633375644684,0.2660619616508484,0.10035938769578934,0.2353120744228363,0.2660619616508484,0.22574517130851746,0.29584845900535583,0.20358112454414368,0.20659255981445312,0.16134324669837952,0.30512332916259766,0.24687924981117249,0.23586158454418182,0.2660619616508484,0.193742573261261,0.2353120744228363,0.22574517130851746,0.1376267671585083,0.29584845900535583,0.22574517130851746,0.12981070578098297,0.13557273149490356
was,0.45514053106307983,0.48711544275283813,0.13166239857673645,0.4069072902202606,0.48711544275283813,0.21565799415111542,0.3740963041782379,0.21907466650009155,0.17598430812358856,0.23289446532726288,0.45456063747406006,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.2505730390548706,0.4069072902202606,0.21565799415111542,0.1809975951910019,0.3740963041782379,0.21565799415111542,0.19941140711307526,0.18412111699581146
appointed,0.23088723421096802,0.2626524269580841,0.06816940754652023,0.3280673027038574,0.2626524269580841,0.14275935292243958,0.2608291208744049,0.21407252550125122,0.13785101473331451,0.13211795687675476,0.27665549516677856,0.3215055465698242,0.33569878339767456,0.2626524269580841,0.4252060055732727,0.3280673027038574,0.14275935292243958,0.1543375849723816,0.2608291208744049,0.14275935292243958,0.12607011198997498,0.13895352184772491
president,0.18811661005020142,0.24330610036849976,0.09679723531007767,0.21610750257968903,0.24330610036849976,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.208293154835701,0.26552814245224,0.22565458714962006,0.2505730390548706,0.24330610036849976,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.1919996291399002,0.23286236822605133,0.20593604445457458,0.19719795882701874,0.14148259162902832
of,0.5696388483047485,0.733189046382904,0.1904895007610321,1.0,0.733189046382904,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.18576329946517944,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.21610750257968903,1.0,0.14607268571853638,0.1894020140171051,0.5116966962814331,0.14607268571853638,0.24392472207546234,0.1826142966747284
the,0.6662389636039734,1.0,0.19048289954662323,0.733189046382904,1.0,0.2068762183189392,0.5171257257461548,0.3049491047859192,0.2621172070503235,0.2557354271411896,0.4933079481124878,0.3733934462070465,0.48711544275283813,1.0,0.24330610036849976,0.733189046382904,0.2068762183189392,0.2294066995382309,0.5171257257461548,0.2068762183189392,0.20313861966133118,0.22068053483963013
abc,0.1697147786617279,0.2068762183189392,0.1099478006362915,0.14607268571853638,0.2068762183189392,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.07602907717227936,0.2097204476594925,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.40620431303977966,0.16453155875205994,1.0000001192092896,0.20410163700580597,0.19065172970294952
television,0.2689782977104187,0.24569597840309143,0.12167409062385559,0.21995750069618225,0.24569597840309143,0.46871840953826904,0.29514092206954956,0.17207099497318268,0.18378444015979767,0.10048628598451614,0.27995240688323975,0.2515988349914551,0.2516675293445587,0.24569597840309143,0.20052161812782288,0.21995750069618225,0.46871840953826904,0.3808996081352234,0.29514092206954956,0.46871840953826904,0.2595260441303253,0.16825827956199646
network,0.19496823847293854,0.27187061309814453,0.07167752087116241,0.21800683438777924,0.27187061309814453,0.4295894205570221,0.27591994404792786,0.1755395531654358,0.20787976682186127,0.17532873153686523,0.1932937651872635,0.16999904811382294,0.1994880586862564,0.27187061309814453,0.14929509162902832,0.21800683438777924,0.4295894205570221,0.33810102939605713,0.27591994404792786,0.4295894205570221,0.20757855474948883,0.17853789031505585
;,0.092739537358284,0.09152708947658539,-0.024235693737864494,0.054534342139959335,0.09152708947658539,-0.0012340332614257932,0.08403264731168747,0.07159299403429031,0.06981710344552994,0.04463953524827957,0.04938793554902077,0.007937713526189327,0.0754367932677269,0.09152708947658539,-0.05959305167198181,0.054534342139959335,-0.0012340332614257932,-0.058081988245248795,0.08403264731168747,-0.0012340332614257932,0.025964662432670593,0.10349778085947037
brandon,0.2295675128698349,0.1588345170021057,0.14838345348834991,0.12892915308475494,0.1588345170021057,0.2261970490217209,0.2671293616294861,0.09844601154327393,0.13255582749843597,0.18529339134693146,0.3757055997848511,0.2876533269882202,0.1891031265258789,0.1588345170021057,0.144201397895813,0.12892915308475494,0.2261970490217209,0.10785967856645584,0.2671293616294861,0.2261970490217209,0.10989319533109665,0.2774931490421295
stoddard,0.27807220816612244,0.28115543723106384,0.17667756974697113,0.26420968770980835,0.28115543723106384,0.17563003301620483,0.33453869819641113,0.12744303047657013,0.12906084954738617,0.223738431930542,0.33813074231147766,0.22226780652999878,0.3330676257610321,0.28115543723106384,0.23993468284606934,0.26420968770980835,0.17563003301620483,0.15650543570518494,0.33453869819641113,0.17563003301620483,0.12769664824008942,0.14153771102428436
became,0.31047213077545166,0.36325156688690186,0.12509751319885254,0.3638904094696045,0.36325156688690186,0.14350707828998566,0.31226563453674316,0.22269992530345917,0.20418477058410645,0.2220185399055481,0.2798398435115814,0.2624726891517639,0.6575068235397339,0.36325156688690186,0.2389896661043167,0.3638904094696045,0.14350707828998566,0.19235973060131073,0.31226563453674316,0.14350707828998566,0.1471911072731018,0.11374033987522125
president,0.18811661005020142,0.24330610036849976,0.09679723531007767,0.21610750257968903,0.24330610036849976,0.20593604445457458,0.23286236822605133,0.24277032911777496,0.1686120480298996,0.208293154835701,0.26552814245224,0.22565458714962006,0.2505730390548706,0.24330610036849976,1.0000001192092896,0.21610750257968903,0.20593604445457458,0.1919996291399002,0.23286236822605133,0.20593604445457458,0.19719795882701874,0.14148259162902832
of,0.5696388483047485,0.733189046382904,0.1904895007610321,1.0,0.733189046382904,0.14607268571853638,0.5116966962814331,0.30823585391044617,0.29528072476387024,0.18576329946517944,0.4946078956127167,0.2827862501144409,0.4069072902202606,0.733189046382904,0.21610750257968903,1.0,0.14607268571853638,0.1894020140171051,0.5116966962814331,0.14607268571853638,0.24392472207546234,0.1826142966747284
abc,0.1697147786617279,0.2068762183189392,0.1099478006362915,0.14607268571853638,0.2068762183189392,1.0000001192092896,0.16453155875205994,0.2084534764289856,0.124558225274086,0.07602907717227936,0.2097204476594925,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.20593604445457458,0.14607268571853638,1.0000001192092896,0.40620431303977966,0.16453155875205994,1.0000001192092896,0.20410163700580597,0.19065172970294952
entertainment,0.20493005216121674,0.19077853858470917,0.18797214329242706,0.1392667293548584,0.19077853858470917,0.28069135546684265,0.2582898437976837,0.07907360047101974,0.1414288580417633,0.18284012377262115,0.21458542346954346,0.18041250109672546,0.21684704720973969,0.19077853858470917,0.18838873505592346,0.1392667293548584,0.28069135546684265,0.2628745138645172,0.2582898437976837,0.28069135546684265,0.32386571168899536,0.11855241656303406
(,0.3087427020072937,0.33289089798927307,0.18078070878982544,0.35032153129577637,0.33289089798927307,0.183883935213089,0.4862271547317505,0.14990387856960297,0.1797657459974289,0.201023668050766,0.6363511681556702,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.2037333846092224,0.35032153129577637,0.183883935213089,0.1730383336544037,0.4862271547317505,0.183883935213089,0.15170113742351532,0.40561532974243164
a,0.539380669593811,0.5829201340675354,0.19266444444656372,0.5052502155303955,0.5829201340675354,0.21331243216991425,0.3739250600337982,0.16007359325885773,0.18820415437221527,0.20794767141342163,0.427140474319458,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.16959697008132935,0.5052502155303955,0.21331243216991425,0.1799081563949585,0.3739250600337982,0.21331243216991425,0.1933065801858902,0.23916715383529663
position,0.20453733205795288,0.3183514177799225,0.09591308236122131,0.23636478185653687,0.3183514177799225,0.1637340784072876,0.22603030502796173,0.15000832080841064,0.20182229578495026,0.13610908389091492,0.1771278828382492,0.2597297430038452,0.23203803598880768,0.3183514177799225,0.19582977890968323,0.23636478185653687,0.1637340784072876,0.15841250121593475,0.22603030502796173,0.1637340784072876,0.11754434555768967,0.15529610216617584
to,0.45010748505592346,0.535392165184021,0.25551822781562805,0.41548454761505127,0.535392165184021,0.1762417107820511,0.48971283435821533,0.1844596415758133,0.20735321938991547,0.11012744158506393,0.44245919585227966,0.42656609416007996,0.3636345863342285,0.535392165184021,0.21247753500938416,0.41548454761505127,0.1762417107820511,0.2372783124446869,0.48971283435821533,0.1762417107820511,0.1915440857410431,0.29463258385658264
which,0.4840516746044159,0.6521818041801453,0.21078838407993317,0.5011631846427917,0.6521818041801453,0.1991286277770996,0.506277859210968,0.20400890707969666,0.21391116082668304,0.20221349596977234,0.3658004403114319,0.3688730001449585,0.2830964922904968,0.6521818041801453,0.15872660279273987,0.5011631846427917,0.1991286277770996,0.19601459801197052,0.506277859210968,0.1991286277770996,0.16575658321380615,0.25814583897590637
he,0.41690486669540405,0.4571082592010498,0.17785942554473877,0.38706058263778687,0.4571082592010498,0.22597992420196533,0.45427167415618896,0.22468039393424988,0.21137064695358276,0.1745409220457077,0.40251094102859497,0.5500732064247131,0.5410010814666748,0.4571082592010498,0.28017905354499817,0.38706058263778687,0.22597992420196533,0.20203618705272675,0.45427167415618896,0.22597992420196533,0.19602109491825104,0.2089974731206894
had,0.385026752948761,0.3875846862792969,0.12459265440702438,0.37755560874938965,0.3875846862792969,0.18355661630630493,0.3872550129890442,0.12524351477622986,0.17618517577648163,0.1675889641046524,0.35487717390060425,0.36173108220100403,0.5927209258079529,0.3875846862792969,0.20116457343101501,0.37755560874938965,0.18355661630630493,0.14250153303146362,0.3872550129890442,0.18355661630630493,0.06271779537200928,0.20728366076946259
been,0.3515113592147827,0.3563927710056305,0.12342701852321625,0.31685134768486023,0.3563927710056305,0.19288167357444763,0.3424558639526367,0.11704083532094955,0.16285854578018188,0.17207111418247223,0.34873589873313904,0.3295723795890808,0.518218457698822,0.3563927710056305,0.14658920466899872,0.31685134768486023,0.19288167357444763,0.22045953571796417,0.3424558639526367,0.19288167357444763,0.18294094502925873,0.24354910850524902
