,the,university,'s,center,in,beijing,is,located,next,to,what,school,'s,campus,?
",",0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.1905742734670639,0.5201468467712402,0.26375576853752136,0.4691906273365021,0.2678719460964203,0.2665692865848541,0.44245919585227966,0.3087472915649414,0.27141863107681274,-0.0016132977325469255,0.2639807164669037,0.31091248989105225
near,0.2879819869995117,0.18687130510807037,-0.09597858041524887,0.26069921255111694,0.40211278200149536,0.14795640110969543,0.25453904271125793,0.4311690628528595,0.23178157210350037,0.2456841915845871,0.19414293766021729,0.18652783334255219,-0.09597858041524887,0.2661547362804413,0.10734958201646805
renmin,0.3220559060573578,0.3416437804698944,0.08140524476766586,0.2175275683403015,0.3275481164455414,0.484870046377182,0.2709069550037384,0.240543931722641,0.17049098014831543,0.18937085568904877,0.1719060242176056,0.28593385219573975,0.08140524476766586,0.2836541533470154,0.2270408272743225
university,0.263973206281662,1.0,-0.007441582623869181,0.2763576805591583,0.3201795518398285,0.2903507947921753,0.20346471667289734,0.2719898521900177,0.1334010362625122,0.20192374289035797,0.20256435871124268,0.48676231503486633,-0.007441582623869181,0.557883620262146,0.11887256056070328
's,-0.01540423184633255,-0.007441582623869181,0.9999999403953552,-0.006294060964137316,-0.037580832839012146,0.05236640200018883,0.02396530658006668,-0.031078986823558807,-0.056625429540872574,0.03782717138528824,0.02692362666130066,-0.017113132402300835,0.9999999403953552,0.050174564123153687,-0.023395681753754616
campus,0.20087170600891113,0.557883620262146,0.050174564123153687,0.2788240909576416,0.2525809109210968,0.19210360944271088,0.2408183068037033,0.42575085163116455,0.15159878134727478,0.11795692890882492,0.13670016825199127,0.40977439284324646,0.050174564123153687,1.0,0.06952692568302155
in,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.27253323793411255,1.0,0.2894909381866455,0.5394441485404968,0.35149815678596497,0.29307645559310913,0.45010748505592346,0.30808621644973755,0.26157811284065247,-0.037580832839012146,0.2525809109210968,0.20430970191955566
haidian,0.3045678734779358,0.17972546815872192,0.09081890434026718,0.20695814490318298,0.18655599653720856,0.2760057747364044,0.22017264366149902,0.18628866970539093,0.13277801871299744,0.19409312307834625,0.2293727695941925,0.20044344663619995,0.09081890434026718,0.16133055090904236,0.1332760900259018
district,0.2690705955028534,0.22784672677516937,0.02946428395807743,0.19152459502220154,0.30883273482322693,0.2131795585155487,0.2656395733356476,0.33509042859077454,0.16973769664764404,0.1543883979320526,0.13126243650913239,0.25237277150154114,0.02946428395807743,0.25128263235092163,0.06725285202264786
.,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.29649654030799866,0.5591574311256409,0.25429755449295044,0.4569662809371948,0.28226932883262634,0.2761645019054413,0.4645031690597534,0.3567904531955719,0.24214158952236176,-0.003708066651597619,0.20437243580818176,0.4130953550338745
