,most,imperialism,was,carried,out,using,which,method,of,transport,?
empires,0.2425559014081955,0.42241477966308594,0.2665889263153076,0.1404476910829544,0.19576957821846008,0.17096944153308868,0.22796547412872314,0.11024464666843414,0.2870881259441376,0.14103971421718597,0.15503522753715515
'',0.01990530639886856,-0.013202380388975143,0.04456103965640068,-0.017771903425455093,0.019159367308020592,0.051351990550756454,-0.03332270681858063,0.07508864998817444,0.13035868108272552,-0.023211214691400528,0.018684765323996544
.,0.35404038429260254,0.22279119491577148,0.40146201848983765,0.24091391265392303,0.34234723448753357,0.3629456162452698,0.45942068099975586,0.18224337697029114,0.5352458953857422,0.2437383234500885,0.4130953550338745
,most,imperialism,was,carried,out,using,which,method,of,transport,?
political,0.18180501461029053,0.4096531569957733,0.24282537400722504,0.1718166470527649,0.17529261112213135,0.1458629071712494,0.15920867025852203,0.10601025819778442,0.27319738268852234,0.19744758307933807,0.17130474746227264
power,0.18401093780994415,0.25230416655540466,0.1794997751712799,0.17425216734409332,0.17510327696800232,0.15780086815357208,0.2490626573562622,0.13806195557117462,0.25273123383522034,0.12034060060977936,0.15304024517536163
grew,0.1975724846124649,0.2159726768732071,0.42560136318206787,0.1682487428188324,0.14985591173171997,0.08228235691785812,0.13216321170330048,0.02746955119073391,0.2421051263809204,0.11965277045965195,0.05505307391285896
from,0.28580769896507263,0.16361792385578156,0.31171464920043945,0.2283707559108734,0.3196950852870941,0.28446757793426514,0.38755592703819275,0.15187986195087433,0.4249346852302551,0.2432892918586731,0.19969791173934937
conquering,0.2677844166755676,0.3340580463409424,0.25261837244033813,0.16907256841659546,0.18991181254386902,0.2189382165670395,0.2819322347640991,0.06752800196409225,0.3325044810771942,0.19388072192668915,0.16821224987506866
land,0.21697302162647247,0.2086302489042282,0.23751215636730194,0.17763064801692963,0.22960658371448517,0.16263484954833984,0.2834632992744446,0.08593308925628662,0.3057127296924591,0.250165730714798,0.1432059109210968
",",0.3636029064655304,0.2420617640018463,0.45456063747406006,0.2494087517261505,0.3161109685897827,0.27050045132637024,0.3658004403114319,0.22978182137012482,0.4946078956127167,0.21959951519966125,0.31091248989105225
however,0.4937610328197479,0.28847217559814453,0.37327632308006287,0.2706465423107147,0.4168221354484558,0.3689858913421631,0.5545716285705566,0.27406397461891174,0.3800618350505829,0.180317685008049,0.2152075469493866
cultural,0.17335648834705353,0.34698227047920227,0.18866337835788727,0.1350669264793396,0.08581869304180145,0.06962933391332626,0.20728276669979095,0.11590554565191269,0.29898300766944885,0.17624583840370178,0.09798457473516464
and,0.4309377074241638,0.19073538482189178,0.3740963041782379,0.2700822949409485,0.3881998062133789,0.33157408237457275,0.506277859210968,0.16907750070095062,0.5116966962814331,0.2537272870540619,0.20544172823429108
economic,0.2148471474647522,0.4640966057777405,0.1954469084739685,0.12413536012172699,0.13412119448184967,0.053869348019361496,0.2570582926273346,0.07408180087804794,0.3030148148536682,0.23825471103191376,0.1206481084227562
aspects,0.26347029209136963,0.2785547375679016,0.15950116515159607,0.14636757969856262,0.16758157312870026,0.22849074006080627,0.3449475169181824,0.241204172372818,0.2615640461444855,0.19343656301498413,0.15924711525440216
flourished,0.26285791397094727,0.28188180923461914,0.2761154770851135,0.26586079597473145,0.1616344153881073,0.09809651225805283,0.2987741529941559,0.16259270906448364,0.3390863239765167,0.1934775859117508,0.10325999557971954
through,0.22759674489498138,0.13557466864585876,0.21752823889255524,0.3205327093601227,0.3849549889564514,0.28066855669021606,0.40321648120880127,0.23965372145175934,0.3647414743900299,0.3066466450691223,0.16913433372974396
sea,0.22037747502326965,0.15551577508449554,0.18031850457191467,0.19281291961669922,0.16215740144252777,0.1054823026061058,0.25416871905326843,0.05854181572794914,0.2707739472389221,0.23429329693317413,0.15551945567131042
and,0.4309377074241638,0.19073538482189178,0.3740963041782379,0.2700822949409485,0.3881998062133789,0.33157408237457275,0.506277859210968,0.16907750070095062,0.5116966962814331,0.2537272870540619,0.20544172823429108
trade,0.17385978996753693,0.30227598547935486,0.19989590346813202,0.16673944890499115,0.14683757722377777,0.11761868000030518,0.22325871884822845,0.10677074640989304,0.2310105711221695,0.286858469247818,0.09336511790752411
routes,0.17279744148254395,0.14495982229709625,0.17122678458690643,0.1618347316980362,0.1459682136774063,0.1915617734193802,0.21438682079315186,0.20197010040283203,0.19020642340183258,0.41651955246925354,0.10893595963716507
.,0.35404038429260254,0.22279119491577148,0.40146201848983765,0.24091391265392303,0.34234723448753357,0.3629456162452698,0.45942068099975586,0.18224337697029114,0.5352458953857422,0.2437383234500885,0.4130953550338745
,most,imperialism,was,carried,out,using,which,method,of,transport,?
a,0.3508910834789276,0.17335295677185059,0.4508470594882965,0.21944114565849304,0.34264278411865234,0.32226553559303284,0.56894451379776,0.2613512873649597,0.5052502155303955,0.2372475117444992,0.23916715383529663
distinction,0.2773183584213257,0.26737159490585327,0.18883377313613892,0.1256270855665207,0.2010418027639389,0.187500461935997,0.41797715425491333,0.24572408199310303,0.30949485301971436,0.17542415857315063,0.15412788093090057
about,0.2816680371761322,0.22351233661174774,0.2577359974384308,0.18198786675930023,0.3289739489555359,0.2758254110813141,0.4059852957725525,0.20434175431728363,0.40939709544181824,0.12357381731271744,0.302409827709198
empires,0.2425559014081955,0.42241477966308594,0.2665889263153076,0.1404476910829544,0.19576957821846008,0.17096944153308868,0.22796547412872314,0.11024464666843414,0.2870881259441376,0.14103971421718597,0.15503522753715515
is,0.41165053844451904,0.13894762098789215,0.5810302495956421,0.15077325701713562,0.2817855477333069,0.26543745398521423,0.4457404911518097,0.21948537230491638,0.4854315221309662,0.22889505326747894,0.22961433231830597
``,0.08567854017019272,0.050459738820791245,-0.012679691426455975,0.014941378496587276,0.024644849821925163,0.09494099766016006,0.05178012326359749,0.04582330584526062,0.06780257821083069,0.040857866406440735,0.0685480609536171
that,0.4497850239276886,0.23209288716316223,0.33670201897621155,0.277723491191864,0.43996092677116394,0.4372335970401764,0.6894589066505432,0.29335150122642517,0.41498205065727234,0.25196561217308044,0.32716336846351624
although,0.35402846336364746,0.15906426310539246,0.3711436688899994,0.2178025096654892,0.2291252166032791,0.22177135944366455,0.3901670575141907,0.15215390920639038,0.3024747669696808,0.16927802562713623,0.15541206300258636
political,0.18180501461029053,0.4096531569957733,0.24282537400722504,0.1718166470527649,0.17529261112213135,0.1458629071712494,0.15920867025852203,0.10601025819778442,0.27319738268852234,0.19744758307933807,0.17130474746227264
empires,0.2425559014081955,0.42241477966308594,0.2665889263153076,0.1404476910829544,0.19576957821846008,0.17096944153308868,0.22796547412872314,0.11024464666843414,0.2870881259441376,0.14103971421718597,0.15503522753715515
were,0.3543298542499542,0.2340797334909439,0.590133786201477,0.31860119104385376,0.3354760408401489,0.24272575974464417,0.2807837128639221,0.13319812715053558,0.34038281440734863,0.16381311416625977,0.17890112102031708
built,0.18350690603256226,0.13906076550483704,0.3424932360649109,0.2823169529438019,0.1308143585920334,0.20568858087062836,0.2829757332801819,0.14624883234500885,0.23442776501178741,0.2878134250640869,0.09449632465839386
mostly,0.5389298796653748,0.09701945632696152,0.24953827261924744,0.20865903794765472,0.2648092806339264,0.23861950635910034,0.4112597107887268,0.16208964586257935,0.2964755594730377,0.18717218935489655,0.09124795347452164
by,0.270847886800766,0.21250218152999878,0.4752357602119446,0.2679203748703003,0.29497629404067993,0.349493145942688,0.40543368458747864,0.2714079022407532,0.3646814823150635,0.19668850302696228,0.17966607213020325
expansion,0.1628837287425995,0.25386905670166016,0.16902519762516022,0.10998345911502838,0.20037654042243958,0.2042381763458252,0.2851024270057678,0.15653236210346222,0.24185356497764587,0.2319643646478653,0.18286365270614624
overland,0.1991061121225357,0.16027946770191193,0.21575897932052612,0.24395449459552765,0.22599521279335022,0.21155206859111786,0.27226319909095764,0.14040040969848633,0.250652551651001,0.30300694704055786,0.11552838236093521
",",0.3636029064655304,0.2420617640018463,0.45456063747406006,0.2494087517261505,0.3161109685897827,0.27050045132637024,0.3658004403114319,0.22978182137012482,0.4946078956127167,0.21959951519966125,0.31091248989105225
economic,0.2148471474647522,0.4640966057777405,0.1954469084739685,0.12413536012172699,0.13412119448184967,0.053869348019361496,0.2570582926273346,0.07408180087804794,0.3030148148536682,0.23825471103191376,0.1206481084227562
and,0.4309377074241638,0.19073538482189178,0.3740963041782379,0.2700822949409485,0.3881998062133789,0.33157408237457275,0.506277859210968,0.16907750070095062,0.5116966962814331,0.2537272870540619,0.20544172823429108
cultural,0.17335648834705353,0.34698227047920227,0.18866337835788727,0.1350669264793396,0.08581869304180145,0.06962933391332626,0.20728276669979095,0.11590554565191269,0.29898300766944885,0.17624583840370178,0.09798457473516464
influences,0.195721834897995,0.3376961946487427,0.19650225341320038,0.12517772614955902,0.14688481390476227,0.15972836315631866,0.16926586627960205,0.20470410585403442,0.22432047128677368,0.04924681782722473,0.13263073563575745
spread,0.26356273889541626,0.2380409836769104,0.16506560146808624,0.3969863951206207,0.298315167427063,0.25214818120002747,0.31588253378868103,0.18742406368255615,0.2895529866218567,0.15247483551502228,0.16482828557491302
at,0.22451047599315643,0.1221642792224884,0.36707764863967896,0.17515432834625244,0.2881071865558624,0.23787257075309753,0.3286694884300232,0.12359891831874847,0.42558613419532776,0.15085075795650482,0.21978627145290375
least,0.46400970220565796,0.13198982179164886,0.20791326463222504,0.2089192271232605,0.25487110018730164,0.22987739741802216,0.38271406292915344,0.18529699742794037,0.32696738839149475,0.18980185687541962,0.28866854310035706
as,0.3548237979412079,0.2192956656217575,0.3677520453929901,0.2365865707397461,0.3124499022960663,0.31195345520973206,0.41006597876548767,0.2215547412633896,0.3886612355709076,0.19943572580814362,0.27043893933296204
much,0.4205867648124695,0.18958616256713867,0.2580166161060333,0.2513294816017151,0.3749011158943176,0.26903200149536133,0.4274604916572571,0.2618449032306671,0.2671096920967102,0.2527209520339966,0.23442231118679047
by,0.270847886800766,0.21250218152999878,0.4752357602119446,0.2679203748703003,0.29497629404067993,0.349493145942688,0.40543368458747864,0.2714079022407532,0.3646814823150635,0.19668850302696228,0.17966607213020325
sea,0.22037747502326965,0.15551577508449554,0.18031850457191467,0.19281291961669922,0.16215740144252777,0.1054823026061058,0.25416871905326843,0.05854181572794914,0.2707739472389221,0.23429329693317413,0.15551945567131042
'',0.01990530639886856,-0.013202380388975143,0.04456103965640068,-0.017771903425455093,0.019159367308020592,0.051351990550756454,-0.03332270681858063,0.07508864998817444,0.13035868108272552,-0.023211214691400528,0.018684765323996544
.,0.35404038429260254,0.22279119491577148,0.40146201848983765,0.24091391265392303,0.34234723448753357,0.3629456162452698,0.45942068099975586,0.18224337697029114,0.5352458953857422,0.2437383234500885,0.4130953550338745
