,what,did,the,nfl,do,to,the,playing,field,at,levi,'s,stadium,before,the,super,bowl,?
grass,0.1307278871536255,0.14845547080039978,0.22174039483070374,0.18530215322971344,0.1385744959115982,0.1949663609266281,0.22174039483070374,0.22079725563526154,0.29531729221343994,0.12183058261871338,0.15273632109165192,0.13683730363845825,0.28554368019104004,0.15432170033454895,0.22174039483070374,0.11269902437925339,0.2336098551750183,0.12344902008771896
stadiums,0.1592150628566742,0.17336921393871307,0.2981659770011902,0.30965882539749146,0.21638742089271545,0.2585475742816925,0.2981659770011902,0.32961124181747437,0.3018037974834442,0.2064119428396225,0.13798938691616058,0.08834433555603027,0.8583540916442871,0.15952786803245544,0.2981659770011902,0.1739373505115509,0.2768748998641968,0.11989521980285645
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.26859769225120544,0.27645614743232727,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.3156566619873047,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.30239659547805786,0.535392165184021,1.0,0.27700236439704895,0.2105809599161148,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.45900648832321167,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
nfl,0.12579965591430664,0.16524574160575867,0.15305201709270477,1.0,0.09061969071626663,0.1526731252670288,0.15305201709270477,0.253166526556015,0.1883016675710678,0.20260320603847504,0.12570512294769287,0.01630374602973461,0.28547149896621704,0.15324591100215912,0.15305201709270477,0.319060355424881,0.48354101181030273,0.10610254108905792
re-sodded,0.24762454628944397,0.298442006111145,0.32192739844322205,0.20311874151229858,0.254472941160202,0.335780531167984,0.32192739844322205,0.1700521856546402,0.15449942648410797,0.20068974792957306,0.14817176759243011,-0.029789293184876442,0.1386032998561859,0.33529138565063477,0.32192739844322205,0.23613111674785614,0.28550440073013306,0.2500745952129364
the,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.30239659547805786,0.535392165184021,1.0,0.27700236439704895,0.2105809599161148,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.45900648832321167,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
field,0.1825202852487564,0.16789361834526062,0.2105809599161148,0.1883016675710678,0.1733429878950119,0.2647967040538788,0.2105809599161148,0.17465682327747345,1.0,0.190035879611969,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.13420116901397705,0.2105809599161148,0.1592533439397812,0.15438513457775116,0.11279727518558502
with,0.2464839518070221,0.25472134351730347,0.4223487675189972,0.18521657586097717,0.23744353652000427,0.4239959120750427,0.4223487675189972,0.28759291768074036,0.15400348603725433,0.29126521944999695,0.08109969645738602,-0.04624466598033905,0.11267887055873871,0.32654517889022827,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.2433311939239502
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.25313833355903625,0.2030690312385559,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.3583870828151703,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
new,0.2130378633737564,0.227974995970726,0.3845241069793701,0.13000497221946716,0.21221688389778137,0.33159172534942627,0.3845241069793701,0.16280901432037354,0.11123427003622055,0.1898733228445053,0.17616036534309387,-0.008355522528290749,0.17546728253364563,0.3233793377876282,0.3845241069793701,0.2769954204559326,0.1471257209777832,0.14782847464084625
playing,0.1880110800266266,0.20387709140777588,0.27700236439704895,0.253166526556015,0.16129159927368164,0.1998187005519867,0.27700236439704895,1.0,0.17465682327747345,0.19664570689201355,0.12751458585262299,0.049456462264060974,0.27812471985816956,0.24205543100833893,0.27700236439704895,0.14963796734809875,0.11901324987411499,0.1513366848230362
surface,0.23580394685268402,0.14255931973457336,0.2555135488510132,0.121123306453228,0.17361098527908325,0.23727688193321228,0.2555135488510132,0.14249366521835327,0.27078428864479065,0.16544756293296814,0.06838182359933853,0.11841000616550446,0.11611777544021606,0.1508508175611496,0.2555135488510132,0.1541283130645752,0.16867907345294952,0.14613434672355652
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,-0.0018241426441818476,0.06261929124593735,0.0979827418923378,0.09152708947658539,0.08986758440732956,-0.016989825293421745,0.00622112350538373,-0.014587413519620895,0.006909397430717945,0.06735169887542725,0.04281490668654442,0.09152708947658539,0.0580664724111557,0.03451862558722496,0.10349778085947037
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.25313833355903625,0.2030690312385559,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.3583870828151703,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
hybrid,0.11194796860218048,0.17377518117427826,0.18110306560993195,0.1350867599248886,0.17975890636444092,0.08597830682992935,0.18110306560993195,0.07979581505060196,0.19807501137256622,0.13576987385749817,0.06417365372180939,0.050983648747205734,0.1529722511768341,0.07450635731220245,0.18110306560993195,0.15194612741470337,0.11064152419567108,0.12404834479093552
bermuda,0.14449000358581543,0.1867833435535431,0.20580384135246277,0.1306266337633133,0.1719941645860672,0.23561279475688934,0.20580384135246277,0.16540861129760742,0.17539438605308533,0.16332536935806274,0.10976310074329376,0.028801413252949715,0.18874354660511017,0.2388594150543213,0.20580384135246277,0.1028924509882927,0.10321264714002609,0.12929651141166687
419,0.02194921299815178,-0.01153601985424757,0.031122731044888496,-0.03198184818029404,0.11291114240884781,0.011749159544706345,0.031122731044888496,-0.03450075909495354,0.014212913811206818,0.0008186824852600694,-0.09244410693645477,-0.05459090694785118,0.002711470238864422,-0.12692168354988098,0.031122731044888496,0.0931352972984314,-0.059009525924921036,0.0011153079103678465
turf,0.16994749009609222,0.10967846214771271,0.18297892808914185,0.27355220913887024,0.17626126110553741,0.22923210263252258,0.18297892808914185,0.2294740229845047,0.22418086230754852,0.14422428607940674,0.1276061236858368,0.07264405488967896,0.3282683491706848,0.14215651154518127,0.18297892808914185,0.2351023554801941,0.264580100774765,0.11744038760662079
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.1964210718870163,0.3613996207714081,0.4645031690597534,0.5934505462646484,0.29366427659988403,0.23224417865276337,0.4549728035926819,0.16844750940799713,-0.003708066651597619,0.1958179920911789,0.36693984270095825,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
,what,did,the,nfl,do,to,the,playing,field,at,levi,'s,stadium,before,the,super,bowl,?
concerns,0.345258891582489,0.2600153982639313,0.23063859343528748,0.10729093849658966,0.32745495438575745,0.3080695569515228,0.23063859343528748,0.1360345482826233,0.19200827181339264,0.23139747977256775,0.12381898611783981,-0.06240003928542137,0.11287197470664978,0.26378899812698364,0.23063859343528748,0.09447374939918518,0.047791432589292526,0.3555730879306793
were,0.22298263013362885,0.4162326455116272,0.3906462490558624,0.12345176935195923,0.23274902999401093,0.31913647055625916,0.3906462490558624,0.1868111938238144,0.11600887030363083,0.2947486639022827,0.19408033788204193,0.007088581565767527,0.15496990084648132,0.3127685785293579,0.3906462490558624,0.18743500113487244,0.17085392773151398,0.17890112102031708
raised,0.12998360395431519,0.199112206697464,0.2089216411113739,0.121205173432827,0.13719621300697327,0.18795548379421234,0.2089216411113739,0.20419402420520782,0.12314791977405548,0.25713419914245605,0.17695719003677368,-0.08130557090044022,0.1773478239774704,0.17899438738822937,0.2089216411113739,0.12616728246212006,0.14146828651428223,0.1332261711359024
over,0.28007611632347107,0.2535076439380646,0.39856547117233276,0.13208413124084473,0.22620153427124023,0.38635820150375366,0.39856547117233276,0.1721440851688385,0.1666642725467682,0.34008997678756714,0.0642046108841896,0.016215575858950615,0.18113315105438232,0.39478549361228943,0.39856547117233276,0.1542150378227234,0.18914388120174408,0.25742942094802856
whether,0.5516265630722046,0.30857425928115845,0.3211745023727417,0.0920647531747818,0.37359970808029175,0.43423423171043396,0.3211745023727417,0.19600266218185425,0.18917080760002136,0.1790502816438675,0.13261659443378448,0.03314889967441559,0.11717334389686584,0.35726162791252136,0.3211745023727417,0.099372498691082,0.126320019364357,0.3150278329849243
levi,0.13056978583335876,0.1928999423980713,0.15661084651947021,0.12570512294769287,0.1360003650188446,0.18474219739437103,0.15661084651947021,0.12751458585262299,0.1189475953578949,0.1250557154417038,0.9999999403953552,0.0004511454317253083,0.16388165950775146,0.1710968017578125,0.15661084651947021,0.08340612053871155,0.1602962166070938,0.09252339601516724
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.01630374602973461,-0.01994597539305687,0.03782717138528824,-0.01540423184633255,0.049456462264060974,0.07850787043571472,-0.08481216430664062,0.0004511454317253083,0.9999999403953552,0.06718146800994873,-0.01158253662288189,-0.01540423184633255,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
stadium,0.12456028908491135,0.14029206335544586,0.21145665645599365,0.28547149896621704,0.15315508842468262,0.2075904905796051,0.21145665645599365,0.27812471985816956,0.31675073504447937,0.22218671441078186,0.16388165950775146,0.06718146800994873,1.0,0.13323405385017395,0.21145665645599365,0.1715150624513626,0.25985562801361084,0.07579939067363739
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.01630374602973461,-0.01994597539305687,0.03782717138528824,-0.01540423184633255,0.049456462264060974,0.07850787043571472,-0.08481216430664062,0.0004511454317253083,0.9999999403953552,0.06718146800994873,-0.01158253662288189,-0.01540423184633255,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
field,0.1825202852487564,0.16789361834526062,0.2105809599161148,0.1883016675710678,0.1733429878950119,0.2647967040538788,0.2105809599161148,0.17465682327747345,1.0,0.190035879611969,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.13420116901397705,0.2105809599161148,0.1592533439397812,0.15438513457775116,0.11279727518558502
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.20145657658576965,0.11523093283176422,0.3636345863342285,0.48711544275283813,0.2290516495704651,0.15975919365882874,0.36707764863967896,0.22001278400421143,0.008974763564765453,0.20318599045276642,0.38607707619667053,0.48711544275283813,0.21420986950397491,0.21915455162525177,0.18412111699581146
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.1524115800857544,0.26150479912757874,0.41548454761505127,0.733189046382904,0.20471586287021637,0.20410659909248352,0.42558613419532776,0.14476609230041504,-0.03817026689648628,0.17126937210559845,0.3282964527606964,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.25313833355903625,0.2030690312385559,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.3583870828151703,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
high,0.20466077327728271,0.15957149863243103,0.28034812211990356,0.1685030162334442,0.15005089342594147,0.28947713971138,0.28034812211990356,0.15822723507881165,0.15615272521972656,0.2874184250831604,0.08605117350816727,-0.04658069461584091,0.15461035072803497,0.17087991535663605,0.28034812211990356,0.21968311071395874,0.18100906908512115,0.11137914657592773
enough,0.3944990336894989,0.3866412043571472,0.304282009601593,0.13684223592281342,0.3728928565979004,0.43150144815444946,0.304282009601593,0.1460036039352417,0.1857391744852066,0.214862659573555,0.1443893313407898,-0.07335468381643295,0.09274795651435852,0.3189032971858978,0.304282009601593,0.21876612305641174,0.16088083386421204,0.3526461720466614
quality,0.28952741622924805,0.21685834228992462,0.21949779987335205,0.1446697860956192,0.21200363337993622,0.28523996472358704,0.21949779987335205,0.166116863489151,0.1965181827545166,0.18080009520053864,0.12847104668617249,0.03701535984873772,0.14504903554916382,0.20871296525001526,0.21949779987335205,0.10457455366849899,0.1145610362291336,0.23524069786071777
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1526731252670288,0.38876664638519287,1.0,0.535392165184021,0.1998187005519867,0.2647967040538788,0.36524343490600586,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.4190867841243744,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
host,0.12779991328716278,0.08573058992624283,0.26909032464027405,0.22719800472259521,0.16446317732334137,0.18300798535346985,0.26909032464027405,0.17880761623382568,0.14034751057624817,0.15717428922653198,0.12580302357673645,-0.04823359102010727,0.24011856317520142,0.1393032670021057,0.26909032464027405,0.14729782938957214,0.17551401257514954,0.1021634042263031
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.25313833355903625,0.2030690312385559,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.3583870828151703,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
super,0.13651713728904724,0.16038043797016144,0.21959073841571808,0.319060355424881,0.0741725042462349,0.17783479392528534,0.21959073841571808,0.14963796734809875,0.1592533439397812,0.11449114978313446,0.08340612053871155,0.09726737439632416,0.1715150624513626,0.16279493272304535,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.15942467749118805,0.18569406867027283,0.21576224267482758,0.48354101181030273,0.09820868074893951,0.16993016004562378,0.21576224267482758,0.11901324987411499,0.15438513457775116,0.2709662914276123,0.1602962166070938,-0.02838491089642048,0.25985562801361084,0.19842083752155304,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,-0.0018241426441818476,0.06261929124593735,0.0979827418923378,0.09152708947658539,0.08986758440732956,-0.016989825293421745,0.00622112350538373,-0.014587413519620895,0.006909397430717945,0.06735169887542725,0.04281490668654442,0.09152708947658539,0.0580664724111557,0.03451862558722496,0.10349778085947037
during,0.24137552082538605,0.30679523944854736,0.4838213622570038,0.1421450674533844,0.1831897497177124,0.2828781306743622,0.4838213622570038,0.22985729575157166,0.10801912844181061,0.372769296169281,0.07856635004281998,0.011294117197394371,0.11316139996051788,0.4833252727985382,0.4838213622570038,0.16951335966587067,0.22041946649551392,0.1325719803571701
the,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.30239659547805786,0.535392165184021,1.0,0.27700236439704895,0.2105809599161148,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.45900648832321167,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
inaugural,0.09634827822446823,0.17149940133094788,0.2678447663784027,0.2792995572090149,0.1146356388926506,0.1739099621772766,0.2678447663784027,0.19429883360862732,0.04625199735164642,0.23691895604133606,0.16849297285079956,-0.019868766888976097,0.2559598386287689,0.21369215846061707,0.2678447663784027,0.2251230776309967,0.26552441716194153,0.16871942579746246
season,0.12117787450551987,0.19368280470371246,0.2507155239582062,0.3929455280303955,0.12511172890663147,0.22382742166519165,0.2507155239582062,0.3437320590019226,0.16996100544929504,0.18120098114013672,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.2670373320579529,0.2507155239582062,0.2755677402019501,0.3117852509021759,0.16793298721313477
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.26859769225120544,0.27645614743232727,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.3156566619873047,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.30239659547805786,0.535392165184021,1.0,0.27700236439704895,0.2105809599161148,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.45900648832321167,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
field,0.1825202852487564,0.16789361834526062,0.2105809599161148,0.1883016675710678,0.1733429878950119,0.2647967040538788,0.2105809599161148,0.17465682327747345,1.0,0.190035879611969,0.1189475953578949,0.07850787043571472,0.31675073504447937,0.13420116901397705,0.2105809599161148,0.1592533439397812,0.15438513457775116,0.11279727518558502
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.17032240331172943,0.24590566754341125,0.37984350323677063,0.3875846862792969,0.23624201118946075,0.14218349754810333,0.3288320302963257,0.24291031062602997,-0.004401352722197771,0.1497623771429062,0.3737051784992218,0.3875846862792969,0.17216899991035461,0.1661457121372223,0.20728366076946259
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1526731252670288,0.38876664638519287,1.0,0.535392165184021,0.1998187005519867,0.2647967040538788,0.36524343490600586,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.4190867841243744,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.4248143136501312,0.12418080866336823,0.36575672030448914,0.4972836375236511,0.4248143136501312,0.18606601655483246,0.21388062834739685,0.30379733443260193,0.12446195632219315,0.025217169895768166,0.1513574868440628,0.34914204478263855,0.4248143136501312,0.1880253106355667,0.18567830324172974,0.3324260413646698
re-sodded,0.24762454628944397,0.298442006111145,0.32192739844322205,0.20311874151229858,0.254472941160202,0.335780531167984,0.32192739844322205,0.1700521856546402,0.15449942648410797,0.20068974792957306,0.14817176759243011,-0.029789293184876442,0.1386032998561859,0.33529138565063477,0.32192739844322205,0.23613111674785614,0.28550440073013306,0.2500745952129364
multiple,0.19839626550674438,0.13390448689460754,0.20022359490394592,0.1360493153333664,0.18609929084777832,0.2663446366786957,0.20022359490394592,0.06669147312641144,0.15362884104251862,0.1886529177427292,0.04573646932840347,-0.002423811238259077,0.03324197232723236,0.17442861199378967,0.20022359490394592,0.1904134303331375,0.07687632739543915,0.1591399908065796
times,0.21414996683597565,0.23068773746490479,0.29093852639198303,0.1256874054670334,0.14708955585956573,0.32875269651412964,0.29093852639198303,0.12457466870546341,0.09539315104484558,0.26909148693084717,0.11801004409790039,-0.048017483204603195,0.12687304615974426,0.3115774989128113,0.29093852639198303,0.19135531783103943,0.25533148646354675,0.18880689144134521
due,0.15204688906669617,0.15152592957019806,0.22577603161334991,0.11444740742444992,0.15443827211856842,0.35188060998916626,0.22577603161334991,0.12448398768901825,0.17275941371917725,0.19990050792694092,0.12446139007806778,0.03925589844584465,0.16195087134838104,0.2627594769001007,0.22577603161334991,0.17850907146930695,0.13443246483802795,0.10954997688531876
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.1526731252670288,0.38876664638519287,1.0,0.535392165184021,0.1998187005519867,0.2647967040538788,0.36524343490600586,0.18474219739437103,0.03782717138528824,0.2075904905796051,0.4190867841243744,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
various,0.26045072078704834,0.19538888335227966,0.3235042691230774,0.08706800639629364,0.22750963270664215,0.33564820885658264,0.3235042691230774,0.15009792149066925,0.1974964290857315,0.17125456035137177,0.09583251923322678,0.0089445561170578,0.0882943794131279,0.17762517929077148,0.3235042691230774,0.18656621873378754,0.13842716813087463,0.12823495268821716
issues,0.33279702067375183,0.22840259969234467,0.2638932764530182,0.1262246072292328,0.25844764709472656,0.27458062767982483,0.2638932764530182,0.14897318184375763,0.17684774100780487,0.21672987937927246,0.09587151557207108,-0.05637482926249504,0.07234929502010345,0.27491575479507446,0.2638932764530182,0.12439468502998352,0.0730755627155304,0.320565789937973
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.26859769225120544,0.27645614743232727,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.3156566619873047,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.2080700695514679,0.276123583316803,0.48971283435821533,0.5171257257461548,0.2819675803184509,0.26487240195274353,0.3571503460407257,0.16145840287208557,0.06895173341035843,0.11777293682098389,0.3518902659416199,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
during,0.24137552082538605,0.30679523944854736,0.4838213622570038,0.1421450674533844,0.1831897497177124,0.2828781306743622,0.4838213622570038,0.22985729575157166,0.10801912844181061,0.372769296169281,0.07856635004281998,0.011294117197394371,0.11316139996051788,0.4833252727985382,0.4838213622570038,0.16951335966587067,0.22041946649551392,0.1325719803571701
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.25313833355903625,0.2030690312385559,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.3583870828151703,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
week,0.2483774870634079,0.2459598332643509,0.28402599692344666,0.2859033942222595,0.25952497124671936,0.27498435974121094,0.28402599692344666,0.1502120941877365,0.14238427579402924,0.3329743444919586,0.13201266527175903,-0.04274718090891838,0.17579275369644165,0.39096274971961975,0.28402599692344666,0.18053525686264038,0.2576042413711548,0.25105318427085876
6,0.05088282376527786,-0.0043754540383815765,0.041227471083402634,0.010061133652925491,0.10582158714532852,0.14752747118473053,0.041227471083402634,-0.06352756917476654,0.004532482009381056,0.04754280671477318,0.0590386725962162,0.06298240274190903,0.0643739253282547,0.03365094214677811,0.041227471083402634,0.011308081448078156,-0.011608794331550598,0.045001473277807236
game,0.2246788740158081,0.19789010286331177,0.285271555185318,0.3143478333950043,0.17618398368358612,0.2540906071662903,0.285271555185318,0.4575028121471405,0.24591608345508575,0.18453927338123322,0.06744404137134552,0.07448072731494904,0.27498841285705566,0.23854228854179382,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
earlier,0.22624605894088745,0.24518106877803802,0.26843780279159546,0.10199462622404099,0.15904638171195984,0.29382309317588806,0.26843780279159546,0.1460740715265274,0.12083770334720612,0.3020859658718109,0.14750060439109802,0.04531743377447128,0.14518886804580688,0.36153680086135864,0.26843780279159546,0.1237628385424614,0.12285203486680984,0.13306351006031036
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.12599408626556396,0.23402775824069977,0.45010748505592346,0.6662389636039734,0.28501778841018677,0.20553018152713776,0.4374977946281433,0.13398480415344238,-0.037580832839012146,0.21361783146858215,0.4155850410461426,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.15305201709270477,0.30239659547805786,0.535392165184021,1.0,0.27700236439704895,0.2105809599161148,0.457212895154953,0.15661084651947021,-0.01540423184633255,0.21145665645599365,0.45900648832321167,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
2015,-0.07269049435853958,0.02002497762441635,0.1466771513223648,-0.006650217808783054,-0.10525556653738022,-0.0031493064016103745,0.1466771513223648,-0.08339155465364456,0.015691040083765984,0.12469656765460968,0.11664821952581406,0.023902352899312973,0.08520212769508362,0.025667713955044746,0.1466771513223648,0.04363032057881355,0.0710686594247818,-0.029954981058835983
season,0.12117787450551987,0.19368280470371246,0.2507155239582062,0.3929455280303955,0.12511172890663147,0.22382742166519165,0.2507155239582062,0.3437320590019226,0.16996100544929504,0.18120098114013672,0.09874927997589111,0.06624794006347656,0.20871607959270477,0.2670373320579529,0.2507155239582062,0.2755677402019501,0.3117852509021759,0.16793298721313477
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.18939071893692017,0.3283645510673523,0.44245919585227966,0.4933079481124878,0.26859769225120544,0.27645614743232727,0.38314947485923767,0.2592664957046509,-0.0016132977325469255,0.2056228220462799,0.3156566619873047,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1210956797003746,0.26237669587135315,0.45503583550453186,0.5829201340675354,0.25313833355903625,0.2030690312385559,0.3095070421695709,0.14748936891555786,0.04866964742541313,0.14596018195152283,0.3583870828151703,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
portion,0.287394255399704,0.21140550076961517,0.42017096281051636,0.09489450603723526,0.20469847321510315,0.3284904956817627,0.42017096281051636,0.04983418807387352,0.15324991941452026,0.1814720630645752,0.14559979736804962,-0.014645480550825596,0.13463465869426727,0.16071444749832153,0.42017096281051636,0.1408732384443283,0.1491580307483673,0.11719609797000885
