,what,are,the,two,bodies,that,make,up,the,european,union,'s,legislature,?
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2745959758758545,0.5473989248275757,0.3146495521068573,0.38423117995262146,1.0,0.3423081040382385,0.24421639740467072,-0.01540423184633255,0.2745116055011749,0.22068053483963013
council,0.16933071613311768,0.1583584100008011,0.2829204201698303,0.13451583683490753,0.19928213953971863,0.18148750066757202,0.15858744084835052,0.1345137059688568,0.2829204201698303,0.2610081732273102,0.3830934464931488,-0.007623340003192425,0.4097883999347687,0.1160062924027443
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.37726253271102905,0.2732889950275421,0.41498205065727234,0.2912110388278961,0.32945773005485535,0.733189046382904,0.2507138252258301,0.2642118036746979,-0.03817026689648628,0.3148817718029022,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2745959758758545,0.5473989248275757,0.3146495521068573,0.38423117995262146,1.0,0.3423081040382385,0.24421639740467072,-0.01540423184633255,0.2745116055011749,0.22068053483963013
european,0.15324164927005768,0.15548661351203918,0.3423081040382385,0.19338899850845337,0.138741135597229,0.2049320936203003,0.15440261363983154,0.16363249719142914,0.3423081040382385,0.9999998807907104,0.3571677803993225,0.08902547508478165,0.17899732291698456,0.14560863375663757
union,0.1396910548210144,0.15829040110111237,0.24421639740467072,0.22333486378192902,0.20035745203495026,0.17320044338703156,0.10841678082942963,0.17829470336437225,0.24421639740467072,0.3571677803993225,0.9999999403953552,0.10892792046070099,0.2902652323246002,0.07797172665596008
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.35859420895576477,0.22888998687267303,0.4137537479400635,0.324553906917572,0.34193792939186096,0.4933079481124878,0.19684812426567078,0.2362271547317505,-0.0016132977325469255,0.22554227709770203,0.31091248989105225
which,0.5261979103088379,0.42922598123550415,0.6521818041801453,0.4674137234687805,0.3019085228443146,0.6894589066505432,0.4280063211917877,0.36388060450553894,0.6521818041801453,0.2234036773443222,0.23846890032291412,0.03856118768453598,0.26002246141433716,0.25814583897590637
under,0.20154598355293274,0.2196284979581833,0.3348022699356079,0.17014911770820618,0.20267480611801147,0.26447200775146484,0.17868906259536743,0.19996878504753113,0.3348022699356079,0.17218957841396332,0.1701658070087433,-0.03376881033182144,0.18243414163589478,0.18233340978622437
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2745959758758545,0.5473989248275757,0.3146495521068573,0.38423117995262146,1.0,0.3423081040382385,0.24421639740467072,-0.01540423184633255,0.2745116055011749,0.22068053483963013
treaties,0.2403455525636673,0.23368829488754272,0.28970760107040405,0.24652564525604248,0.2498629093170166,0.2838388681411743,0.25845566391944885,0.18554998934268951,0.28970760107040405,0.30161675810813904,0.34353530406951904,-0.04373883083462715,0.3811323642730713,0.1693580597639084
may,0.25739946961402893,0.3162533640861511,0.2694292366504669,0.25614964962005615,0.18944868445396423,0.4234136641025543,0.22018355131149292,0.2067306935787201,0.2694292366504669,0.13291458785533905,0.16676320135593414,-0.07006479054689407,0.1453143209218979,0.2768254578113556
establish,0.24999600648880005,0.14936862885951996,0.31343501806259155,0.14135417342185974,0.2061336189508438,0.3038421869277954,0.28967323899269104,0.1770133078098297,0.31343501806259155,0.18328537046909332,0.16178838908672333,-0.08452758938074112,0.3325217366218567,0.21678102016448975
secondary,0.20388361811637878,0.24611520767211914,0.21037471294403076,0.22640569508075714,0.14153778553009033,0.1989964246749878,0.14540916681289673,0.17300717532634735,0.21037471294403076,0.04336964339017868,0.11224137246608734,-0.1052255854010582,0.22366604208946228,0.18118004500865936
law,0.2145031988620758,0.13009320199489594,0.24548950791358948,0.18560174107551575,0.22686834633350372,0.23277728259563446,0.18935526907444,0.1515423059463501,0.24548950791358948,0.17164482176303864,0.19371826946735382,-0.06109188124537468,0.4002280831336975,0.1528988480567932
to,0.455847829580307,0.3504326641559601,0.535392165184021,0.3343428373336792,0.2779117226600647,0.5436353087425232,0.497876912355423,0.40375280380249023,0.535392165184021,0.21011990308761597,0.16926777362823486,0.03782717138528824,0.24813328683376312,0.29463258385658264
pursue,0.21410717070102692,0.15331785380840302,0.21766875684261322,0.1372550129890442,0.11986283957958221,0.2608940303325653,0.23559504747390747,0.2277638018131256,0.21766875684261322,0.15496809780597687,0.1498972326517105,0.06272278726100922,0.11204482614994049,0.1284760683774948
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2745959758758545,0.5473989248275757,0.3146495521068573,0.38423117995262146,1.0,0.3423081040382385,0.24421639740467072,-0.01540423184633255,0.2745116055011749,0.22068053483963013
objective,0.3859251141548157,0.23756328225135803,0.24117743968963623,0.15899339318275452,0.18381951749324799,0.36134687066078186,0.2541038691997528,0.1791568249464035,0.24117743968963623,0.18609322607517242,0.26060107350349426,0.004160689655691385,0.24732989072799683,0.2514022886753082
set,0.28954121470451355,0.2029329091310501,0.2927955985069275,0.2889789044857025,0.1601724773645401,0.2916346788406372,0.28428220748901367,0.32636314630508423,0.2927955985069275,0.1126570999622345,0.13430772721767426,0.05998389050364494,0.22032706439495087,0.1698019951581955
out,0.3633197546005249,0.31390950083732605,0.39404502511024475,0.2987716495990753,0.2521316707134247,0.43996092677116394,0.3698912560939789,0.5144561529159546,0.39404502511024475,0.15037359297275543,0.1148899644613266,0.0021837172098457813,0.2251337170600891,0.22020699083805084
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.36463531851768494,0.2551804780960083,0.435920387506485,0.268858402967453,0.3120773434638977,0.6662389636039734,0.23319172859191895,0.22726479172706604,-0.037580832839012146,0.24105465412139893,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,1.0,0.43858039379119873,0.2745959758758545,0.5473989248275757,0.3146495521068573,0.38423117995262146,1.0,0.3423081040382385,0.24421639740467072,-0.01540423184633255,0.2745116055011749,0.22068053483963013
treaties,0.2403455525636673,0.23368829488754272,0.28970760107040405,0.24652564525604248,0.2498629093170166,0.2838388681411743,0.25845566391944885,0.18554998934268951,0.28970760107040405,0.30161675810813904,0.34353530406951904,-0.04373883083462715,0.3811323642730713,0.1693580597639084
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.3524959683418274,0.253254771232605,0.4460422694683075,0.3547073304653168,0.351434588432312,0.5934505462646484,0.2095622420310974,0.23708370327949524,-0.003708066651597619,0.2466430515050888,0.4130953550338745
