,who,allegedly,haunted,the,gate,?
(,0.2443375140428543,0.030153747648000717,0.13269558548927307,0.33289089798927307,0.1783822774887085,0.40561532974243164
regarded,0.28469380736351013,0.1768859475851059,0.2217196375131607,0.28921735286712646,0.14506958425045013,0.1741991639137268
by,0.39727845788002014,0.3064643442630768,0.21681629121303558,0.4408751428127289,0.16952279210090637,0.17966607213020325
roman,0.1856684684753418,0.13966898620128632,0.13104069232940674,0.2862859070301056,0.1407122164964676,0.1663191318511963
catholics,0.3262416124343872,0.20930220186710358,0.19195735454559326,0.27357813715934753,0.08904777467250824,0.17714823782444
as,0.3923053741455078,0.19195163249969482,0.20640672743320465,0.48381632566452026,0.18003322184085846,0.27043893933296204
an,0.2848317325115204,0.22271795570850372,0.19816343486309052,0.4207492768764496,0.15348224341869354,0.19793890416622162
infamous,0.3114768862724304,0.411792516708374,0.35309889912605286,0.3072296380996704,0.244531512260437,0.14350996911525726
scoundrel,0.3208773732185364,0.2307645082473755,0.27171194553375244,0.24586796760559082,0.1955757737159729,0.11455484479665756
),0.2457384318113327,0.043842148035764694,0.13628309965133667,0.3456730246543884,0.19361355900764465,0.42300865054130554
and,0.41279885172843933,0.21579454839229584,0.20377907156944275,0.5171257257461548,0.19764412939548492,0.20544172823429108
other,0.3612329661846161,0.18948040902614594,0.2356470823287964,0.44152235984802246,0.09817135334014893,0.24682199954986572
spirits,0.28863707184791565,0.20098774135112762,0.3824898302555084,0.2580869793891907,0.16869083046913147,0.21771028637886047
",",0.3365725874900818,0.15520255267620087,0.19562946259975433,0.4933079481124878,0.1897594928741455,0.31091248989105225
who,0.9999998807907104,0.3310595154762268,0.28882819414138794,0.3733934462070465,0.11513275653123856,0.26220351457595825
instead,0.2789587676525116,0.22224466502666473,0.22613060474395752,0.3940567970275879,0.17850752174854279,0.2942638397216797
of,0.2827862501144409,0.21219010651111603,0.23486368358135223,0.733189046382904,0.15172944962978363,0.1826142966747284
being,0.44037187099456787,0.3644165098667145,0.29582926630973816,0.419739305973053,0.14046354591846466,0.26743772625923157
in,0.2792111933231354,0.18263627588748932,0.23572701215744019,0.6662389636039734,0.19865471124649048,0.20430970191955566
purgatory,0.19482144713401794,0.28770044445991516,0.3317811191082001,0.28960198163986206,0.25180986523628235,0.23922227323055267
came,0.26680538058280945,0.2290990948677063,0.17114733159542084,0.39390382170677185,0.17229582369327545,0.1739392727613449
back,0.2667590379714966,0.20026545226573944,0.1560167670249939,0.3612101674079895,0.12418096512556076,0.2397768795490265
to,0.42656609416007996,0.19996404647827148,0.16684265434741974,0.535392165184021,0.2092132568359375,0.29463258385658264
harm,0.30138322710990906,0.18313169479370117,0.24583831429481506,0.2022610902786255,0.1279630959033966,0.3515351116657257
the,0.3733934462070465,0.23063746094703674,0.26330000162124634,1.0,0.23649795353412628,0.22068053483963013
living,0.2727876901626587,0.10165143758058548,0.21665886044502258,0.3127744197845459,0.14777526259422302,0.18362653255462646
at,0.22096660733222961,0.18627627193927765,0.17314186692237854,0.457212895154953,0.19346238672733307,0.21978627145290375
night,0.21137207746505737,0.3048985004425049,0.3859916031360626,0.2817382514476776,0.14569222927093506,0.13794848322868347
.,0.3541337847709656,0.12938052415847778,0.21994549036026,0.5934505462646484,0.17268480360507965,0.4130953550338745
