,what,caused,the,delay,during,the,development,of,the,ac,motor,.
key,0.2270265817642212,0.09157121181488037,0.2260027974843979,0.17097489535808563,0.10840117186307907,0.2260027974843979,0.21262985467910767,0.24036972224712372,0.2260027974843979,0.04654928296804428,0.1333642601966858,0.2404657006263733
patent,0.17095203697681427,0.06460732966661453,0.1728275567293167,0.12622766196727753,0.10376723110675812,0.1728275567293167,0.14541977643966675,0.1616990715265274,0.1728275567293167,0.18747907876968384,0.24921424686908722,0.19082264602184296
in,0.30808621644973755,0.2494886964559555,0.6662389636039734,0.17042721807956696,0.4627237319946289,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.6662389636039734,0.09242649376392365,0.21732762455940247,0.5591574311256409
building,0.23529528081417084,0.16601313650608063,0.3159640431404114,0.1526080071926117,0.22258397936820984,0.3159640431404114,0.21499302983283997,0.26200541853904724,0.3159640431404114,0.10857804864645004,0.20088544487953186,0.275610089302063
a,0.3320399522781372,0.22472180426120758,0.5829201340675354,0.2138662338256836,0.30341604351997375,0.5829201340675354,0.2762584090232849,0.5052502155303955,0.5829201340675354,0.11213719099760056,0.23198452591896057,0.50484299659729
completely,0.3990919888019562,0.24833665788173676,0.342624306678772,0.21452705562114716,0.2318611443042755,0.342624306678772,0.18562975525856018,0.25305259227752686,0.342624306678772,0.0036115364637225866,0.12447085231542587,0.2971263825893402
integrated,0.16303282976150513,0.14476263523101807,0.2578928470611572,0.19921383261680603,0.1252979338169098,0.2578928470611572,0.3763003945350647,0.241628035902977,0.2578928470611572,0.20761632919311523,0.20437778532505035,0.274791419506073
ac,0.12080251425504684,0.05671646073460579,0.11894276738166809,0.12499815225601196,0.01885044202208519,0.11894276738166809,0.06791139394044876,0.09591341018676758,0.11894276738166809,1.0000001192092896,0.2673928141593933,0.21823462843894958
system,0.23557309806346893,0.21329915523529053,0.3233085572719574,0.32700324058532715,0.18141427636146545,0.3233085572719574,0.30911412835121155,0.25597915053367615,0.3233085572719574,0.1782734990119934,0.24123358726501465,0.2277725487947464
",",0.3087472915649414,0.2600580155849457,0.4933079481124878,0.20420506596565247,0.3225448727607727,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.4933079481124878,0.1705707460641861,0.16592276096343994,0.6812511086463928
but,0.5029441118240356,0.2920179069042206,0.4859698414802551,0.288074254989624,0.3328759968280792,0.4859698414802551,0.2356719672679901,0.39942997694015503,0.4859698414802551,0.07455646246671677,0.13967078924179077,0.46573564410209656
the,0.42745697498321533,0.24990202486515045,1.0,0.2607918381690979,0.4838213622570038,1.0,0.3362044394016266,0.733189046382904,1.0,0.11894276738166809,0.26024484634399414,0.5934505462646484
financial,0.1900392472743988,0.21799860894680023,0.29952070116996765,0.23367199301719666,0.21049532294273376,0.29952070116996765,0.3022278845310211,0.30178552865982056,0.29952070116996765,0.0674779862165451,0.26270902156829834,0.22828321158885956
strain,0.18371683359146118,0.3711192309856415,0.1979137361049652,0.17890314757823944,0.14261899888515472,0.1979137361049652,0.16303189098834991,0.21968291699886322,0.1979137361049652,0.12428801506757736,0.23161175847053528,0.26238808035850525
of,0.33290785551071167,0.29665443301200867,0.733189046382904,0.19660267233848572,0.3869180977344513,0.733189046382904,0.28700894117355347,1.0,0.733189046382904,0.09591341018676758,0.20839329063892365,0.5352458953857422
buying,0.3024725317955017,0.18716828525066376,0.2513457238674164,0.28292715549468994,0.20569027960300446,0.2513457238674164,0.2154269814491272,0.23812635242938995,0.2513457238674164,0.09117655456066132,0.20719628036022186,0.20340698957443237
up,0.28591108322143555,0.24439381062984467,0.38423117995262146,0.17035119235515594,0.23661918938159943,0.38423117995262146,0.13364504277706146,0.32945773005485535,0.38423117995262146,0.07476089894771576,0.1569746434688568,0.351434588432312
patents,0.16317835450172424,0.0849694311618805,0.20236903429031372,0.15523016452789307,0.16804943978786469,0.20236903429031372,0.2241792529821396,0.17704786360263824,0.20236903429031372,0.1844795197248459,0.27180734276771545,0.21918348968029022
and,0.31309178471565247,0.2892237603664398,0.5171257257461548,0.16731663048267365,0.36462149024009705,0.5171257257461548,0.26069340109825134,0.5116966962814331,0.5171257257461548,0.08613406121730804,0.20162664353847504,0.588965117931366
hiring,0.25348031520843506,0.11024551838636398,0.19678819179534912,0.3050776720046997,0.25641360878944397,0.19678819179534912,0.23279090225696564,0.17499062418937683,0.19678819179534912,0.01932149939239025,0.1737566888332367,0.22812482714653015
the,0.42745697498321533,0.24990202486515045,1.0,0.2607918381690979,0.4838213622570038,1.0,0.3362044394016266,0.733189046382904,1.0,0.11894276738166809,0.26024484634399414,0.5934505462646484
engineers,0.259060800075531,0.17667877674102783,0.25282254815101624,0.23640216886997223,0.20874804258346558,0.25282254815101624,0.26917409896850586,0.189129039645195,0.25282254815101624,0.18308967351913452,0.23705752193927765,0.14813724160194397
needed,0.3631289601325989,0.2747889757156372,0.3064746856689453,0.310665100812912,0.24148866534233093,0.3064746856689453,0.21087023615837097,0.27215874195098877,0.3064746856689453,0.15695779025554657,0.18723925948143005,0.31272366642951965
to,0.455847829580307,0.2414499819278717,0.535392165184021,0.3099154531955719,0.2828781306743622,0.535392165184021,0.27639102935791016,0.41548454761505127,0.535392165184021,0.13302072882652283,0.2615114748477936,0.4645031690597534
build,0.27055490016937256,0.23219820857048035,0.2602573335170746,0.18805523216724396,0.2021908015012741,0.2602573335170746,0.2658472955226898,0.22630037367343903,0.2602573335170746,0.1320156753063202,0.23219642043113708,0.275961309671402
it,0.45803478360176086,0.16968581080436707,0.6251175999641418,0.2143334448337555,0.26678937673568726,0.6251175999641418,0.257934033870697,0.38761502504348755,0.6251175999641418,0.11525460332632065,0.266870379447937,0.5593622326850891
meant,0.40698376297950745,0.3102940618991852,0.34852901101112366,0.27739328145980835,0.31994253396987915,0.34852901101112366,0.14028023183345795,0.2713906168937683,0.34852901101112366,0.11962050944566727,0.16308759152889252,0.26877450942993164
development,0.19014155864715576,0.13527190685272217,0.3362044394016266,0.264719694852829,0.24569252133369446,0.3362044394016266,0.9999998807907104,0.28700894117355347,0.3362044394016266,0.06791139394044876,0.16394257545471191,0.2822875380516052
of,0.33290785551071167,0.29665443301200867,0.733189046382904,0.19660267233848572,0.3869180977344513,0.733189046382904,0.28700894117355347,1.0,0.733189046382904,0.09591341018676758,0.20839329063892365,0.5352458953857422
tesla,0.23221199214458466,0.05371434986591339,0.1324402391910553,0.18230098485946655,0.08954931050539017,0.1324402391910553,0.15245971083641052,0.18837453424930573,0.1324402391910553,0.31766265630722046,0.3617369830608368,0.17949827015399933
's,0.02692362666130066,-0.0389891043305397,-0.01540423184633255,0.04721568152308464,0.011294117197394371,-0.01540423184633255,0.004789014346897602,-0.03817026689648628,-0.01540423184633255,0.040544040501117706,0.061700910329818726,-0.003708066651597619
motor,0.18952611088752747,0.23872177302837372,0.26024484634399414,0.21696671843528748,0.1464676558971405,0.26024484634399414,0.16394257545471191,0.20839329063892365,0.26024484634399414,0.2673928141593933,0.9999999403953552,0.19128412008285522
had,0.23849567770957947,0.3557124435901642,0.3875846862792969,0.25422513484954834,0.39748913049697876,0.3875846862792969,0.18838287889957428,0.37755560874938965,0.3875846862792969,0.09857317060232162,0.1783738136291504,0.37348684668540955
to,0.455847829580307,0.2414499819278717,0.535392165184021,0.3099154531955719,0.2828781306743622,0.535392165184021,0.27639102935791016,0.41548454761505127,0.535392165184021,0.13302072882652283,0.2615114748477936,0.4645031690597534
be,0.3929833769798279,0.22316482663154602,0.4248143136501312,0.255464643239975,0.24990400671958923,0.4248143136501312,0.22699303925037384,0.33904364705085754,0.4248143136501312,0.14963611960411072,0.1701211780309677,0.4383580684661865
put,0.3330543637275696,0.22516430914402008,0.34150463342666626,0.22012688219547272,0.19889357686042786,0.34150463342666626,0.14878980815410614,0.3247257471084595,0.34150463342666626,0.02939256839454174,0.09081047028303146,0.32595527172088623
on,0.34226128458976746,0.25160422921180725,0.5107308030128479,0.26715534925460815,0.3347817361354828,0.5107308030128479,0.23800693452358246,0.3966929316520691,0.5107308030128479,0.13194037973880768,0.19297735393047333,0.49257001280784607
hold,0.20790280401706696,0.1679069548845291,0.3067915439605713,0.22233504056930542,0.25532129406929016,0.3067915439605713,0.20287340879440308,0.2465030699968338,0.3067915439605713,0.11353499442338943,0.12262606620788574,0.30296799540519714
for,0.3017193675041199,0.1862620860338211,0.4739971458911896,0.26417720317840576,0.3448435664176941,0.4739971458911896,0.28623178601264954,0.4185989499092102,0.4739971458911896,0.13663122057914734,0.19755128026008606,0.4726039469242096
a,0.3320399522781372,0.22472180426120758,0.5829201340675354,0.2138662338256836,0.30341604351997375,0.5829201340675354,0.2762584090232849,0.5052502155303955,0.5829201340675354,0.11213719099760056,0.23198452591896057,0.50484299659729
while,0.35511791706085205,0.2611788809299469,0.39804592728614807,0.31272029876708984,0.3849048316478729,0.39804592728614807,0.1963527351617813,0.3366928696632385,0.39804592728614807,0.1195903941988945,0.16347423195838928,0.38690751791000366
.,0.3567904531955719,0.2413787543773651,0.5934505462646484,0.1950424760580063,0.3485563397407532,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.5934505462646484,0.21823462843894958,0.19128412008285522,1.0000001192092896
