,in,what,episode,is,it,brought,up,that,the,first,doctor,might,not,actually,be,the,first,doctor,?
same,0.3692481815814972,0.3764382302761078,0.15258333086967468,0.31152886152267456,0.3616943955421448,0.22940316796302795,0.3116646707057953,0.47339269518852234,0.4583131968975067,0.410033643245697,0.13725580275058746,0.3573884069919586,0.4056454598903656,0.41456708312034607,0.3600577712059021,0.4583131968975067,0.410033643245697,0.13725580275058746,0.22649677097797394
year,0.3359307050704956,0.15184831619262695,0.24700288474559784,0.2402215600013733,0.2363913208246231,0.14472168684005737,0.16653390228748322,0.2826407253742218,0.3609684407711029,0.3099139928817749,0.16282056272029877,0.16720184683799744,0.23447993397712708,0.25791123509407043,0.2296248972415924,0.3609684407711029,0.3099139928817749,0.16282056272029877,0.18315006792545319
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.4691906273365021,0.48329564929008484,0.30810219049453735,0.34193792939186096,0.4137537479400635,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.2533247768878937,0.3769696354866028,0.34130755066871643,0.39254459738731384,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.31091248989105225
during,0.4627237319946289,0.24137552082538605,0.24695932865142822,0.2240111529827118,0.26678937673568726,0.28826597332954407,0.23661918938159943,0.31487685441970825,0.4838213622570038,0.45377472043037415,0.19493472576141357,0.19088056683540344,0.2700311541557312,0.21632784605026245,0.24990400671958923,0.4838213622570038,0.45377472043037415,0.19493472576141357,0.1325719803571701
1983,-0.00395767018198967,0.025786560028791428,-0.0022097015753388405,0.009469836950302124,-0.08425115793943405,0.08140980452299118,-0.08614343404769897,-0.03136088326573372,-0.019107989966869354,-0.06108977645635605,-0.017927996814250946,0.050893962383270264,-0.03673208877444267,0.021341079846024513,-0.08330334722995758,-0.019107989966869354,-0.06108977645635605,-0.017927996814250946,0.09926492720842361
's,-0.037580832839012146,0.02692362666130066,-0.057472456246614456,0.02396530658006668,0.06608816236257553,-0.03164028376340866,-0.08862818777561188,0.04397977516055107,-0.01540423184633255,-0.014458609744906425,0.031664930284023285,-0.04840852692723274,0.002583299996331334,0.012363291345536709,0.025217169895768166,-0.01540423184633255,-0.014458609744906425,0.031664930284023285,-0.023395681753754616
20th,0.20743919909000397,0.1850772649049759,0.24164938926696777,0.2814297676086426,0.22778034210205078,0.1298045963048935,0.1729477196931839,0.2447710484266281,0.3097512125968933,0.35831061005592346,0.26512598991394043,0.15304940938949585,0.18259675800800323,0.22000494599342346,0.20788215100765228,0.3097512125968933,0.35831061005592346,0.26512598991394043,0.14985637366771698
anniversary,0.25491592288017273,0.15616674721240997,0.32402390241622925,0.12950946390628815,0.1816800832748413,0.18417182564735413,0.17132389545440674,0.18585778772830963,0.29318708181381226,0.3821796178817749,0.17330653965473175,0.08693579584360123,0.1573016196489334,0.17015321552753448,0.1064554825425148,0.29318708181381226,0.3821796178817749,0.17330653965473175,0.1981802135705948
special,0.2897285223007202,0.24134232103824615,0.21969006955623627,0.24467575550079346,0.2483513355255127,0.18080110847949982,0.24297723174095154,0.27173271775245667,0.3027077615261078,0.26929977536201477,0.16843044757843018,0.206222265958786,0.2417413294315338,0.17067481577396393,0.2416570633649826,0.3027077615261078,0.26929977536201477,0.16843044757843018,0.29623302817344666
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
five,0.3634254038333893,0.18688078224658966,0.19581083953380585,0.22980348765850067,0.2586050033569336,0.17843645811080933,0.25893768668174744,0.3205110728740692,0.41977158188819885,0.35892951488494873,0.11301461607217789,0.17473295331001282,0.2331053465604782,0.19163678586483002,0.2581751346588135,0.41977158188819885,0.35892951488494873,0.11301461607217789,0.18342848122119904
doctors,0.1817551702260971,0.28694474697113037,0.16801795363426208,0.14594002068042755,0.2162063717842102,0.15563052892684937,0.15583521127700806,0.30322057008743286,0.24499839544296265,0.16617467999458313,0.6945362687110901,0.3032849133014679,0.27351492643356323,0.24199119210243225,0.24167558550834656,0.24499839544296265,0.16617467999458313,0.6945362687110901,0.19305896759033203
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.4691906273365021,0.48329564929008484,0.30810219049453735,0.34193792939186096,0.4137537479400635,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.2533247768878937,0.3769696354866028,0.34130755066871643,0.39254459738731384,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.24243572354316711,0.30889374017715454,0.3491429388523102,0.24328720569610596,0.2506323456764221,0.3482176661491394,0.49448907375335693,1.0,0.27244147658348083,0.21491271257400513,0.2955942749977112,0.30983999371528625,0.29818081855773926,0.49448907375335693,1.0,0.27244147658348083,0.18701928853988647
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.19875872135162354,0.24568085372447968,0.11633642762899399,0.15522944927215576,0.2390732765197754,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.20740891993045807,0.18341001868247986,0.23826181888580322,0.1729569286108017,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.1462511420249939
enquires,0.24993278086185455,0.2610766887664795,0.12080733478069305,0.33075135946273804,0.26029759645462036,0.2872965633869171,0.10598162561655045,0.27205970883369446,0.34384581446647644,0.22063452005386353,0.10044972598552704,0.21106810867786407,0.2381409853696823,0.24450001120567322,0.2125045657157898,0.34384581446647644,0.22063452005386353,0.10044972598552704,0.23682163655757904
as,0.3887844979763031,0.31749409437179565,0.27605700492858887,0.43216490745544434,0.4461488723754883,0.2719915211200714,0.22736889123916626,0.4735107421875,0.48381632566452026,0.33842000365257263,0.17422905564308167,0.3630484640598297,0.5105602741241455,0.3810057044029236,0.5230465531349182,0.48381632566452026,0.33842000365257263,0.17422905564308167,0.27043893933296204
to,0.45010748505592346,0.455847829580307,0.25052839517593384,0.42745086550712585,0.513711154460907,0.35361579060554504,0.40375280380249023,0.5436353087425232,0.535392165184021,0.3792489171028137,0.22950075566768646,0.5153919458389282,0.5149973034858704,0.4543284475803375,0.4972836375236511,0.535392165184021,0.3792489171028137,0.22950075566768646,0.29463258385658264
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
fifth,0.29252293705940247,0.15292538702487946,0.1888558268547058,0.2934856414794922,0.27207717299461365,0.17742937803268433,0.1995719075202942,0.24579347670078278,0.39293691515922546,0.48564594984054565,0.198089137673378,0.10911506414413452,0.14230014383792877,0.18563568592071533,0.18746128678321838,0.39293691515922546,0.48564594984054565,0.198089137673378,0.13128890097141266
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.19875872135162354,0.24568085372447968,0.11633642762899399,0.15522944927215576,0.2390732765197754,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.20740891993045807,0.18341001868247986,0.23826181888580322,0.1729569286108017,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.1462511420249939
's,-0.037580832839012146,0.02692362666130066,-0.057472456246614456,0.02396530658006668,0.06608816236257553,-0.03164028376340866,-0.08862818777561188,0.04397977516055107,-0.01540423184633255,-0.014458609744906425,0.031664930284023285,-0.04840852692723274,0.002583299996331334,0.012363291345536709,0.025217169895768166,-0.01540423184633255,-0.014458609744906425,0.031664930284023285,-0.023395681753754616
regeneration,0.19745036959648132,0.22060240805149078,0.3236655294895172,0.20627576112747192,0.21188056468963623,0.23421314358711243,0.22881895303726196,0.27711623907089233,0.3351733982563019,0.2507238984107971,0.344775915145874,0.2843560576438904,0.25486037135124207,0.2831251323223114,0.24219854176044464,0.3351733982563019,0.2507238984107971,0.344775915145874,0.13848066329956055
;,0.092739537358284,0.10986888408660889,-0.014577606692910194,0.05324986204504967,0.08263079822063446,0.02686317265033722,-0.028705401346087456,0.0633435994386673,0.09152708947658539,0.07760433852672577,0.03465403988957405,0.01390612032264471,0.12084553390741348,0.11342190951108932,0.06185305491089821,0.09152708947658539,0.07760433852672577,0.03465403988957405,0.10349778085947037
when,0.4431333839893341,0.4700249433517456,0.2618144154548645,0.3471449911594391,0.4775012135505676,0.2630053460597992,0.3850642144680023,0.5860282182693481,0.5091903209686279,0.4282494783401489,0.16867952048778534,0.38385099172592163,0.4799930453300476,0.47971078753471375,0.4451393485069275,0.5091903209686279,0.4282494783401489,0.16867952048778534,0.22841128706932068
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
fifth,0.29252293705940247,0.15292538702487946,0.1888558268547058,0.2934856414794922,0.27207717299461365,0.17742937803268433,0.1995719075202942,0.24579347670078278,0.39293691515922546,0.48564594984054565,0.198089137673378,0.10911506414413452,0.14230014383792877,0.18563568592071533,0.18746128678321838,0.39293691515922546,0.48564594984054565,0.198089137673378,0.13128890097141266
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.19875872135162354,0.24568085372447968,0.11633642762899399,0.15522944927215576,0.2390732765197754,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.20740891993045807,0.18341001868247986,0.23826181888580322,0.1729569286108017,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.1462511420249939
confirms,0.2678385078907013,0.2549917995929718,0.18652424216270447,0.17952974140644073,0.18137873709201813,0.19875410199165344,0.1991002857685089,0.3611946403980255,0.2934320271015167,0.24203842878341675,0.1776369959115982,0.29225242137908936,0.2935164272785187,0.30802416801452637,0.2657442092895508,0.2934320271015167,0.24203842878341675,0.1776369959115982,0.25186794996261597
``,0.04765888676047325,0.008517155423760414,-0.035673100501298904,0.058766357600688934,0.035206809639930725,-0.05430138111114502,0.1065044030547142,0.05285148695111275,0.029072100296616554,0.006519378628581762,0.03718610852956772,0.10682063549757004,0.09406080842018127,0.11149482429027557,0.07670000940561295,0.029072100296616554,0.006519378628581762,0.03718610852956772,0.0685480609536171
fourth,0.29149749875068665,0.137417271733284,0.21778461337089539,0.31589972972869873,0.2663476765155792,0.12768776714801788,0.22606000304222107,0.2219788283109665,0.40804702043533325,0.5567235350608826,0.21519136428833008,0.11263304203748703,0.13716135919094086,0.18597880005836487,0.1782669574022293,0.40804702043533325,0.5567235350608826,0.21519136428833008,0.13791213929653168
'',0.07432962208986282,0.08143015950918198,-0.014759616926312447,0.0793738141655922,-0.016964951530098915,-0.011080711148679256,0.053049519658088684,0.007880004122853279,0.041273195296525955,-0.03874251991510391,0.06782495975494385,0.07446564733982086,0.04262445494532585,0.03434635326266289,0.08835477381944656,0.041273195296525955,-0.03874251991510391,0.06782495975494385,0.018684765323996544
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.4691906273365021,0.48329564929008484,0.30810219049453735,0.34193792939186096,0.4137537479400635,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.2533247768878937,0.3769696354866028,0.34130755066871643,0.39254459738731384,0.4933079481124878,0.34503069519996643,0.20407600700855255,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.5823672413825989,0.6251175999641418,0.32700833678245544,0.38423117995262146,0.5473989248275757,1.0,0.49448907375335693,0.2820442318916321,0.32504433393478394,0.4310511648654938,0.39964747428894043,0.4248143136501312,1.0,0.49448907375335693,0.2820442318916321,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.24243572354316711,0.30889374017715454,0.3491429388523102,0.24328720569610596,0.2506323456764221,0.3482176661491394,0.49448907375335693,1.0,0.27244147658348083,0.21491271257400513,0.2955942749977112,0.30983999371528625,0.29818081855773926,0.49448907375335693,1.0,0.27244147658348083,0.18701928853988647
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.19875872135162354,0.24568085372447968,0.11633642762899399,0.15522944927215576,0.2390732765197754,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.20740891993045807,0.18341001868247986,0.23826181888580322,0.1729569286108017,0.2820442318916321,0.27244147658348083,0.9999999403953552,0.1462511420249939
excitedly,0.19147001206874847,0.37687984108924866,0.23571760952472687,0.24646958708763123,0.3492671251296997,0.20317986607551575,0.3046640157699585,0.3870296776294708,0.2533454895019531,0.22521333396434784,0.12232214957475662,0.3223816752433777,0.3595258593559265,0.4200035333633423,0.3119129240512848,0.2533454895019531,0.22521333396434784,0.12232214957475662,0.21349944174289703
