,what,is,the,nature,of,the,relationship,between,t-cells,and,vitamin,d,?
vitamin,0.12379113584756851,0.2015729397535324,0.15835851430892944,0.17648042738437653,0.17766891419887543,0.15835851430892944,0.04133988544344902,0.04767265170812607,0.3265281021595001,0.23920921981334686,1.0,0.20004038512706757,0.18973398208618164
d,0.13108977675437927,0.1841740906238556,0.22546343505382538,0.137169748544693,0.2222626954317093,0.22546343505382538,0.12389953434467316,0.09267941117286682,0.12573504447937012,0.30260708928108215,0.20004038512706757,1.0000001192092896,0.1780570149421692
receptor,0.19285786151885986,0.2226855307817459,0.24925383925437927,0.15111176669597626,0.16219308972358704,0.24925383925437927,0.19608736038208008,0.14969252049922943,0.45237958431243896,0.18191061913967133,0.36184436082839966,0.13957341015338898,0.10260391980409622
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24335457384586334,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2517903447151184,0.6633074283599854,0.22316882014274597,0.3832205832004547,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.22229793667793274,0.5696388483047485,0.6662389636039734,0.20233847200870514,0.41100412607192993,0.23342107236385345,0.4954058527946472,0.1534988433122635,0.17755413055419922,0.20430970191955566
essence,0.33384495973587036,0.2521544098854065,0.299844890832901,0.38383838534355164,0.2728561758995056,0.299844890832901,0.25820887088775635,0.1568392515182495,0.22533102333545685,0.23361942172050476,0.2626130282878876,0.14621706306934357,0.18491655588150024
asking,0.48389121890068054,0.17226576805114746,0.2650352418422699,0.16629242897033691,0.22649909555912018,0.2650352418422699,0.21374252438545227,0.13378611207008362,0.1481739729642868,0.23094214498996735,0.1284402310848236,0.18267357349395752,0.39706939458847046
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2702313959598541,0.41548454761505127,0.535392165184021,0.25194117426872253,0.3639189600944519,0.2682721018791199,0.48971283435821533,0.1845647543668747,0.16277578473091125,0.29463258385658264
bind,0.20024219155311584,0.20363958179950714,0.20701828598976135,0.2674218416213989,0.23110318183898926,0.20701828598976135,0.18711186945438385,0.1655094027519226,0.33016344904899597,0.2333027869462967,0.3517693877220154,0.0753462016582489,0.13327588140964508
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2702313959598541,0.41548454761505127,0.535392165184021,0.25194117426872253,0.3639189600944519,0.2682721018791199,0.48971283435821533,0.1845647543668747,0.16277578473091125,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.19596898555755615,0.733189046382904,1.0,0.21018025279045105,0.39067012071609497,0.23944512009620667,0.5171257257461548,0.15835851430892944,0.22546343505382538,0.22068053483963013
steroid,0.1479586660861969,0.22360995411872864,0.19979993999004364,0.1713045984506607,0.23350661993026733,0.19979993999004364,0.17283502221107483,0.12026864290237427,0.3615248203277588,0.1803339123725891,0.4518252909183502,0.13481241464614868,0.1976039856672287
hormone,0.21333132684230804,0.22903338074684143,0.22626186907291412,0.19409583508968353,0.19605669379234314,0.22626186907291412,0.23074862360954285,0.1282990276813507,0.44075146317481995,0.20842206478118896,0.5341586470603943,0.1670628786087036,0.1590825915336609
version,0.20755547285079956,0.26673051714897156,0.27268242835998535,0.15100663900375366,0.14166875183582306,0.27268242835998535,0.15343038737773895,0.15069365501403809,0.15409161150455475,0.1978406310081482,0.11581655591726303,0.18399612605571747,0.2573966085910797
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22892364859580994,1.0,0.733189046382904,0.22000651061534882,0.3737983703613281,0.28892675042152405,0.5116966962814331,0.17766891419887543,0.2222626954317093,0.1826142966747284
vitamin,0.12379113584756851,0.2015729397535324,0.15835851430892944,0.17648042738437653,0.17766891419887543,0.15835851430892944,0.04133988544344902,0.04767265170812607,0.3265281021595001,0.23920921981334686,1.0,0.20004038512706757,0.18973398208618164
d,0.13108977675437927,0.1841740906238556,0.22546343505382538,0.137169748544693,0.2222626954317093,0.22546343505382538,0.12389953434467316,0.09267941117286682,0.12573504447937012,0.30260708928108215,0.20004038512706757,1.0000001192092896,0.1780570149421692
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24335457384586334,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2517903447151184,0.6633074283599854,0.22316882014274597,0.3832205832004547,0.31091248989105225
calcitriol,0.2221345603466034,0.25575608015060425,0.24044360220432281,0.19967134296894073,0.2661632001399994,0.24044360220432281,0.1365920752286911,0.19643771648406982,0.45804187655448914,0.2912123501300812,0.540623664855957,0.21208657324314117,0.18284520506858826
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24335457384586334,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2517903447151184,0.6633074283599854,0.22316882014274597,0.3832205832004547,0.31091248989105225
but,0.5029441118240356,0.4106791317462921,0.4859698414802551,0.27574700117111206,0.39942997694015503,0.4859698414802551,0.2914411425590515,0.30451449751853943,0.28215327858924866,0.5762497186660767,0.19870904088020325,0.18215630948543549,0.27921953797340393
the,0.42745697498321533,0.5823672413825989,1.0,0.19596898555755615,0.733189046382904,1.0,0.21018025279045105,0.39067012071609497,0.23944512009620667,0.5171257257461548,0.15835851430892944,0.22546343505382538,0.22068053483963013
t-cell,0.23781754076480865,0.12826094031333923,0.1863381564617157,0.14556680619716644,0.22602207958698273,0.1863381564617157,0.15234573185443878,0.11707385629415512,0.7480127215385437,0.216371089220047,0.27391913533210754,0.15219977498054504,0.2173434942960739
expresses,0.22992227971553802,0.2554025948047638,0.25753694772720337,0.2445306032896042,0.2567935585975647,0.25753694772720337,0.33180803060531616,0.2437349259853363,0.18237847089767456,0.26162955164909363,0.11169348657131195,0.07371674478054047,0.15087176859378815
the,0.42745697498321533,0.5823672413825989,1.0,0.19596898555755615,0.733189046382904,1.0,0.21018025279045105,0.39067012071609497,0.23944512009620667,0.5171257257461548,0.15835851430892944,0.22546343505382538,0.22068053483963013
gene,0.13440482318401337,0.17336677014827728,0.16329175233840942,0.19093038141727448,0.14653761684894562,0.16329175233840942,0.21976342797279358,0.12949691712856293,0.27210909128189087,0.18221649527549744,0.24231842160224915,0.09615271538496017,0.18118205666542053
cyp27b1,0.1528617888689041,0.10551852732896805,0.17622506618499756,0.16461557149887085,0.1321592926979065,0.17622506618499756,0.09089834243059158,0.11123394221067429,0.16415691375732422,0.18345223367214203,0.17639011144638062,0.07196619361639023,0.12401136755943298
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24335457384586334,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2517903447151184,0.6633074283599854,0.22316882014274597,0.3832205832004547,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.315411239862442,0.5011631846427917,0.6521818041801453,0.2566430866718292,0.395174115896225,0.34379488229751587,0.506277859210968,0.22484679520130157,0.05726226046681404,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.27106931805610657,0.4854315221309662,0.5823672413825989,0.22806847095489502,0.26809602975845337,0.1659623384475708,0.3859752118587494,0.2015729397535324,0.1841740906238556,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.19596898555755615,0.733189046382904,1.0,0.21018025279045105,0.39067012071609497,0.23944512009620667,0.5171257257461548,0.15835851430892944,0.22546343505382538,0.22068053483963013
gene,0.13440482318401337,0.17336677014827728,0.16329175233840942,0.19093038141727448,0.14653761684894562,0.16329175233840942,0.21976342797279358,0.12949691712856293,0.27210909128189087,0.18221649527549744,0.24231842160224915,0.09615271538496017,0.18118205666542053
responsible,0.26869386434555054,0.24123810231685638,0.3305104374885559,0.22816261649131775,0.37070101499557495,0.3305104374885559,0.2026301622390747,0.2000165581703186,0.25134730339050293,0.29945531487464905,0.1009056344628334,0.15322957932949066,0.11367333680391312
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.18949057161808014,0.4185989499092102,0.4739971458911896,0.1835637241601944,0.24671313166618347,0.24460242688655853,0.5064792633056641,0.22856642305850983,0.16356059908866882,0.264628142118454
converting,0.23847343027591705,0.24564222991466522,0.2683429718017578,0.1905113309621811,0.25009793043136597,0.2683429718017578,0.17392434179782867,0.16271241009235382,0.23953783512115479,0.2758786976337433,0.20157890021800995,0.10342444479465485,0.23131810128688812
the,0.42745697498321533,0.5823672413825989,1.0,0.19596898555755615,0.733189046382904,1.0,0.21018025279045105,0.39067012071609497,0.23944512009620667,0.5171257257461548,0.15835851430892944,0.22546343505382538,0.22068053483963013
pre-hormone,0.2549946904182434,0.28228577971458435,0.2997995913028717,0.23905858397483826,0.26077577471733093,0.2997995913028717,0.2838629186153412,0.17408885061740875,0.475842148065567,0.2797704339027405,0.5371853113174438,0.18469370901584625,0.20032544434070587
version,0.20755547285079956,0.26673051714897156,0.27268242835998535,0.15100663900375366,0.14166875183582306,0.27268242835998535,0.15343038737773895,0.15069365501403809,0.15409161150455475,0.1978406310081482,0.11581655591726303,0.18399612605571747,0.2573966085910797
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22892364859580994,1.0,0.733189046382904,0.22000651061534882,0.3737983703613281,0.28892675042152405,0.5116966962814331,0.17766891419887543,0.2222626954317093,0.1826142966747284
vitamin,0.12379113584756851,0.2015729397535324,0.15835851430892944,0.17648042738437653,0.17766891419887543,0.15835851430892944,0.04133988544344902,0.04767265170812607,0.3265281021595001,0.23920921981334686,1.0,0.20004038512706757,0.18973398208618164
d,0.13108977675437927,0.1841740906238556,0.22546343505382538,0.137169748544693,0.2222626954317093,0.22546343505382538,0.12389953434467316,0.09267941117286682,0.12573504447937012,0.30260708928108215,0.20004038512706757,1.0000001192092896,0.1780570149421692
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24335457384586334,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2517903447151184,0.6633074283599854,0.22316882014274597,0.3832205832004547,0.31091248989105225
calcidiol,0.2740780711174011,0.25968626141548157,0.23528170585632324,0.20384496450424194,0.24757139384746552,0.23528170585632324,0.14352528750896454,0.16494892537593842,0.40156570076942444,0.2655980587005615,0.5551954507827759,0.1877695918083191,0.27200591564178467
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.1584884375333786,0.32255905866622925,0.39493247866630554,0.12128372490406036,0.30393290519714355,0.22445560991764069,0.36597734689712524,0.09857326000928879,0.08344010263681412,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,1.0,0.19596898555755615,0.733189046382904,1.0,0.21018025279045105,0.39067012071609497,0.23944512009620667,0.5171257257461548,0.15835851430892944,0.22546343505382538,0.22068053483963013
steroid,0.1479586660861969,0.22360995411872864,0.19979993999004364,0.1713045984506607,0.23350661993026733,0.19979993999004364,0.17283502221107483,0.12026864290237427,0.3615248203277588,0.1803339123725891,0.4518252909183502,0.13481241464614868,0.1976039856672287
hormone,0.21333132684230804,0.22903338074684143,0.22626186907291412,0.19409583508968353,0.19605669379234314,0.22626186907291412,0.23074862360954285,0.1282990276813507,0.44075146317481995,0.20842206478118896,0.5341586470603943,0.1670628786087036,0.1590825915336609
version,0.20755547285079956,0.26673051714897156,0.27268242835998535,0.15100663900375366,0.14166875183582306,0.27268242835998535,0.15343038737773895,0.15069365501403809,0.15409161150455475,0.1978406310081482,0.11581655591726303,0.18399612605571747,0.2573966085910797
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24335457384586334,0.4946078956127167,0.4933079481124878,0.23936419188976288,0.27714940905570984,0.2517903447151184,0.6633074283599854,0.22316882014274597,0.3832205832004547,0.31091248989105225
calcitriol,0.2221345603466034,0.25575608015060425,0.24044360220432281,0.19967134296894073,0.2661632001399994,0.24044360220432281,0.1365920752286911,0.19643771648406982,0.45804187655448914,0.2912123501300812,0.540623664855957,0.21208657324314117,0.18284520506858826
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.25127893686294556,0.5352458953857422,0.5934505462646484,0.22535671293735504,0.30295518040657043,0.33598142862319946,0.588965117931366,0.2853734791278839,0.3300735354423523,0.4130953550338745
