,what,type,of,assistance,to,out,of,town,students,is,the,muslim,brotherhood,known,for,?
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26452720165252686,0.44245919585227966,0.3161109685897827,0.4946078956127167,0.27598801255226135,0.26501646637916565,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.3604377806186676,0.4464869201183319,0.31091248989105225
housing,0.14871764183044434,0.062281928956508636,0.2954002916812897,0.3242459297180176,0.2623659670352936,0.142908975481987,0.2954002916812897,0.35210567712783813,0.29617926478385925,0.19461371004581451,0.24837790429592133,0.23340682685375214,0.2405315339565277,0.08777184039354324,0.2967211902141571,0.11872038245201111
assistance,0.21387380361557007,0.08496265113353729,0.17943856120109558,1.0,0.30718302726745605,0.17775839567184448,0.17943856120109558,0.08936658501625061,0.2888839542865753,0.09867464005947113,0.19771957397460938,0.17709414660930634,0.20535360276699066,0.0505274161696434,0.334347665309906,0.14602699875831604
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.30718302726745605,1.0,0.42386990785598755,0.41548454761505127,0.18535545468330383,0.2905822694301605,0.42745086550712585,0.535392165184021,0.2551989257335663,0.21977385878562927,0.14337651431560516,0.4451248347759247,0.29463258385658264
students,0.2380729615688324,0.11906036734580994,0.25513339042663574,0.2888839542865753,0.2905822694301605,0.2229107767343521,0.25513339042663574,0.21264474093914032,1.0,0.2124544233083725,0.25268980860710144,0.28376346826553345,0.18218059837818146,0.10616770386695862,0.2460945099592209,0.18017297983169556
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.18669027090072632,0.4069952368736267,0.3196950852870941,0.4249346852302551,0.19462890923023224,0.20272988080978394,0.27355384826660156,0.40150508284568787,0.14690551161766052,0.1108299195766449,0.18996182084083557,0.314039945602417,0.19969791173934937
out,0.3633197546005249,0.18749801814556122,0.34176841378211975,0.17775839567184448,0.42386990785598755,1.0,0.34176841378211975,0.13078060746192932,0.2229107767343521,0.2817855477333069,0.39404502511024475,0.20520347356796265,0.19660624861717224,0.17213989794254303,0.3312093913555145,0.22020699083805084
of,0.33290785551071167,0.18112817406654358,1.0,0.17943856120109558,0.41548454761505127,0.34176841378211975,1.0,0.26585668325424194,0.25513339042663574,0.4854315221309662,0.733189046382904,0.267849862575531,0.2067413628101349,0.35814476013183594,0.4185989499092102,0.1826142966747284
town,0.19713185727596283,0.034872543066740036,0.26585668325424194,0.08936658501625061,0.18535545468330383,0.13078060746192932,0.26585668325424194,1.0,0.21264474093914032,0.30097827315330505,0.2974243760108948,0.16239890456199646,0.1770368069410324,0.1841980218887329,0.13830983638763428,0.09902279824018478
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26452720165252686,0.44245919585227966,0.3161109685897827,0.4946078956127167,0.27598801255226135,0.26501646637916565,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.3604377806186676,0.4464869201183319,0.31091248989105225
student,0.20548318326473236,0.12656444311141968,0.20310284197330475,0.2777501344680786,0.21220189332962036,0.17717672884464264,0.20310284197330475,0.19680297374725342,0.7746244072914124,0.18911804258823395,0.21259291470050812,0.25907713174819946,0.20274516940116882,0.1011873111128807,0.20500831305980682,0.13282090425491333
advisory,0.20255066454410553,0.14262381196022034,0.24789805710315704,0.32962003350257874,0.25382721424102783,0.20670437812805176,0.24789805710315704,0.15224015712738037,0.1882295459508896,0.19534392654895782,0.2453017681837082,0.1376170665025711,0.1952117383480072,0.13877536356449127,0.24243596196174622,0.12650002539157867
groups,0.23137421905994415,0.18917711079120636,0.24723079800605774,0.17585407197475433,0.24181967973709106,0.18904656171798706,0.24723079800605774,0.1458481401205063,0.26797524094581604,0.19906288385391235,0.27790749073028564,0.22084222733974457,0.22552238404750824,0.17882955074310303,0.21627482771873474,0.14349548518657684
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26452720165252686,0.44245919585227966,0.3161109685897827,0.4946078956127167,0.27598801255226135,0.26501646637916565,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.3604377806186676,0.4464869201183319,0.31091248989105225
facilitation,0.1647939682006836,0.18406009674072266,0.2584969699382782,0.31320974230766296,0.2836257517337799,0.16322804987430573,0.2584969699382782,0.12360446155071259,0.30193841457366943,0.1805451363325119,0.20781955122947693,0.204472616314888,0.19723711907863617,0.09114103019237518,0.31488001346588135,0.21877895295619965
of,0.33290785551071167,0.18112817406654358,1.0,0.17943856120109558,0.41548454761505127,0.34176841378211975,1.0,0.26585668325424194,0.25513339042663574,0.4854315221309662,0.733189046382904,0.267849862575531,0.2067413628101349,0.35814476013183594,0.4185989499092102,0.1826142966747284
inexpensive,0.21097134053707123,0.25380343198776245,0.19121038913726807,0.1557132601737976,0.3084670305252075,0.2561945617198944,0.19121038913726807,0.10380659997463226,0.2753748297691345,0.26479411125183105,0.21114370226860046,0.16433368623256683,0.11714832484722137,0.2556650936603546,0.28997328877449036,0.14879846572875977
mass,0.23905135691165924,0.2388973832130432,0.26915112137794495,0.10176286101341248,0.20907121896743774,0.19746729731559753,0.26915112137794495,0.11744091659784317,0.16594363749027252,0.21063528954982758,0.2284930944442749,0.1345745474100113,0.12318508327007294,0.14433427155017853,0.18664062023162842,0.2076406031847
marriage,0.1536911427974701,0.031272534281015396,0.1860882043838501,0.1655300408601761,0.21359077095985413,0.14389392733573914,0.1860882043838501,0.13682308793067932,0.1291031688451767,0.1394161880016327,0.17375090718269348,0.20372767746448517,0.2735709249973297,0.12900838255882263,0.19036811590194702,0.13543564081192017
ceremonies,0.15639090538024902,0.11300653964281082,0.23873528838157654,0.10995790362358093,0.23610448837280273,0.19835180044174194,0.23873528838157654,0.08551973849534988,0.16808068752288818,0.0986432135105133,0.26092329621315,0.2367403656244278,0.2478751540184021,0.1894683986902237,0.2774517834186554,0.11834365129470825
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.30718302726745605,1.0,0.42386990785598755,0.41548454761505127,0.18535545468330383,0.2905822694301605,0.42745086550712585,0.535392165184021,0.2551989257335663,0.21977385878562927,0.14337651431560516,0.4451248347759247,0.29463258385658264
avoid,0.2615243196487427,0.15847520530223846,0.22642050683498383,0.1969379335641861,0.33193957805633545,0.2982282340526581,0.22642050683498383,0.14877982437610626,0.17714902758598328,0.2189902514219284,0.24833035469055176,0.14259810745716095,0.1262420266866684,0.0913211777806282,0.3205823600292206,0.26885488629341125
prohibitively,0.27159979939460754,0.1632358729839325,0.25222089886665344,0.20804767310619354,0.31550925970077515,0.18401944637298584,0.25222089886665344,0.12018147855997086,0.2139546424150467,0.24492889642715454,0.2876586616039276,0.28067293763160706,0.24981242418289185,0.21157781779766083,0.264090895652771,0.2435460388660431
costly,0.3110659718513489,0.20077042281627655,0.26712068915367126,0.19717839360237122,0.30144593119621277,0.2277769297361374,0.26712068915367126,0.050729770213365555,0.1570405513048172,0.21139784157276154,0.28278836607933044,0.19447842240333557,0.12695860862731934,0.22763504087924957,0.2880305349826813,0.19718864560127258
dowry,0.19734561443328857,0.04142853617668152,0.31235775351524353,0.23274604976177216,0.3050561547279358,0.28909605741500854,0.31235775351524353,0.20854489505290985,0.13676610589027405,0.16553765535354614,0.2617739737033844,0.20893600583076477,0.14169618487358093,0.15413738787174225,0.24678179621696472,0.18657253682613373
demands,0.1837000846862793,0.04181241616606712,0.28625205159187317,0.2995443642139435,0.37096187472343445,0.21807384490966797,0.28625205159187317,0.06971655786037445,0.16163159906864166,0.1976715475320816,0.3082757890224457,0.22122888267040253,0.2561267018318176,0.12241601198911667,0.3068086802959442,0.11488337814807892
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26452720165252686,0.44245919585227966,0.3161109685897827,0.4946078956127167,0.27598801255226135,0.26501646637916565,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.3604377806186676,0.4464869201183319,0.31091248989105225
legal,0.26388198137283325,0.10305362939834595,0.2720220685005188,0.32730966806411743,0.2818027436733246,0.20562200248241425,0.2720220685005188,0.06018087640404701,0.17374005913734436,0.20037926733493805,0.25629305839538574,0.2840621769428253,0.23644855618476868,0.17303715646266937,0.31984567642211914,0.2143220454454422
assistance,0.21387380361557007,0.08496265113353729,0.17943856120109558,1.0,0.30718302726745605,0.17775839567184448,0.17943856120109558,0.08936658501625061,0.2888839542865753,0.09867464005947113,0.19771957397460938,0.17709414660930634,0.20535360276699066,0.0505274161696434,0.334347665309906,0.14602699875831604
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26452720165252686,0.44245919585227966,0.3161109685897827,0.4946078956127167,0.27598801255226135,0.26501646637916565,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.3604377806186676,0.4464869201183319,0.31091248989105225
sports,0.13245077431201935,0.18232889473438263,0.24392472207546234,0.16855444014072418,0.1915440857410431,0.16869096457958221,0.24392472207546234,0.23984432220458984,0.20903965830802917,0.2082153707742691,0.20313861966133118,0.1608143299818039,0.13928179442882538,0.12884977459907532,0.26810020208358765,0.04557104781270027
facilities,0.137315571308136,0.1802358776330948,0.17473776638507843,0.27424073219299316,0.25067898631095886,0.1476197987794876,0.17473776638507843,0.239015594124794,0.34536969661712646,0.17244288325309753,0.19172798097133636,0.17736715078353882,0.14941658079624176,0.09537447243928909,0.29732993245124817,0.10624271631240845
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.26452720165252686,0.44245919585227966,0.3161109685897827,0.4946078956127167,0.27598801255226135,0.26501646637916565,0.4691906273365021,0.4933079481124878,0.21974200010299683,0.21324464678764343,0.3604377806186676,0.4464869201183319,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2802697718143463,0.48971283435821533,0.3881998062133789,0.5116966962814331,0.2459200918674469,0.28111961483955383,0.3859752118587494,0.5171257257461548,0.255716472864151,0.26239755749702454,0.3468935489654541,0.5064792633056641,0.20544172823429108
women,0.14828920364379883,0.06395158916711807,0.22431409358978271,0.19666163623332977,0.24881750345230103,0.1129765510559082,0.22431409358978271,0.1866157203912735,0.33122918009757996,0.20067402720451355,0.279754102230072,0.3487343490123749,0.2316274344921112,0.18622757494449615,0.255394846200943,0.1616753786802292
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.006928596179932356,0.03782717138528824,0.0021837172098457813,-0.03817026689648628,-0.0385698527097702,0.03619067743420601,0.02396530658006668,-0.01540423184633255,0.06176655367016792,-0.007918372750282288,0.008368984796106815,-0.07241261005401611,-0.023395681753754616
groups,0.23137421905994415,0.18917711079120636,0.24723079800605774,0.17585407197475433,0.24181967973709106,0.18904656171798706,0.24723079800605774,0.1458481401205063,0.26797524094581604,0.19906288385391235,0.27790749073028564,0.22084222733974457,0.22552238404750824,0.17882955074310303,0.21627482771873474,0.14349548518657684
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.21889939904212952,0.4645031690597534,0.34234723448753357,0.5352458953857422,0.28254011273384094,0.2607303857803345,0.4569662809371948,0.5934505462646484,0.27078697085380554,0.15035925805568695,0.283290296792984,0.4726039469242096,0.4130953550338745
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.15369285643100739,-0.009905828163027763,0.019159367308020592,0.13035868108272552,0.06736443936824799,-0.024092674255371094,0.0793738141655922,0.041273195296525955,0.042625799775123596,-0.033341601490974426,0.06905213743448257,-0.04479556903243065,0.018684765323996544
