,how,many,bits,are,typically,used,in,the,primes,for,the,diffie–hellman,key,exchange,?
for,0.3308170735836029,0.40972793102264404,0.2355286031961441,0.3895993232727051,0.3479194939136505,0.4236139953136444,0.4322226941585541,0.4739971458911896,0.23085950314998627,0.9999999403953552,0.4739971458911896,0.3143383264541626,0.23655444383621216,0.22285395860671997,0.264628142118454
rsa,0.18883496522903442,0.16782987117767334,0.21113906800746918,0.18413212895393372,0.2168693095445633,0.25175875425338745,0.16345453262329102,0.18751341104507446,0.21858444809913635,0.2253197580575943,0.18751341104507446,0.45865193009376526,0.36462634801864624,0.2324502170085907,0.1906125843524933
and,0.33647966384887695,0.5296266674995422,0.2434743493795395,0.48576638102531433,0.3137528598308563,0.3150506615638733,0.4954058527946472,0.5171257257461548,0.24551862478256226,0.5064792633056641,0.5171257257461548,0.2909542918205261,0.21098192036151886,0.23130671679973602,0.20544172823429108
1024-bit,0.24002483487129211,0.18977323174476624,0.4563033878803253,0.26410046219825745,0.34947043657302856,0.20992429554462433,0.1242159903049469,0.22218452394008636,0.13785594701766968,0.3099953234195709,0.22218452394008636,0.2949797809123993,0.24352557957172394,0.2508680820465088,0.21431182324886322
primes,0.1886630654335022,0.2377949059009552,0.24834232032299042,0.2606703042984009,0.16415616869926453,0.2170487493276596,0.20882321894168854,0.22359657287597656,1.0,0.23085950314998627,0.22359657287597656,0.2532923221588135,0.19834928214550018,0.12698104977607727,0.18851876258850098
are,0.311818927526474,0.5655534863471985,0.32704514265060425,1.0,0.4610564708709717,0.3322218656539917,0.3841303884983063,0.40399202704429626,0.2606703042984009,0.3895993232727051,0.40399202704429626,0.2309054434299469,0.18694549798965454,0.18657633662223816,0.24591213464736938
typical,0.24768081307411194,0.3185737729072571,0.30415913462638855,0.30390527844429016,0.6503199338912964,0.3674396276473999,0.2587708830833435,0.28039172291755676,0.12115789949893951,0.2583286166191101,0.28039172291755676,0.2198263257741928,0.1973230540752411,0.09661591053009033,0.15633712708950043
for,0.3308170735836029,0.40972793102264404,0.2355286031961441,0.3895993232727051,0.3479194939136505,0.4236139953136444,0.4322226941585541,0.4739971458911896,0.23085950314998627,0.9999999403953552,0.4739971458911896,0.3143383264541626,0.23655444383621216,0.22285395860671997,0.264628142118454
diffie–hellman,0.30802300572395325,0.25539538264274597,0.2850218713283539,0.2309054434299469,0.2833048701286316,0.24684695899486542,0.23025526106357574,0.2675749659538269,0.2532923221588135,0.3143383264541626,0.2675749659538269,1.0000001192092896,0.49888813495635986,0.4412726163864136,0.2117975354194641
.,0.3287222981452942,0.3974229395389557,0.21033011376857758,0.3452940285205841,0.25537845492362976,0.33111312985420227,0.5591574311256409,0.5934505462646484,0.2564551830291748,0.4726039469242096,0.5934505462646484,0.25848302245140076,0.2404657006263733,0.14290252327919006,0.4130953550338745
),0.17939934134483337,0.16602720320224762,0.17704404890537262,0.2373749315738678,0.14504045248031616,0.1905621439218521,0.3326910734176636,0.3456730246543884,0.20394806563854218,0.3639558255672455,0.3456730246543884,0.21235792338848114,0.17377310991287231,0.14545632898807526,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.21033011376857758,0.3452940285205841,0.25537845492362976,0.33111312985420227,0.5591574311256409,0.5934505462646484,0.2564551830291748,0.4726039469242096,0.5934505462646484,0.25848302245140076,0.2404657006263733,0.14290252327919006,0.4130953550338745
