,what,was,diverted,and,now,flows,parallel,to,the,rhine,?
rhine,0.16475653648376465,0.18681856989860535,0.15865196287631989,0.22029656171798706,0.19940665364265442,0.2871347963809967,0.15285873413085938,0.1736302673816681,0.30735138058662415,1.0,0.13754533231258392
was,0.22111038863658905,1.0000001192092896,0.2335870862007141,0.3740963041782379,0.35876134037971497,0.16089467704296112,0.11252431571483612,0.3636345863342285,0.48711544275283813,0.18681856989860535,0.18412111699581146
called,0.3235960602760315,0.33927658200263977,0.22317343950271606,0.3251761794090271,0.3215823769569397,0.20558235049247742,0.2557455599308014,0.2987143397331238,0.489897221326828,0.14562174677848816,0.18963319063186646
for,0.3017193675041199,0.3863949179649353,0.10808692872524261,0.5064792633056641,0.3636377453804016,0.10862347483634949,0.11942646652460098,0.4451248347759247,0.4739971458911896,0.1584572196006775,0.264628142118454
",",0.3087472915649414,0.45456063747406006,0.22100278735160828,0.6633074283599854,0.43216821551322937,0.2638954818248749,0.1709916889667511,0.44245919585227966,0.4933079481124878,0.167837992310524,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.19272524118423462,0.5477725267410278,0.2213166505098343,0.12737701833248138,0.22142978012561798,0.4239959120750427,0.4223487675189972,0.18184249103069305,0.2433311939239502
an,0.2821882665157318,0.3694365322589874,0.2144477218389511,0.2838519215583801,0.20311196148395538,0.10988287627696991,0.13028651475906372,0.3138085603713989,0.4207492768764496,0.07200640439987183,0.19793890416622162
upper,0.1592642068862915,0.16268539428710938,0.23854157328605652,0.2172592729330063,0.1900063008069992,0.24937006831169128,0.14545026421546936,0.21445727348327637,0.35289278626441956,0.27324220538139343,0.051342256367206573
canal,0.07927161455154419,0.19834820926189423,0.24313625693321228,0.22985301911830902,0.1797684282064438,0.3211123049259186,0.21026137471199036,0.15252184867858887,0.26047348976135254,0.3058634102344513,0.1123519018292427
near,0.19414293766021729,0.1933041363954544,0.2570222020149231,0.25046437978744507,0.31918078660964966,0.39984533190727234,0.22391729056835175,0.2456841915845871,0.2879819869995117,0.2615382969379425,0.10734958201646805
diepoldsau,0.24817414581775665,0.2856166660785675,0.28600841760635376,0.28858041763305664,0.2653856873512268,0.28005293011665344,0.1999707669019699,0.21592532098293304,0.3156484365463257,0.5631630420684814,0.2717871367931366
and,0.31309178471565247,0.3740963041782379,0.2615058124065399,1.0,0.35309651494026184,0.2396772801876068,0.27974793314933777,0.48971283435821533,0.5171257257461548,0.22029656171798706,0.20544172823429108
a,0.3320399522781372,0.4508470594882965,0.23599012196063995,0.3739250600337982,0.3046339154243469,0.1886882185935974,0.19879595935344696,0.45503583550453186,0.5829201340675354,0.1823403388261795,0.23916715383529663
lower,0.20079238712787628,0.1138346716761589,0.20161867141723633,0.2802542746067047,0.21288834512233734,0.1973019391298294,0.1625228077173233,0.233318492770195,0.3463275134563446,0.28043457865715027,0.08471795171499252
canal,0.07927161455154419,0.19834820926189423,0.24313625693321228,0.22985301911830902,0.1797684282064438,0.3211123049259186,0.21026137471199036,0.15252184867858887,0.26047348976135254,0.3058634102344513,0.1123519018292427
at,0.2838611304759979,0.36707764863967896,0.25361257791519165,0.3571503460407257,0.33692896366119385,0.15187864005565643,0.20698046684265137,0.36524343490600586,0.457212895154953,0.19469857215881348,0.21978627145290375
fußach,0.13708414137363434,0.1753644496202469,0.0868297666311264,0.24198874831199646,0.14312177896499634,0.21039631962776184,0.18506942689418793,0.20699642598628998,0.2364002913236618,0.42945370078086853,0.2205822467803955
",",0.3087472915649414,0.45456063747406006,0.22100278735160828,0.6633074283599854,0.43216821551322937,0.2638954818248749,0.1709916889667511,0.44245919585227966,0.4933079481124878,0.167837992310524,0.31091248989105225
in,0.30808621644973755,0.45514053106307983,0.23743659257888794,0.4954058527946472,0.3619694113731384,0.2953902781009674,0.20074914395809174,0.45010748505592346,0.6662389636039734,0.24648422002792358,0.20430970191955566
order,0.16634008288383484,0.16897162795066833,0.15197278559207916,0.2671266496181488,0.19131697714328766,0.10154791176319122,0.2220860868692398,0.35544881224632263,0.3284194767475128,0.12970411777496338,0.13725648820400238
to,0.455847829580307,0.3636345863342285,0.2756052613258362,0.48971283435821533,0.3925153911113739,0.20357775688171387,0.23975737392902374,1.0,0.535392165184021,0.1736302673816681,0.29463258385658264
counteract,0.31298497319221497,0.13730543851852417,0.2659342586994171,0.2952621579170227,0.18069612979888916,0.18390920758247375,0.2681620121002197,0.3296637535095215,0.3067632019519806,0.17435722053050995,0.1937524974346161
the,0.42745697498321533,0.48711544275283813,0.32217684388160706,0.5171257257461548,0.38266420364379883,0.32405155897140503,0.26065152883529663,0.535392165184021,1.0,0.30735138058662415,0.22068053483963013
constant,0.22559526562690735,0.11607828736305237,0.20431338250637054,0.26555773615837097,0.16590042412281036,0.20673294365406036,0.22848215699195862,0.26379308104515076,0.2037150114774704,0.20739522576332092,0.14516431093215942
flooding,0.2541632354259491,0.19221648573875427,0.30220484733581543,0.20465752482414246,0.2366311252117157,0.39753252267837524,0.20708169043064117,0.22039492428302765,0.24058853089809418,0.2048298716545105,0.2615346312522888
and,0.31309178471565247,0.3740963041782379,0.2615058124065399,1.0,0.35309651494026184,0.2396772801876068,0.27974793314933777,0.48971283435821533,0.5171257257461548,0.22029656171798706,0.20544172823429108
strong,0.19839218258857727,0.21312883496284485,0.17899653315544128,0.3578340411186218,0.11029140651226044,0.07532739639282227,0.10819319635629654,0.2913058400154114,0.22482411563396454,0.12139569967985153,0.11990999430418015
sedimentation,0.22759993374347687,0.10663878917694092,0.2761300802230835,0.28912636637687683,0.13589105010032654,0.287235826253891,0.26731014251708984,0.25847527384757996,0.2617757022380829,0.17811830341815948,0.17398139834403992
in,0.30808621644973755,0.45514053106307983,0.23743659257888794,0.4954058527946472,0.3619694113731384,0.2953902781009674,0.20074914395809174,0.45010748505592346,0.6662389636039734,0.24648422002792358,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.32217684388160706,0.5171257257461548,0.38266420364379883,0.32405155897140503,0.26065152883529663,0.535392165184021,1.0,0.30735138058662415,0.22068053483963013
western,0.2454150915145874,0.2864105999469757,0.18630634248256683,0.27210789918899536,0.2585499584674835,0.22255666553974152,0.1762760728597641,0.18838192522525787,0.37920868396759033,0.23680023849010468,0.17439141869544983
rhine,0.16475653648376465,0.18681856989860535,0.15865196287631989,0.22029656171798706,0.19940665364265442,0.2871347963809967,0.15285873413085938,0.1736302673816681,0.30735138058662415,1.0,0.13754533231258392
delta,0.11423289775848389,0.20297802984714508,0.2329801619052887,0.21133051812648773,0.16174601018428802,0.29887235164642334,0.17991377413272858,0.16459326446056366,0.22022446990013123,0.21930839121341705,0.14208948612213135
.,0.3567904531955719,0.40146201848983765,0.19949649274349213,0.588965117931366,0.36271902918815613,0.19567762315273285,0.1835920661687851,0.4645031690597534,0.5934505462646484,0.2089352011680603,0.4130953550338745
