,which,area,is,responsible,for,the,long-term,preservation,of,the,v,&,a,collections,?
and,0.506277859210968,0.3044000566005707,0.3859752118587494,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.36647236347198486,0.26665911078453064,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2914140522480011,0.20544172823429108
covers,0.2966510057449341,0.4924522638320923,0.38246777653694153,0.1297754943370819,0.2426442801952362,0.326327383518219,0.21991094946861267,0.19501160085201263,0.3789252042770386,0.326327383518219,0.08359728753566742,0.13655826449394226,0.28468799591064453,0.2922030985355377,0.1432708352804184
all,0.50777268409729,0.19650433957576752,0.2553904056549072,0.24048705399036407,0.41144001483917236,0.4860881567001343,0.24874326586723328,0.25436997413635254,0.42798417806625366,0.4860881567001343,0.13731379806995392,0.18021400272846222,0.2696802616119385,0.30387866497039795,0.29575422406196594
the,0.6521818041801453,0.37834644317626953,0.5823672413825989,0.3305104374885559,0.4739971458911896,1.0,0.3756130039691925,0.30309581756591797,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.27174001932144165,0.22068053483963013
collections,0.319350928068161,0.1916758120059967,0.20405815541744232,0.1783284842967987,0.25632959604263306,0.27174001932144165,0.2490137368440628,0.3447291851043701,0.3185039758682251,0.27174001932144165,0.09366906434297562,0.163213849067688,0.2494979351758957,0.9999998807907104,0.1873358190059662
held,0.2626747488975525,0.21001197397708893,0.19884860515594482,0.25225305557250977,0.2495253086090088,0.32185450196266174,0.24188585579395294,0.12246158719062805,0.28960686922073364,0.32185450196266174,0.09840460121631622,0.11134864389896393,0.22326228022575378,0.3012135326862335,0.14103956520557404
by,0.40543368458747864,0.22557134926319122,0.3899846076965332,0.3226776123046875,0.3248702883720398,0.4408751428127289,0.30077803134918213,0.2381608486175537,0.3646814823150635,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,0.26559463143348694,0.17966607213020325
the,0.6521818041801453,0.37834644317626953,0.5823672413825989,0.3305104374885559,0.4739971458911896,1.0,0.3756130039691925,0.30309581756591797,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.27174001932144165,0.22068053483963013
v,0.1653934270143509,0.12607432901859283,0.16126930713653564,0.09038145840167999,0.13933385908603668,0.18580520153045654,0.24838048219680786,0.10227160155773163,0.1655031144618988,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,0.09366906434297562,0.28677162528038025
&,0.16294614970684052,0.08611851185560226,0.08384179323911667,0.11143627762794495,0.15479104220867157,0.14992168545722961,0.16729022562503815,0.17406514286994934,0.19900451600551605,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,0.163213849067688,0.12596383690834045
a,0.56894451379776,0.2782127559185028,0.658733606338501,0.22119273245334625,0.44038116931915283,0.5829201340675354,0.3568371832370758,0.2140544354915619,0.5052502155303955,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.2494979351758957,0.23916715383529663
and,0.506277859210968,0.3044000566005707,0.3859752118587494,0.29945531487464905,0.5064792633056641,0.5171257257461548,0.36647236347198486,0.26665911078453064,0.5116966962814331,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2914140522480011,0.20544172823429108
the,0.6521818041801453,0.37834644317626953,0.5823672413825989,0.3305104374885559,0.4739971458911896,1.0,0.3756130039691925,0.30309581756591797,0.733189046382904,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.27174001932144165,0.22068053483963013
v,0.1653934270143509,0.12607432901859283,0.16126930713653564,0.09038145840167999,0.13933385908603668,0.18580520153045654,0.24838048219680786,0.10227160155773163,0.1655031144618988,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,0.09366906434297562,0.28677162528038025
&,0.16294614970684052,0.08611851185560226,0.08384179323911667,0.11143627762794495,0.15479104220867157,0.14992168545722961,0.16729022562503815,0.17406514286994934,0.19900451600551605,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,0.163213849067688,0.12596383690834045
a,0.56894451379776,0.2782127559185028,0.658733606338501,0.22119273245334625,0.44038116931915283,0.5829201340675354,0.3568371832370758,0.2140544354915619,0.5052502155303955,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.2494979351758957,0.23916715383529663
museum,0.22731433808803558,0.23273710906505585,0.18299639225006104,0.10135886818170547,0.15718214213848114,0.24861779808998108,0.22434529662132263,0.33085545897483826,0.23314370214939117,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.447247713804245,0.14128351211547852
of,0.5011631846427917,0.3409860134124756,0.4854315221309662,0.37070101499557495,0.4185989499092102,0.733189046382904,0.341103732585907,0.26127341389656067,1.0,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.3185039758682251,0.1826142966747284
childhood,0.1517316848039627,0.19080966711044312,0.19297407567501068,0.13853253424167633,0.17534886300563812,0.21581587195396423,0.23438262939453125,0.14338082075119019,0.26336896419525146,0.21581587195396423,0.09149814397096634,0.05076463893055916,0.1799464225769043,0.23657439649105072,0.11606396734714508
.,0.45942068099975586,0.2760866582393646,0.4569662809371948,0.2309054434299469,0.4726039469242096,0.5934505462646484,0.3449627459049225,0.21173854172229767,0.5352458953857422,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.30024775862693787,0.4130953550338745
