,when,a,pathogen,has,been,eaten,by,a,phagocyte,it,becomes,trapped,in,what,vesicle,?
fuses,0.29670029878616333,0.2652824819087982,0.31648367643356323,0.2651386559009552,0.168206125497818,0.17745348811149597,0.17408230900764465,0.2652824819087982,0.38781049847602844,0.24855126440525055,0.2233811616897583,0.35951918363571167,0.12611211836338043,0.13606341183185577,0.45341306924819946,0.14599955081939697
with,0.5075214505195618,0.3783375024795532,0.1530282199382782,0.44092974066734314,0.2804456949234009,0.24324572086334229,0.39731505513191223,0.3783375024795532,0.22215192019939423,0.3369046747684479,0.16598401963710785,0.23187607526779175,0.4080928862094879,0.2464839518070221,0.1893123984336853,0.2433311939239502
another,0.48569372296333313,0.6191956996917725,0.2380489706993103,0.34104037284851074,0.3350543975830078,0.20539546012878418,0.36873918771743774,0.6191956996917725,0.2734296917915344,0.42453905940055847,0.22441919147968292,0.2765948176383972,0.3397690951824188,0.4190070629119873,0.2786354720592499,0.295511931180954
vesicle,0.24962320923805237,0.23773923516273499,0.5217933654785156,0.20689691603183746,0.13840214908123016,0.27129969000816345,0.11517291516065598,0.23773923516273499,0.5599715113639832,0.26410844922065735,0.19329294562339783,0.24888400733470917,0.19841837882995605,0.19578322768211365,1.0000001192092896,0.1686500906944275
called,0.39188069105148315,0.4868806302547455,0.18819138407707214,0.30485156178474426,0.21922262012958527,0.28313565254211426,0.3092815577983856,0.4868806302547455,0.2749384939670563,0.3402029573917389,0.21993786096572876,0.28624463081359863,0.40847352147102356,0.3235960602760315,0.3305635452270508,0.18963319063186646
a,0.44397395849227905,1.0,0.22937901318073273,0.4670248031616211,0.3315402865409851,0.1947222501039505,0.32094135880470276,1.0,0.25194284319877625,0.5452592968940735,0.21742002665996552,0.24920257925987244,0.539380669593811,0.3320399522781372,0.23773923516273499,0.23916715383529663
lysosome,0.29720252752304077,0.3039220869541168,0.6100875735282898,0.18364810943603516,0.19803650677204132,0.2876838445663452,0.16053690016269684,0.3039220869541168,0.6534053087234497,0.2670414447784424,0.18023890256881714,0.23366110026836395,0.1981784999370575,0.23524171113967896,0.6650751829147339,0.2092587649822235
to,0.5423505902290344,0.45503583550453186,0.25253331661224365,0.3619994819164276,0.34945759177207947,0.22602279484272003,0.33534231781959534,0.45503583550453186,0.22259381413459778,0.513711154460907,0.22548897564411163,0.24957887828350067,0.45010748505592346,0.455847829580307,0.18441574275493622,0.29463258385658264
form,0.31953904032707214,0.3088195323944092,0.2299753874540329,0.19877426326274872,0.17258793115615845,0.16179127991199493,0.20338405668735504,0.3088195323944092,0.2659420073032379,0.31451088190078735,0.1865924596786499,0.14347662031650543,0.2815987169742584,0.15868011116981506,0.3082754611968994,0.1463010311126709
a,0.44397395849227905,1.0,0.22937901318073273,0.4670248031616211,0.3315402865409851,0.1947222501039505,0.32094135880470276,1.0,0.25194284319877625,0.5452592968940735,0.21742002665996552,0.24920257925987244,0.539380669593811,0.3320399522781372,0.23773923516273499,0.23916715383529663
phagolysosome,0.31817805767059326,0.31663861870765686,0.6452158093452454,0.21758581697940826,0.2283972054719925,0.3390422463417053,0.22214467823505402,0.31663861870765686,0.7875984907150269,0.29318979382514954,0.19503962993621826,0.28635483980178833,0.22881877422332764,0.2506149709224701,0.6623340249061584,0.2349095195531845
.,0.475719153881073,0.50484299659729,0.20811253786087036,0.4105546176433563,0.33645182847976685,0.27862393856048584,0.3936232924461365,0.50484299659729,0.23126888275146484,0.5593622326850891,0.21780169010162354,0.2547380030155182,0.5591574311256409,0.3567904531955719,0.19791379570960999,0.4130953550338745
