,in,some,countries,over,how,many,steps,can,it,take,to,build,on,government,land,?
up,0.3120773434638977,0.336993008852005,0.2009255588054657,0.37640950083732605,0.2819872200489044,0.2688518464565277,0.275892436504364,0.33698323369026184,0.36426842212677,0.31856170296669006,0.40375280380249023,0.33570659160614014,0.34194523096084595,0.14314819872379303,0.22875653207302094,0.1819818764925003
to,0.45010748505592346,0.4636894166469574,0.3111797273159027,0.38635820150375366,0.44169697165489197,0.40243685245513916,0.2637169659137726,0.4979398250579834,0.513711154460907,0.4075521230697632,1.0,0.38783395290374756,0.41031414270401,0.28343796730041504,0.2885280251502991,0.29463258385658264
14,0.07915190607309341,0.019444484263658524,-0.030041467398405075,0.027448495849967003,0.03452076017856598,-0.04532574862241745,0.036514829844236374,0.06506890058517456,0.03272920846939087,0.002932763658463955,0.005055660381913185,-0.010409261099994183,0.03868218511343002,0.02504643052816391,0.08884315937757492,0.11697390675544739
years,0.33554986119270325,0.22341805696487427,0.24109303951263428,0.3751278817653656,0.21949264407157898,0.2731519937515259,0.18720883131027222,0.1606326848268509,0.21688692271709442,0.20916500687599182,0.23891852796077728,0.19276325404644012,0.2152649462223053,0.18268105387687683,0.17904962599277496,0.1914375126361847
to,0.45010748505592346,0.4636894166469574,0.3111797273159027,0.38635820150375366,0.44169697165489197,0.40243685245513916,0.2637169659137726,0.4979398250579834,0.513711154460907,0.4075521230697632,1.0,0.38783395290374756,0.41031414270401,0.28343796730041504,0.2885280251502991,0.29463258385658264
build,0.26063278317451477,0.26343920826911926,0.09138920158147812,0.22273322939872742,0.2860383987426758,0.2744954824447632,0.18169984221458435,0.24775812029838562,0.2748400866985321,0.31955620646476746,0.38783395290374756,1.0000001192092896,0.21995799243450165,0.2655961513519287,0.2331458479166031,0.1704305112361908
on,0.46853652596473694,0.31474894285202026,0.2938643991947174,0.39810362458229065,0.32655060291290283,0.32520127296447754,0.19332624971866608,0.2772369682788849,0.4529881477355957,0.27423644065856934,0.41031414270401,0.21995799243450165,0.9999999403953552,0.19216017425060272,0.2075873464345932,0.2714994251728058
government,0.3066793978214264,0.2568245828151703,0.34346339106559753,0.24897949397563934,0.21719732880592346,0.27652618288993835,0.11654102802276611,0.15589569509029388,0.28037968277931213,0.2059202343225479,0.28343796730041504,0.2655961513519287,0.19216017425060272,1.0000001192092896,0.28320056200027466,0.18851417303085327
land,0.22871792316436768,0.23819011449813843,0.2139480710029602,0.28325000405311584,0.1918935328722,0.19642266631126404,0.09086544066667557,0.16262724995613098,0.2534204423427582,0.20831574499607086,0.2885280251502991,0.2331458479166031,0.2075873464345932,0.28320056200027466,1.0000001192092896,0.1432059109210968
.,0.5591574311256409,0.40663889050483704,0.27938392758369446,0.37877383828163147,0.3287222981452942,0.3974229395389557,0.21762333810329437,0.35783761739730835,0.5593622326850891,0.3045158088207245,0.4645031690597534,0.275961309671402,0.49257001280784607,0.2521961033344269,0.259204238653183,0.4130953550338745
