,what,has,partical,physics,made,to,describe,sub-atomic,forces,?
speed,0.23285695910453796,0.20519839227199554,0.315864622592926,0.2512814700603485,0.13302567601203918,0.2900872230529785,0.22981476783752441,0.24705690145492554,0.20775721967220306,0.17392314970493317
of,0.33290785551071167,0.3909035325050354,0.34572455286979675,0.2395489662885666,0.33167365193367004,0.41548454761505127,0.2764313519001007,0.3316480219364166,0.3090144991874695,0.1826142966747284
light,0.22953972220420837,0.19325979053974152,0.34667304158210754,0.23136572539806366,0.22744663059711456,0.22474321722984314,0.19912678003311157,0.25771963596343994,0.13810810446739197,0.17429810762405396
",",0.3087472915649414,0.3734780251979828,0.27102720737457275,0.26689431071281433,0.32507219910621643,0.44245919585227966,0.18910212814807892,0.31733933091163635,0.2544684410095215,0.31091248989105225
particle,0.31278425455093384,0.22052434086799622,0.6979286074638367,0.570899248123169,0.16259722411632538,0.24255536496639252,0.29210981726646423,0.6039650440216064,0.29067179560661316,0.22597293555736542
physics,0.26464056968688965,0.17543470859527588,0.4759199917316437,0.9999999403953552,0.15356750786304474,0.19172722101211548,0.22634179890155792,0.4905170500278473,0.289713591337204,0.1470423936843872
has,0.20338068902492523,1.0,0.22116230428218842,0.17543470859527588,0.27942559123039246,0.3619994819164276,0.191810742020607,0.23299594223499298,0.12320549786090851,0.15994466841220856
devised,0.1725519299507141,0.21009667217731476,0.2886214554309845,0.28049424290657043,0.24836638569831848,0.23223984241485596,0.25824227929115295,0.22728490829467773,0.1529838740825653,0.13165238499641418
a,0.3320399522781372,0.4670248031616211,0.31887319684028625,0.1683787703514099,0.3180864453315735,0.45503583550453186,0.3062607944011688,0.30560266971588135,0.17848460376262665,0.23916715383529663
standard,0.22809998691082,0.12612733244895935,0.31461071968078613,0.21148401498794556,0.14187978208065033,0.1969985067844391,0.2148374617099762,0.27840620279312134,0.17884525656700134,0.17029257118701935
model,0.2303347885608673,0.13159877061843872,0.23800808191299438,0.23558802902698517,0.12748488783836365,0.187554731965065,0.25440922379493713,0.2779729962348938,0.17795944213867188,0.14843042194843292
to,0.455847829580307,0.3619994819164276,0.28036051988601685,0.19172722101211548,0.3377571105957031,1.0,0.3167092204093933,0.2367013692855835,0.2581802308559418,0.29463258385658264
describe,0.3217031955718994,0.191810742020607,0.2941489815711975,0.22634179890155792,0.2342292219400406,0.3167092204093933,1.0,0.3218921422958374,0.20173463225364685,0.15151022374629974
forces,0.2112482488155365,0.12320549786090851,0.3093833923339844,0.289713591337204,0.17932815849781036,0.2581802308559418,0.20173463225364685,0.2882636487483978,1.0,0.16984491050243378
between,0.2462156116962433,0.2653839886188507,0.23674838244915009,0.14204157888889313,0.20875616371631622,0.3639189600944519,0.26704585552215576,0.22020040452480316,0.252635657787323,0.12887074053287506
particles,0.26094838976860046,0.18298250436782837,0.6366513967514038,0.4815075397491455,0.2195003777742386,0.25014081597328186,0.2546013295650482,0.5639704465866089,0.3396289646625519,0.22255320847034454
smaller,0.23730900883674622,0.25139930844306946,0.31719401478767395,0.19495733082294464,0.22092856466770172,0.2597835958003998,0.16376608610153198,0.3076694905757904,0.2269037514925003,0.17881669104099274
than,0.29388150572776794,0.32792407274246216,0.2257487028837204,0.14622752368450165,0.25245386362075806,0.3192550539970398,0.24679780006408691,0.22809255123138428,0.14093171060085297,0.24917294085025787
atoms,0.2511626183986664,0.16208651661872864,0.4405708909034729,0.4030330777168274,0.2382148802280426,0.24628525972366333,0.20203232765197754,0.6510635018348694,0.2677111327648163,0.17423541843891144
.,0.3567904531955719,0.4105546176433563,0.2388494312763214,0.21820253133773804,0.4032190144062042,0.4645031690597534,0.17917026579380035,0.28507569432258606,0.21802116930484772,0.4130953550338745
