,harold,winston,'s,supported,which,country,'s,during,its,six,day,war,?
for,0.15400825440883636,0.19323569536209106,-0.07241261005401611,0.32561784982681274,0.44095608592033386,0.2644098401069641,-0.07241261005401611,0.3448435664176941,0.2992613911628723,0.2699260711669922,0.23720888793468475,0.22632956504821777,0.264628142118454
israel,0.26540571451187134,0.23670801520347595,-0.03163225203752518,0.13119377195835114,0.21474629640579224,0.2984391450881958,-0.03163225203752518,0.14085699617862701,0.19701680541038513,0.19622649252414703,0.15685047209262848,0.2416752725839615,0.15015864372253418
to,0.1141137182712555,0.19888855516910553,0.03782717138528824,0.19981899857521057,0.5345056653022766,0.31281599402427673,0.03782717138528824,0.2828781306743622,0.3691340684890747,0.2762264311313629,0.21753256022930145,0.2610234022140503,0.29463258385658264
withdraw,0.12879538536071777,0.1927405297756195,-0.012229950167238712,0.3082599937915802,0.1819046437740326,0.17611944675445557,-0.012229950167238712,0.17046596109867096,0.2131270319223404,0.1424906849861145,0.201913982629776,0.2560088634490967,0.19605658948421478
to,0.1141137182712555,0.19888855516910553,0.03782717138528824,0.19981899857521057,0.5345056653022766,0.31281599402427673,0.03782717138528824,0.2828781306743622,0.3691340684890747,0.2762264311313629,0.21753256022930145,0.2610234022140503,0.29463258385658264
its,0.10174629092216492,0.13921889662742615,0.03202139586210251,0.18703754246234894,0.5154205560684204,0.25601598620414734,0.03202139586210251,0.23688937723636627,1.0,0.22005854547023773,0.24083687365055084,0.23775866627693176,0.15103481709957123
pre-1967,-0.10106687992811203,0.042432356625795364,0.05877911299467087,0.13793069124221802,0.32577332854270935,0.15342217683792114,0.05877911299467087,0.17437128722667694,0.24866493046283722,0.10985452681779861,0.19520382583141327,0.09654083847999573,0.21087875962257385
borders,0.08761446177959442,0.12874236702919006,-0.04271578788757324,0.16820843517780304,0.25760531425476074,0.2893584370613098,-0.04271578788757324,0.1038765236735344,0.3221983015537262,0.17645835876464844,0.18347646296024323,0.1956023871898651,0.13029009103775024
.,0.24796979129314423,0.22902463376522064,-0.003708066651597619,0.29144924879074097,0.45942068099975586,0.26130348443984985,-0.003708066651597619,0.3485563397407532,0.3566088080406189,0.3090869188308716,0.24232520163059235,0.3000848889350891,0.4130953550338745
,harold,winston,'s,supported,which,country,'s,during,its,six,day,war,?
the,0.21060243248939514,0.28013262152671814,-0.01540423184633255,0.27276676893234253,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.4838213622570038,0.559237003326416,0.3614266812801361,0.3062323033809662,0.366199791431427,0.22068053483963013
uk,0.268588125705719,0.27475467324256897,-0.0013451746199280024,0.1571667194366455,0.1906050443649292,0.19472895562648773,-0.0013451746199280024,0.12709052860736847,0.20124290883541107,0.16940367221832275,0.18464769423007965,0.2169884890317917,0.20222434401512146
had,0.2202875018119812,0.16428008675575256,-0.004401352722197771,0.32982736825942993,0.3188965916633606,0.2020130157470703,-0.004401352722197771,0.39748913049697876,0.32081788778305054,0.3450642228126526,0.2515575587749481,0.29970744252204895,0.20728366076946259
traditionally,0.14320452511310577,0.060444824397563934,0.06676346808671951,0.17961090803146362,0.37881484627723694,0.21855829656124115,0.06676346808671951,0.24460868537425995,0.2708189785480499,0.18923242390155792,0.2557859420776367,0.18322178721427917,0.10789176821708679
been,0.13197042047977448,0.10451069474220276,-0.10734795778989792,0.28442835807800293,0.36993977427482605,0.22071953117847443,-0.10734795778989792,0.3273974359035492,0.2810076177120209,0.2919321656227112,0.23202256858348846,0.18175610899925232,0.24354910850524902
an,0.10547260195016861,0.10853724181652069,0.025255560874938965,0.21082468330860138,0.3611921966075897,0.19811232388019562,0.025255560874938965,0.21076080203056335,0.28139030933380127,0.13384422659873962,0.12837587296962738,0.15861496329307556,0.19793890416622162
ally,0.2061866968870163,0.278245210647583,0.0734705775976181,0.26892679929733276,0.21834596991539001,0.19903980195522308,0.0734705775976181,0.21254223585128784,0.17081959545612335,0.12420867383480072,0.17551425099372864,0.34045714139938354,0.10381226241588593
of,0.19005732238292694,0.24038413166999817,-0.03817026689648628,0.30414751172065735,0.5011631846427917,0.28866857290267944,-0.03817026689648628,0.3869180977344513,0.48690423369407654,0.3317931592464447,0.2934032380580902,0.31680163741111755,0.1826142966747284
israel,0.26540571451187134,0.23670801520347595,-0.03163225203752518,0.13119377195835114,0.21474629640579224,0.2984391450881958,-0.03163225203752518,0.14085699617862701,0.19701680541038513,0.19622649252414703,0.15685047209262848,0.2416752725839615,0.15015864372253418
",",0.2359737902879715,0.2865391969680786,-0.0016132977325469255,0.2703314423561096,0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.3225448727607727,0.33157986402511597,0.2737274467945099,0.30821847915649414,0.2671184241771698,0.31091248989105225
and,0.19386564195156097,0.255235880613327,0.06895173341035843,0.3113573491573334,0.506277859210968,0.30884742736816406,0.06895173341035843,0.36462149024009705,0.3841775357723236,0.3044111728668213,0.26673999428749084,0.29695844650268555,0.20544172823429108
harold,0.9999999403953552,0.38968250155448914,-0.009287383407354355,0.12168975919485092,0.08303176611661911,0.08664295077323914,-0.009287383407354355,0.1459287852048874,0.10174629092216492,0.10562007129192352,0.11042389273643494,0.2361525446176529,0.151779443025589
wilson,0.3538411557674408,0.3364027440547943,0.04975033178925514,0.11706716567277908,0.15928678214550018,0.19179601967334747,0.04975033178925514,0.17296552658081055,0.08016186207532883,0.17090503871440887,0.12111677974462509,0.1736077517271042,0.1055358424782753
's,-0.009287383407354355,0.0980202704668045,0.9999999403953552,-0.053373903036117554,0.03856118768453598,0.0747150406241417,0.9999999403953552,0.011294117197394371,0.03202139586210251,0.06576314568519592,0.03448042273521423,0.06856801360845566,-0.023395681753754616
government,0.13083715736865997,0.24998393654823303,0.00033092309604398906,0.33862224221229553,0.27266770601272583,0.384080171585083,0.00033092309604398906,0.25454002618789673,0.27754512429237366,0.16833746433258057,0.19942112267017365,0.33835113048553467,0.18851417303085327
supported,0.12168975919485092,0.14941704273223877,-0.053373903036117554,1.0000001192092896,0.22740553319454193,0.23050835728645325,-0.053373903036117554,0.25118115544319153,0.18703754246234894,0.17647626996040344,0.1301308125257492,0.227574422955513,0.11593948304653168
the,0.21060243248939514,0.28013262152671814,-0.01540423184633255,0.27276676893234253,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.4838213622570038,0.559237003326416,0.3614266812801361,0.3062323033809662,0.366199791431427,0.22068053483963013
israelis,0.20437881350517273,0.18863408267498016,0.07447905093431473,0.17443633079528809,0.2386850118637085,0.21940696239471436,0.07447905093431473,0.1795165091753006,0.16527651250362396,0.18893475830554962,0.13578695058822632,0.2648085951805115,0.16974247992038727
during,0.1459287852048874,0.2221735566854477,0.011294117197394371,0.25118115544319153,0.3590145409107208,0.2046053558588028,0.011294117197394371,1.0,0.23688937723636627,0.30874213576316833,0.3424895405769348,0.4802435040473938,0.1325719803571701
the,0.21060243248939514,0.28013262152671814,-0.01540423184633255,0.27276676893234253,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.4838213622570038,0.559237003326416,0.3614266812801361,0.3062323033809662,0.366199791431427,0.22068053483963013
six-day,0.24377025663852692,0.2519442141056061,0.044150274246931076,0.13969755172729492,0.2234596163034439,0.20237857103347778,0.044150274246931076,0.33673596382141113,0.1554338037967682,0.4440076947212219,0.6061372756958008,0.25230273604393005,0.2636443078517914
war,0.2361525446176529,0.31946319341659546,0.06856801360845566,0.227574422955513,0.2244700789451599,0.21829617023468018,0.06856801360845566,0.4802435040473938,0.23775866627693176,0.2224203646183014,0.20975930988788605,1.0000001192092896,0.15510529279708862
.,0.24796979129314423,0.22902463376522064,-0.003708066651597619,0.29144924879074097,0.45942068099975586,0.26130348443984985,-0.003708066651597619,0.3485563397407532,0.3566088080406189,0.3090869188308716,0.24232520163059235,0.3000848889350891,0.4130953550338745
