,who,did,josel,of,rosheim,blame,for,the,condition,of,jews,in,saxony,?
plight,0.21662218868732452,0.22355592250823975,0.1446974277496338,0.23389238119125366,0.20490001142024994,0.2628544867038727,0.2676873207092285,0.2937568128108978,0.223916694521904,0.23389238119125366,0.27670028805732727,0.23451009392738342,0.0727115347981453,0.2051919400691986
on,0.2340552806854248,0.2670976221561432,0.19487354159355164,0.3966929316520691,0.20968879759311676,0.17159825563430786,0.36199691891670227,0.5107308030128479,0.23342181742191315,0.3966929316520691,0.13907738029956818,0.46853652596473694,0.1682659536600113,0.2714994251728058
``,0.02397952415049076,-0.029888948425650597,0.06624644994735718,0.06780257821083069,-0.015505366958677769,-0.010514292865991592,0.01270448137074709,0.029072100296616554,0.10017472505569458,0.06780257821083069,0.11970638483762741,0.04765888676047325,0.0575883686542511,0.0685480609536171
that,0.45444270968437195,0.47518548369407654,0.14892227947711945,0.41498205065727234,0.15961170196533203,0.3448764681816101,0.4137635827064514,0.5473989248275757,0.3550138473510742,0.41498205065727234,0.27395346760749817,0.435920387506485,0.15090933442115784,0.32716336846351624
priest,0.29762959480285645,0.20535904169082642,0.3005830645561218,0.18239139020442963,0.1725255846977234,0.17920257151126862,0.15928484499454498,0.17071814835071564,0.0859503373503685,0.18239139020442963,0.257081001996994,0.21265044808387756,0.09762361645698547,0.1474698781967163
whose,0.48551782965660095,0.197230726480484,0.22130665183067322,0.37058958411216736,0.15374864637851715,0.21162912249565125,0.22978365421295166,0.38253846764564514,0.15579451620578766,0.37058958411216736,0.16932997107505798,0.23496666550636292,0.1602216213941574,0.16990536451339722
name,0.2027527540922165,0.17557460069656372,0.1904895156621933,0.24075818061828613,0.16304349899291992,0.17245949804782867,0.25737348198890686,0.3171212375164032,0.18435952067375183,0.24075818061828613,0.13654586672782898,0.2459065467119217,0.16651910543441772,0.15381577610969543
was,0.3318818509578705,0.41399896144866943,0.3520418405532837,0.4069072902202606,0.2546691596508026,0.19880381226539612,0.3863949179649353,0.48711544275283813,0.20449285209178925,0.4069072902202606,0.1935933530330658,0.45514053106307983,0.23233024775981903,0.18412111699581146
martin,0.22000780701637268,0.15959656238555908,0.3164606988430023,0.13722093403339386,0.23884150385856628,0.08839189261198044,0.1178249642252922,0.22029393911361694,0.10661278665065765,0.13722093403339386,0.10628208518028259,0.22752496600151062,0.1347000151872635,0.060103293508291245
luther—may,0.27620139718055725,0.2843691110610962,0.32527029514312744,0.2575196921825409,0.3775019943714142,0.1991160660982132,0.2055063247680664,0.2190588414669037,0.19379468262195587,0.2575196921825409,0.31114375591278076,0.2592516243457794,0.32312941551208496,0.2529216706752777
his,0.44966956973075867,0.3546801507472992,0.26319167017936707,0.38364991545677185,0.22188594937324524,0.24513742327690125,0.39312878251075745,0.4394008219242096,0.22835838794708252,0.38364991545677185,0.19577133655548096,0.3598145842552185,0.23337094485759735,0.18075084686279297
body,0.2087378203868866,0.17681342363357544,0.09149985015392303,0.25063133239746094,0.08000437915325165,0.1599959135055542,0.16740016639232635,0.31682634353637695,0.2445642352104187,0.25063133239746094,0.10999368131160736,0.2549867033958435,0.12480901181697845,0.20136451721191406
and,0.41279885172843933,0.34479495882987976,0.21628287434577942,0.5116966962814331,0.24036870896816254,0.23162296414375305,0.5064792633056641,0.5171257257461548,0.21314062178134918,0.5116966962814331,0.2555774748325348,0.4954058527946472,0.22855228185653687,0.20544172823429108
soul,0.2787841260433197,0.13049879670143127,0.16016313433647156,0.1792602837085724,0.1524190902709961,0.24845793843269348,0.19895614683628082,0.2054273635149002,0.1501322090625763,0.1792602837085724,0.18698647618293762,0.1501491367816925,0.12982630729675293,0.2029775083065033
be,0.3371641933917999,0.22657383978366852,0.12655262649059296,0.33904364705085754,0.1797654628753662,0.2433525174856186,0.3801851272583008,0.4248143136501312,0.33627527952194214,0.33904364705085754,0.20604680478572845,0.3481820821762085,0.194573312997818,0.3324260413646698
bound,0.14756062626838684,0.14666685461997986,0.16594168543815613,0.23408229649066925,0.17391926050186157,0.11992483586072922,0.2053815722465515,0.27465125918388367,0.2055359035730362,0.23408229649066925,0.14633947610855103,0.25271666049957275,0.153437077999115,0.12182208895683289
up,0.26056501269340515,0.21613863110542297,0.09603463113307953,0.32945773005485535,0.2122616320848465,0.15820971131324768,0.342966228723526,0.38423117995262146,0.15414561331272125,0.32945773005485535,0.13211163878440857,0.3120773434638977,0.12646397948265076,0.1819818764925003
in,0.2792111933231354,0.2593238651752472,0.23053158819675446,0.5696388483047485,0.26075121760368347,0.10829274356365204,0.4322226941585541,0.6662389636039734,0.2555321156978607,0.5696388483047485,0.2334136962890625,1.0,0.25673431158065796,0.20430970191955566
hell,0.21564818918704987,0.20371614396572113,0.14920294284820557,0.1431918740272522,0.2785281836986542,0.1692674309015274,0.1939159482717514,0.20403626561164856,0.18073813617229462,0.1431918740272522,0.21883252263069153,0.1844792515039444,0.16102135181427002,0.26004594564437866
!,0.1789553463459015,0.21540984511375427,0.15180855989456177,0.15618042647838593,0.1406557261943817,0.23222167789936066,0.20883667469024658,0.208593487739563,0.0543317086994648,0.15618042647838593,0.11314503848552704,0.16947506368160248,0.09805544465780258,0.45165371894836426
—who,0.5627917647361755,0.2828819751739502,0.26757922768592834,0.29073771834373474,0.2571357488632202,0.26812565326690674,0.33333560824394226,0.37297549843788147,0.22478818893432617,0.29073771834373474,0.2891629636287689,0.3042180836200714,0.23314383625984192,0.32284802198410034
wrote,0.2670581638813019,0.3485160768032074,0.3114614486694336,0.30241408944129944,0.12887902557849884,0.2355034053325653,0.3117217421531677,0.2426944375038147,0.13583557307720184,0.30241408944129944,0.17019207775592804,0.2898900806903839,0.1306416541337967,0.19322504103183746
and,0.41279885172843933,0.34479495882987976,0.21628287434577942,0.5116966962814331,0.24036870896816254,0.23162296414375305,0.5064792633056641,0.5171257257461548,0.21314062178134918,0.5116966962814331,0.2555774748325348,0.4954058527946472,0.22855228185653687,0.20544172823429108
issued,0.13050927221775055,0.2733176648616791,0.1693192422389984,0.2873246371746063,0.052849628031253815,0.19214990735054016,0.1953880786895752,0.22837360203266144,0.16755948960781097,0.2873246371746063,0.17422962188720703,0.17191201448440552,0.1661209762096405,0.169851616024971
many,0.4149286150932312,0.375588983297348,0.1618352234363556,0.37253960967063904,0.19179487228393555,0.2767515480518341,0.40972793102264404,0.4335206151008606,0.22850394248962402,0.37253960967063904,0.2886919677257538,0.41474202275276184,0.14248615503311157,0.2124512493610382
heretical,0.32327407598495483,0.20469114184379578,0.26472190022468567,0.3451063334941864,0.28314724564552307,0.21015428006649017,0.19196708500385284,0.2910749912261963,0.2218538373708725,0.3451063334941864,0.42572563886642456,0.24133822321891785,0.2722323536872864,0.22034525871276855
books,0.25903794169425964,0.20507213473320007,0.17995098233222961,0.18863578140735626,0.20961607992649078,0.13504649698734283,0.2456149458885193,0.23187310993671417,0.1269739270210266,0.18863578140735626,0.22899167239665985,0.250139981508255,0.10864123702049255,0.1897611767053604
in,0.2792111933231354,0.2593238651752472,0.23053158819675446,0.5696388483047485,0.26075121760368347,0.10829274356365204,0.4322226941585541,0.6662389636039734,0.2555321156978607,0.5696388483047485,0.2334136962890625,1.0,0.25673431158065796,0.20430970191955566
which,0.3688730001449585,0.2750149369239807,0.12433180958032608,0.5011631846427917,0.1295190304517746,0.22392170131206512,0.44095608592033386,0.6521818041801453,0.35998469591140747,0.5011631846427917,0.16569830477237701,0.4840516746044159,0.2189456820487976,0.25814583897590637
he,0.5500732064247131,0.3292143940925598,0.28319478034973145,0.38706058263778687,0.22411379218101501,0.24209801852703094,0.4540175199508667,0.4571082592010498,0.2180401086807251,0.38706058263778687,0.18863363564014435,0.41690486669540405,0.17738324403762817,0.2089974731206894
said,0.391315758228302,0.5119821429252625,0.21145662665367126,0.29014745354652405,0.15846265852451324,0.41493573784828186,0.31942054629325867,0.3024602234363556,0.21485963463783264,0.29014745354652405,0.19074678421020508,0.23461468517780304,0.1248234361410141,0.28991883993148804
that,0.45444270968437195,0.47518548369407654,0.14892227947711945,0.41498205065727234,0.15961170196533203,0.3448764681816101,0.4137635827064514,0.5473989248275757,0.3550138473510742,0.41498205065727234,0.27395346760749817,0.435920387506485,0.15090933442115784,0.32716336846351624
whoever,0.5009670853614807,0.2283947616815567,0.1039348840713501,0.21830710768699646,0.20293428003787994,0.2793545424938202,0.2789301574230194,0.2859867811203003,0.2544558048248291,0.21830710768699646,0.22550112009048462,0.19371914863586426,0.22340838611125946,0.3204191327095032
would,0.3632977604866028,0.6268245577812195,0.14545543491840363,0.3353942930698395,0.13680815696716309,0.3282829523086548,0.39877474308013916,0.4133751392364502,0.3133065700531006,0.3353942930698395,0.22604554891586304,0.30461156368255615,0.1622433364391327,0.37178951501846313
help,0.3826322555541992,0.35430794954299927,0.07820398360490799,0.22745388746261597,0.12771466374397278,0.2990141808986664,0.33200904726982117,0.30064165592193604,0.22839194536209106,0.22745388746261597,0.19038237631320953,0.21321536600589752,0.17999908328056335,0.28403452038764954
the,0.3733934462070465,0.34736719727516174,0.23822356760501862,0.733189046382904,0.2593145966529846,0.1959904432296753,0.4739971458911896,1.0,0.27454710006713867,0.733189046382904,0.24901628494262695,0.6662389636039734,0.27077290415763855,0.22068053483963013
jews,0.3023342192173004,0.23080717027187347,0.1992202252149582,0.2207300066947937,0.36508098244667053,0.23928135633468628,0.19548188149929047,0.24901628494262695,0.14797872304916382,0.2207300066947937,1.0000001192092896,0.2334136962890625,0.2510546147823334,0.16730794310569763
was,0.3318818509578705,0.41399896144866943,0.3520418405532837,0.4069072902202606,0.2546691596508026,0.19880381226539612,0.3863949179649353,0.48711544275283813,0.20449285209178925,0.4069072902202606,0.1935933530330658,0.45514053106307983,0.23233024775981903,0.18412111699581146
doomed,0.36406373977661133,0.2915661036968231,0.15977370738983154,0.17441661655902863,0.21511013805866241,0.29031017422676086,0.21511535346508026,0.2333817183971405,0.22326798737049103,0.17441661655902863,0.18829478323459625,0.1882786750793457,0.15992815792560577,0.36091184616088867
to,0.42656609416007996,0.4452643394470215,0.16891537606716156,0.41548454761505127,0.1665969341993332,0.22786720097064972,0.4451248347759247,0.535392165184021,0.2868253290653229,0.41548454761505127,0.22399327158927917,0.45010748505592346,0.17982617020606995,0.29463258385658264
perdition,0.26899436116218567,0.2604603171348572,0.2627142071723938,0.22272443771362305,0.21712392568588257,0.2766803801059723,0.30311161279678345,0.2970217168331146,0.35763558745384216,0.22272443771362305,0.16738919913768768,0.2574947476387024,0.11886598914861679,0.15636612474918365
.,0.3541337847709656,0.35288307070732117,0.2706959843635559,0.5352458953857422,0.2910672128200531,0.21665722131729126,0.4726039469242096,0.5934505462646484,0.17553938925266266,0.5352458953857422,0.2115412801504135,0.5591574311256409,0.2629375755786896,0.4130953550338745
'',0.024401003494858742,0.01978493109345436,0.015732288360595703,0.13035868108272552,0.036158237606287,-0.02868734486401081,-0.04479556903243065,0.041273195296525955,0.031067166477441788,0.13035868108272552,-0.06881692260503769,0.07432962208986282,0.06789078563451767,0.018684765323996544
