,which,tribe,did,temüjin,move,in,with,at,nine,years,of,age,?
nine,0.31342917680740356,0.1185186505317688,0.16091835498809814,0.24922645092010498,0.1395334154367447,0.303353875875473,0.25953325629234314,0.28535738587379456,1.0000001192092896,0.3744722306728363,0.29486238956451416,0.2055349498987198,0.13964155316352844
years,0.23232990503311157,0.06793268024921417,0.2695724070072174,0.3053538501262665,0.1417039930820465,0.33554986119270325,0.21224987506866455,0.2851444482803345,0.3744722306728363,1.0,0.2904134690761566,0.477315217256546,0.1914375126361847
of,0.5011631846427917,0.22602348029613495,0.2513895630836487,0.378805011510849,0.19058799743652344,0.5696388483047485,0.41827285289764404,0.42558613419532776,0.29486238956451416,0.2904134690761566,1.0,0.2372717410326004,0.1826142966747284
age,0.1620659977197647,0.11251714825630188,0.1816447526216507,0.32041993737220764,0.11722975969314575,0.30576348304748535,0.1666649878025055,0.32409605383872986,0.2055349498987198,0.477315217256546,0.2372717410326004,0.9999998807907104,0.16859300434589386
he,0.3415409028530121,0.16535893082618713,0.3292143940925598,0.44463157653808594,0.19217868149280548,0.41690486669540405,0.2845253646373749,0.3280475437641144,0.28116974234580994,0.3526231348514557,0.38706058263778687,0.3103105127811432,0.2089974731206894
was,0.2830964922904968,0.18090631067752838,0.41399896144866943,0.38774195313453674,0.1574081927537918,0.45514053106307983,0.27411898970603943,0.36707764863967896,0.2782309651374817,0.35855233669281006,0.4069072902202606,0.27072176337242126,0.18412111699581146
delivered,0.2537897527217865,0.05483292415738106,0.20621825754642487,0.2079528421163559,0.26606664061546326,0.17497003078460693,0.2027389258146286,0.20470070838928223,0.21446974575519562,0.1846606731414795,0.17907582223415375,0.07568296790122986,0.17044389247894287
by,0.40543368458747864,0.16805842518806458,0.18574509024620056,0.2763390839099884,0.18146000802516937,0.370934396982193,0.39731505513191223,0.2368064820766449,0.24929305911064148,0.19883383810520172,0.3646814823150635,0.17756789922714233,0.17966607213020325
his,0.32283493876457214,0.1629103273153305,0.3546801507472992,0.4682264029979706,0.19469550251960754,0.3598145842552185,0.33836179971694946,0.27659502625465393,0.30716177821159363,0.3523389995098114,0.38364991545677185,0.2922106981277466,0.18075084686279297
father,0.19622015953063965,0.16479159891605377,0.3227277100086212,0.40216585993766785,0.1036233976483345,0.25954100489616394,0.17124000191688538,0.20455175638198853,0.21256497502326965,0.2736870348453522,0.22142449021339417,0.319592148065567,0.14826634526252747
to,0.5345056653022766,0.2397671937942505,0.4452643394470215,0.36858871579170227,0.37858664989471436,0.45010748505592346,0.4239959120750427,0.36524343490600586,0.2271491289138794,0.23891852796077728,0.41548454761505127,0.23830388486385345,0.29463258385658264
the,0.6521818041801453,0.280248761177063,0.34736719727516174,0.43713900446891785,0.29817628860473633,0.6662389636039734,0.4223487675189972,0.457212895154953,0.33253175020217896,0.2912273406982422,0.733189046382904,0.24711290001869202,0.22068053483963013
family,0.2529175877571106,0.2090892642736435,0.19502942264080048,0.2874669134616852,0.142938494682312,0.2165997177362442,0.16764762997627258,0.13297022879123688,0.181862935423851,0.21846431493759155,0.1893671154975891,0.170701265335083,0.15222905576229095
of,0.5011631846427917,0.22602348029613495,0.2513895630836487,0.378805011510849,0.19058799743652344,0.5696388483047485,0.41827285289764404,0.42558613419532776,0.29486238956451416,0.2904134690761566,1.0,0.2372717410326004,0.1826142966747284
his,0.32283493876457214,0.1629103273153305,0.3546801507472992,0.4682264029979706,0.19469550251960754,0.3598145842552185,0.33836179971694946,0.27659502625465393,0.30716177821159363,0.3523389995098114,0.38364991545677185,0.2922106981277466,0.18075084686279297
future,0.2278342843055725,0.061770178377628326,0.23607341945171356,0.26498523354530334,0.2261434942483902,0.15554536879062653,0.24820348620414734,0.13517458736896515,0.1073831096291542,0.21690590679645538,0.25455814599990845,0.12007646262645721,0.3367180824279785
wife,0.13256999850273132,0.13890691101551056,0.23308776319026947,0.28186294436454773,0.11188475042581558,0.19467613101005554,0.2190551608800888,0.19324912130832672,0.18697063624858856,0.2189735621213913,0.2074100226163864,0.2022932767868042,0.19987250864505768
börte,0.2234799563884735,0.2155870646238327,0.1862763911485672,0.30774152278900146,0.10440508276224136,0.26751708984375,0.1680787056684494,0.20912335813045502,0.17974725365638733,0.1735643893480301,0.2801446318626404,0.09287981688976288,0.2609442472457886
",",0.3658004403114319,0.23060214519500732,0.3015086054801941,0.3484273850917816,0.25767531991004944,0.5201468467712402,0.4120737314224243,0.38314947485923767,0.273027628660202,0.2589467465877533,0.4946078956127167,0.2693369388580322,0.31091248989105225
who,0.3688730001449585,0.2723805904388428,0.34038686752319336,0.416724294424057,0.18498751521110535,0.2792111933231354,0.3282766342163086,0.22096660733222961,0.20492319762706757,0.29867154359817505,0.2827862501144409,0.2584081292152405,0.26220351457595825
was,0.2830964922904968,0.18090631067752838,0.41399896144866943,0.38774195313453674,0.1574081927537918,0.45514053106307983,0.27411898970603943,0.36707764863967896,0.2782309651374817,0.35855233669281006,0.4069072902202606,0.27072176337242126,0.18412111699581146
a,0.56894451379776,0.22244147956371307,0.2552328109741211,0.36845725774765015,0.2925316393375397,0.539380669593811,0.3783375024795532,0.3095070421695709,0.2446976900100708,0.23773819208145142,0.5052502155303955,0.19297243654727936,0.23916715383529663
member,0.19141918420791626,0.18285676836967468,0.16698363423347473,0.22817368805408478,0.06690946221351624,0.20856694877147675,0.1763933300971985,0.17957790195941925,0.2213175743818283,0.2272787243127823,0.2701796889305115,0.17224010825157166,0.06826172769069672
of,0.5011631846427917,0.22602348029613495,0.2513895630836487,0.378805011510849,0.19058799743652344,0.5696388483047485,0.41827285289764404,0.42558613419532776,0.29486238956451416,0.2904134690761566,1.0,0.2372717410326004,0.1826142966747284
the,0.6521818041801453,0.280248761177063,0.34736719727516174,0.43713900446891785,0.29817628860473633,0.6662389636039734,0.4223487675189972,0.457212895154953,0.33253175020217896,0.2912273406982422,0.733189046382904,0.24711290001869202,0.22068053483963013
tribe,0.18090566992759705,1.0000001192092896,0.13854432106018066,0.40159136056900024,0.223114013671875,0.17848652601242065,0.16407883167266846,0.11797215044498444,0.1185186505317688,0.06793268024921417,0.22602348029613495,0.11251714825630188,0.11037874221801758
khongirad,0.2901904284954071,0.37264689803123474,0.17503076791763306,0.6073430180549622,0.17355570197105408,0.2316371649503708,0.15543483197689056,0.17916440963745117,0.19300560653209686,0.23493361473083496,0.2763439416885376,0.1923293173313141,0.20853276550769806
.,0.45942068099975586,0.1587309092283249,0.35288307070732117,0.31788840889930725,0.31650546193122864,0.5591574311256409,0.4446153938770294,0.4549728035926819,0.295397013425827,0.31919315457344055,0.5352458953857422,0.2498820275068283,0.4130953550338745
