,cristian,bay,'s,encyclopedia,concludes,that,civil,disobedience,does,not,only,include,what,behavior,?
non-violent,0.21307455003261566,0.18536663055419922,0.09639576822519302,0.2382468581199646,0.25560563802719116,0.3309018015861511,0.28569117188453674,0.48103633522987366,0.23347800970077515,0.3127630949020386,0.30587008595466614,0.18418368697166443,0.25295090675354004,0.35250580310821533,0.21288378536701202
.,0.18083754181861877,0.18397286534309387,-0.003708066651597619,0.21656513214111328,0.16753333806991577,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.3022993505001068,0.4824007451534271,0.49507418274879456,0.21809983253479004,0.3567904531955719,0.262289822101593,0.4130953550338745
,cristian,bay,'s,encyclopedia,concludes,that,civil,disobedience,does,not,only,include,what,behavior,?
christian,0.7528291344642639,0.10516203939914703,0.06999260932207108,0.13699042797088623,0.12176200747489929,0.18580004572868347,0.1521528661251068,0.27534419298171997,0.11483608186244965,0.15344804525375366,0.17599080502986908,0.11461217701435089,0.17849333584308624,0.09669432789087296,0.1508396863937378
bay,0.17219647765159607,1.0000001192092896,0.04795898124575615,0.09176304936408997,0.09425906091928482,0.15027529001235962,0.1300460398197174,0.16245011985301971,0.08515701442956924,0.09034739434719086,0.173993319272995,0.15580125153064728,0.20251236855983734,0.08337391167879105,0.10773546993732452
's,0.05956527963280678,0.04795898124575615,0.9999999403953552,0.03686247020959854,-0.0037846630439162254,0.04397977516055107,-0.06354409456253052,0.027719656005501747,-0.02895052544772625,0.002583299996331334,0.08984304964542389,-0.07849370688199997,0.02692362666130066,-0.0314609557390213,-0.023395681753754616
encyclopedia,0.08838286250829697,0.09176304936408997,0.03686247020959854,1.0000001192092896,0.15741577744483948,0.244210347533226,0.1173190101981163,0.25380024313926697,0.1984708607196808,0.2616056501865387,0.18482601642608643,0.07898053526878357,0.2928617596626282,0.19840292632579803,0.37688717246055603
article,0.12582086026668549,0.1367950141429901,-0.02360285259783268,0.47406885027885437,0.16099095344543457,0.41666144132614136,0.17077012360095978,0.2283177524805069,0.35800421237945557,0.427753210067749,0.32931867241859436,0.19150695204734802,0.40514686703681946,0.23918263614177704,0.4948462247848511
states,0.11888700723648071,0.1924809366464615,-0.004298824816942215,0.14120787382125854,0.1624758243560791,0.291576623916626,0.31344661116600037,0.2520419657230377,0.18093830347061157,0.24589264392852783,0.2831421494483948,0.19255764782428741,0.21526020765304565,0.1573638916015625,0.16272737085819244
that,0.15686354041099548,0.15027529001235962,0.04397977516055107,0.244210347533226,0.33099642395973206,1.0,0.16867391765117645,0.3551425039768219,0.4764937460422516,0.6600887179374695,0.6004067063331604,0.2797866463661194,0.6297725439071655,0.3315574526786804,0.32716336846351624
civil,0.12862610816955566,0.1300460398197174,-0.06354409456253052,0.1173190101981163,0.1948457956314087,0.16867391765117645,1.0,0.5442691445350647,0.09171415865421295,0.18740713596343994,0.1800847351551056,0.09042375534772873,0.15091551840305328,0.2168872058391571,0.1494513899087906
disobedience,0.17981617152690887,0.16245011985301971,0.027719656005501747,0.25380024313926697,0.3103841245174408,0.3551425039768219,0.5442691445350647,1.0,0.2508189380168915,0.38157403469085693,0.22540675103664398,0.1436312347650528,0.3298627436161041,0.36923566460609436,0.19890835881233215
requires,0.056317929178476334,0.10064899176359177,-0.026274187490344048,0.1641424596309662,0.2811930179595947,0.33935680985450745,0.19048382341861725,0.23690682649612427,0.4281558096408844,0.40184903144836426,0.3710685968399048,0.19184093177318573,0.24784088134765625,0.23531591892242432,0.26020103693008423
``,0.14107850193977356,-0.030725184828042984,-0.03416389226913452,-0.002888533053919673,0.03504469245672226,0.05285148695111275,0.06784805655479431,0.06214885041117668,0.06539655476808548,0.09406080842018127,0.11061053723096848,-0.0020322874188423157,0.008517155423760414,0.026777563616633415,0.0685480609536171
carefully,0.06275682151317596,0.10035234689712524,-0.053387343883514404,0.13337253034114838,0.22267480194568634,0.39895081520080566,0.1857394129037857,0.31538403034210205,0.24188286066055298,0.40467318892478943,0.25691473484039307,0.14467985928058624,0.3852337598800659,0.35863086581230164,0.22870610654354095
chosen,0.12368977814912796,0.12162642925977707,-0.02459627017378807,0.2097206860780716,0.13420090079307556,0.2642596662044525,0.09569620341062546,0.18869134783744812,0.21570728719234467,0.256125807762146,0.25902900099754333,0.1329115331172943,0.24263155460357666,0.1534011960029602,0.18667186796665192
and,0.1792902797460556,0.18794362246990204,0.06895173341035843,0.1511271446943283,0.19984479248523712,0.4731321930885315,0.25259146094322205,0.3041999638080597,0.3461615741252899,0.39099299907684326,0.4542345404624939,0.3915219306945801,0.31309178471565247,0.22840261459350586,0.20544172823429108
legitimate,0.24718926846981049,0.09026992321014404,-0.07022063434123993,0.2983054518699646,0.2527591586112976,0.4034998118877411,0.20727308094501495,0.37167292833328247,0.31185248494148254,0.36517128348350525,0.35816332697868347,0.14852382242679596,0.3080519735813141,0.2720755338668823,0.28191015124320984
means,0.08847369253635406,0.08482258021831512,0.047105882316827774,0.20547357201576233,0.28376302123069763,0.3582829535007477,0.10155808925628662,0.23526199162006378,0.3901011645793915,0.3293989896774292,0.3400060832500458,0.26245489716529846,0.2553325295448303,0.19806882739067078,0.21233566105365753
",",0.20033933222293854,0.26044994592666626,-0.0016132977325469255,0.29537108540534973,0.25500860810279846,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.28617382049560547,0.3769696354866028,0.4220978021621704,0.35606324672698975,0.3087472915649414,0.1586613655090332,0.31091248989105225
'',0.02688891626894474,-0.0189847182482481,-0.04859459400177002,0.016636701300740242,-0.006461316253989935,0.007880004122853279,-0.062313709408044815,0.003403886454179883,-0.004023602232336998,0.04262445494532585,-0.015845878049731255,0.037203479558229446,0.08143015950918198,-0.035749651491642,0.018684765323996544
but,0.1564275175333023,0.11948196589946747,0.04136733338236809,0.20798513293266296,0.2962805926799774,0.7244205474853516,0.22084347903728485,0.2850637137889862,0.4353378415107727,0.6553761959075928,0.6015474796295166,0.26725661754608154,0.5029441118240356,0.26584935188293457,0.27921953797340393
holds,0.11070290952920914,0.10573543608188629,0.016165124252438545,0.05079643800854683,0.2386832982301712,0.24587330222129822,0.09052738547325134,0.10259846597909927,0.2685805559158325,0.14748698472976685,0.27010318636894226,0.20968025922775269,0.08176258951425552,-0.00039502023719251156,0.11379207670688629
that,0.15686354041099548,0.15027529001235962,0.04397977516055107,0.244210347533226,0.33099642395973206,1.0,0.16867391765117645,0.3551425039768219,0.4764937460422516,0.6600887179374695,0.6004067063331604,0.2797866463661194,0.6297725439071655,0.3315574526786804,0.32716336846351624
they,0.11683686077594757,0.18549050390720367,0.03738465905189514,0.17120957374572754,0.1991558074951172,0.5710820555686951,0.14507707953453064,0.3148254156112671,0.34390902519226074,0.5804335474967957,0.499859482049942,0.24800166487693787,0.4431931674480438,0.25615963339805603,0.2753053903579712
do,0.17973209917545319,0.08929850906133652,-0.01994597539305687,0.26642560958862305,0.20454096794128418,0.44533252716064453,0.12413616478443146,0.26727163791656494,0.5148232579231262,0.6619802713394165,0.36438748240470886,0.27681633830070496,0.4609605669975281,0.2610781192779541,0.4093979299068451
not,0.11318424344062805,0.09034739434719086,0.002583299996331334,0.2616056501865387,0.25838780403137207,0.6600887179374695,0.18740713596343994,0.38157403469085693,0.6355478763580322,0.9999999403953552,0.5868885517120361,0.26363661885261536,0.5449194312095642,0.32436221837997437,0.41942933201789856
have,0.10216960310935974,0.15422046184539795,-0.02807004563510418,0.18086403608322144,0.2410735934972763,0.6182622313499451,0.16153892874717712,0.22560594975948334,0.3709583580493927,0.5619372129440308,0.5199421048164368,0.4281085729598999,0.39808809757232666,0.3061774671077728,0.32991164922714233
to,0.12329500913619995,0.15862606465816498,0.03782717138528824,0.21327286958694458,0.25151991844177246,0.5436353087425232,0.2019355595111847,0.30665844678878784,0.4391997456550598,0.5149973034858704,0.5096819996833801,0.1820748895406723,0.455847829580307,0.23964552581310272,0.29463258385658264
be,0.09510213881731033,0.13600406050682068,0.025217169895768166,0.21453945338726044,0.18165616691112518,0.6036020517349243,0.18061059713363647,0.2944406270980835,0.28696945309638977,0.5788898468017578,0.46042704582214355,0.29535481333732605,0.3929833769798279,0.316130131483078,0.3324260413646698
non-violent,0.21307455003261566,0.18536663055419922,0.09639576822519302,0.2382468581199646,0.25560563802719116,0.3309018015861511,0.28569117188453674,0.48103633522987366,0.23347800970077515,0.3127630949020386,0.30587008595466614,0.18418368697166443,0.25295090675354004,0.35250580310821533,0.21288378536701202
.,0.18083754181861877,0.18397286534309387,-0.003708066651597619,0.21656513214111328,0.16753333806991577,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.3022993505001068,0.4824007451534271,0.49507418274879456,0.21809983253479004,0.3567904531955719,0.262289822101593,0.4130953550338745
