,what,is,the,name,of,the,student,improvisational,theater,troupe,?
newspaper,0.19692619144916534,0.18900582194328308,0.228145033121109,0.14488136768341064,0.1885620355606079,0.228145033121109,0.2567587196826935,0.21982021629810333,0.19214026629924774,0.2198542058467865,0.12645277380943298
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.21417751908302307,0.33382371068000793,0.3129390776157379,0.14994631707668304,0.12074071913957596,0.16433431208133698,0.20792298018932343,0.12336621433496475
side,0.2532914876937866,0.27624061703681946,0.37146830558776855,0.13782621920108795,0.2452700436115265,0.37146830558776855,0.0957598015666008,0.12624742090702057,0.2407057136297226,0.030835460871458054,0.07831130921840668
weekly,0.1908067911863327,0.15399500727653503,0.21414050459861755,0.13323459029197693,0.1427893489599228,0.21414050459861755,0.23030811548233032,0.2636498510837555,0.2122262716293335,0.26426956057548523,0.12748977541923523
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2261858433485031,0.2520679533481598,0.27069878578186035,0.26151782274246216,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21259291470050812,0.21996822953224182,0.2354130744934082,0.2644887864589691,0.22068053483963013
nation,0.21990635991096497,0.2303507775068283,0.39486879110336304,0.19457928836345673,0.3102196156978607,0.39486879110336304,0.17340703308582306,0.1685100495815277,0.2100667804479599,0.21078108251094818,0.17865248024463654
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.018150636926293373,0.031771764159202576,0.10415638238191605,0.10436645895242691,-0.023395681753754616
second,0.19948028028011322,0.3161451518535614,0.4620301127433777,0.2563825845718384,0.353416383266449,0.4620301127433777,0.24274596571922302,0.15335147082805634,0.17513935267925262,0.16463115811347961,0.17239587008953094
oldest,0.12504005432128906,0.3135911226272583,0.30836519598960876,0.14531870186328888,0.33351290225982666,0.30836519598960876,0.18926581740379333,0.13976942002773285,0.168467178940773,0.13948646187782288,0.14864160120487213
continuously,0.2850121855735779,0.26402992010116577,0.3446447253227234,0.06410463154315948,0.27010056376457214,0.3446447253227234,0.20511572062969208,0.25891152024269104,0.165314719080925,0.17463386058807373,0.12734593451023102
running,0.2357972115278244,0.23768527805805206,0.28883472084999084,0.07677140086889267,0.2329012006521225,0.28883472084999084,0.09556221961975098,0.2474735826253891,0.11475826054811478,0.19444486498832703,0.15679655969142914
student,0.20548318326473236,0.18911804258823395,0.21259291470050812,0.07360304892063141,0.20310284197330475,0.21259291470050812,1.0000001192092896,0.2871228754520416,0.3214131295681,0.27491486072540283,0.13282090425491333
improvisational,0.24367378652095795,0.23200158774852753,0.21996822953224182,0.10538048297166824,0.20668554306030273,0.21996822953224182,0.2871228754520416,1.0,0.3226914703845978,0.43903011083602905,0.20795902609825134
theater,0.1395484209060669,0.18741893768310547,0.2354130744934082,0.11410945653915405,0.19138707220554352,0.2354130744934082,0.3214131295681,0.3226914703845978,0.9999998807907104,0.3813198208808899,0.12811817228794098
troupe,0.1531316041946411,0.18198338150978088,0.2644887864589691,0.24138492345809937,0.20661896467208862,0.2644887864589691,0.27491486072540283,0.43903011083602905,0.3813198208808899,1.0000001192092896,0.1434878259897232
off-off,0.1899094581604004,0.19790148735046387,0.24533753097057343,0.1429038792848587,0.19156251847743988,0.24533753097057343,0.2890048623085022,0.3863581120967865,0.3063652217388153,0.3879750669002533,0.1946229785680771
campus,0.13670016825199127,0.2408183068037033,0.20087170600891113,0.11855568736791611,0.22980211675167084,0.20087170600891113,0.39494943618774414,0.1420036405324936,0.29465705156326294,0.27009791135787964,0.06952692568302155
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2261858433485031,0.2520679533481598,0.27069878578186035,0.26151782274246216,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2391568422317505,0.2886188328266144,0.28268396854400635,0.2855014204978943,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21259291470050812,0.21996822953224182,0.2354130744934082,0.2644887864589691,0.22068053483963013
university-owned,0.19401752948760986,0.23678934574127197,0.2884284555912018,0.18900823593139648,0.3430551290512085,0.2884284555912018,0.46530580520629883,0.23117119073867798,0.31866875290870667,0.31218087673187256,0.19999876618385315
radio,0.16863368451595306,0.1481926590204239,0.23511973023414612,0.06772713363170624,0.16079017519950867,0.23511973023414612,0.15754960477352142,0.3209969401359558,0.30161547660827637,0.24057252705097198,0.08763375133275986
station,0.1613752841949463,0.19625909626483917,0.23609806597232819,0.15630634129047394,0.17394597828388214,0.23609806597232819,0.14163871109485626,0.1664564162492752,0.1954728215932846,0.15860407054424286,0.12574981153011322
whpk,0.4598170518875122,0.2590440511703491,0.38589707016944885,0.2603723108768463,0.2811318039894104,0.38589707016944885,0.17795881628990173,0.26664793491363525,0.19593587517738342,0.24376966059207916,0.33258190751075745
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.20994822680950165,0.20414245128631592,0.2616734504699707,0.24754759669303894,0.4130953550338745
