,what,directly,opposes,the,force,applied,to,move,an,object,across,a,surface,?
the,0.42745697498321533,0.4502958655357361,0.20486018061637878,1.0,0.2800885736942291,0.22842662036418915,0.535392165184021,0.29817628860473633,0.4207492768764496,0.22418850660324097,0.3816230297088623,0.5829201340675354,0.2555135488510132,0.22068053483963013
direction,0.25776705145835876,0.4283660054206848,0.20965388417243958,0.28851455450057983,0.28222864866256714,0.21825923025608063,0.32930055260658264,0.31407514214515686,0.21845301985740662,0.36791664361953735,0.26800477504730225,0.22025705873966217,0.37458059191703796,0.10739318281412125
of,0.33290785551071167,0.2998887896537781,0.1937987506389618,0.733189046382904,0.27094775438308716,0.2825285494327545,0.41548454761505127,0.19058799743652344,0.32280945777893066,0.1993778944015503,0.2936134934425354,0.5052502155303955,0.24204103648662567,0.1826142966747284
motion,0.260096937417984,0.2528733015060425,0.27415919303894043,0.30530840158462524,0.262514591217041,0.22504492104053497,0.26277783513069153,0.3022959232330322,0.1709904968738556,0.35588571429252625,0.15201924741268158,0.23572494089603424,0.3267155885696411,0.20143945515155792
while,0.35511791706085205,0.29497218132019043,0.30948787927627563,0.39804592728614807,0.2853275537490845,0.2214030772447586,0.43899232149124146,0.2814944386482239,0.23181851208209991,0.24970152974128723,0.31459560990333557,0.3733035624027252,0.23352423310279846,0.21076419949531555
the,0.42745697498321533,0.4502958655357361,0.20486018061637878,1.0,0.2800885736942291,0.22842662036418915,0.535392165184021,0.29817628860473633,0.4207492768764496,0.22418850660324097,0.3816230297088623,0.5829201340675354,0.2555135488510132,0.22068053483963013
kinetic,0.2226589173078537,0.24900339543819427,0.32712891697883606,0.24169990420341492,0.3447119891643524,0.3015279471874237,0.265864759683609,0.30924808979034424,0.2431212216615677,0.40050628781318665,0.2214573472738266,0.23143139481544495,0.44594696164131165,0.17710059881210327
friction,0.2582229971885681,0.3351610600948334,0.31470414996147156,0.2587912678718567,0.44091445207595825,0.36476999521255493,0.30962538719177246,0.3193487823009491,0.19842107594013214,0.4479469358921051,0.2397550493478775,0.2347700446844101,0.5078360438346863,0.18292373418807983
force,0.16915984451770782,0.1590159386396408,0.2913607358932495,0.2800885736942291,1.0000001192092896,0.28749921917915344,0.24496492743492126,0.2472643256187439,0.21655116975307465,0.32587239146232605,0.2086237519979477,0.2451154738664627,0.25219762325286865,0.1650998443365097
exactly,0.5801165103912354,0.3578157126903534,0.2582536041736603,0.30447691679000854,0.18934877216815948,0.2857862114906311,0.36282557249069214,0.21230071783065796,0.19986575841903687,0.30104294419288635,0.2435602992773056,0.2848515212535858,0.2594582438468933,0.35508325695991516
opposes,0.38294321298599243,0.2507704496383667,0.9999998807907104,0.20486018061637878,0.2913607358932495,0.2434452474117279,0.26822629570961,0.24289549887180328,0.2628571689128876,0.3141460120677948,0.18174462020397186,0.24588175117969513,0.19268262386322021,0.3116794228553772
the,0.42745697498321533,0.4502958655357361,0.20486018061637878,1.0,0.2800885736942291,0.22842662036418915,0.535392165184021,0.29817628860473633,0.4207492768764496,0.22418850660324097,0.3816230297088623,0.5829201340675354,0.2555135488510132,0.22068053483963013
applied,0.1944669634103775,0.2763640880584717,0.2434452474117279,0.22842662036418915,0.28749921917915344,0.9999999403953552,0.26928162574768066,0.25170618295669556,0.22066234052181244,0.33323290944099426,0.17645657062530518,0.24149316549301147,0.2864915132522583,0.15585725009441376
force,0.16915984451770782,0.1590159386396408,0.2913607358932495,0.2800885736942291,1.0000001192092896,0.28749921917915344,0.24496492743492126,0.2472643256187439,0.21655116975307465,0.32587239146232605,0.2086237519979477,0.2451154738664627,0.25219762325286865,0.1650998443365097
.,0.3567904531955719,0.30484142899513245,0.21634702384471893,0.5934505462646484,0.2783275842666626,0.2685256898403168,0.4645031690597534,0.31650546193122864,0.3581749200820923,0.22102774679660797,0.26410314440727234,0.50484299659729,0.2543797492980957,0.4130953550338745
