,what,is,needed,to,make,combustion,happen,?
a,0.3320399522781372,0.658733606338501,0.2915569543838501,0.45503583550453186,0.34303420782089233,0.3238258957862854,0.27358970046043396,0.23916715383529663
spark,0.23506906628608704,0.1769925057888031,0.26424434781074524,0.21029704809188843,0.29511451721191406,0.46677857637405396,0.22770431637763977,0.25924956798553467
",",0.3087472915649414,0.4691906273365021,0.29017356038093567,0.44245919585227966,0.324553906917572,0.2079315334558487,0.25441640615463257,0.31091248989105225
is,0.28837618231773376,1.0,0.21605761349201202,0.42745086550712585,0.3331545889377594,0.27011600136756897,0.23881089687347412,0.22961433231830597
needed,0.3631289601325989,0.21605761349201202,1.0,0.45002421736717224,0.4744986295700073,0.30804261565208435,0.29669153690338135,0.2863257825374603
to,0.455847829580307,0.42745086550712585,0.45002421736717224,1.0,0.497876912355423,0.21775685250759125,0.25324898958206177,0.29463258385658264
trigger,0.25090304017066956,0.19706949591636658,0.3133515417575836,0.21853643655776978,0.2637127935886383,0.32824447751045227,0.4160803258419037,0.22531388700008392
combustion,0.2678600549697876,0.27011600136756897,0.30804261565208435,0.21775685250759125,0.30747655034065247,1.0,0.31310033798217773,0.2177530825138092
.,0.3567904531955719,0.4569662809371948,0.31272366642951965,0.4645031690597534,0.3547073304653168,0.2124136984348297,0.2506430745124817,0.4130953550338745
,what,is,needed,to,make,combustion,happen,?
highly,0.22724121809005737,0.2753744423389435,0.21040694415569305,0.24264846742153168,0.27372491359710693,0.2010994851589203,0.14838619530200958,0.1542806625366211
concentrated,0.20476274192333221,0.25344735383987427,0.25430989265441895,0.2865214943885803,0.30341169238090515,0.25924617052078247,0.1889670342206955,0.11501483619213104
sources,0.30212491750717163,0.2594712972640991,0.2580890953540802,0.29232558608055115,0.27775129675865173,0.2775018811225891,0.17947837710380554,0.2886999845504761
of,0.33290785551071167,0.4854315221309662,0.27215874195098877,0.41548454761505127,0.2912110388278961,0.25126782059669495,0.23650258779525757,0.1826142966747284
oxygen,0.16781960427761078,0.21825239062309265,0.3129199147224426,0.24193501472473145,0.26924630999565125,0.4784593880176544,0.3087875247001648,0.16786395013332367
promote,0.23983411490917206,0.1833173632621765,0.3562115728855133,0.3513890206813812,0.36372140049934387,0.12288863211870193,0.21901020407676697,0.23677967488765717
rapid,0.16600939631462097,0.15915311872959137,0.13313354551792145,0.17502319812774658,0.11140650510787964,0.22408467531204224,0.26619070768356323,0.17199881374835968
combustion,0.2678600549697876,0.27011600136756897,0.30804261565208435,0.21775685250759125,0.30747655034065247,1.0,0.31310033798217773,0.2177530825138092
.,0.3567904531955719,0.4569662809371948,0.31272366642951965,0.4645031690597534,0.3547073304653168,0.2124136984348297,0.2506430745124817,0.4130953550338745
