,how,many,astronauts,was,the,lm,intended,to,take,from,orbit,of,the,moon,to,the,surface,of,the,moon,?
astronauts,0.18454807996749878,0.17227493226528168,0.9999999403953552,0.2057761251926422,0.197182759642601,0.3122303783893585,0.19319632649421692,0.22723354399204254,0.24666889011859894,0.1742604821920395,0.5022050142288208,0.16999632120132446,0.197182759642601,0.46789222955703735,0.22723354399204254,0.197182759642601,0.306205689907074,0.16999632120132446,0.197182759642601,0.46789222955703735,0.15138289332389832
on,0.32655060291290283,0.32520127296447754,0.2219601273536682,0.3909217119216919,0.5107308030128479,0.21269403398036957,0.2751085162162781,0.41031414270401,0.27423644065856934,0.36926645040512085,0.1829480081796646,0.3966929316520691,0.5107308030128479,0.20249907672405243,0.41031414270401,0.5107308030128479,0.2674844264984131,0.3966929316520691,0.5107308030128479,0.20249907672405243,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.197182759642601,0.48711544275283813,1.0,0.25534775853157043,0.29853108525276184,0.535392165184021,0.31620436906814575,0.40150508284568787,0.1565481424331665,0.733189046382904,1.0,0.23613092303276062,0.535392165184021,1.0,0.2555135488510132,0.733189046382904,1.0,0.23613092303276062,0.22068053483963013
moon,0.209036186337471,0.14061444997787476,0.46789222955703735,0.18183675408363342,0.23613092303276062,0.3554265797138214,0.19858910143375397,0.17707908153533936,0.1969168335199356,0.1715833693742752,0.5782127380371094,0.18815091252326965,0.23613092303276062,1.0,0.17707908153533936,0.23613092303276062,0.3550443947315216,0.18815091252326965,0.23613092303276062,1.0,0.1442703753709793
and,0.33647966384887695,0.5296266674995422,0.20313000679016113,0.3740963041782379,0.5171257257461548,0.15283863246440887,0.21507462859153748,0.48971283435821533,0.296702116727829,0.3601827025413513,0.1805662214756012,0.5116966962814331,0.5171257257461548,0.2018347829580307,0.48971283435821533,0.5171257257461548,0.2626544237136841,0.5116966962814331,0.5171257257461548,0.2018347829580307,0.20544172823429108
take,0.32433539628982544,0.24711354076862335,0.24666889011859894,0.15919329226016998,0.31620436906814575,0.14024771749973297,0.24514777958393097,0.4075521230697632,1.0,0.21964672207832336,0.1954312026500702,0.29282352328300476,0.31620436906814575,0.1969168335199356,0.4075521230697632,0.31620436906814575,0.1504635214805603,0.29282352328300476,0.31620436906814575,0.1969168335199356,0.21897350251674652
them,0.5142028331756592,0.5119333863258362,0.3025733232498169,0.23709723353385925,0.4788833558559418,0.15620647370815277,0.34906119108200073,0.5916602611541748,0.40483909845352173,0.2957119345664978,0.18054717779159546,0.34503093361854553,0.4788833558559418,0.17136725783348083,0.5916602611541748,0.4788833558559418,0.24076877534389496,0.34503093361854553,0.4788833558559418,0.17136725783348083,0.35435691475868225
back,0.2557322680950165,0.2512952387332916,0.2125529646873474,0.2438982129096985,0.3612101674079895,0.2199734002351761,0.15005646646022797,0.4675939381122589,0.3091944754123688,0.38032060861587524,0.16937975585460663,0.23051875829696655,0.3612101674079895,0.17210103571414948,0.4675939381122589,0.3612101674079895,0.20380796492099762,0.23051875829696655,0.3612101674079895,0.17210103571414948,0.2397768795490265
to,0.44169697165489197,0.40243685245513916,0.22723354399204254,0.3636345863342285,0.535392165184021,0.17625956237316132,0.48327770829200745,1.0,0.4075521230697632,0.4069952368736267,0.23271086812019348,0.41548454761505127,0.535392165184021,0.17707908153533936,1.0,0.535392165184021,0.23727688193321228,0.41548454761505127,0.535392165184021,0.17707908153533936,0.29463258385658264
orbit,0.18904346227645874,0.12388269603252411,0.5022050142288208,0.1862146407365799,0.1565481424331665,0.3392186462879181,0.18224278092384338,0.23271086812019348,0.1954312026500702,0.1674075424671173,1.0000001192092896,0.13123251497745514,0.1565481424331665,0.5782127380371094,0.23271086812019348,0.1565481424331665,0.3658416271209717,0.13123251497745514,0.1565481424331665,0.5782127380371094,0.16621392965316772
to,0.44169697165489197,0.40243685245513916,0.22723354399204254,0.3636345863342285,0.535392165184021,0.17625956237316132,0.48327770829200745,1.0,0.4075521230697632,0.4069952368736267,0.23271086812019348,0.41548454761505127,0.535392165184021,0.17707908153533936,1.0,0.535392165184021,0.23727688193321228,0.41548454761505127,0.535392165184021,0.17707908153533936,0.29463258385658264
rendezvous,0.1363270878791809,0.1643146425485611,0.33918893337249756,0.2680005729198456,0.28183797001838684,0.35044172406196594,0.2841750383377075,0.20874395966529846,0.20260241627693176,0.22434671223163605,0.40190446376800537,0.1866399645805359,0.28183797001838684,0.3718259632587433,0.20874395966529846,0.28183797001838684,0.29919910430908203,0.1866399645805359,0.28183797001838684,0.3718259632587433,0.08957836031913757
with,0.3525622487068176,0.35744401812553406,0.18919897079467773,0.27411898970603943,0.4223487675189972,0.11947625130414963,0.22866179049015045,0.4239959120750427,0.21222369372844696,0.26272761821746826,0.15879200398921967,0.41827285289764404,0.4223487675189972,0.20192916691303253,0.4239959120750427,0.4223487675189972,0.1969025433063507,0.41827285289764404,0.4223487675189972,0.20192916691303253,0.2433311939239502
the,0.33890387415885925,0.4335206151008606,0.197182759642601,0.48711544275283813,1.0,0.25534775853157043,0.29853108525276184,0.535392165184021,0.31620436906814575,0.40150508284568787,0.1565481424331665,0.733189046382904,1.0,0.23613092303276062,0.535392165184021,1.0,0.2555135488510132,0.733189046382904,1.0,0.23613092303276062,0.22068053483963013
command,0.17853301763534546,0.17804791033267975,0.31723442673683167,0.22477014362812042,0.27488255500793457,0.23534108698368073,0.26033496856689453,0.25119054317474365,0.19205622375011444,0.16142813861370087,0.28570520877838135,0.23060646653175354,0.27488255500793457,0.19705693423748016,0.25119054317474365,0.27488255500793457,0.20239561796188354,0.23060646653175354,0.27488255500793457,0.19705693423748016,0.13402260839939117
module,0.21929074823856354,0.14934542775154114,0.3622255325317383,0.09592796117067337,0.15147453546524048,0.3337670564651489,0.2379239797592163,0.17751087248325348,0.20503602921962738,0.08441745489835739,0.3828204572200775,0.057198818773031235,0.15147453546524048,0.3536060154438019,0.17751087248325348,0.15147453546524048,0.2348867803812027,0.057198818773031235,0.15147453546524048,0.3536060154438019,0.2131270468235016
.,0.3287222981452942,0.3974229395389557,0.23320762813091278,0.40146201848983765,0.5934505462646484,0.22923575341701508,0.18925566971302032,0.4645031690597534,0.3045158088207245,0.41536515951156616,0.19304080307483673,0.5352458953857422,0.5934505462646484,0.2040150910615921,0.4645031690597534,0.5934505462646484,0.2543797492980957,0.5352458953857422,0.5934505462646484,0.2040150910615921,0.4130953550338745
