,what,county,was,newcastle,a,part,of,until,1400,?
status,0.1975356787443161,0.1240844652056694,0.18093566596508026,0.12269432842731476,0.28739041090011597,0.2011570781469345,0.20139996707439423,0.239189013838768,0.19478784501552582,0.16403266787528992
it,0.45803478360176086,0.21266573667526245,0.4577186405658722,0.17789338529109955,0.5452592968940735,0.4648587107658386,0.38761502504348755,0.31202051043510437,0.20103944838047028,0.25732165575027466
retained,0.13867077231407166,0.1613040417432785,0.28949645161628723,0.148206427693367,0.23202241957187653,0.1802528202533722,0.3240398168563843,0.30631059408187866,0.14619103074073792,0.0590956024825573
until,0.2693650424480438,0.15220382809638977,0.43126991391181946,0.14867761731147766,0.2314814180135727,0.2564696967601776,0.2787701487541199,1.0,0.11186089366674423,0.20304496586322784
becoming,0.2530137896537781,0.13381515443325043,0.39893877506256104,0.2067776620388031,0.3309323191642761,0.23873573541641235,0.3014795780181885,0.27863404154777527,0.09252602607011795,0.17354105412960052
part,0.3476244807243347,0.25918450951576233,0.3407018780708313,0.13570614159107208,0.3994528353214264,1.0,0.452393114566803,0.2564696967601776,0.27774661779403687,0.08557961881160736
of,0.33290785551071167,0.2393190860748291,0.4069072902202606,0.18781472742557526,0.5052502155303955,0.452393114566803,1.0,0.2787701487541199,0.22940677404403687,0.1826142966747284
tyne,0.14296641945838928,0.33330801129341125,0.2610088884830475,0.6070957183837891,0.14687809348106384,0.1559470146894455,0.2296384871006012,0.13934919238090515,0.16257812082767487,0.07377036660909653
and,0.31309178471565247,0.2045455276966095,0.3740963041782379,0.20204751193523407,0.3739250600337982,0.35301485657691956,0.5116966962814331,0.3372601866722107,0.17648518085479736,0.20544172823429108
wear,0.21155497431755066,0.15442577004432678,0.16459625959396362,0.23680181801319122,0.20639316737651825,0.20042893290519714,0.24815733730793,0.11838806420564651,0.05844230577349663,0.1366986185312271
in,0.30808621644973755,0.31363439559936523,0.45514053106307983,0.19270820915699005,0.539380669593811,0.4499994218349457,0.5696388483047485,0.38338494300842285,0.233106791973114,0.20430970191955566
1974,-0.05855642259120941,0.230268195271492,0.04934719577431679,0.266340047121048,-0.032648567110300064,0.08843723684549332,0.05920899659395218,0.04977331683039665,0.1834055334329605,-0.17742674052715302
.,0.3567904531955719,0.25379708409309387,0.40146201848983765,0.2714749276638031,0.50484299659729,0.32817673683166504,0.5352458953857422,0.36876651644706726,0.14909762144088745,0.4130953550338745
