,what,position,did,tesla,hold,in,the,central,telegraph,office,?
construction,0.20329850912094116,0.14470115303993225,0.1474381983280182,0.228234201669693,0.20657530426979065,0.3031303882598877,0.2671978175640106,0.1788463592529297,0.2016412913799286,0.22215428948402405,0.13494056463241577
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.20599327981472015,0.2803111970424652,0.5201468467712402,0.4933079481124878,0.2587154507637024,0.2253839671611786,0.25194036960601807,0.31091248989105225
was,0.22111038863658905,0.23203803598880768,0.41399896144866943,0.16455206274986267,0.19631803035736084,0.45514053106307983,0.48711544275283813,0.21519865095615387,0.29198700189590454,0.3002835810184479,0.18412111699581146
not,0.5449194312095642,0.25555619597435,0.6481515765190125,0.12018213421106339,0.30054694414138794,0.3403114080429077,0.4310511648654938,0.18825478851795197,0.1379934698343277,0.12326236814260483,0.41942933201789856
functional,0.20372545719146729,0.21304461359977722,0.15726788341999054,0.18012508749961853,0.21563570201396942,0.23650877177715302,0.24815106391906738,0.2505180239677429,0.0922611877322197,0.2432149201631546,0.13501502573490143
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.20599327981472015,0.2803111970424652,0.5201468467712402,0.4933079481124878,0.2587154507637024,0.2253839671611786,0.25194036960601807,0.31091248989105225
so,0.539469838142395,0.278154194355011,0.43696269392967224,0.186936616897583,0.357639342546463,0.31275880336761475,0.4296516180038452,0.13208308815956116,0.1583409458398819,0.12522940337657928,0.43163934350013733
he,0.3114890456199646,0.3134360909461975,0.3292143940925598,0.12373391538858414,0.22320321202278137,0.41690486669540405,0.4571082592010498,0.20146983861923218,0.17617614567279816,0.25219056010246277,0.2089974731206894
worked,0.168898344039917,0.16241461038589478,0.3377852141857147,0.15985111892223358,0.20664794743061066,0.28707414865493774,0.22615844011306763,0.11440139263868332,0.28367239236831665,0.2245345413684845,0.0901828184723854
as,0.31749409437179565,0.2407573163509369,0.3596470057964325,0.10285310447216034,0.2402239739894867,0.3887844979763031,0.48381632566452026,0.1581166535615921,0.16133026778697968,0.2288317233324051,0.27043893933296204
a,0.3320399522781372,0.28626853227615356,0.2552328109741211,0.2211925983428955,0.2822398841381073,0.539380669593811,0.5829201340675354,0.26925721764564514,0.18788443505764008,0.24789826571941376,0.23916715383529663
draftsman,0.1719636470079422,0.18844114243984222,0.2419973909854889,0.24013198912143707,0.17890283465385437,0.2309640794992447,0.2296736240386963,0.07056056708097458,0.23052865266799927,0.22521817684173584,0.1333959698677063
in,0.30808621644973755,0.20453733205795288,0.2593238651752472,0.17097744345664978,0.2667064666748047,1.0,0.6662389636039734,0.30844059586524963,0.20878101885318756,0.28433957695961,0.20430970191955566
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6662389636039734,1.0,0.3417201042175293,0.2525936961174011,0.27314993739128113,0.22068053483963013
central,0.17723965644836426,0.16392941772937775,0.14962437748908997,0.12108288705348969,0.15331104397773743,0.30844059586524963,0.3417201042175293,1.0,0.1677202582359314,0.22912050783634186,0.14787602424621582
telegraph,0.1631035953760147,0.20048733055591583,0.16284510493278503,0.24232685565948486,0.15546779334545135,0.20878101885318756,0.2525936961174011,0.1677202582359314,0.9999999403953552,0.2444598227739334,0.07475808262825012
office,0.12159775197505951,0.2882634103298187,0.1974928379058838,0.13711592555046082,0.2846420705318451,0.28433957695961,0.27314993739128113,0.22912050783634186,0.2444598227739334,1.0000001192092896,0.16497313976287842
instead,0.4104403555393219,0.21622197329998016,0.34208473563194275,0.16731514036655426,0.2777373194694519,0.28091272711753845,0.3940567970275879,0.11699797958135605,0.15474744141101837,0.1730809360742569,0.2942638397216797
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.17949827015399933,0.30296799540519714,0.5591574311256409,0.5934505462646484,0.3193301260471344,0.17836575210094452,0.26038533449172974,0.4130953550338745
,what,position,did,tesla,hold,in,the,central,telegraph,office,?
within,0.2498195916414261,0.25843489170074463,0.15734176337718964,0.12420729547739029,0.2997158467769623,0.40576374530792236,0.39827480912208557,0.3120191693305969,0.1409425437450409,0.252949059009552,0.1870293766260147
a,0.3320399522781372,0.28626853227615356,0.2552328109741211,0.2211925983428955,0.2822398841381073,0.539380669593811,0.5829201340675354,0.26925721764564514,0.18788443505764008,0.24789826571941376,0.23916715383529663
few,0.2780759632587433,0.17661958932876587,0.32311540842056274,0.12608137726783752,0.26263806223869324,0.3588411808013916,0.34660017490386963,0.14656876027584076,0.10634490847587585,0.19068987667560577,0.2334265559911728
months,0.24954822659492493,0.16969583928585052,0.29584890604019165,0.07674213498830795,0.23719167709350586,0.27186378836631775,0.2680157423019409,0.08840233832597733,0.10524464398622513,0.20226788520812988,0.2804218530654907
",",0.3087472915649414,0.1771278828382492,0.3015086054801941,0.20599327981472015,0.2803111970424652,0.5201468467712402,0.4933079481124878,0.2587154507637024,0.2253839671611786,0.25194036960601807,0.31091248989105225
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6662389636039734,1.0,0.3417201042175293,0.2525936961174011,0.27314993739128113,0.22068053483963013
budapest,0.11760804802179337,0.13450144231319427,0.20056968927383423,0.30872756242752075,0.15456371009349823,0.21122121810913086,0.14167028665542603,0.17471148073673248,0.24869981408119202,0.1617802381515503,0.13112305104732513
telephone,0.16968877613544464,0.16806799173355103,0.15489530563354492,0.2969077527523041,0.19843044877052307,0.2529275715351105,0.22550040483474731,0.15924367308616638,0.5152019262313843,0.2794130742549896,0.13201479613780975
exchange,0.11323627829551697,0.12220597267150879,0.07428870350122452,0.11101709306240082,0.15759626030921936,0.21970009803771973,0.2543705105781555,0.14818553626537323,0.20312528312206268,0.1629369705915451,0.048212938010692596
became,0.1434093862771988,0.21057558059692383,0.3632316589355469,0.12976884841918945,0.17459198832511902,0.31047213077545166,0.36325156688690186,0.1871679276227951,0.22717836499214172,0.2918506860733032,0.11374033987522125
functional,0.20372545719146729,0.21304461359977722,0.15726788341999054,0.18012508749961853,0.21563570201396942,0.23650877177715302,0.24815106391906738,0.2505180239677429,0.0922611877322197,0.2432149201631546,0.13501502573490143
and,0.31309178471565247,0.22603030502796173,0.34479495882987976,0.19560420513153076,0.30117684602737427,0.4954058527946472,0.5171257257461548,0.2465941160917282,0.11137007921934128,0.22517526149749756,0.20544172823429108
tesla,0.23221199214458466,0.11136931926012039,0.09757418930530548,0.9999999403953552,0.22899088263511658,0.17097744345664978,0.1324402391910553,0.12108288705348969,0.24232685565948486,0.13711592555046082,0.10250775516033173
was,0.22111038863658905,0.23203803598880768,0.41399896144866943,0.16455206274986267,0.19631803035736084,0.45514053106307983,0.48711544275283813,0.21519865095615387,0.29198700189590454,0.3002835810184479,0.18412111699581146
allocated,0.2210150808095932,0.26062577962875366,0.20745468139648438,0.2575380206108093,0.2857247591018677,0.2639060914516449,0.35371720790863037,0.2473367601633072,0.17042404413223267,0.24412256479263306,0.17195001244544983
the,0.42745697498321533,0.3183514177799225,0.34736719727516174,0.1324402391910553,0.3067915439605713,0.6662389636039734,1.0,0.3417201042175293,0.2525936961174011,0.27314993739128113,0.22068053483963013
chief,0.1647547483444214,0.2450338751077652,0.18907910585403442,0.1230378970503807,0.14957091212272644,0.17961405217647552,0.2586921751499176,0.1832505762577057,0.18233934044837952,0.2868136167526245,0.09466830641031265
electrician,0.12098047137260437,0.12016093730926514,0.1716306358575821,0.3633211851119995,0.11091012507677078,0.20065699517726898,0.20626100897789001,0.15346772968769073,0.35540124773979187,0.17287246882915497,0.11971108615398407
position,0.22031237185001373,1.0000001192092896,0.2170831561088562,0.11136931926012039,0.30860435962677,0.20453733205795288,0.3183514177799225,0.16392941772937775,0.20048733055591583,0.2882634103298187,0.15529610216617584
.,0.3567904531955719,0.24342353641986847,0.35288307070732117,0.17949827015399933,0.30296799540519714,0.5591574311256409,0.5934505462646484,0.3193301260471344,0.17836575210094452,0.26038533449172974,0.4130953550338745
