,who,was,famous,for,disobedience,against,a,tax,collector,?
aloud,0.37817129492759705,0.2191999852657318,0.23686537146568298,0.24192190170288086,0.32888007164001465,0.24865886569023132,0.27394041419029236,0.13421350717544556,0.12616075575351715,0.30062806606292725
about,0.3477841317653656,0.2577359974384308,0.25149837136268616,0.3312419354915619,0.20206157863140106,0.1949513703584671,0.34171196818351746,0.17659322917461395,0.14401373267173767,0.302409827709198
how,0.4070430099964142,0.16678167879581451,0.1667274683713913,0.3308170735836029,0.27056485414505005,0.22421614825725555,0.29312583804130554,0.24537210166454315,0.1203976646065712,0.4024120569229126
to,0.42656609416007996,0.3636345863342285,0.12665097415447235,0.4451248347759247,0.30665844678878784,0.310872346162796,0.45503583550453186,0.24948102235794067,0.18452472984790802,0.29463258385658264
handle,0.17333203554153442,0.09276826679706573,0.06305450201034546,0.33962011337280273,0.1709526628255844,0.10572245717048645,0.2600627541542053,0.16040746867656708,0.14510586857795715,0.3016141355037689
his,0.44966956973075867,0.4405253231525421,0.28745037317276,0.39312878251075745,0.3585605025291443,0.26457494497299194,0.3497250974178314,0.18045683205127716,0.21166932582855225,0.18075084686279297
refusal,0.26980653405189514,0.21255949139595032,0.07502058148384094,0.2880827784538269,0.5255241394042969,0.34843283891677856,0.25449275970458984,0.32196518778800964,0.07909507304430008,0.21465960144996643
to,0.42656609416007996,0.3636345863342285,0.12665097415447235,0.4451248347759247,0.30665844678878784,0.310872346162796,0.45503583550453186,0.24948102235794067,0.18452472984790802,0.29463258385658264
pay,0.31589654088020325,0.19225089251995087,0.19620028138160706,0.24382255971431732,0.3165281414985657,0.22977499663829803,0.1940600425004959,0.44073599576950073,0.23629988729953766,0.19821009039878845
",",0.3365725874900818,0.45456063747406006,0.2816491723060608,0.4464869201183319,0.2878543734550476,0.31168749928474426,0.427140474319458,0.140306293964386,0.2751410901546478,0.31091248989105225
thoreau,0.38208138942718506,0.263746052980423,0.25553062558174133,0.21023771166801453,0.42179736495018005,0.17145965993404388,0.25918325781822205,0.27197036147117615,0.30603376030921936,0.1922200322151184
had,0.36173108220100403,0.5927209258079529,0.2666274309158325,0.3270139992237091,0.2496410459280014,0.2359013706445694,0.34897568821907043,0.2077564299106598,0.24746163189411163,0.20728366076946259
advised,0.3396371603012085,0.25910621881484985,0.1412193775177002,0.2914423644542694,0.30163052678108215,0.23858216404914856,0.22797705233097076,0.18955157697200775,0.12315823137760162,0.18871766328811646
",",0.3365725874900818,0.45456063747406006,0.2816491723060608,0.4464869201183319,0.2878543734550476,0.31168749928474426,0.427140474319458,0.140306293964386,0.2751410901546478,0.31091248989105225
“,-0.035637419670820236,0.0583195686340332,-0.02155287191271782,-0.13923639059066772,-0.0010452310089021921,-0.0779629796743393,-0.026146769523620605,-0.036300092935562134,0.08042020350694656,-0.043535903096199036
resign.,0.24122634530067444,0.2817298471927643,0.08382006734609604,0.1964438110589981,0.27913668751716614,0.19619965553283691,0.12656745314598083,0.20769654214382172,0.04517792910337448,0.14793944358825684
”,-0.01526990532875061,0.038636818528175354,0.015636125579476357,0.010910828597843647,0.007127712015062571,-0.040824100375175476,-0.030909502878785133,0.0386810302734375,0.006099455989897251,0.014230710454285145
if,0.3758285641670227,0.16164100170135498,0.07476219534873962,0.3609124422073364,0.20446431636810303,0.2231346219778061,0.41272827982902527,0.26962006092071533,0.14307932555675507,0.4441644251346588
a,0.36608949303627014,0.4508470594882965,0.26728492975234985,0.44038116931915283,0.25352153182029724,0.2227657586336136,1.0,0.23702840507030487,0.2918439209461212,0.23916715383529663
man,0.3476670980453491,0.3030987083911896,0.14109668135643005,0.22439523041248322,0.2597678005695343,0.15814809501171112,0.27759313583374023,0.10381300002336502,0.21624059975147247,0.2528940737247467
chose,0.36215925216674805,0.37049561738967896,0.2576928734779358,0.25166723132133484,0.26089850068092346,0.2065262645483017,0.20067369937896729,0.15122409164905548,0.09943541884422302,0.2465825378894806
to,0.42656609416007996,0.3636345863342285,0.12665097415447235,0.4451248347759247,0.30665844678878784,0.310872346162796,0.45503583550453186,0.24948102235794067,0.18452472984790802,0.29463258385658264
be,0.3371641933917999,0.42228707671165466,0.07391472905874252,0.3801851272583008,0.2944406270980835,0.18640132248401642,0.39883795380592346,0.19502007961273193,0.18384969234466553,0.3324260413646698
an,0.2848317325115204,0.3694365322589874,0.17632822692394257,0.3236706852912903,0.24747906625270844,0.17087337374687195,0.44552403688430786,0.1595001518726349,0.18326327204704285,0.19793890416622162
agent,0.22582080960273743,0.19250954687595367,0.08874372392892838,0.21425770223140717,0.16219927370548248,0.14297595620155334,0.251655638217926,0.21037445962429047,0.22861042618751526,0.13699154555797577
of,0.2827862501144409,0.4069072902202606,0.3074295222759247,0.4185989499092102,0.31932318210601807,0.2669808566570282,0.5052502155303955,0.2403477430343628,0.25408363342285156,0.1826142966747284
injustice,0.3202289044857025,0.24401631951332092,0.187818244099617,0.2257256805896759,0.5420457720756531,0.4147758483886719,0.2346445620059967,0.29093435406684875,0.08215317875146866,0.24520209431648254
",",0.3365725874900818,0.45456063747406006,0.2816491723060608,0.4464869201183319,0.2878543734550476,0.31168749928474426,0.427140474319458,0.140306293964386,0.2751410901546478,0.31091248989105225
then,0.29952746629714966,0.27044644951820374,0.1251293271780014,0.3392637073993683,0.18541529774665833,0.26255443692207336,0.3970017731189728,0.17681264877319336,0.1645563393831253,0.2884598970413208
thoreau,0.38208138942718506,0.263746052980423,0.25553062558174133,0.21023771166801453,0.42179736495018005,0.17145965993404388,0.25918325781822205,0.27197036147117615,0.30603376030921936,0.1922200322151184
insisted,0.3234142065048218,0.3803028464317322,0.20293334126472473,0.258402943611145,0.47802457213401794,0.3447872996330261,0.20067435503005981,0.2514262795448303,0.1472092866897583,0.20097918808460236
on,0.2340552806854248,0.3909217119216919,0.18182522058486938,0.36199691891670227,0.2194652408361435,0.3163113296031952,0.3848365545272827,0.15417660772800446,0.1948956549167633,0.2714994251728058
confronting,0.3189483880996704,0.13347050547599792,0.1368635594844818,0.22076231241226196,0.4486970603466034,0.43466824293136597,0.18705610930919647,0.20754662156105042,0.024365650489926338,0.19677139818668365
him,0.5491244792938232,0.3675798773765564,0.2289084941148758,0.34431272745132446,0.3692842423915863,0.2398114949464798,0.32137390971183777,0.21452650427818298,0.1870606541633606,0.23943768441677094
with,0.3282766342163086,0.27411898970603943,0.22583967447280884,0.39140474796295166,0.21576236188411713,0.317049115896225,0.3783375024795532,0.20174698531627655,0.13147461414337158,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,0.28616565465927124,0.4739971458911896,0.30963727831840515,0.3090755045413971,0.5829201340675354,0.19507044553756714,0.22324377298355103,0.22068053483963013
fact,0.3179011940956116,0.24826835095882416,0.13099747896194458,0.2685041129589081,0.23802562057971954,0.1833278387784958,0.27727827429771423,0.18316124379634857,0.11893714964389801,0.2798655927181244
that,0.45444270968437195,0.33670201897621155,0.1761402189731598,0.4137635827064514,0.3551425039768219,0.3318655490875244,0.47537946701049805,0.26179835200309753,0.18346688151359558,0.32716336846351624
he,0.5500732064247131,0.5410010814666748,0.32830536365509033,0.4540175199508667,0.3186313509941101,0.29170042276382446,0.4393508732318878,0.19082318246364594,0.17432861030101776,0.2089974731206894
was,0.3318818509578705,1.0000001192092896,0.31606587767601013,0.3863949179649353,0.28287848830223083,0.22972732782363892,0.4508470594882965,0.13571642339229584,0.23424914479255676,0.18412111699581146
making,0.2312910407781601,0.28285154700279236,0.21205289661884308,0.4092673361301422,0.21885398030281067,0.21550926566123962,0.3237393796443939,0.21890290081501007,0.17632006108760834,0.2539324164390564
a,0.36608949303627014,0.4508470594882965,0.26728492975234985,0.44038116931915283,0.25352153182029724,0.2227657586336136,1.0,0.23702840507030487,0.2918439209461212,0.23916715383529663
choice,0.298758864402771,0.21082301437854767,0.09516105055809021,0.3722393810749054,0.2128324657678604,0.12749521434307098,0.2913992404937744,0.20844247937202454,0.07184486836194992,0.28709158301353455
.,0.3541337847709656,0.40146201848983765,0.2322506159543991,0.4726039469242096,0.2603943943977356,0.28705209493637085,0.50484299659729,0.23817123472690582,0.29290270805358887,0.4130953550338745
,who,was,famous,for,disobedience,against,a,tax,collector,?
however,0.4020770490169525,0.37327632308006287,0.2473324090242386,0.44511833786964417,0.2825644314289093,0.3361685574054718,0.38150349259376526,0.2199426293373108,0.19407004117965698,0.2152075469493866
",",0.3365725874900818,0.45456063747406006,0.2816491723060608,0.4464869201183319,0.2878543734550476,0.31168749928474426,0.427140474319458,0.140306293964386,0.2751410901546478,0.31091248989105225
this,0.3345087468624115,0.3638818562030792,0.20630793273448944,0.5082864165306091,0.3574272096157074,0.27292028069496155,0.5422310829162598,0.2274630218744278,0.202577143907547,0.3155723512172699
definition,0.11727189272642136,0.1828300952911377,0.08067046850919724,0.2789401710033417,0.20017720758914948,0.11514651030302048,0.2941339910030365,0.19320277869701385,0.11876676231622696,0.2796523869037628
is,0.24293622374534607,0.5810302495956421,0.26248517632484436,0.43268078565597534,0.21453623473644257,0.1754940152168274,0.658733606338501,0.12364397197961807,0.19557179510593414,0.22961433231830597
disputed,0.2177141308784485,0.18628759682178497,0.19284816086292267,0.15742191672325134,0.3042685389518738,0.15541183948516846,0.1505136638879776,0.17729976773262024,0.10574493557214737,0.2165134698152542
by,0.39727845788002014,0.4752357602119446,0.24140264093875885,0.3248702883720398,0.2563513219356537,0.24816733598709106,0.32094135880470276,0.17775239050388336,0.25270721316337585,0.17966607213020325
thoreau,0.38208138942718506,0.263746052980423,0.25553062558174133,0.21023771166801453,0.42179736495018005,0.17145965993404388,0.25918325781822205,0.27197036147117615,0.30603376030921936,0.1922200322151184
's,0.05599616840481758,0.008974763564765453,0.01744024269282818,-0.07241261005401611,0.027719656005501747,-0.0006242102244868875,0.04866964742541313,0.0735364556312561,0.05867529660463333,-0.023395681753754616
political,0.24357503652572632,0.24282537400722504,0.14965541660785675,0.24620850384235382,0.3612893521785736,0.19340632855892181,0.21418654918670654,0.2925998866558075,0.20370562374591827,0.17130474746227264
philosophy,0.23700125515460968,0.18397994339466095,0.17312593758106232,0.11801638454198837,0.31862175464630127,0.19299785792827606,0.1980830729007721,0.17910809814929962,0.19027692079544067,0.17949430644512177
pitching,0.179539754986763,0.2099449783563614,0.13457652926445007,0.29112353920936584,0.1907578855752945,0.18006901443004608,0.291593462228775,0.20838451385498047,0.10982215404510498,0.16604843735694885
the,0.3733934462070465,0.48711544275283813,0.28616565465927124,0.4739971458911896,0.30963727831840515,0.3090755045413971,0.5829201340675354,0.19507044553756714,0.22324377298355103,0.22068053483963013
conscience,0.3009462356567383,0.24309253692626953,0.08358134329319,0.2239484041929245,0.47909438610076904,0.21291790902614594,0.23108726739883423,0.2534468173980713,0.14283986389636993,0.23370258510112762
vs.,0.08805154263973236,-0.015474754385650158,-0.012030594050884247,0.13295181095600128,-0.033164650201797485,0.2369488775730133,0.11310789734125137,0.10457319766283035,0.03984273597598076,0.13077275454998016
the,0.3733934462070465,0.48711544275283813,0.28616565465927124,0.4739971458911896,0.30963727831840515,0.3090755045413971,0.5829201340675354,0.19507044553756714,0.22324377298355103,0.22068053483963013
collective,0.15793709456920624,0.1337047964334488,0.15462756156921387,0.257808655500412,0.25562170147895813,0.24038392305374146,0.27772119641304016,0.3096310496330261,0.6201157569885254,0.18214865028858185
.,0.3541337847709656,0.40146201848983765,0.2322506159543991,0.4726039469242096,0.2603943943977356,0.28705209493637085,0.50484299659729,0.23817123472690582,0.29290270805358887,0.4130953550338745
