,how,fast,were,the,winds,around,st.,augustine,in,the,1964,hurricane,?
km/h,0.1510477215051651,0.32828372716903687,0.1758936047554016,0.17834779620170593,0.6570713520050049,0.19841960072517395,0.12417975813150406,0.16461335122585297,0.14022843539714813,0.17834779620170593,-0.011728429235517979,0.504352331161499,0.17054446041584015
),0.17939934134483337,0.1782572716474533,0.1566188633441925,0.3456730246543884,0.2035132795572281,0.22742246091365814,0.1906544417142868,0.17437788844108582,0.3326910734176636,0.3456730246543884,-0.02978496626019478,0.17225943505764008,0.42300865054130554
",",0.22659391164779663,0.25842827558517456,0.36755475401878357,0.4933079481124878,0.2618456184864044,0.3298884332180023,0.26603782176971436,0.24419444799423218,0.5201468467712402,0.4933079481124878,0.003217993536964059,0.20293273031711578,0.31091248989105225
making,0.32306843996047974,0.25362852215766907,0.2804111838340759,0.35185980796813965,0.24609899520874023,0.3202960193157196,0.15194745361804962,0.15143480896949768,0.280230849981308,0.35185980796813965,-0.00045362490345723927,0.20499053597450256,0.2539324164390564
it,0.36714982986450195,0.29476630687713623,0.25487732887268066,0.6251175999641418,0.27734243869781494,0.4002610445022583,0.11486785858869553,0.23062291741371155,0.5130809545516968,0.6251175999641418,0.0024942245800048113,0.2578730583190918,0.25732165575027466
a,0.29312583804130554,0.2884432375431061,0.17203083634376526,0.5829201340675354,0.21384507417678833,0.3187784254550934,0.23918339610099792,0.19658590853214264,0.539380669593811,0.5829201340675354,-0.04855899140238762,0.1909463107585907,0.23916715383529663
strong,0.19945120811462402,0.33442240953445435,0.17177429795265198,0.22482411563396454,0.4142443537712097,0.23621033132076263,0.23983091115951538,0.17166052758693695,0.21198557317256927,0.22482411563396454,0.017608731985092163,0.27935031056404114,0.11990999430418015
category,0.15789133310317993,0.10389286279678345,0.19903893768787384,0.23679770529270172,0.26294368505477905,0.18763099610805511,0.0316644161939621,0.07326105982065201,0.20626798272132874,0.23679770529270172,0.10152953118085861,0.40698423981666565,0.2558678686618805
2,-0.02554285153746605,-0.018479792401194572,-0.013789876364171505,-0.019434669986367226,-0.03543007746338844,-0.05174211040139198,-0.021841011941432953,0.08268176764249802,0.01447046548128128,-0.019434669986367226,0.034416794776916504,0.058024097234010696,0.001977203879505396
on,0.32655060291290283,0.17124547064304352,0.2774328887462616,0.5107308030128479,0.24176689982414246,0.43118709325790405,0.19196833670139313,0.2021608203649521,0.46853652596473694,0.5107308030128479,0.04964355379343033,0.193372443318367,0.2714994251728058
the,0.33890387415885925,0.24604609608650208,0.3906462490558624,1.0,0.2427695244550705,0.40085816383361816,0.18141359090805054,0.23652029037475586,0.6662389636039734,1.0,-0.01880853809416294,0.2275574505329132,0.22068053483963013
saffir-simpson,0.16238601505756378,0.20343220233917236,0.21382945775985718,0.30724695324897766,0.4406307339668274,0.13901038467884064,0.1657150238752365,0.2776642441749573,0.25837355852127075,0.30724695324897766,-0.013328109867870808,0.555436372756958,0.2648341655731201
scale,0.23498360812664032,0.19804707169532776,0.19665676355361938,0.1833842247724533,0.21658167243003845,0.1609964370727539,0.04867882654070854,0.15844619274139404,0.2105615884065628,0.1833842247724533,-0.012007404118776321,0.2288481444120407,0.21142835915088654
.,0.3287222981452942,0.25414758920669556,0.3378238379955292,0.5934505462646484,0.21084541082382202,0.3712388277053833,0.2214197814464569,0.26978930830955505,0.5591574311256409,0.5934505462646484,-0.07040447741746902,0.2125435471534729,0.4130953550338745
