,what,platform,was,sentanta,sports,planning,on,launching,on,?
",",0.3087472915649414,0.18828214704990387,0.45456063747406006,0.3119554817676544,0.2693314254283905,0.26324963569641113,0.49057599902153015,0.22949649393558502,0.49057599902153015,0.31091248989105225
and,0.31309178471565247,0.1552499383687973,0.3740963041782379,0.26568377017974854,0.2629663348197937,0.3125394880771637,0.4077630043029785,0.2611428499221802,0.4077630043029785,0.20544172823429108
on,0.34226128458976746,0.2612745761871338,0.3909217119216919,0.206678107380867,0.16391423344612122,0.23530471324920654,0.9999999403953552,0.3227360248565674,0.9999999403953552,0.2714994251728058
the,0.42745697498321533,0.18037788569927216,0.48711544275283813,0.22665630280971527,0.20313861966133118,0.3046698570251465,0.5107308030128479,0.2864777147769928,0.5107308030128479,0.22068053483963013
same,0.3764382302761078,0.1811385452747345,0.27172183990478516,0.21802087128162384,0.15461626648902893,0.17174898087978363,0.39247995615005493,0.1855054497718811,0.39247995615005493,0.22649677097797394
day,0.2990210950374603,0.13412480056285858,0.24314451217651367,0.16074930131435394,0.17055383324623108,0.20413373410701752,0.3332281708717346,0.2009175419807434,0.3332281708717346,0.2141837179660797
that,0.6297725439071655,0.18628482520580292,0.33670201897621155,0.2687903344631195,0.18669648468494415,0.31817883253097534,0.42569106817245483,0.294524610042572,0.42569106817245483,0.32716336846351624
ntl,0.28533488512039185,0.3012632131576538,0.2440955638885498,0.15598328411579132,0.19811417162418365,0.12785758078098297,0.22365735471248627,0.2281942069530487,0.22365735471248627,0.31824302673339844
's,0.02692362666130066,0.0657176822423935,0.008974763564765453,0.04068643972277641,0.038657430559396744,0.03276682272553444,0.0026888418942689896,0.013539030216634274,0.0026888418942689896,-0.023395681753754616
services,0.16048473119735718,0.2947505712509155,0.21644414961338043,0.20729149878025055,0.20325811207294464,0.33970165252685547,0.22515536844730377,0.2720949351787567,0.22515536844730377,0.1328447163105011
re-branded,0.18635530769824982,0.19530200958251953,0.34796443581581116,0.2970810532569885,0.21516862511634827,0.22383877635002136,0.2890627384185791,0.34745389223098755,0.2890627384185791,0.16268296539783478
as,0.31749409437179565,0.17198772728443146,0.3677520453929901,0.22798824310302734,0.1638442724943161,0.2521193325519562,0.36047765612602234,0.24369457364082336,0.36047765612602234,0.27043893933296204
virgin,0.1343110352754593,0.2138483077287674,0.21603500843048096,0.24623849987983704,0.13220985233783722,0.1144426017999649,0.18324129283428192,0.22196722030639648,0.18324129283428192,0.11987020075321198
media,0.18292108178138733,0.1837989091873169,0.17841780185699463,0.25527364015579224,0.2744218111038208,0.2084810435771942,0.19591841101646423,0.16732177138328552,0.19591841101646423,0.1571006178855896
.,0.3567904531955719,0.22104737162590027,0.40146201848983765,0.24994295835494995,0.25474128127098083,0.24932754039764404,0.49257001280784607,0.2367628514766693,0.49257001280784607,0.4130953550338745
