,what,continent,are,the,canarian,islands,off,the,coast,of,?
lanzarote,0.13371914625167847,0.185964897274971,0.1999710649251938,0.2823113203048706,0.4183298945426941,0.3531104624271393,0.17028623819351196,0.2823113203048706,0.32868191599845886,0.308478981256485,0.17639553546905518
",",0.3087472915649414,0.22622181475162506,0.4062570035457611,0.4933079481124878,0.28832805156707764,0.2641065716743469,0.26180344820022583,0.4933079481124878,0.2553968131542206,0.4946078956127167,0.31091248989105225
fuerteventura,0.14144833385944366,0.18259350955486298,0.047196365892887115,0.23515015840530396,0.3513217568397522,0.41337117552757263,0.20563766360282898,0.23515015840530396,0.31528550386428833,0.23461100459098816,0.14740526676177979
and,0.31309178471565247,0.29214635491371155,0.48576638102531433,0.5171257257461548,0.24715344607830048,0.2816464602947235,0.2800697982311249,0.5171257257461548,0.2847609519958496,0.5116966962814331,0.20544172823429108
el,0.1611325442790985,0.09182189404964447,0.08293270319700241,0.22364778816699982,0.24493403732776642,0.14930686354637146,0.09612781554460526,0.22364778816699982,0.1839638501405716,0.17381444573402405,0.16662782430648804
hierro,0.18872138857841492,0.21729983389377594,0.12631280720233917,0.22172172367572784,0.30985820293426514,0.2205384373664856,0.15743330121040344,0.22172172367572784,0.19602981209754944,0.16975708305835724,0.23906674981117249
off,0.2350364625453949,0.18457722663879395,0.20252275466918945,0.2773582935333252,0.14631007611751556,0.16537275910377502,1.0,0.2773582935333252,0.35329669713974,0.20023372769355774,0.12937544286251068
the,0.42745697498321533,0.3139871060848236,0.40399202704429626,1.0,0.2484833300113678,0.27959951758384705,0.2773582935333252,1.0,0.28366661071777344,0.733189046382904,0.22068053483963013
atlantic,0.16333554685115814,0.3228747844696045,0.18382789194583893,0.31052014231681824,0.31160953640937805,0.33249732851982117,0.22253510355949402,0.31052014231681824,0.41328340768814087,0.22176773846149445,0.15355663001537323
coast,0.2200622260570526,0.32140976190567017,0.19096210598945618,0.28366661071777344,0.27208173274993896,0.42219480872154236,0.35329669713974,0.28366661071777344,1.0000001192092896,0.2811681628227234,0.15869849920272827
of,0.33290785551071167,0.2647381126880646,0.39081433415412903,0.733189046382904,0.2243018001317978,0.277767539024353,0.20023372769355774,0.733189046382904,0.2811681628227234,1.0,0.1826142966747284
africa,0.19696469604969025,0.4951236844062805,0.19885441660881042,0.2903064787387848,0.23953776061534882,0.2984291911125183,0.20126153528690338,0.2903064787387848,0.3806200325489044,0.2694264054298401,0.12926554679870605
.,0.3567904531955719,0.2553567588329315,0.3452940285205841,0.5934505462646484,0.2605230212211609,0.26146334409713745,0.2869674861431122,0.5934505462646484,0.2627628743648529,0.5352458953857422,0.4130953550338745
